,block,block_timestamp,b_price,price_volatility,combined_USDT,rolling_USDT,liquidity_volatility,rolling_USDT_Vola,TOKEN_ADDRESS,OLD_COLLATERAL,NEW_COLLATERAL
67,12858000,2021-07-19,0.5842,1.1093085325905234,161894.33699944764,285154.4551909656,10.353895882994085,0.39832850858562535,,,
68,12864000,2021-07-20,0.5476,1.120330205668651,283407.4001589267,285942.5636224063,10.50957220708783,0.3989440778507945,,,
69,12870000,2021-07-21,0.6358,1.0042543920084113,315037.3163924624,293018.26319917385,10.275011565239707,0.3981407841533024,,,
70,12876000,2021-07-22,0.6418,0.9971058396438681,380512.37693086563,304632.7963712144,9.95780987513473,0.3930401122642895,,,
71,12882000,2021-07-23,0.6507,0.9478482796578349,240589.8186086899,308417.8334948143,5.638328742454106,0.39556598506705515,,,
72,12888000,2021-07-24,0.6574,0.9445978658568437,324067.63855089387,313198.623661058,5.602449769211181,0.3957729812247078,,,
73,12894000,2021-07-25,0.6587,0.901764607712177,306276.950152708,317200.1959642104,5.6136610288995685,0.3970282434619756,,,
74,12900000,2021-07-26,0.6755,0.9036314465256863,320613.2460251582,319678.3257301036,5.562964386195232,0.39568273155521216,,,
75,12906000,2021-07-27,0.7105,0.8984157827031207,451740.5295808463,322603.436081901,5.521526550246556,0.37105711185444307,,,
76,12912000,2021-07-28,0.7071,0.8533358396860606,291615.930682325,317600.37919047126,5.628126527415618,0.3410812290278884,,,
77,12918000,2021-07-29,0.7575,0.8713455865158596,443626.25452044915,321318.3794251802,5.726174512121685,0.3265198058516533,,,
78,12924000,2021-07-30,0.7797,0.8731528573059392,386406.42248048825,318525.25838759664,5.654265120023847,0.289130238241023,,,
79,12936000,2021-07-31,0.8192,0.8538573124346147,281027.7536973574,314114.3977467629,5.7105022737281805,0.2685610192379197,,,
80,12942000,2021-08-01,0.7794,0.8689742144519326,147971.3694677366,306380.06299847894,5.894856709566629,0.28823452716165654,,,
81,12948000,2021-08-02,0.8171,0.877370664871063,282101.1044949478,303552.62169817724,6.413678694272498,0.28951014145740317,,,
82,12954000,2021-08-03,0.8576,0.8833610304664259,363806.2706914485,307101.9372211306,6.353210936968456,0.2884507651015155,,,
83,12960000,2021-08-04,0.87,0.8705511537694902,351167.222312599,311012.4312434127,6.3420222186310555,0.2853900695525239,,,
84,12966000,2021-08-05,0.8884,0.8693696995404464,243223.96822762917,308317.08163522853,6.372224506008065,0.290917816394997,,,
85,12972000,2021-08-06,0.8964,0.8175766084624574,309659.08013313607,298056.1159472942,5.888110304058149,0.2705184532758945,,,
86,12978000,2021-08-07,0.9334,0.8015002473147892,298845.84440057864,297775.15091078007,5.666691940116159,0.2665822248201743,,,
87,12984000,2021-08-08,0.9312,0.8008460343485203,236349.56423983275,297215.9682170237,5.679098648170055,0.26413377113775677,,,
88,12990000,2021-08-09,0.956,0.7808506608355333,275288.7651663473,296162.8679699185,5.669151972562337,0.25701595582699477,,,
89,12996000,2021-08-10,0.974,0.7815380290135755,331585.59380064684,298726.26153265726,5.645898806593481,0.2534175946918234,,,
90,13002000,2021-08-11,0.9943,0.7587550832253505,212589.72631839244,291305.64485579456,5.42993927462392,0.24876675935383916,,,
91,13008000,2021-08-12,0.9531,0.7540672038360402,242376.33887000877,287063.03928115714,5.412054398827045,0.2498748203844016,,,
92,13014000,2021-08-13,1.0596,0.808208959898949,286580.9184817747,284251.27664475766,5.426964461093133,0.24289686504403105,,,
93,13020000,2021-08-14,1.0687,0.7735854296768254,437175.1954549877,290846.3101164643,5.464524212061941,0.2520388990879592,,,
94,13032000,2021-08-15,1.062,0.7260270621885557,487019.32337982405,300355.1286000157,5.421575476731006,0.26848294223520086,,,
95,13038000,2021-08-16,1.0273,0.7411669918602735,417874.5532339231,307995.73937447305,5.444309687155279,0.2767583745392539,,,
96,13044000,2021-08-17,0.9899,0.7543795669251336,342265.9363774871,315089.89166106394,5.373969624240055,0.2829243040849929,,,
97,13050000,2021-08-18,0.9653,0.7279793269266078,381566.0397165104,322412.28175163275,5.351759779502647,0.28745641971970426,,,
98,13056000,2021-08-19,1.0278,0.6986000210068265,417509.3523854301,326882.3468258495,4.960518422932936,0.28875189905037746,,,
99,13062000,2021-08-20,1.0589,0.5620107147690173,415805.3744429699,330241.2820941998,4.960937726055721,0.2829804542123034,,,
100,13068000,2021-08-21,1.0706,0.5618230925805535,549049.02448196,335859.17034590297,5.001869329631343,0.2653726232021579,,,
101,13074000,2021-08-22,1.1226,0.5686762587198091,578673.7426757214,347128.6344814707,4.836832178800609,0.27836892181859735,,,
102,13080000,2021-08-23,1.1594,0.5694358058133361,461291.2026230758,351702.7532838767,4.827426610277743,0.2776221306449073,,,
103,13086000,2021-08-24,1.0606,0.6441884970909202,385548.3052680132,354345.1317877202,4.859021273908015,0.2765967866884278,,,
104,13092000,2021-08-25,1.1502,0.6731436690220346,348312.7133752691,355268.4473660572,4.877509708261061,0.2763593063896259,,,
105,13098000,2021-08-26,1.048,0.7338474845252699,422075.7242607683,354279.6205220546,4.78216670636016,0.2764676716016329,,,
106,13110000,2021-08-27,1.112,0.7438943948461665,228453.84611294713,352174.2177030753,4.86542861599221,0.27217757203152726,,,
107,13116000,2021-08-28,1.0798,0.7361690888409934,459967.3852635812,352718.92206117976,5.465020827920047,0.2711364029570057,,,
108,13122000,2021-08-29,1.0961,0.7345716740488842,350725.5845887696,351529.5607981225,5.505034590519706,0.2695330742222699,,,
109,13128000,2021-08-30,1.0473,0.7432981004322524,314646.548136477,352650.18727942643,5.44076533498956,0.2645188190614057,,,
110,13134000,2021-08-31,1.0636,0.7228754406008596,301819.3693933706,357778.4539436142,5.216600566439945,0.25174074168793575,,,
111,13140000,2021-09-01,1.122,0.7260208391891271,356406.6861116157,360255.3066641699,4.5890598588026865,0.24796234416560015,,,
112,13146000,2021-09-02,1.1188,0.7180756355445028,271441.2443375145,357176.4724523721,4.598228957541379,0.25073575362174116,,,
113,13152000,2021-09-03,1.1788,0.7291310270550843,237499.81749394402,353387.55895841686,4.616007460916323,0.25372413345202555,,,
114,13158000,2021-09-04,1.2449,0.7402164180950869,372322.82434823253,357690.854162437,4.766066642464956,0.2515864424524361,,,
115,13164000,2021-09-05,1.3138,0.7505055551084879,348694.3543325452,358992.02996908396,4.730155121978641,0.22389473809551436,,,
116,13170000,2021-09-06,1.2915,0.751031912490522,446713.4480311908,363920.95009010436,4.774584924337598,0.2238000125689277,,,
117,13176000,2021-09-07,1.0121,1.0009557518803334,442065.3275031358,370778.14219888113,4.714698009752635,0.22486951120457133,,,
118,13182000,2021-09-08,1.0082,0.999083114942083,793519.5319222448,388052.5010907444,5.170450924795771,0.24911944047863083,,,
119,13194000,2021-09-09,1.0708,1.0125112498498052,943347.7351415871,408444.57246877573,5.167344014800002,0.27902547830711383,,,
120,13200000,2021-09-10,1.0085,1.027728688792011,508879.41671377607,418320.8954819552,5.2498972009548694,0.26042663947070216,,,
121,13206000,2021-09-11,1.0318,1.020685681575644,518445.701003203,427523.20755306166,5.248634549888417,0.24900647304539045,,,
122,13212000,2021-09-12,1.0638,0.9728645695825892,108289.03528963885,421580.1447799904,5.7988828760705164,0.2526004434353723,,,
123,13218000,2021-09-13,1.0102,0.9843830834599894,506623.82642346516,423895.0991456064,11.991942465914164,0.2518095229251982,,,
124,13224000,2021-09-14,1.0646,0.9963436396307248,434444.0253182079,422142.58921021916,12.020483746976687,0.24907688745391876,,,
125,13230000,2021-09-15,1.0854,0.9919819930617447,824779.9634478868,435706.102884018,12.189032555462045,0.2530478877621106,,,
126,13236000,2021-09-16,1.1429,0.9942780438214276,888014.895899773,453897.7348680942,12.147391826241696,0.2657951792678755,,,
127,13242000,2021-09-17,1.0809,1.0060010934393393,624939.251745182,462010.1752690498,12.224303565683421,0.264340146661144,,,
128,13248000,2021-09-18,1.1155,0.9937488724467692,677957.604110834,470691.7836598967,12.224803581065949,0.2649952442010462,,,
129,13254000,2021-09-19,1.0668,1.00034239615439,832377.7012186169,484577.52788575157,12.215485504809314,0.2695010671890877,,,
130,13260000,2021-09-20,0.9087,1.0906455551052703,433186.14144933096,480715.43178466393,12.350450111979791,0.27591967601237205,,,
131,13266000,2021-09-21,0.8448,1.096209354484762,162948.3096850456,466857.9173516414,12.548771779096311,0.29263219603356466,,,
132,13278000,2021-09-22,0.9727,1.1839766256479343,443738.9922966287,466272.8436740932,13.331406307486459,0.2942926707060735,,,
133,13284000,2021-09-23,0.9946,1.1599066607946387,976204.2802536502,485961.3761736144,13.602492705774191,0.3089760566084504,,,
134,13290000,2021-09-24,0.9181,1.1527565425059028,498777.51763168175,490976.8696488282,13.731985696456201,0.3080133663395932,,,
135,13296000,2021-09-25,0.9067,1.125286480752305,801075.2517548491,503610.1872319642,13.77752106848823,0.3079947808677383,,,
136,13302000,2021-09-26,0.8948,1.1094402655929303,594656.4895272937,515816.9420124424,13.701955195874403,0.3051483283839772,,,
137,13308000,2021-09-27,0.8509,1.1147728562447907,458623.06879056833,515772.131463342,13.564497039296395,0.305716308329067,,,
138,13314000,2021-09-28,0.8152,1.1179175642817292,498110.5371439163,520684.96321518015,13.506516819863467,0.3020051322396613,,,
139,13320000,2021-09-29,0.833,1.1152583253664001,353046.6835187713,521964.9677279234,13.555228920701513,0.3022258488438592,,,
140,13326000,2021-09-30,0.9158,1.1545257883928919,584320.1319091712,531381.6598117833,13.596674329009955,0.3025178227027081,,,
141,13332000,2021-10-01,0.98,1.1618840587604071,1040927.222294534,554199.0110178806,13.690555537166869,0.3135769044469102,,,
142,13338000,2021-10-02,0.9734,1.1619694836117063,514079.7326485365,562286.960628248,13.794422359919118,0.3057796327390305,,,
143,13344000,2021-10-03,1.0041,1.1545335869768607,625797.9511864,575230.23175133,13.752008485703815,0.296293476308332,,,
144,13350000,2021-10-04,0.9719,1.143786596995142,494339.8553035559,579297.4661165073,13.779716811597845,0.2973145838395442,,,
145,13356000,2021-10-05,1.0263,1.1440782851344231,538457.1017110578,585622.8910291245,13.759292476937018,0.2953477344994818,,,
146,13368000,2021-10-06,1.0372,1.1444834025661785,530402.5778687185,588412.5286903754,13.775991661886291,0.2972450297121608,,,
147,13374000,2021-10-07,1.0271,0.9530506260261733,550227.816805528,592017.9450004551,13.76981707322014,0.29858594857567256,,,
148,13380000,2021-10-08,1.0832,0.9647989701261084,913909.3623140337,596030.939346848,13.726505881906736,0.28500046107497984,,,
149,13386000,2021-10-09,1.1174,0.9528634646490074,599153.7800817497,584557.8075115202,13.821884554818736,0.27771509041156944,,,
150,13392000,2021-10-10,1.0449,0.9568028997558257,545782.7415940128,585787.9183408614,13.709826800009495,0.2767865104519457,,,
151,13398000,2021-10-11,1.0179,0.9583563408987223,536691.7427147193,586396.1197312453,13.71449075647693,0.2764999726316041,,,
152,13404000,2021-10-12,0.9994,0.9557098736161902,433054.4101971316,597221.6322281617,13.44271671368994,0.2671969778553126,,,
153,13410000,2021-10-13,1.0284,0.9472387129169333,766196.3271991415,605874.0489206843,8.794633088743991,0.2666191096132095,,,
154,13416000,2021-10-14,1.0352,0.9347197725861102,874516.7258031366,620543.1389368486,8.756324204541809,0.26425637512716454,,,
155,13422000,2021-10-15,1.0251,0.9334573090235401,567269.2602911341,611959.4488316234,8.56328960679543,0.26896377569983393,,,
156,13428000,2021-10-16,1.0054,0.9210680612364547,527202.382465559,599932.365050483,8.577230746445444,0.2678750437583796,,,
157,13434000,2021-10-17,0.9908,0.9088397842127656,517135.0463311698,596338.8915366825,8.504988299245985,0.2702939771012888,,,
158,13440000,2021-10-18,0.9697,0.904979441757797,453871.5248429706,588869.3555610871,8.530022165088612,0.2753098248915001,,,
159,13446000,2021-10-19,0.9665,0.8967803990793194,307338.835356224,571368.0600323406,8.605193339064533,0.2876711627806195,,,
160,13452000,2021-10-20,1.0039,0.7886193389029018,473564.6012087509,572714.0086909881,8.538723682935988,0.2849622293853341,,,
161,13458000,2021-10-21,1.0055,0.756219696311419,551788.8635424782,585675.3604862357,8.249262633473151,0.26887206773208644,,,
162,13470000,2021-10-22,1.0033,0.6198984084178354,472534.52793745504,586635.2116742634,6.7750345448412475,0.26816265894152097,,,
163,13476000,2021-10-23,1.0144,0.6174510281764559,478157.1535297259,570033.6407834659,5.877931318595086,0.2674360853302707,,,
164,13482000,2021-10-24,0.9958,0.5747684807433658,593507.8923063048,573191.3199392867,5.6886927609169975,0.2670412089882936,,,
165,13488000,2021-10-25,1.0111,0.5737916613294267,863597.187654072,575275.3844692608,5.578668694917185,0.2599431412895141,,,
166,13494000,2021-10-26,1.0671,0.5898842729162352,411767.7374821678,569179.0927344231,5.7584497486406425,0.2566296749207838,,,
167,13500000,2021-10-27,0.9313,0.689131102227047,444546.0174634976,568709.8576901875,5.699258438574271,0.2567259595299992,,,
168,13506000,2021-10-28,0.9772,0.687065092233173,911125.8111258738,582477.0334895861,6.384698063624242,0.2632205069159915,,,
169,13512000,2021-10-29,1.0523,0.7153245135895729,2209975.5359188505,644374.6619029221,7.360052801295903,0.39653925839364984,,,
170,13518000,2021-10-30,1.152,0.7103117340861655,2346050.39635508,703099.004051119,7.202980365655742,0.4644534981570952,,,
171,13524000,2021-10-31,1.1875,0.6896046362786289,546398.3133692602,686614.7070869432,7.375935036712545,0.4631111006185546,,,
172,13530000,2021-11-01,1.241,0.6967121655656294,519275.2644082509,686787.8914789337,7.179416251827917,0.4630840412721136,,,
173,13536000,2021-11-02,1.3122,0.7078842984236426,539322.8883122572,683905.3893831291,7.170613145825276,0.46166157083551784,,,
174,13542000,2021-11-03,1.2375,0.7241808842600789,390822.59520895785,680454.8140466424,7.196351199947136,0.46279173973540827,,,
175,13548000,2021-11-04,1.1942,0.7210078890409989,111972.89592352162,666238.6738537245,7.556530157414507,0.46886163385907703,,,
176,13554000,2021-11-05,1.1914,0.7212767086950956,264813.75422268535,657385.7130655233,8.450438141192427,0.47175447196635134,,,
177,13560000,2021-11-06,1.2398,0.7266936515885655,448305.1720193377,653988.2915726504,8.619191105990542,0.4724701666131248,,,
178,13572000,2021-11-07,1.2174,0.7160408569618205,581382.6019030722,642904.0662256182,8.485355259503606,0.4761318830090567,,,
179,13578000,2021-11-08,1.2622,0.7178906426609201,475313.618132515,638776.0608273105,8.422557612198405,0.4723729850832567,,,
180,13584000,2021-11-09,1.3099,0.6921637657136525,471705.3971776683,636306.8160134323,8.40857529053279,0.4728287063278858,,,
181,13590000,2021-11-10,1.2058,0.7316114812353625,382949.3518901736,631182.0696526141,8.447257219347104,0.47391822214397417,,,
182,13596000,2021-11-11,1.313,0.7650252389494893,632242.5169974735,637821.6732126256,8.534836385128271,0.47220350511327264,,,
183,13602000,2021-11-12,1.3216,0.7630112318450792,927099.5158805082,643185.1128353378,8.385098988212965,0.4712017119760084,,,
184,13608000,2021-11-13,1.2961,0.7675524023730926,902739.3419112995,644125.8667056098,8.397456925326265,0.4666424963622942,,,
185,13614000,2021-11-14,1.2753,0.7690795650301774,649838.9819315241,646878.1907602897,8.364770482126781,0.46436980984757736,,,
186,13620000,2021-11-15,1.2261,0.7771381124229667,736594.4220379991,653857.9254127041,8.34347859699313,0.46025818704863125,,,
187,13626000,2021-11-16,1.1176,0.8237793874635405,922032.7840510191,667354.5166700325,8.3369032594659,0.4620751631893911,,,
188,13632000,2021-11-17,1.1527,0.8231306808892825,921422.5213893236,682939.5498882442,8.310524806294122,0.46252505095622465,,,
189,13638000,2021-11-18,1.0583,0.8623443130723806,936383.6593735076,703907.7106888203,8.200897314611975,0.45582368244476507,,,
190,13644000,2021-11-19,1.142,0.8839471476010337,531462.4917041503,705837.6403720004,8.292243161635163,0.455788230502313,,,
191,13650000,2021-11-20,1.1541,0.8839575770663051,780854.1615149337,713473.1503044156,8.351014009813932,0.4536322410118225,,,
192,13656000,2021-11-21,1.1176,0.890457518088103,497771.95963716076,714314.398027739,8.438617759599747,0.4536812204590487,,,
193,13662000,2021-11-22,1.0773,0.8981763451081076,294104.81042306306,708179.3199241835,8.576885637492909,0.44385887638550425,,,
194,13668000,2021-11-23,1.1243,0.9029823434254693,157056.2527435613,693630.9319387588,8.730598263909716,0.45129624711694527,,,
195,13674000,2021-11-24,1.164,0.906691832527835,324145.1398817598,675649.197013015,9.120047183459578,0.4610944490918778,,,
196,13686000,2021-11-25,1.1679,0.8946784249690949,431450.1165039798,676305.2763137422,8.936785918048015,0.4587402883477281,,,
197,13692000,2021-11-26,1.091,0.8315172531721257,462962.6784163177,676919.1650121695,8.937198447432046,0.4585388619747733,,,
198,13698000,2021-11-27,1.2379,0.9032866557828213,417018.76384004933,660448.9301026422,8.533246320522318,0.4635349322913434,,,
199,13704000,2021-11-28,1.1736,0.8968978351738047,230559.7972714262,594468.4054810612,7.695205772253245,0.4556306403938246,0xb3319f5d18bc0d84dd1b4825dcde5d5f7266d407,65.0,60.0
200,13710000,2021-11-29,1.1999,0.8577703492806472,354687.9693490411,528089.6579141932,7.829663251312462,0.47309299177264513,0xb3319f5d18bc0d84dd1b4825dcde5d5f7266d407,65.0,60.0
201,13716000,2021-11-30,1.1795,0.8553713604127107,233909.89699947045,517673.37736853363,7.531924949769445,0.4722307567860884,0xb3319f5d18bc0d84dd1b4825dcde5d5f7266d407,65.0,60.0
202,13722000,2021-12-01,1.1535,0.8475253100799259,295006.22547085787,510197.74273728713,7.542805794540229,0.4716711965381457,0xb3319f5d18bc0d84dd1b4825dcde5d5f7266d407,65.0,60.0
203,13728000,2021-12-02,1.1155,0.8337154013366569,339225.9846699841,503527.8459492114,7.544318547646723,0.4715206680737515,0xb3319f5d18bc0d84dd1b4825dcde5d5f7266d407,65.0,60.0
204,13734000,2021-12-03,1.0429,0.8385286592626611,363901.85999791545,502630.48810884333,7.467182358723519,0.4718954993822809,0xb3319f5d18bc0d84dd1b4825dcde5d5f7266d407,65.0,60.0
205,13740000,2021-12-04,0.8949,0.9252515605161924,285947.20874968375,508429.6318697154,7.129480782958834,0.47450206126405253,0xb3319f5d18bc0d84dd1b4825dcde5d5f7266d407,65.0,60.0
206,13746000,2021-12-05,0.8338,0.9413916680935416,233414.7163872573,507382.9972752012,6.104674393937597,0.474636378524384,0xb3319f5d18bc0d84dd1b4825dcde5d5f7266d407,65.0,60.0
207,13752000,2021-12-06,0.8626,0.9387035109328,234325.30903934568,500250.33517586807,5.804064236263151,0.47485204183671964,0xb3319f5d18bc0d84dd1b4825dcde5d5f7266d407,65.0,60.0
208,13758000,2021-12-07,0.9,0.9510969547686788,252651.80398284146,489292.6419118604,5.753694358157829,0.4758402734217362,0xb3319f5d18bc0d84dd1b4825dcde5d5f7266d407,65.0,60.0
209,13764000,2021-12-08,0.9152,0.9446265717211508,213505.62258671352,480565.70872700034,5.745388784199242,0.4765354325882179,0xb3319f5d18bc0d84dd1b4825dcde5d5f7266d407,65.0,60.0
210,13770000,2021-12-09,0.8638,0.943489373366375,203398.16665162562,471622.1343761322,5.748898220295157,0.4770758169538425,0xb3319f5d18bc0d84dd1b4825dcde5d5f7266d407,65.0,60.0
211,13776000,2021-12-10,0.7999,0.9402060066692942,150856.86370127928,463885.7181031691,5.775595102359094,0.4774736453643278,0xb3319f5d18bc0d84dd1b4825dcde5d5f7266d407,65.0,60.0
212,13782000,2021-12-11,0.848,0.9168123714056049,272892.8344468436,451907.39535148145,5.93950010179221,0.4756808013737512,0xb3319f5d18bc0d84dd1b4825dcde5d5f7266d407,65.0,60.0
213,13788000,2021-12-12,0.8394,0.9150190009672077,181476.48359005115,427053.2942751328,5.8854961172803,0.4885665458014249,0xb3319f5d18bc0d84dd1b4825dcde5d5f7266d407,65.0,60.0
214,13794000,2021-12-13,0.7513,0.952719837971392,289828.80777185824,406622.9431371515,6.127643884915206,0.4966470037327145,0xb3319f5d18bc0d84dd1b4825dcde5d5f7266d407,65.0,60.0
215,13800000,2021-12-14,0.7672,0.9588742077839955,186856.68194606126,391190.1998043027,6.164160085933894,0.49769274304722083,0xb3319f5d18bc0d84dd1b4825dcde5d5f7266d407,65.0,60.0
216,13812000,2021-12-15,0.7901,0.964752361531906,155661.1290790539,371825.75670567126,6.17958688020928,0.5000281797393836,0xb3319f5d18bc0d84dd1b4825dcde5d5f7266d407,65.0,60.0
217,13818000,2021-12-16,0.7795,0.9376805320389192,152425.1859082846,346172.1701009134,6.139104351931296,0.5070590176515845,0xb3319f5d18bc0d84dd1b4825dcde5d5f7266d407,65.0,60.0
218,13824000,2021-12-17,0.7721,0.9293547771529729,254615.54594217526,323945.27091934177,6.434128292401443,0.5038120346150364,0xb3319f5d18bc0d84dd1b4825dcde5d5f7266d407,65.0,60.0
219,13830000,2021-12-18,0.7859,0.9085241376143846,259486.1442782437,301382.02041616634,6.434087716237312,0.492890091300817,0xb3319f5d18bc0d84dd1b4825dcde5d5f7266d407,65.0,60.0
220,13836000,2021-12-19,0.7714,0.8702000551986546,222944.67090611576,291098.0930562318,6.306959413384243,0.484821951417875,0xb3319f5d18bc0d84dd1b4825dcde5d5f7266d407,65.0,60.0
221,13842000,2021-12-20,0.7546,0.8681067635744075,246506.5811067165,273286.5070426246,6.177550593442447,0.4788061065860835,0xb3319f5d18bc0d84dd1b4825dcde5d5f7266d407,65.0,60.0
