,block,block_timestamp,Asset Price,Asset Volatility (30 Days),Asset Liquidity,Asset Liquidity (30 Days),liquidity_volatility,Asset Liquidity Volatility (30 Days),TX_HASH,TOKEN_ADDRESS,NEW_COLLATERAL,Asset Volatility (60 Days),Asset Liquidity (60 Days),Asset Liquidity Volatility (60 Days),Formula C,Formula A,Formula C (60 Days),Formula A (60 Days)
167,13488000,2021-10-25,322.2,0.5687312143697207,6496242.486630679,1743091.8690101632,17.272856153429966,1.4516830309056925,0x508fb41d92720531093f0ac8183aab74b509233c6f5680e83c10a17c15c21327,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,0.924531162809095,9686394.818374136,16.953850990935216,2980.310103467303,18556.40542813933,58.55045150476754,8824.313762058777
168,13494000,2021-10-26,342.2,0.558557935670228,9177479.458496856,1715267.3083453956,17.261877923413326,1.4458749372846238,0x508fb41d92720531093f0ac8183aab74b509233c6f5680e83c10a17c15c21327,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,0.9200915692831185,9671181.766529066,16.95185417422363,3013.502617765077,18188.824912726854,58.50847413318914,8753.516543301414
169,13500000,2021-10-27,302.4,0.6387074284609547,4242308.881774941,1696252.8272412403,17.269236686982314,1.4450866659987758,0x508fb41d92720531093f0ac8183aab74b509233c6f5680e83c10a17c15c21327,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,0.9169747714113083,9583363.31724707,17.025674289920083,3260.3671244155776,24049.904154599684,58.688960806546625,8773.983658655266
170,13506000,2021-10-28,312.5,0.6280322472672043,1642759.5983789377,1604729.5610386056,17.4284726835903,1.4454878632986887,0x508fb41d92720531093f0ac8183aab74b509233c6f5680e83c10a17c15c21327,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,0.9136962742159618,9021501.291832618,16.369629119951018,3416.446855329898,24578.876913828226,64.7266710524669,9253.901922864341
171,13512000,2021-10-29,328.7,0.634311699226216,452091.1424926369,1558718.46309228,17.492095925742497,1.449312713309344,0x508fb41d92720531093f0ac8183aab74b509233c6f5680e83c10a17c15c21327,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,0.9105227840413586,8290486.639313791,16.49212054121526,3525.5069834750816,25812.95733015445,69.78930680942574,10000.037106712563
172,13518000,2021-10-30,319.1,0.634015267238945,1021067.470566795,1578831.0897756002,17.459128911981068,1.0941737547289,0x508fb41d92720531093f0ac8183aab74b509233c6f5680e83c10a17c15c21327,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,0.9071267667480197,5359763.178003404,15.615549612394597,4609.224851188356,25460.314386715283,113.79707932345895,15352.897947577814
173,13524000,2021-10-31,346.2,0.6756715433058695,8034516.13127557,1825617.878916802,25.818494828782352,0.8873499249112764,0x508fb41d92720531093f0ac8183aab74b509233c6f5680e83c10a17c15c21327,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,0.9039469085148713,3918407.62082283,20.676302048047358,5074.146676563336,25006.987481093838,117.35159090237538,20853.36933991582
174,13530000,2021-11-01,364.4,0.6853023076901402,9963921.07106936,2134262.676017477,25.80415256787373,1.069977442836075,0x508fb41d92720531093f0ac8183aab74b509233c6f5680e83c10a17c15c21327,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,0.9008824943817707,4013697.1113415835,20.50307981870045,3625.0884336264653,22004.75406343965,115.33745805204613,20220.491137465186
175,13536000,2021-11-02,361.6,0.6780791676605028,8118851.071313645,2380656.866878661,25.84788268559976,1.1493811893965562,0x508fb41d92720531093f0ac8183aab74b509233c6f5680e83c10a17c15c21327,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,0.900241312126077,4124848.76011926,20.42630664131885,3009.3958123908124,19313.634149133144,112.61120161288406,19647.615396086647
176,13542000,2021-11-03,384.1,0.6833690747248201,10708562.063740056,2709150.0980850323,25.834539598120475,1.2450241967983728,0x508fb41d92720531093f0ac8183aab74b509233c6f5680e83c10a17c15c21327,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,0.899735764792044,4242755.116912746,20.2858109574535,2450.8503920334297,17237.63082083757,110.20902294465017,19080.15956940209
177,13548000,2021-11-04,366.0,0.6999084413486305,8158334.977856426,2957785.8576102853,25.84861441480604,1.2769372323079071,0x508fb41d92720531093f0ac8183aab74b509233c6f5680e83c10a17c15c21327,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,0.8988916400401301,4151519.6795583866,19.68386439746236,2215.0540986702185,16562.112669875856,116.02089336262421,19462.901368685925
