,index,blocknum,p0vs1,p1vs0,TUSD-slippagemap_01,TUSD-slippagemap_2,TUSD-slippagemap_3,TUSD-slippagemap_4,TUSD-slippagemap_5,TUSD-slippagemap_6,TUSD-slippagemap_7,TUSD-slippagemap_8,TUSD-slippagemap_9,TUSD-slippagemap_10,TUSD-slippagemap_11,TUSD-slippagemap_12,TUSD-slippagemap_13,TUSD-slippagemap_14,TUSD-slippagemap_15,TUSD-slippagemap_16,TUSD-slippagemap_17,TUSD-slippagemap_18,TUSD-slippagemap_19,TUSD-slippagemap_20,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10,USDC-slippagemap_11,USDC-slippagemap_12,USDC-slippagemap_13,USDC-slippagemap_14,USDC-slippagemap_15,USDC-slippagemap_16,USDC-slippagemap_17,USDC-slippagemap_18,USDC-slippagemap_19,USDC-slippagemap_20
10,10,14264944.0,1.000102644098377,0.9998973664363527,4351597.404756303,4351597.404756303,4351597.404756303,4351597.404756303,4351597.404756303,4351597.404756303,4351597.404756303,4351597.404756303,4351597.404756303,4351597.404756303,4351597.404756303,4351597.404756303,4351597.404756303,4351597.404756303,4351597.404756303,4351597.404756303,4351597.404756303,4351597.404756303,4351597.404756303,4351597.404756303,6648701.659894147,6648701.659894147,6648701.659894147,6648701.659894147,6648701.659894147,6648701.659894147,6648701.659894147,6648701.659894147,6648701.659894147,6648701.659894147,6648701.659894147,6648701.659894147,6648701.659894147,6648701.659894147,6648701.659894147,6648701.659894147,6648701.659894147,6648701.659894147,6648701.659894147,6648701.659894147
11,11,14266279.0,1.000102644098377,0.9998973664363527,4379479.497758274,4379479.497758274,4379479.497758274,4379479.497758274,4379479.497758274,4379479.497758274,4379479.497758274,4379479.497758274,4379479.497758274,4379479.497758274,4379479.497758274,4379479.497758274,4379479.497758274,4379479.497758274,4379479.497758274,4379479.497758274,4379479.497758274,4379479.497758274,4379479.497758274,4379479.497758274,6620815.954621252,6620815.954621252,6620815.954621252,6620815.954621252,6620815.954621252,6620815.954621252,6620815.954621252,6620815.954621252,6620815.954621252,6620815.954621252,6620815.954621252,6620815.954621252,6620815.954621252,6620815.954621252,6620815.954621252,6620815.954621252,6620815.954621252,6620815.954621252,6620815.954621252,6620815.954621252
12,12,14267220.0,1.000102644098377,0.9998973664363527,4309433.688532189,4309433.688532189,4309433.688532189,4309433.688532189,4309433.688532189,4309433.688532189,4309433.688532189,4309433.688532189,4309433.688532189,4309433.688532189,4309433.688532189,4309433.688532189,4309433.688532189,4309433.688532189,4309433.688532189,4309433.688532189,4309433.688532189,4309433.688532189,4309433.688532189,4309433.688532189,6690871.133943384,6690871.133943384,6690871.133943384,6690871.133943384,6690871.133943384,6690871.133943384,6690871.133943384,6690871.133943384,6690871.133943384,6690871.133943384,6690871.133943384,6690871.133943384,6690871.133943384,6690871.133943384,6690871.133943384,6690871.133943384,6690871.133943384,6690871.133943384,6690871.133943384,6690871.133943384
13,13,14268751.0,1.000102644098377,0.9998973664363527,4424804.995305183,4424804.995305183,4424804.995305183,4424804.995305183,4424804.995305183,4424804.995305183,4424804.995305183,4424804.995305183,4424804.995305183,4424804.995305183,4424804.995305183,4424804.995305183,4424804.995305183,4424804.995305183,4424804.995305183,4424804.995305183,4424804.995305183,4424804.995305183,4424804.995305183,4424804.995305183,6575484.916683038,6575484.916683038,6575484.916683038,6575484.916683038,6575484.916683038,6575484.916683038,6575484.916683038,6575484.916683038,6575484.916683038,6575484.916683038,6575484.916683038,6575484.916683038,6575484.916683038,6575484.916683038,6575484.916683038,6575484.916683038,6575484.916683038,6575484.916683038,6575484.916683038,6575484.916683038
14,14,14271057.0,1.000102644098377,0.9998973664363527,4425404.56659831,4425404.56659831,4425404.56659831,4425404.56659831,4425404.56659831,4425404.56659831,4425404.56659831,4425404.56659831,4425404.56659831,4425404.56659831,4425404.56659831,4425404.56659831,4425404.56659831,4425404.56659831,4425404.56659831,4425404.56659831,4425404.56659831,4425404.56659831,4425404.56659831,4425404.56659831,6574885.2748540025,6574885.2748540025,6574885.2748540025,6574885.2748540025,6574885.2748540025,6574885.2748540025,6574885.2748540025,6574885.2748540025,6574885.2748540025,6574885.2748540025,6574885.2748540025,6574885.2748540025,6574885.2748540025,6574885.2748540025,6574885.2748540025,6574885.2748540025,6574885.2748540025,6574885.2748540025,6574885.2748540025,6574885.2748540025
15,15,14271872.0,1.0000026438339937,0.9999973561729961,4554391.666640349,4554391.666640349,4554391.666640349,4554391.666640349,4554391.666640349,4554391.666640349,4554391.666640349,4554391.666640349,4554391.666640349,4554391.666640349,4554391.666640349,4554391.666640349,4554391.666640349,4554391.666640349,4554391.666640349,4554391.666640349,4554391.666640349,4554391.666640349,4554391.666640349,4554391.666640349,6445884.671457286,6445884.671457286,6445884.671457286,6445884.671457286,6445884.671457286,6445884.671457286,6445884.671457286,6445884.671457286,6445884.671457286,6445884.671457286,6445884.671457286,6445884.671457286,6445884.671457286,6445884.671457286,6445884.671457286,6445884.671457286,6445884.671457286,6445884.671457286,6445884.671457286,6445884.671457286
16,16,14272646.0,1.0000026438339937,0.9999973561729961,4579389.166608976,4579389.166608976,4579389.166608976,4579389.166608976,4579389.166608976,4579389.166608976,4579389.166608976,4579389.166608976,4579389.166608976,4579389.166608976,4579389.166608976,4579389.166608976,4579389.166608976,4579389.166608976,4579389.166608976,4579389.166608976,4579389.166608976,4579389.166608976,4579389.166608976,4579389.166608976,6420884.939405268,6420884.939405268,6420884.939405268,6420884.939405268,6420884.939405268,6420884.939405268,6420884.939405268,6420884.939405268,6420884.939405268,6420884.939405268,6420884.939405268,6420884.939405268,6420884.939405268,6420884.939405268,6420884.939405268,6420884.939405268,6420884.939405268,6420884.939405268,6420884.939405268,6420884.939405268
17,17,14273633.0,1.0000026438339937,0.9999973561729961,4592129.777668261,4592129.777668261,4592129.777668261,4592129.777668261,4592129.777668261,4592129.777668261,4592129.777668261,4592129.777668261,4592129.777668261,4592129.777668261,4592129.777668261,4592129.777668261,4592129.777668261,4592129.777668261,4592129.777668261,4592129.777668261,4592129.777668261,4592129.777668261,4592129.777668261,4592129.777668261,6408143.2387781795,6408143.2387781795,6408143.2387781795,6408143.2387781795,6408143.2387781795,6408143.2387781795,6408143.2387781795,6408143.2387781795,6408143.2387781795,6408143.2387781795,6408143.2387781795,6408143.2387781795,6408143.2387781795,6408143.2387781795,6408143.2387781795,6408143.2387781795,6408143.2387781795,6408143.2387781795,6408143.2387781795,6408143.2387781795
18,18,14274260.0,0.999602742756728,1.0003974151193067,6748889.658937802,6748889.658937802,6748889.658937802,6748889.658937802,6748889.658937802,6748889.658937802,6748889.658937802,6748889.658937802,6748889.658937802,6748889.658937802,6748889.658937802,6748889.658937802,6748889.658937802,6748889.658937802,6748889.658937802,6748889.658937802,6748889.658937802,6748889.658937802,6748889.658937802,6748889.658937802,4251666.617887787,4251666.617887787,4251666.617887787,4251666.617887787,4251666.617887787,4251666.617887787,4251666.617887787,4251666.617887787,4251666.617887787,4251666.617887787,4251666.617887787,4251666.617887787,4251666.617887787,4251666.617887787,4251666.617887787,4251666.617887787,4251666.617887787,4251666.617887787,4251666.617887787,4251666.617887787
19,19,14275367.0,0.9998026733013067,1.0001973656442043,5745875.2564605875,5745875.2564605875,5745875.2564605875,5745875.2564605875,5745875.2564605875,5745875.2564605875,5745875.2564605875,5745875.2564605875,5745875.2564605875,5745875.2564605875,5745875.2564605875,5745875.2564605875,5745875.2564605875,5745875.2564605875,5745875.2564605875,5745875.2564605875,5745875.2564605875,5745875.2564605875,5745875.2564605875,5745875.2564605875,5254433.630056936,5254433.630056936,5254433.630056936,5254433.630056936,5254433.630056936,5254433.630056936,5254433.630056936,5254433.630056936,5254433.630056936,5254433.630056936,5254433.630056936,5254433.630056936,5254433.630056936,5254433.630056936,5254433.630056936,5254433.630056936,5254433.630056936,5254433.630056936,5254433.630056936,5254433.630056936
20,20,14275967.0,0.9998026733013067,1.0001973656442043,5721399.058591061,5721399.058591061,5721399.058591061,5721399.058591061,5721399.058591061,5721399.058591061,5721399.058591061,5721399.058591061,5721399.058591061,5721399.058591061,5721399.058591061,5721399.058591061,5721399.058591061,5721399.058591061,5721399.058591061,5721399.058591061,5721399.058591061,5721399.058591061,5721399.058591061,5721399.058591061,5278906.304181929,5278906.304181929,5278906.304181929,5278906.304181929,5278906.304181929,5278906.304181929,5278906.304181929,5278906.304181929,5278906.304181929,5278906.304181929,5278906.304181929,5278906.304181929,5278906.304181929,5278906.304181929,5278906.304181929,5278906.304181929,5278906.304181929,5278906.304181929,5278906.304181929,5278906.304181929
21,21,14280066.0,0.9998026733013067,1.0001973656442043,5723638.834617836,5723638.834617836,5723638.834617836,5723638.834617836,5723638.834617836,5723638.834617836,5723638.834617836,5723638.834617836,5723638.834617836,5723638.834617836,5723638.834617836,5723638.834617836,5723638.834617836,5723638.834617836,5723638.834617836,5723638.834617836,5723638.834617836,5723638.834617836,5723638.834617836,5723638.834617836,5276666.845629482,5276666.845629482,5276666.845629482,5276666.845629482,5276666.845629482,5276666.845629482,5276666.845629482,5276666.845629482,5276666.845629482,5276666.845629482,5276666.845629482,5276666.845629482,5276666.845629482,5276666.845629482,5276666.845629482,5276666.845629482,5276666.845629482,5276666.845629482,5276666.845629482,5276666.845629482
22,22,14280738.0,0.9999026535686368,1.0000973559086135,5423661.966069152,5423661.966069152,5423661.966069152,5423661.966069152,5423661.966069152,5423661.966069152,5423661.966069152,5423661.966069152,5423661.966069152,5423661.966069152,5423661.966069152,5423661.966069152,5423661.966069152,5423661.966069152,5423661.966069152,5423661.966069152,5423661.966069152,5423661.966069152,5423661.966069152,5423661.966069152,5576610.1210009195,5576610.1210009195,5576610.1210009195,5576610.1210009195,5576610.1210009195,5576610.1210009195,5576610.1210009195,5576610.1210009195,5576610.1210009195,5576610.1210009195,5576610.1210009195,5576610.1210009195,5576610.1210009195,5576610.1210009195,5576610.1210009195,5576610.1210009195,5576610.1210009195,5576610.1210009195,5576610.1210009195,5576610.1210009195
23,23,14282184.0,1.0000026438339937,0.9999973561729961,4571930.493186792,4571930.493186792,4571930.493186792,4571930.493186792,4571930.493186792,4571930.493186792,4571930.493186792,4571930.493186792,4571930.493186792,4571930.493186792,4571930.493186792,4571930.493186792,4571930.493186792,4571930.493186792,4571930.493186792,4571930.493186792,4571930.493186792,4571930.493186792,4571930.493186792,4571930.493186792,6428344.265750472,6428344.265750472,6428344.265750472,6428344.265750472,6428344.265750472,6428344.265750472,6428344.265750472,6428344.265750472,6428344.265750472,6428344.265750472,6428344.265750472,6428344.265750472,6428344.265750472,6428344.265750472,6428344.265750472,6428344.265750472,6428344.265750472,6428344.265750472,6428344.265750472,6428344.265750472
24,24,14283987.0,1.0000026438339937,0.9999973561729961,4559212.033679114,4559212.033679114,4559212.033679114,4559212.033679114,4559212.033679114,4559212.033679114,4559212.033679114,4559212.033679114,4559212.033679114,4559212.033679114,4559212.033679114,4559212.033679114,4559212.033679114,4559212.033679114,4559212.033679114,4559212.033679114,4559212.033679114,4559212.033679114,4559212.033679114,4559212.033679114,6441063.864272992,6441063.864272992,6441063.864272992,6441063.864272992,6441063.864272992,6441063.864272992,6441063.864272992,6441063.864272992,6441063.864272992,6441063.864272992,6441063.864272992,6441063.864272992,6441063.864272992,6441063.864272992,6441063.864272992,6441063.864272992,6441063.864272992,6441063.864272992,6441063.864272992,6441063.864272992
25,25,14284960.0,1.0000026438339937,0.9999973561729961,4569071.60543189,4569071.60543189,4569071.60543189,4569071.60543189,4569071.60543189,4569071.60543189,4569071.60543189,4569071.60543189,4569071.60543189,4569071.60543189,4569071.60543189,4569071.60543189,4569071.60543189,4569071.60543189,4569071.60543189,4569071.60543189,4569071.60543189,4569071.60543189,4569071.60543189,4569071.60543189,6431203.406717899,6431203.406717899,6431203.406717899,6431203.406717899,6431203.406717899,6431203.406717899,6431203.406717899,6431203.406717899,6431203.406717899,6431203.406717899,6431203.406717899,6431203.406717899,6431203.406717899,6431203.406717899,6431203.406717899,6431203.406717899,6431203.406717899,6431203.406717899,6431203.406717899,6431203.406717899
26,26,14288079.0,1.000102644098377,0.9998973664363527,4469091.4886783995,4469091.4886783995,4469091.4886783995,4469091.4886783995,4469091.4886783995,4469091.4886783995,4469091.4886783995,4469091.4886783995,4469091.4886783995,4469091.4886783995,4469091.4886783995,4469091.4886783995,4469091.4886783995,4469091.4886783995,4469091.4886783995,4469091.4886783995,4469091.4886783995,4469091.4886783995,4469091.4886783995,4469091.4886783995,6531193.406713688,6531193.406713688,6531193.406713688,6531193.406713688,6531193.406713688,6531193.406713688,6531193.406713688,6531193.406713688,6531193.406713688,6531193.406713688,6531193.406713688,6531193.406713688,6531193.406713688,6531193.406713688,6531193.406713688,6531193.406713688,6531193.406713688,6531193.406713688,6531193.406713688,6531193.406713688
27,27,14288748.0,1.0002026543627869,0.9997973866976828,3974546.3204671964,3974546.3204671964,3974546.3204671964,3974546.3204671964,3974546.3204671964,3974546.3204671964,3974546.3204671964,3974546.3204671964,3974546.3204671964,3974546.3204671964,3974546.3204671964,3974546.3204671964,3974546.3204671964,3974546.3204671964,3974546.3204671964,3974546.3204671964,3974546.3204671964,3974546.3204671964,3974546.3204671964,3974546.3204671964,7025816.859412491,7025816.859412491,7025816.859412491,7025816.859412491,7025816.859412491,7025816.859412491,7025816.859412491,7025816.859412491,7025816.859412491,7025816.859412491,7025816.859412491,7025816.859412491,7025816.859412491,7025816.859412491,7025816.859412491,7025816.859412491,7025816.859412491,7025816.859412491,7025816.859412491,7025816.859412491
28,28,14289723.0,1.000102644098377,0.9998973664363527,4000561.042409761,4000561.042409761,4000561.042409761,4000561.042409761,4000561.042409761,4000561.042409761,4000561.042409761,4000561.042409761,4000561.042409761,4000561.042409761,4000561.042409761,4000561.042409761,4000561.042409761,4000561.042409761,4000561.042409761,4000561.042409761,4000561.042409761,4000561.042409761,4000561.042409761,4000561.042409761,6999796.800684984,6999796.800684984,6999796.800684984,6999796.800684984,6999796.800684984,6999796.800684984,6999796.800684984,6999796.800684984,6999796.800684984,6999796.800684984,6999796.800684984,6999796.800684984,6999796.800684984,6999796.800684984,6999796.800684984,6999796.800684984,6999796.800684984,6999796.800684984,6999796.800684984,6999796.800684984
29,29,14290381.0,1.000102644098377,0.9998973664363527,4001928.024935914,4001928.024935914,4001928.024935914,4001928.024935914,4001928.024935914,4001928.024935914,4001928.024935914,4001928.024935914,4001928.024935914,4001928.024935914,4001928.024935914,4001928.024935914,4001928.024935914,4001928.024935914,4001928.024935914,4001928.024935914,4001928.024935914,4001928.024935914,4001928.024935914,4001928.024935914,6998429.541472346,6998429.541472346,6998429.541472346,6998429.541472346,6998429.541472346,6998429.541472346,6998429.541472346,6998429.541472346,6998429.541472346,6998429.541472346,6998429.541472346,6998429.541472346,6998429.541472346,6998429.541472346,6998429.541472346,6998429.541472346,6998429.541472346,6998429.541472346,6998429.541472346,6998429.541472346
30,30,14291413.0,0.9999026535686368,1.0000973559086135,5418437.862282505,5418437.862282505,5418437.862282505,5418437.862282505,5418437.862282505,5418437.862282505,5418437.862282505,5418437.862282505,5418437.862282505,5418437.862282505,5418437.862282505,5418437.862282505,5418437.862282505,5418437.862282505,5418437.862282505,5418437.862282505,5418437.862282505,5418437.862282505,5418437.862282505,5418437.862282505,5581833.799121919,5581833.799121919,5581833.799121919,5581833.799121919,5581833.799121919,5581833.799121919,5581833.799121919,5581833.799121919,5581833.799121919,5581833.799121919,5581833.799121919,5581833.799121919,5581833.799121919,5581833.799121919,5581833.799121919,5581833.799121919,5581833.799121919,5581833.799121919,5581833.799121919,5581833.799121919
31,31,14292716.0,1.0000026438339937,0.9999973561729961,4952467.702998658,4952467.702998658,4952467.702998658,4952467.702998658,4952467.702998658,4952467.702998658,4952467.702998658,4952467.702998658,4952467.702998658,4952467.702998658,4952467.702998658,4952467.702998658,4952467.702998658,4952467.702998658,4952467.702998658,4952467.702998658,4952467.702998658,4952467.702998658,4952467.702998658,4952467.702998658,6047787.937589725,6047787.937589725,6047787.937589725,6047787.937589725,6047787.937589725,6047787.937589725,6047787.937589725,6047787.937589725,6047787.937589725,6047787.937589725,6047787.937589725,6047787.937589725,6047787.937589725,6047787.937589725,6047787.937589725,6047787.937589725,6047787.937589725,6047787.937589725,6047787.937589725,6047787.937589725
32,32,14295526.0,1.0000026438339937,0.9999973561729961,4948955.796639044,4948955.796639044,4948955.796639044,4948955.796639044,4948955.796639044,4948955.796639044,4948955.796639044,4948955.796639044,4948955.796639044,4948955.796639044,4948955.796639044,4948955.796639044,4948955.796639044,4948955.796639044,4948955.796639044,4948955.796639044,4948955.796639044,4948955.796639044,4948955.796639044,4948955.796639044,6051299.888019882,6051299.888019882,6051299.888019882,6051299.888019882,6051299.888019882,6051299.888019882,6051299.888019882,6051299.888019882,6051299.888019882,6051299.888019882,6051299.888019882,6051299.888019882,6051299.888019882,6051299.888019882,6051299.888019882,6051299.888019882,6051299.888019882,6051299.888019882,6051299.888019882,6051299.888019882
33,33,14298100.0,1.0000026438339937,0.9999973561729961,4928958.094587358,4928958.094587358,4928958.094587358,4928958.094587358,4928958.094587358,4928958.094587358,4928958.094587358,4928958.094587358,4928958.094587358,4928958.094587358,4928958.094587358,4928958.094587358,4928958.094587358,4928958.094587358,4928958.094587358,4928958.094587358,4928958.094587358,4928958.094587358,4928958.094587358,4928958.094587358,6071297.888019039,6071297.888019039,6071297.888019039,6071297.888019039,6071297.888019039,6071297.888019039,6071297.888019039,6071297.888019039,6071297.888019039,6071297.888019039,6071297.888019039,6071297.888019039,6071297.888019039,6071297.888019039,6071297.888019039,6071297.888019039,6071297.888019039,6071297.888019039,6071297.888019039,6071297.888019039
34,34,14300682.0,1.0000026438339937,0.9999973561729961,4921078.836661289,4921078.836661289,4921078.836661289,4921078.836661289,4921078.836661289,4921078.836661289,4921078.836661289,4921078.836661289,4921078.836661289,4921078.836661289,4921078.836661289,4921078.836661289,4921078.836661289,4921078.836661289,4921078.836661289,4921078.836661289,4921078.836661289,4921078.836661289,4921078.836661289,4921078.836661289,6079177.285296694,6079177.285296694,6079177.285296694,6079177.285296694,6079177.285296694,6079177.285296694,6079177.285296694,6079177.285296694,6079177.285296694,6079177.285296694,6079177.285296694,6079177.285296694,6079177.285296694,6079177.285296694,6079177.285296694,6079177.285296694,6079177.285296694,6079177.285296694,6079177.285296694,6079177.285296694
35,35,14301270.0,1.0000026438339937,0.9999973561729961,4924212.946783815,4924212.946783815,4924212.946783815,4924212.946783815,4924212.946783815,4924212.946783815,4924212.946783815,4924212.946783815,4924212.946783815,4924212.946783815,4924212.946783815,4924212.946783815,4924212.946783815,4924212.946783815,4924212.946783815,4924212.946783815,4924212.946783815,4924212.946783815,4924212.946783815,4924212.946783815,6076043.11825798,6076043.11825798,6076043.11825798,6076043.11825798,6076043.11825798,6076043.11825798,6076043.11825798,6076043.11825798,6076043.11825798,6076043.11825798,6076043.11825798,6076043.11825798,6076043.11825798,6076043.11825798,6076043.11825798,6076043.11825798,6076043.11825798,6076043.11825798,6076043.11825798,6076043.11825798
