,index,blocknum,p0vs1,p1vs0,DAI-slippagemap_01,DAI-slippagemap_2,DAI-slippagemap_3,DAI-slippagemap_4,DAI-slippagemap_5,DAI-slippagemap_6,DAI-slippagemap_7,DAI-slippagemap_8,DAI-slippagemap_9,DAI-slippagemap_10,DAI-slippagemap_11,DAI-slippagemap_12,DAI-slippagemap_13,DAI-slippagemap_14,DAI-slippagemap_15,DAI-slippagemap_16,DAI-slippagemap_17,DAI-slippagemap_18,DAI-slippagemap_19,DAI-slippagemap_20,FEI-slippagemap_01,FEI-slippagemap_2,FEI-slippagemap_3,FEI-slippagemap_4,FEI-slippagemap_5,FEI-slippagemap_6,FEI-slippagemap_7,FEI-slippagemap_8,FEI-slippagemap_9,FEI-slippagemap_10,FEI-slippagemap_11,FEI-slippagemap_12,FEI-slippagemap_13,FEI-slippagemap_14,FEI-slippagemap_15,FEI-slippagemap_16,FEI-slippagemap_17,FEI-slippagemap_18,FEI-slippagemap_19,FEI-slippagemap_20
10,10,14427966.0,1.0006001500200015,0.9994002099440127,27406.687631388977,27406.687631388977,27406.687631388977,27406.687631388977,27406.687631388977,27406.687631388977,27406.687631388977,27406.687631388977,27406.687631388977,27406.687631388977,27406.687631388977,27406.687631388977,27406.687631388977,27406.687631388977,27406.687631388977,27406.687631388977,27406.687631388977,27406.687631388977,27406.687631388977,27406.687631388977,93772.2679469024,93772.2679469024,93772.2679469024,93772.2679469024,93772.2679469024,93772.2679469024,93772.2679469024,93772.2679469024,93772.2679469024,93772.2679469024,93772.2679469024,93772.2679469024,93772.2679469024,93772.2679469024,93772.2679469024,93772.2679469024,93772.2679469024,93772.2679469024,93772.2679469024,93772.2679469024
11,11,14429244.0,1.0007002100350033,0.9993002799160212,20958.63567055181,20958.63567055181,20958.63567055181,20958.63567055181,20958.63567055181,20958.63567055181,20958.63567055181,20958.63567055181,20958.63567055181,20958.63567055181,20958.63567055181,20958.63567055181,20958.63567055181,20958.63567055181,20958.63567055181,20958.63567055181,20958.63567055181,20958.63567055181,20958.63567055181,20958.63567055181,100224.58234014349,100224.58234014349,100224.58234014349,100224.58234014349,100224.58234014349,100224.58234014349,100224.58234014349,100224.58234014349,100224.58234014349,100224.58234014349,100224.58234014349,100224.58234014349,100224.58234014349,100224.58234014349,100224.58234014349,100224.58234014349,100224.58234014349,100224.58234014349,100224.58234014349,100224.58234014349
12,12,14429760.0,1.0001,0.9999000099990001,50842.80174600561,50842.80174600561,50842.80174600561,50842.80174600561,50842.80174600561,50842.80174600561,50842.80174600561,50842.80174600561,50842.80174600561,50842.80174600561,50842.80174600561,50842.80174600561,50842.80174600561,50842.80174600561,50842.80174600561,50842.80174600561,50842.80174600561,50842.80174600561,50842.80174600561,50842.80174600561,70327.0223869986,70327.0223869986,70327.0223869986,70327.0223869986,70327.0223869986,70327.0223869986,70327.0223869986,70327.0223869986,70327.0223869986,70327.0223869986,70327.0223869986,70327.0223869986,70327.0223869986,70327.0223869986,70327.0223869986,70327.0223869986,70327.0223869986,70327.0223869986,70327.0223869986,70327.0223869986
13,13,14431430.0,1.0007002100350033,0.9993002799160212,17060.719167421983,17060.719167421983,17060.719167421983,17060.719167421983,17060.719167421983,17060.719167421983,17060.719167421983,17060.719167421983,17060.719167421983,17060.719167421983,17060.719167421983,17060.719167421983,17060.719167421983,17060.719167421983,17060.719167421983,17060.719167421983,17060.719167421983,17060.719167421983,17060.719167421983,17060.719167421983,104125.44190142464,104125.44190142464,104125.44190142464,104125.44190142464,104125.44190142464,104125.44190142464,104125.44190142464,104125.44190142464,104125.44190142464,104125.44190142464,104125.44190142464,104125.44190142464,104125.44190142464,104125.44190142464,104125.44190142464,104125.44190142464,104125.44190142464,104125.44190142464,104125.44190142464,104125.44190142464
14,14,14433059.0,1.0005001000100004,0.999500149965007,29834.949360786308,29834.949360786308,29834.949360786308,29834.949360786308,29834.949360786308,29834.949360786308,29834.949360786308,29834.949360786308,29834.949360786308,29834.949360786308,29834.949360786308,29834.949360786308,29834.949360786308,29834.949360786308,29834.949360786308,29834.949360786308,29834.949360786308,29834.949360786308,29834.949360786308,29834.949360786308,91342.59682749081,91342.59682749081,91342.59682749081,91342.59682749081,91342.59682749081,91342.59682749081,91342.59682749081,91342.59682749081,91342.59682749081,91342.59682749081,91342.59682749081,91342.59682749081,91342.59682749081,91342.59682749081,91342.59682749081,91342.59682749081,91342.59682749081,91342.59682749081,91342.59682749081,91342.59682749081
15,15,14433713.0,1.00020001,0.9998000299960006,46697.308997167696,46697.308997167696,46697.308997167696,46697.308997167696,46697.308997167696,46697.308997167696,46697.308997167696,46697.308997167696,46697.308997167696,46697.308997167696,46697.308997167696,46697.308997167696,46697.308997167696,46697.308997167696,46697.308997167696,46697.308997167696,46697.308997167696,46697.308997167696,46697.308997167696,46697.308997167696,74473.40423315807,74473.40423315807,74473.40423315807,74473.40423315807,74473.40423315807,74473.40423315807,74473.40423315807,74473.40423315807,74473.40423315807,74473.40423315807,74473.40423315807,74473.40423315807,74473.40423315807,74473.40423315807,74473.40423315807,74473.40423315807,74473.40423315807,74473.40423315807,74473.40423315807,74473.40423315807
16,16,14434826.0,1.0009003600840125,0.9991004498350495,7976.20131499628,7976.20131499628,7976.20131499628,7976.20131499628,7976.20131499628,7976.20131499628,7976.20131499628,7976.20131499628,7976.20131499628,7976.20131499628,7976.20131499628,7976.20131499628,7976.20131499628,7976.20131499628,7976.20131499628,7976.20131499628,7976.20131499628,7976.20131499628,7976.20131499628,7976.20131499628,113217.89052147674,113217.89052147674,113217.89052147674,113217.89052147674,113217.89052147674,113217.89052147674,113217.89052147674,113217.89052147674,113217.89052147674,113217.89052147674,113217.89052147674,113217.89052147674,113217.89052147674,113217.89052147674,113217.89052147674,113217.89052147674,113217.89052147674,113217.89052147674,113217.89052147674,113217.89052147674
17,17,14442002.0,1.0007002100350033,0.9993002799160212,19852.024767990573,19852.024767990573,19852.024767990573,19852.024767990573,19852.024767990573,19852.024767990573,19852.024767990573,19852.024767990573,19852.024767990573,19852.024767990573,19852.024767990573,19852.024767990573,19852.024767990573,19852.024767990573,19852.024767990573,19852.024767990573,19852.024767990573,19852.024767990573,19852.024767990573,19852.024767990573,101332.0007071007,101332.0007071007,101332.0007071007,101332.0007071007,101332.0007071007,101332.0007071007,101332.0007071007,101332.0007071007,101332.0007071007,101332.0007071007,101332.0007071007,101332.0007071007,101332.0007071007,101332.0007071007,101332.0007071007,101332.0007071007,101332.0007071007,101332.0007071007,101332.0007071007,101332.0007071007
18,18,14443040.0,1.0006001500200015,0.9994002099440127,22453.229174031156,22453.229174031156,22453.229174031156,22453.229174031156,22453.229174031156,22453.229174031156,22453.229174031156,22453.229174031156,22453.229174031156,22453.229174031156,22453.229174031156,22453.229174031156,22453.229174031156,22453.229174031156,22453.229174031156,22453.229174031156,22453.229174031156,22453.229174031156,22453.229174031156,22453.229174031156,98728.93359206845,98728.93359206845,98728.93359206845,98728.93359206845,98728.93359206845,98728.93359206845,98728.93359206845,98728.93359206845,98728.93359206845,98728.93359206845,98728.93359206845,98728.93359206845,98728.93359206845,98728.93359206845,98728.93359206845,98728.93359206845,98728.93359206845,98728.93359206845,98728.93359206845,98728.93359206845
19,19,14444221.0,1.0007002100350033,0.9993002799160212,21713.53134225362,21713.53134225362,21713.53134225362,21713.53134225362,21713.53134225362,21713.53134225362,21713.53134225362,21713.53134225362,21713.53134225362,21713.53134225362,21713.53134225362,21713.53134225362,21713.53134225362,21713.53134225362,21713.53134225362,21713.53134225362,21713.53134225362,21713.53134225362,21713.53134225362,21713.53134225362,99469.14860803643,99469.14860803643,99469.14860803643,99469.14860803643,99469.14860803643,99469.14860803643,99469.14860803643,99469.14860803643,99469.14860803643,99469.14860803643,99469.14860803643,99469.14860803643,99469.14860803643,99469.14860803643,99469.14860803643,99469.14860803643,99469.14860803643,99469.14860803643,99469.14860803643,99469.14860803643
20,20,14445212.0,1.0009003600840125,0.9991004498350495,9105.8316496978,9105.8316496978,9105.8316496978,9105.8316496978,9105.8316496978,9105.8316496978,9105.8316496978,9105.8316496978,9105.8316496978,9105.8316496978,9105.8316496978,9105.8316496978,9105.8316496978,9105.8316496978,9105.8316496978,9105.8316496978,9105.8316496978,9105.8316496978,9105.8316496978,9105.8316496978,112087.19236096411,112087.19236096411,112087.19236096411,112087.19236096411,112087.19236096411,112087.19236096411,112087.19236096411,112087.19236096411,112087.19236096411,112087.19236096411,112087.19236096411,112087.19236096411,112087.19236096411,112087.19236096411,112087.19236096411,112087.19236096411,112087.19236096411,112087.19236096411,112087.19236096411,112087.19236096411
21,21,14447213.0,1.0005001000100004,0.999500149965007,30172.87433965851,30172.87433965851,30172.87433965851,30172.87433965851,30172.87433965851,30172.87433965851,30172.87433965851,30172.87433965851,30172.87433965851,30172.87433965851,30172.87433965851,30172.87433965851,30172.87433965851,30172.87433965851,30172.87433965851,30172.87433965851,30172.87433965851,30172.87433965851,30172.87433965851,30172.87433965851,91004.48420372675,91004.48420372675,91004.48420372675,91004.48420372675,91004.48420372675,91004.48420372675,91004.48420372675,91004.48420372675,91004.48420372675,91004.48420372675,91004.48420372675,91004.48420372675,91004.48420372675,91004.48420372675,91004.48420372675,91004.48420372675,91004.48420372675,91004.48420372675,91004.48420372675,91004.48420372675
22,22,14447789.0,1.0006001500200015,0.9994002099440127,23352.96371976068,23352.96371976068,23352.96371976068,23352.96371976068,23352.96371976068,23352.96371976068,23352.96371976068,23352.96371976068,23352.96371976068,23352.96371976068,23352.96371976068,23352.96371976068,23352.96371976068,23352.96371976068,23352.96371976068,23352.96371976068,23352.96371976068,23352.96371976068,23352.96371976068,23352.96371976068,97828.58336760785,97828.58336760785,97828.58336760785,97828.58336760785,97828.58336760785,97828.58336760785,97828.58336760785,97828.58336760785,97828.58336760785,97828.58336760785,97828.58336760785,97828.58336760785,97828.58336760785,97828.58336760785,97828.58336760785,97828.58336760785,97828.58336760785,97828.58336760785,97828.58336760785,97828.58336760785
23,23,14448921.0,1.0007002100350033,0.9993002799160212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
