,index,blocknum,p0vs1,p1vs0,DAI-slippagemap_01,DAI-slippagemap_2,DAI-slippagemap_3,DAI-slippagemap_4,DAI-slippagemap_5,DAI-slippagemap_6,DAI-slippagemap_7,DAI-slippagemap_8,DAI-slippagemap_9,DAI-slippagemap_10,DAI-slippagemap_11,DAI-slippagemap_12,DAI-slippagemap_13,DAI-slippagemap_14,DAI-slippagemap_15,DAI-slippagemap_16,DAI-slippagemap_17,DAI-slippagemap_18,DAI-slippagemap_19,DAI-slippagemap_20,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10,USDC-slippagemap_11,USDC-slippagemap_12,USDC-slippagemap_13,USDC-slippagemap_14,USDC-slippagemap_15,USDC-slippagemap_16,USDC-slippagemap_17,USDC-slippagemap_18,USDC-slippagemap_19,USDC-slippagemap_20
58,58,12804164.0,1.0010030965990384,0.9989979085954415,7393.133058260644,14234.765545876222,15697.411060877377,15697.411060877379,15697.411060877383,15697.411060877388,15697.41106087739,15697.411060877394,15697.411060877394,15697.411060877394,15697.411060877394,15697.411060877394,15697.411060877394,15697.411060877394,15697.411060877394,15697.411060877394,15697.411060877394,15697.411060877394,15697.411060877394,15697.411060877394,12481.720104928516,13090.235733745381,13090.235733745383,13090.235733745387,13090.235733745392,13090.235733745394,13090.235733745396,13090.235733745396,13090.235733745396,13090.235733745396,13090.235733745396,13090.235733745396,13090.235733745396,13090.235733745396,13090.235733745396,13090.235733745396,13090.235733745396,13090.235733745396,13090.235733745396,13090.235733745396
59,59,12807137.0,1.0010030965990384,0.9989979085954415,7400.559003429183,14251.348689566123,15719.503903475996,15722.246382958434,15727.7067214684,15733.134397521337,15735.836047538369,15741.215096137967,15746.56196793425,15749.223398631424,15754.522366190227,15759.78963916496,15762.411445344433,15767.631528868256,15767.631528868256,15767.631528868256,15767.631528868256,15767.631528868256,15767.631528868256,15767.631528868256,12495.06730789734,13109.089345843147,13111.83018427668,13117.287261193784,13122.711698534094,13125.411737013592,13130.787570092081,13136.131248952544,13138.791089309658,13144.086896257259,13149.351021961902,13151.971266322224,13154.58365780297,13154.58365780297,13154.58365780297,13154.58365780297,13154.58365780297,13154.58365780297,13154.58365780297,13154.58365780297
60,60,12818651.0,1.000102644098377,0.9998973664363527,8293.18556588371,15143.97525202065,16612.13046593052,16614.87294541296,16620.333283922926,16625.76095997586,16628.462609992894,16633.841658592493,16639.188530388776,16641.84996108595,16647.148928644754,16652.416201619486,16655.03800779896,16660.258091322783,16660.258091322783,16660.258091322783,16660.258091322783,16660.258091322783,16660.258091322783,16660.258091322783,11601.926524230537,12215.948562176343,12218.689400609877,12224.146477526981,12229.570914867292,12232.27095334679,12237.646786425279,12242.990465285742,12245.650305642856,12250.946112590455,12256.2102382951,12258.830482655421,12261.442874136166,12261.442874136166,12261.442874136166,12261.442874136166,12261.442874136166,12261.442874136166,12261.442874136166,12261.442874136166
61,61,12821079.0,1.000102644098377,0.9998973664363527,8205.726207164516,14930.28567929696,16398.440893206833,16401.183372689273,16406.643711199238,16412.071387252174,16414.773037269206,16420.152085868805,16425.498957665088,16428.160388362263,16433.459355921066,16438.726628895798,16441.34843507527,16446.568518599095,16446.568518599095,16446.568518599095,16446.568518599095,16446.568518599095,16446.568518599095,16446.568518599095,11372.947887163758,11986.969925109564,11989.710763543098,11995.1678404602,12000.592277800513,12003.29231628001,12008.6681493585,12014.011828218963,12016.671668576077,12021.967475523676,12027.23160122832,12029.851845588642,12032.464237069387,12032.464237069387,12032.464237069387,12032.464237069387,12032.464237069387,12032.464237069387,12032.464237069387,12032.464237069387
62,62,12844482.0,1.000102644098377,0.9998973664363527,8206.415656264093,14931.970211240261,16401.114555260494,16404.34937907573,16410.78998625781,16417.192067246877,16420.37873167645,16426.723455356143,16433.030225683648,16436.16945040965,16442.419716479148,16448.632597986238,16451.725084592832,16457.88230495073,16458.813835374134,16459.277508738694,16460.2006938579,16461.11835632911,16461.575127735712,16462.48456830251,11374.752944020562,11989.763521478171,11992.996409634778,11999.433169685695,12005.831430531423,12009.016194111775,12015.357125003104,12021.660129182166,12024.7974780619,12031.044016110658,12037.253185333191,12040.343829734647,12042.956221215392,12042.956221215392,12042.956221215392,12042.956221215392,12042.956221215392,12042.956221215392,12042.956221215392,12042.956221215392
63,63,12868849.0,1.000102644098377,0.9998973664363527,8206.515356278032,14932.0699112542,16401.214255274434,16404.449079089674,16410.88968627175,16417.291767260816,16420.47843169039,16426.823155370083,16433.129925697587,16436.269150423588,16442.519416493087,16448.732298000177,16451.82478460677,16457.98200496467,16458.913535388074,16459.377208752634,16460.30039387184,16461.21805634305,16461.67482774965,16462.58426831645,11374.653231011427,11989.663808469038,11992.896696625645,11999.333456676562,12005.731717522289,12008.916481102642,12015.25741199397,12021.560416173033,12024.697765052768,12030.944303101525,12037.153472324057,12040.244116725515,12042.85650820626,12042.85650820626,12042.85650820626,12042.85650820626,12042.85650820626,12042.85650820626,12042.85650820626,12042.85650820626
64,64,12881477.0,1.000102644098377,0.9998973664363527,8206.814456280863,14932.369011257031,16401.513355277268,16404.748179092505,16411.18878627458,16417.590867263647,16420.777531693224,16427.122255372913,16433.429025700418,16436.56825042642,16442.818516495918,16449.031398003008,16452.123884609602,16458.2811049675,16459.212635390904,16459.67630875547,16460.59949387467,16461.51715634588,16461.973927752486,16462.883368319282,11374.354092083184,11989.364669540795,11992.5975576974,11999.034317748317,12005.432578594045,12008.617342174397,12014.958273065728,12021.261277244788,12024.398626124523,12030.64516417328,12036.854333395813,12039.94497779727,12042.557369278014,12042.557369278014,12042.557369278014,12042.557369278014,12042.557369278014,12042.557369278014,12042.557369278014,12042.557369278014
65,65,12882573.0,1.000102644098377,0.9998973664363527,7863.38485471601,14093.291139731762,15315.724185983412,15318.95900979865,15325.399616980723,15331.801697969791,15334.988362399368,15341.33308607906,15347.639856406564,15350.779081132565,15357.029347202064,15363.242228709154,15366.334715315747,15372.491935673645,15373.42346609705,15373.887139461613,15374.810324580814,15375.727987052025,15376.18475845863,15377.094199025427,10475.276532244727,11090.287109702338,11093.519997858943,11099.95675790986,11106.355018755588,11109.53978233594,11115.88071322727,11122.183717406331,11125.321066286066,11131.567604334823,11137.776773557356,11140.867417958812,11143.479809439557,11143.479809439557,11143.479809439557,11143.479809439557,11143.479809439557,11143.479809439557,11143.479809439557,11143.479809439557
66,66,12895059.0,1.000102644098377,0.9998973664363527,7877.487474054254,14127.747097410853,15370.411725310483,15383.716917486332,15410.207855225508,15436.54033042359,15449.647437659456,15475.743995828503,15501.684447614833,15514.596430043639,15540.304473496639,15565.858750062887,15578.578493378785,15603.903829412555,15623.88880247336,15633.836410696278,15653.642344323163,15673.329795538131,15683.129329752532,15702.640388941965,10512.196321698477,11147.426400752283,11160.72363134767,11187.198745406087,11213.515507927315,11226.61479675771,11252.695754763996,11278.620715960527,11291.524982823821,11317.217692510523,11342.756700035152,11355.468866155274,11377.237918308268,11396.279984556262,11405.75826088737,11424.629720247394,11443.388321901104,11452.72549080528,11471.31601092282,11489.795327146212
67,67,12901088.0,1.0002026543627869,0.9997973866976828,7757.362809672893,14007.622433029492,15250.287060929122,15263.592253104971,15290.083190844147,15316.415666042229,15329.522773278095,15355.619331447142,15381.559783233472,15394.471765662278,15420.179809115278,15445.734085681526,15458.453828997424,15483.779165031194,15503.764138092,15513.711746314917,15533.517679941802,15553.20513115677,15563.00466537117,15582.515724560604,10632.344184710795,11267.574263764602,11280.871494359988,11307.346608418404,11333.663370939632,11346.762659770027,11372.843617776314,11398.768578972846,11411.67284583614,11437.36555552284,11462.90456304747,11475.61672916759,11497.385781320585,11516.427847568579,11525.906123899687,11544.777583259713,11563.53618491342,11572.873353817598,11591.463873935136,11609.943190158529
68,68,12926142.0,1.0002026543627869,0.9997973866976828,7743.475844986378,13973.382130002132,15195.815176253782,15199.050000069019,15205.490607251093,15211.892688240161,15215.079352669736,15221.424076349429,15227.730846676934,15230.870071402933,15237.120337472434,15243.333218979524,15246.425705586116,15252.582925944014,15253.51445636742,15253.978129731982,15254.901314851184,15255.818977322395,15256.275748728998,15257.185189295795,10595.208698957807,11210.219276415419,11213.452164572023,11219.888924622941,11226.28718546867,11229.47194904902,11235.812879940351,11242.115884119414,11245.253232999146,11251.499771047904,11257.708940270437,11260.799584671893,11263.411976152638,11263.411976152638,11263.411976152638,11263.411976152638,11263.411976152638,11263.411976152638,11263.411976152638,11263.411976152638
69,69,12995531.0,1.0002026543627869,0.9997973866976828,7743.485814986194,13973.392100001947,15195.825146253595,15199.059970068833,15205.500577250908,15211.902658239977,15215.089322669552,15221.434046349244,15227.74081667675,15230.880041402748,15237.130307472247,15243.34318897934,15246.435675585932,15252.59289594383,15253.524426367236,15253.988099731796,15254.911284851,15255.82894732221,15256.285718728814,15257.19515929561,10595.198726403176,11210.209303860787,11213.442192017392,11219.878952068311,11226.277212914038,11229.461976494391,11235.80290738572,11242.105911564782,11245.243260444515,11251.489798493274,11257.698967715805,11260.789612117262,11263.402003598008,11263.402003598008,11263.402003598008,11263.402003598008,11263.402003598008,11263.402003598008,11263.402003598008,11263.402003598008
70,70,13009059.0,1.0002026543627869,0.9997973866976828,7743.486811976683,13973.393096992437,15195.826143244087,15199.060967059324,15205.501574241398,15211.903655230466,15215.090319660041,15221.435043339734,15227.741813667239,15230.88103839324,15237.131304462739,15243.344185969829,15246.436672576421,15252.59389293432,15253.525423357725,15253.989096722287,15254.912281841489,15255.8299443127,15256.286715719303,15257.1961562861,10595.197729157213,11210.208306614824,11213.441194771429,11219.877954822347,11226.276215668075,11229.460979248426,11235.801910139757,11242.104914318817,11245.242263198552,11251.48880124731,11257.697970469842,11260.788614871299,11263.401006352044,11263.401006352044,11263.401006352044,11263.401006352044,11263.401006352044,11263.401006352044,11263.401006352044,11263.401006352044
71,71,13010015.0,1.0002026543627869,0.9997973866976828,7743.496781976613,13973.403066992367,15195.836113244017,15199.070937059254,15205.511544241328,15211.913625230396,15215.100289659971,15221.445013339664,15227.751783667169,15230.89100839317,15237.141274462669,15243.354155969759,15246.446642576351,15252.60386293425,15253.535393357655,15253.999066722217,15254.922251841419,15255.83991431263,15256.296685719233,15257.20612628603,10595.187756602581,11210.198334060193,11213.431222216797,11219.867982267715,11226.266243113443,11229.451006693795,11235.791937585125,11242.094941764188,11245.23229064392,11251.478828692678,11257.68799791521,11260.778642316667,11263.391033797412,11263.391033797412,11263.391033797412,11263.391033797412,11263.391033797412,11263.391033797412,11263.391033797412,11263.391033797412
72,72,13053187.0,1.0002026543627869,0.9997973866976828,7745.567391010788,13978.506980644628,15203.955185835628,15208.690819706815,15218.119573563137,15227.491926837867,15232.157057574732,15241.445442376198,15250.678265208788,15255.273946392936,15264.42404958039,15273.519423481146,15278.046682199656,15287.060570727952,15290.831679336256,15292.708765229107,15296.446089596198,15300.161056663026,15302.010201403968,15305.691883788153,10600.721139931831,11218.745076011015,11223.47787616664,11232.900997999195,11242.267758759082,11246.930106739766,11256.212939072826,11265.440248436633,11270.033183467782,11279.17782900366,11288.26776828989,11292.792330104478,11298.259682590202,11301.097565325736,11302.510134550754,11305.322591351118,11308.118228709087,11309.509768371161,11312.28035615292,11315.0343709637
73,73,13079273.0,1.0002026543627869,0.9997973866976828,7743.49777898611,13973.404064001863,15195.837110253513,15199.07193406875,15205.512541250824,15211.914622239892,15215.101286669467,15221.44601034916,15227.752780676665,15230.892005402664,15237.142271472163,15243.355152979255,15246.447639585847,15252.604859943745,15253.536390367151,15254.000063731712,15254.923248850915,15255.840911322126,15256.29768272873,15257.207123295526,10595.18675933762,11210.19733679523,11213.430224951835,11219.866985002753,11226.26524584848,11229.450009428832,11235.790940320163,11242.093944499224,11245.231293378958,11251.477831427716,11257.687000650249,11260.777645051705,11263.39003653245,11263.39003653245,11263.39003653245,11263.39003653245,11263.39003653245,11263.39003653245,11263.39003653245,11263.39003653245
74,74,13108672.0,1.0002026543627869,0.9997973866976828,7733.530385271116,13963.43667028687,15185.869716538518,15189.104540353756,15195.54514753583,15201.9472285249,15205.133892954475,15211.478616634166,15217.78538696167,15220.924611687671,15227.17487775717,15233.38775926426,15236.480245870853,15242.637466228753,15243.568996652159,15244.032670016719,15244.955855135922,15245.873517607133,15246.330289013737,15247.239729580533,10605.156759335787,11220.167336793398,11223.400224950003,11229.836985000922,11236.235245846648,11239.420009427002,11245.76094031833,11252.063944497393,11255.201293377126,11261.447831425885,11267.657000648416,11270.747645049873,11273.36003653062,11273.36003653062,11273.36003653062,11273.36003653062,11273.36003653062,11273.36003653062,11273.36003653062,11273.36003653062
75,75,13109547.0,1.0002026543627869,0.9997973866976828,7743.500385273896,13973.40667028965,15195.839716541299,15199.074540356536,15205.51514753861,15211.917228527678,15215.103892957255,15221.448616636946,15227.75538696445,15230.894611690452,15237.14487775995,15243.35775926704,15246.450245873633,15252.607466231533,15253.538996654937,15254.0026700195,15254.925855138703,15255.843517609914,15256.300289016517,15257.209729583314,10595.184152382019,11210.19472983963,11213.427617996236,11219.864378047154,11226.26263889288,11229.447402473234,11235.788333364562,11242.091337543625,11245.22868642336,11251.475224472117,11257.684393694648,11260.775038096106,11263.387429576851,11263.387429576851,11263.387429576851,11263.387429576851,11263.387429576851,11263.387429576851,11263.387429576851,11263.387429576851
76,76,13207563.0,1.0059198020324984,0.9941150357905896,7908.768228670724,9134.87468747822,9748.40878498216,9751.633916419638,9758.055232729446,9764.43813758288,9767.615259383192,9773.940975022093,9780.228856316076,9783.358673903691,9789.590220260505,9795.784490499258,9798.86771936794,9802.408174730324,9803.336914645124,9803.799199504714,9804.719619227546,9805.634533642142,9806.089935669599,9806.996653140144,15471.358152186516,16696.732334370336,16699.974936814164,16706.431034540077,16712.848513357818,16716.042845867414,16722.402831580715,16728.724770126664,16731.87154451816,16738.136847266884,16744.364671818854,16747.464600669184,16753.167636551385,16753.167636551385,16753.167636551385,16753.167636551385,16753.167636551385,16753.167636551385,16753.167636551385,16753.167636551385
77,77,13241226.0,1.0022049611972712,0.9977998899599967,5831.659882131166,12056.023310043778,13272.94665738671,13273.439001719511,13274.419270391625,13275.39367532776,13275.878689740306,13276.844364820403,13277.804263351625,13278.282057380451,13279.233355891147,13280.178964423505,13280.649644850624,13281.586781684699,13282.518312108105,13282.981985472667,13283.905170591868,13284.822833063079,13285.279604469682,13286.189045036479,12495.53841141664,13105.042579745312,13105.534629468386,13106.514312602205,13107.488136107624,13107.97286120848,13108.937959021323,13109.897284339922,13110.374792862542,13111.3255239637,13112.270567481588,13112.740967522723,13112.740967522723,13112.740967522723,13112.740967522723,13112.740967522723,13112.740967522723,13112.740967522723,13112.740967522723,13112.740967522723
78,78,13269691.0,1.0022049611972712,0.9977998899599967,10825.375322044501,21918.40312121954,23135.326468562474,23135.81881289527,23136.799081567387,23137.773486503524,23138.25850091607,23139.224175996165,23140.184074527388,23140.661868556213,23141.61316706691,23142.558775599267,23143.029456026386,23143.966592860463,23144.898123283867,23145.361796648427,23146.284981767632,23147.20264423884,23147.659415645445,23148.56885621224,22160.265026666613,22769.769194995282,22770.261244718356,22771.240927852174,22772.214751357595,22772.699476458452,22773.664574271294,22774.623899589893,22775.101408112514,22776.052139213672,22776.99718273156,22777.467582772693,22777.467582772693,22777.467582772693,22777.467582772693,22777.467582772693,22777.467582772693,22777.467582772693,22777.467582772693,22777.467582772693
79,79,13308342.0,1.002305181693391,0.9977001199480019,10703.855316121162,21796.8831152962,23013.80646263913,23014.298806971932,23015.279075644048,23016.253480580184,23016.73849499273,23017.704170072826,23018.66406860405,23019.141862632874,23020.09316114357,23021.038769675928,23021.509450103047,23022.44658693712,23023.378117360528,23023.841790725088,23024.764975844293,23025.682638315502,23026.139409722105,23027.048850288902,22282.065034660824,22891.569202989493,22892.061252712567,22893.040935846384,22894.014759351805,22894.499484452663,22895.464582265504,22896.423907584103,22896.901416106724,22897.852147207883,22898.79719072577,22899.267590766904,22899.267590766904,22899.267590766904,22899.267590766904,22899.267590766904,22899.267590766904,22899.267590766904,22899.267590766904,22899.267590766904
80,80,13321201.0,1.002305181693391,0.9977001199480019,10703.878161186209,21796.95094563207,23013.91900913725,23014.433611157725,23015.458195388055,23016.47665079719,23016.983591529577,23017.992922427155,23018.996215632156,23019.495609564867,23020.489913963367,23021.478271153475,23021.97022989588,23022.949732402863,23023.923375047016,23024.408009954637,23025.372930023714,23026.332077779338,23026.8094987083,23027.760052867245,22282.154970402495,22891.70382819389,22892.218122286056,22893.24209450733,22894.259942200682,22894.766580542306,22895.77530807578,22896.778002154613,22897.27709767408,22898.27080901184,22899.258575644548,22899.7502413254,22899.79258168028,22899.83466875675,22899.85561779324,22899.897327791663,22899.938788350195,22899.95942550882,22900.000514570875,22900.041357848324
81,81,13354579.0,1.002305181693391,0.9977001199480019,16708.539155581857,33722.50629650977,34939.474360014945,34939.98896203542,34941.013546265756,34942.03200167489,34942.53894240728,34943.54827330485,34944.55156650985,34945.05096044257,34946.045264841065,34947.03362203117,34947.525580773574,34948.505083280565,34949.47872592471,34949.963360832335,34950.92828090141,34951.887428657035,34952.364849585996,34953.31540374494,34104.11880484757,34713.66766263896,34714.181956731125,34715.2059289524,34716.223776645755,34716.730414987374,34717.73914252085,34718.74183659968,34719.240932119144,34720.23464345691,34721.22241008962,34721.71407577047,34721.75641612535,34721.79850320182,34721.81945223831,34721.86116223673,34721.90262279526,34721.92325995389,34721.96434901594,34722.00519229339
82,82,13371081.0,1.002305181693391,0.9977001199480019,10703.878161186209,21796.95094563207,23013.91900913725,23014.433611157725,23015.45819538806,23016.47665079719,23016.98359152958,23017.992922427155,23018.996215632156,23019.495609564867,23020.48991396337,23021.478271153475,23021.97022989588,23022.949732402863,23023.923375047016,23024.408009954637,23025.372930023714,23026.33207777934,23026.809498708302,23027.76005286725,22282.154970402495,22891.70382819389,22892.218122286056,22893.24209450733,22894.259942200682,22894.766580542306,22895.77530807578,22896.778002154613,22897.27709767408,22898.27080901184,22899.258575644548,22899.7502413254,22899.79258168028,22899.83466875675,22899.85561779324,22899.897327791663,22899.938788350195,22899.95942550882,22900.000514570875,22900.041357848324
83,83,13386121.0,1.002305181693391,0.9977001199480019,5766.333715233055,11990.742128416488,13207.71019192167,13208.224793942145,13209.249378172475,13210.26783358161,13210.774774313997,13211.784105211573,13212.787398416574,13213.286792349287,13214.281096747787,13215.269453937894,13215.761412680298,13216.740915187283,13217.714557831434,13218.199192739054,13219.164112808132,13220.123260563758,13220.600681492719,13221.551235651665,12561.127933988057,13170.676791779453,13171.191085871615,13172.21505809289,13173.232905786244,13173.739544127866,13174.748271661341,13175.750965740173,13176.250061259638,13177.2437725974,13178.231539230108,13178.72320491096,13178.765545265842,13178.80763234231,13178.828581378802,13178.870291377225,13178.911751935757,13178.93238909438,13178.973478156437,13179.014321433886
84,84,13591936.0,1.001804179413248,0.9981990697879652,6269.395981706951,12493.804394890385,13710.772458395566,13711.287060416042,13712.311644646372,13713.330100055508,13713.837040787894,13714.84637168547,13715.849664890471,13716.349058823183,13717.343363221684,13718.33172041179,13718.823679154195,13719.80318166118,13720.77682430533,13721.26145921295,13722.226379282029,13723.185527037655,13723.662947966615,13724.613502125561,12057.022858384355,12666.571716175751,12667.086010267914,12668.10998248919,12669.127830182542,12669.634468524164,12670.64319605764,12671.645890136471,12672.144985655937,12673.138696993698,12674.126463626406,12674.61812930726,12674.66046966214,12674.702556738608,12674.7235057751,12674.765215773523,12674.806676332055,12674.827313490678,12674.868402552735,12674.909245830184
85,85,13713363.0,1.001804179413248,0.9981990697879652,6269.396204014638,12493.804617198071,13710.772680703252,13711.287282723728,13712.311866954058,13713.330322363194,13713.83726309558,13714.846593993156,13715.849887198157,13716.34928113087,13717.34358552937,13718.331942719477,13718.823901461881,13719.803403968866,13720.777046613017,13721.261681520638,13722.226601589715,13723.18574934534,13723.663170274302,13724.613724433248,12057.02263567491,12666.571493466306,12667.085787558468,12668.109759779743,12669.127607473098,12669.63424581472,12670.642973348195,12671.645667427027,12672.144762946491,12673.138474284253,12674.126240916961,12674.617906597814,12674.660246952695,12674.702334029163,12674.723283065656,12674.764993064078,12674.80645362261,12674.827090781233,12674.86817984329,12674.90902312074
86,86,13980233.0,1.0017040090123468,0.9982988896949441,6278.591493473542,12502.999906656974,13719.967970162155,13720.482572182633,13721.507156412963,13722.525611822097,13723.032552554485,13724.04188345206,13725.04517665706,13725.544570589773,13726.538874988275,13727.527232178381,13728.019190920784,13728.99869342777,13729.97233607192,13730.456970979541,13731.42189104862,13732.381038804246,13732.858459733206,13733.809013892153,12047.810772969147,12657.359630760544,12657.873924852707,12658.897897073983,12659.915744767335,12660.422383108957,12661.431110642432,12662.433804721264,12662.93290024073,12663.926611578492,12664.9143782112,12665.406043892053,12665.448384246933,12665.490471323401,12665.511420359895,12665.553130358316,12665.594590916848,12665.61522807547,12665.65631713753,12665.697160414978
87,87,14027535.0,1.0017040090123468,0.9982988896949441,873.4211497616789,2204.436900952159,3421.4049644573397,3421.919566477816,3422.944150708146,3423.962606117281,3424.469546849668,3425.478877747244,3426.4821709522444,3426.981564884957,3427.9758692834585,3428.964226473565,3429.4561852159686,3430.435687722954,3431.4093303671043,3431.8939652747254,3432.8588853438027,3433.818033099429,3434.29545402839,3435.246008187336,2720.872930744802,3330.4217885361986,3330.936082628361,3331.9600548496364,3332.9779025429903,3333.4845408846113,3334.4932684180867,3335.495962496919,3335.9950580163845,3336.9887693541455,3337.9765359868543,3338.468201667707,3338.5105420225873,3338.5526290990556,3338.573578135549,3338.6152881339704,3338.656748692502,3338.677385851125,3338.7184749131825,3338.759318190632
88,88,14739191.0,1.0017040090123468,0.9982988896949441,890.8829329146332,2253.4682342477545,3501.8169941578635,3517.951490742623,3550.0756373788226,3582.0076249470226,3597.9019144949043,3629.547818070559,3661.0044197657503,3676.662091871999,3707.8368643827025,3738.8251719948644,3754.249725986794,3784.9604096315184,3815.4873669534954,3830.6822941997248,3860.935769583968,3891.008263611821,3905.977008469673,3935.780064464306,2782.554970917321,3423.4657880497707,3439.5906300507345,3471.6955881536333,3503.608521797042,3519.493330381801,3551.120316472502,3582.558133556026,3598.20644940768,3629.3626274782055,3660.3324191383545,3675.747784669285,3705.5035385944816,3735.0812947178865,3749.8037592939813,3779.1165142951545,3808.253969112481,3822.757253637074,3851.6336299232717,3880.3372748672837
89,89,14750599.0,1.0017040090123468,0.9982988896949441,873.4211497616789,2204.436900952159,3421.4049644573397,3421.919566477816,3422.944150708146,3423.962606117281,3424.469546849668,3425.478877747244,3426.4821709522444,3426.981564884957,3427.9758692834585,3428.9642264735644,3429.4561852159686,3430.435687722954,3431.4093303671043,3431.8939652747254,3432.8588853438027,3433.818033099429,3434.29545402839,3435.246008187336,2720.872930744802,3330.4217885361986,3330.936082628361,3331.9600548496364,3332.9779025429903,3333.4845408846113,3334.4932684180867,3335.495962496919,3335.9950580163845,3336.9887693541455,3337.9765359868543,3338.468201667707,3338.5105420225873,3338.5526290990556,3338.573578135549,3338.6152881339704,3338.656748692502,3338.677385851125,3338.7184749131825,3338.759318190632
90,90,14885383.0,1.0017040090123468,0.9982988896949441,878.8049497594109,2209.8207009498906,3426.7887644550715,3427.3033664755476,3428.3279507058783,3429.346406115013,3429.8533468474,3430.862677744976,3431.8659709499766,3432.365364882689,3433.3596692811902,3434.3480264712966,3434.8399852137004,3435.819487720686,3436.793130364836,3437.277765272457,3438.2426853415345,3439.201833097161,3439.6792540261217,3440.6298081850678,2715.479565792065,3325.028423583462,3325.5427176756243,3326.5666898969,3327.584537590253,3328.0911759318747,3329.09990346535,3330.1025975441826,3330.6016930636474,3331.595404401409,3332.583171034117,3333.0748367149704,3333.11717706985,3333.1592641463185,3333.1802131828117,3333.2219231812337,3333.2633837397652,3333.284020898388,3333.325109960446,3333.365953237895
91,91,14906249.0,1.0017040090123468,0.9982988896949441,883.7899497595986,2214.8057009500785,3431.7737644552594,3432.2883664757355,3433.3129507060657,3434.331406115201,3434.8383468475877,3435.8476777451633,3436.850970950164,3437.3503648828764,3438.3446692813777,3439.333026471484,3439.8249852138883,3440.8044877208736,3441.778130365024,3442.262765272645,3443.2276853417225,3444.186833097349,3444.6642540263097,3445.6148081852557,2710.48590989887,3320.0347676902666,3320.549061782429,3321.5730340037044,3322.590881697058,3323.0975200386792,3324.1062475721546,3325.108941650987,3325.6080371704525,3326.6017485082134,3327.5895151409222,3328.081180821775,3328.1235211766552,3328.1656082531235,3328.1865572896163,3328.2282672880383,3328.26972784657,3328.290365005193,3328.3314540672504,3328.3722973446997
92,92,14916406.0,1.0013034275591122,0.9986982691527487,933.6399497575969,2264.655700948077,3481.6237644532575,3482.1383664737336,3483.1629507040643,3484.181406113199,3484.6883468455862,3485.697677743162,3486.7009709481626,3487.200364880875,3488.1946692793763,3489.1830264694827,3489.6749852118865,3490.654487718872,3491.628130363022,3492.112765270643,3493.077685339721,3494.036833095347,3494.514254024308,3495.464808183254,2660.559954338917,3270.108812130314,3270.6231062224765,3271.647078443752,3272.664926137106,3273.171564478727,3274.1802920122022,3275.1829860910348,3275.6820816104996,3276.675792948261,3277.6635595809694,3278.1552252618226,3278.1975656167024,3278.2396526931707,3278.260601729664,3278.302311728086,3278.3437722866174,3278.36440944524,3278.405498507298,3278.4463417847473
93,93,14921474.0,1.0009030062984088,0.9990978083863008,979.4122197544019,2310.427970944882,3527.3960344500624,3527.910636470539,3528.935220700869,3529.953676110004,3530.460616842391,3531.4699477399668,3532.4732409449675,3532.97263487768,3533.966939276181,3534.9552964662876,3535.447255208692,3536.426757715677,3537.400400359827,3537.885035267448,3538.849955336526,3539.809103092152,3540.286524021113,3541.237078180059,2614.7349131678666,3224.283770959263,3224.798065051426,3225.822037272701,3226.839884966055,3227.346523307676,3228.3552508411517,3229.3579449199838,3229.857040439449,3230.85075177721,3231.838518409919,3232.3301840907716,3232.372524445652,3232.41461152212,3232.4355605586134,3232.477270557035,3232.518731115567,3232.5393682741897,3232.5804573362475,3232.621300613697
94,94,14927896.0,1.0009030062984088,0.9990978083863008,979.4122309381227,2310.4279821286027,3527.3960456337836,3527.9106476542597,3528.93523188459,3529.9536872937247,3530.460628026112,3531.4699589236875,3532.4732521286883,3532.9726460614006,3533.966950459902,3534.9553076500083,3535.4472663924125,3536.4267688993978,3537.400411543548,3537.8850464511693,3538.8499665202467,3539.8091142758726,3540.286535204834,3541.23708936378,2614.734901973236,3224.283759764633,3224.7980538567954,3225.822026078071,3226.8398737714247,3227.3465121130457,3228.355239646521,3229.3579337253536,3229.8570292448185,3230.85074058258,3231.8385072152882,3232.3301728961414,3232.3725132510212,3232.4146003274896,3232.435549363983,3232.4772593624048,3232.5187199209363,3232.539357079559,3232.580446141617,3232.621289419066
95,95,14973380.0,1.0009030062984088,0.9990978083863008,986.5374443346391,2317.553195525119,3534.5212590303,3535.035861050776,3536.0604452811062,3537.0789006902414,3537.585841422628,3538.595172320204,3539.5984655252046,3540.097859457917,3541.092163856418,3542.0805210465246,3542.572479788929,3543.551982295914,3544.5256249400645,3545.0102598476856,3545.975179916763,3546.934327672389,3547.41174860135,3548.362302760296,2607.6029347388835,3217.1517925302805,3217.666086622443,3218.6900588437184,3219.7079065370717,3220.214544878693,3221.2232724121686,3222.2259664910007,3222.725062010466,3223.7187733482274,3224.7065399809358,3225.198205661789,3225.2405460166688,3225.282633093137,3225.3035821296303,3225.3452921280523,3225.386752686584,3225.4073898452066,3225.4484789072644,3225.4893221847137
