,index,blocknum,p0vs1,p1vs0,LINK-slippagemap_01,LINK-slippagemap_2,LINK-slippagemap_3,LINK-slippagemap_4,LINK-slippagemap_5,LINK-slippagemap_6,LINK-slippagemap_7,LINK-slippagemap_8,LINK-slippagemap_9,LINK-slippagemap_10,LINK-slippagemap_11,WETH-slippagemap_01,WETH-slippagemap_2,WETH-slippagemap_3,WETH-slippagemap_4,WETH-slippagemap_5,WETH-slippagemap_6,WETH-slippagemap_7,WETH-slippagemap_8,WETH-slippagemap_9,WETH-slippagemap_10
843,843,14023576.0,0.007585202824934656,131.83563090926506,6.704807783183903,84.17777670247867,160.87991543442473,236.81889254560255,312.0023025542298,386.43766170725894,460.1324137981736,533.0939274197646,605.3294980153496,676.8463479252442,747.6516293691884,1.6977013980795226,2.269010192224947,2.834634646897545,3.3946313256921954,3.948957003640535,4.4977673218836935,5.041117158895536,5.5790608469191945,6.111652170817143,6.6389443814195905
844,844,14024380.0,0.00745064233137673,134.21661590017837,77.03440777939856,154.50737669869332,231.20951543063939,307.14849254181723,382.33190255044445,456.7672617034736,530.4620137943883,603.4235274159793,675.6590980115642,747.1759479214589,817.981229365403,1.1689668088468461,1.7402756029922706,2.3059000576648687,2.865896736459519,3.4202224144078586,3.9690327326510166,4.512382569662859,5.050326257686518,5.582917581584467,6.1102097921869145
845,845,14028989.0,0.007443940104838554,134.33745918374612,2.0201614516611044,80.27170777922431,157.74467669851907,234.44681543046514,310.38579254164296,385.5692025502702,460.0045617032994,533.699313794214,606.660827415805,678.8963980113899,750.4132479212847,1.7161653339174476,2.2817897885900456,2.841786467384696,3.3961121453330354,3.9449224635761935,4.4882723005880365,5.026215988611695,5.558807312509644,6.086099523112091,6.608145352767533
846,846,14029974.0,0.007402372616183706,135.09182148082004,24.19421823078103,102.44576455834424,179.91873347763902,256.62087220958506,332.5598493207629,407.7432593293901,482.17861848241927,555.873370573334,628.8348841949249,701.0704547905099,772.5873047004046,1.5515527304354415,2.1171771851080394,2.67717386390269,3.2314995418510297,3.780309860094188,4.32365969710603,4.86160338512969,5.394194709027637,5.921486919630085,6.443532749285526
847,847,14030672.0,0.007353680253037178,135.98633141371428,50.16191822938336,128.41346455694656,205.88643347624134,282.5885722081874,358.5275493193652,433.71095932799244,508.14631848102164,581.8410705719363,654.8025841935272,727.0381547891122,798.555004699007,1.3599499597699232,1.925574414442521,2.4855710932371715,3.039896771185511,3.5887070894286692,4.132056926440511,4.670000614464171,5.2025919383621195,5.729884148964566,6.251929978620008
848,848,14031288.0,0.007225394124028518,138.40075473176404,41.06332638219732,120.1012745381833,198.3528208657465,275.82578978504125,352.52792851698734,428.4669056281652,503.65031563679236,578.0856747898216,651.7804268807363,724.7419405023272,796.9775110979122,1.4157249401956906,1.975721618990341,2.5300472969386805,3.0788576151818385,3.622207452193681,4.16015114021734,4.692742464115288,5.220034674717736,5.7420805043731775,6.258932148988167
849,849,14032028.0,0.007168541217694061,139.49839578681738,72.78489515741418,151.82284331340014,230.07438964096337,307.54735856025815,384.2494972922042,460.18847440338203,535.3718844120092,609.8072435650384,683.5019956559531,756.4635092775441,828.699079873129,1.1874110490963752,1.7474077278910256,2.3017334058393653,2.8505437240825233,3.393893561094366,3.9318372491180247,4.464428573015973,4.991720783618421,5.513766613273862,6.030618257888851
850,850,14034593.0,0.007107159153448958,140.7031949628876,27.6079470172266,107.4401992587489,186.47814741473488,264.7296937422981,342.20266266159285,418.90480139353895,494.84377850471674,570.027188513344,644.4625476663731,718.1572997572879,791.1188133788787,1.500034848101467,2.0543605260498063,2.6031708442929644,3.146520681304807,3.684464369328466,4.217055693226414,4.744347903828862,5.266393733484303,5.783245378099293,6.294299912384177
851,851,14037882.0,0.007049826541417623,141.8474616538457,60.391954712562054,140.22420695408437,219.26215511007035,297.51370143763353,374.9866703569283,451.6888090888744,527.6277862000522,602.8111962086795,677.2465553617086,750.9413074526233,823.9028210742142,1.267971692671801,1.8222973706201406,2.3711076888632987,2.9144575258751413,3.4524012138988,3.9849925377967486,4.512284748399196,5.034330578054638,5.551182222669627,6.062236756954511
852,852,14038831.0,0.007013965741829806,142.57269522093782,0.39188278483527317,81.02642299818434,160.85867523970666,239.89662339569261,318.1481697232558,395.6211386425506,472.3232773744967,548.2622544856745,623.4456644943017,697.8810236473308,771.5757757382456,1.6771980170415481,2.2260083352847064,2.7693581722965486,3.307301860320208,3.8398931842181563,4.367185394820604,4.889231224476045,5.406082869091034,5.917137403375919,6.423107115584136
853,853,14039391.0,0.006982475376941893,143.2156858443472,18.443542783863673,99.07808299721275,178.91033523873506,257.94828339472105,336.1998297222842,413.672798641579,490.3749373735251,566.3139144847029,641.4973244933301,715.9326836463592,789.627435737274,1.5508652602978663,2.0996755785410244,2.643025415552867,3.180969103576526,3.7135604274744742,4.240852638076922,4.762898467732364,5.279750112347353,5.790804646632236,6.296774358840454
854,854,14042880.0,0.006944873506387036,143.99110352122665,40.23360468709086,120.86814490043993,200.70039714196224,279.73834529794823,357.9898916255114,435.4628605448062,512.1649992767523,588.1039763879301,663.2873863965573,737.7227455495864,811.4174976405012,1.3991156564130685,1.9479259746562265,2.491275811668069,3.0292194996917283,3.5618108235896764,4.089103034192124,4.611148863847566,5.128000508462555,5.639055042747438,6.1450247549556565
855,855,14045116.0,0.006841482940943101,146.16714075474252,20.29939527423809,101.74428468386547,182.37882489721454,262.21107713873687,341.2490252947228,419.50057162228603,496.9735405415808,573.6756792735268,649.6146563847047,724.7980663933319,799.2334255463611,1.523803730159225,2.0671535671710677,2.6050972551947265,3.137688579092675,3.6649807896951225,4.187026619350564,4.703878263965553,5.214932798250437,5.720902510458655,6.221837987634744
856,856,14049942.0,0.006847642739098578,146.03565607916627,16.54478882070905,97.98967823033644,178.6242184436855,258.4564706852078,337.4944188411938,415.745965168757,493.21893408805175,569.9210728199978,645.8600499311757,721.0434599398029,795.478819092832,1.5495037301606083,2.0928535671724506,2.63079725519611,3.1633885790940584,3.690680789696506,4.2127266193519475,4.729578263966936,5.240632798251821,5.746602510460038,6.247537987636126
857,857,14053323.0,0.006744350741765982,148.272241211784,79.17049550209094,160.61538491171834,241.2499251250674,321.0821773665897,400.1201255225757,478.3716718501389,555.8446407694337,632.5467795013797,708.4857566125576,783.6691666211848,858.1045257742139,1.1238894303771374,1.66723926738898,2.205182955412639,2.7377742793105875,3.265066489913035,3.7871123195684766,4.303963964183466,4.8150184984683495,5.320988210676568,5.821923687852656
858,858,14053946.0,0.006443729627372246,155.18962740958457,20.6738382344465,104.5839489602203,187.65918188962524,269.9078436118248,351.3527330214522,431.98727323480125,511.8195254763236,590.8574736323095,669.1090199598727,746.5819888791675,823.2841276111136,1.4803412642165916,2.0076334748190394,2.5296793044744805,3.04653094908947,3.557585483374354,4.0635551955825715,4.56449067275866,5.060442006557158,5.551458787004006,6.03759011140576
859,859,14055424.0,0.006533264992706424,153.06282557287597,46.08985758208848,129.16509051149342,211.41375223369297,292.85864164332037,373.4931818566694,453.32543409819175,532.3633822541777,610.614928581741,688.0878975010357,764.7900362329817,840.7290133441596,1.3272972442447464,1.8598885681426949,2.3871807787451425,2.909226608400584,3.426078253015573,3.937132787300457,4.443102499508675,4.944037976684763,5.439989310483261,5.931006090930109
860,860,14061998.0,0.006518256500017834,153.41525759185205,55.89085758156095,138.9660905109659,221.21475223316546,302.65964164279285,383.2941818561419,463.12643409766423,542.1643822536502,620.4159285812134,697.8888975005082,774.5910362324543,850.530013343632,1.2633336396425572,1.7959249635405057,2.323217174142953,2.8452630037983946,3.362114648413384,3.873169182698268,4.379138894906485,4.880074372082574,5.376025705881072,5.86704248632792
861,861,14063021.0,0.006483154530597875,154.2458991653528,78.66085758033539,161.73609050974034,243.9847522319399,325.4296416415673,406.06418185491634,485.89643409643867,564.9343822524246,643.1859285799878,720.6588974992826,797.3610362312287,873.3000133424065,1.115305603026297,1.6478969269242454,2.1751891375266927,2.6972349671821343,3.2140866117971236,3.7251411460820076,4.231110858290226,4.732046335466314,5.227997669264812,5.7190144497116595
862,862,14064243.0,0.006362415762639681,157.17300429689513,74.24454397603441,158.1546547018082,241.22988763121316,323.4785493534127,404.9234387630401,485.55797897638917,565.3902312179115,644.4281793738975,722.6797257014606,800.1526946207554,876.8548333527015,1.1373187134753886,1.664610924077836,2.1866567537332777,2.703508398348267,3.2145629326331506,3.7205326448413683,4.221468122017456,4.717419455815954,5.208436236262803,5.694567560664557
863,863,14064930.0,0.006479265998978994,154.33846984482201,81.06430943234487,164.13954236174982,246.38820408394938,327.83309349357677,408.4676337069258,488.29988594844815,567.3378341044341,645.5893804319974,723.062349351292,799.7644880832381,875.703465194416,1.099727389604083,1.6323187135020312,2.1596109241044785,2.68165675375992,3.1985083983749094,3.7095629326597934,4.215532644868011,4.716468122044099,5.212419455842597,5.703436236289446
864,864,14067388.0,0.006419291139225925,155.78044028714763,36.72647870444115,120.63658943021495,203.7118223596199,285.96048408181946,367.4053734914468,448.0399137047959,527.8721659463182,606.9101141023042,685.1616604298674,762.6346293491622,839.3367680811082,1.3770981225306596,1.904390333133107,2.4264361627885487,2.943287807403538,3.4543423416884216,3.960312053896639,4.461247531072727,4.957198864871225,5.448215645318074,5.934346969719828
865,865,14068186.0,0.006306674910370459,158.56216060156163,26.95350968026445,111.70688882040544,195.61699954617924,278.6922324755842,360.94089419778373,442.3857836074111,523.0203238207602,602.8525760622825,681.8905242182685,760.1420705458316,837.6150394651264,1.4272884708613816,1.949334300516823,2.466185945131812,2.9772404794166962,3.483210191624914,3.9841456688010024,4.4800970025995,4.9711137830463485,5.457245107448102,5.938539586326033
866,866,14079782.0,0.006354150409052853,157.37745184238716,79.7068888221278,163.6169995479016,246.69223247730653,328.9408941995061,410.38578360913345,491.02032382248257,570.8525760640049,649.8905242199909,728.142070547554,805.6150394668488,882.3171781987949,1.1025849063212572,1.6298771169237045,2.151922946579146,2.6687745911941354,3.1798291254790194,3.685798837687237,4.186734314863325,4.682685648661823,5.173702429108672,5.6598337535104255
867,867,14082050.0,0.006246423513164038,160.09161048599216,68.2982357163985,153.0516148565395,236.9617255823133,320.03695851171824,402.28562023391777,483.7305096435452,564.3650498568942,644.1973020984166,723.2352502544026,801.4867965819658,878.9597655012604,1.1677751675684511,1.6898209972238927,2.206672641838882,2.717727176123766,3.2236968883319834,3.724632365508072,4.2205836993065695,4.711600479753418,5.197731804155172,5.679026283033102
868,868,14082670.0,0.006146051677639372,162.70608391371167,52.48274518689793,138.08786767204936,222.84124681219035,306.75135753796417,389.8265904673691,472.07525218956863,553.520141599196,634.154681812545,713.9869340540674,793.0248822100534,871.2764285376165,1.2573882252621542,1.7742398698771435,2.2852944041620273,2.791264116370245,3.2921995935463335,3.7881509273448315,4.27916770779168,4.765299032193433,5.246593511071364,5.324562135157481
869,869,14085343.0,0.006008114708669684,166.44156253491704,64.9480203423363,151.41344518157314,237.01856766672455,321.77194680686557,405.68205753263936,488.7572904620443,571.0059521842438,652.4508415938712,733.0853818072203,812.9176340487426,891.9555822047286,1.1730552313938545,1.6841097656787385,2.190079477886956,2.6910149550630447,3.1869662888615427,3.6779830693083904,4.164114393710145,4.6454088725880744,4.723377496674192,4.800570359064031
870,870,14085939.0,0.006035814311618103,165.6777277052972,44.55075678070544,131.01618161994227,216.62130410509369,301.3746832452347,385.28479397100847,468.3600269004134,550.6086886226129,632.0535780322404,712.6881182455894,792.5203704871117,871.5583186430977,1.295891430747941,1.8069459650328248,2.3129156772410426,2.8138511544171307,3.3098024882156287,3.800819268662477,4.286950593064231,4.768245071942161,4.846213696028278,4.923406558418118
871,871,14092076.0,0.006195414812226628,161.40969254011915,17.911079812290247,103.51620229744167,188.26958143758264,272.17969216335644,355.2549250927614,437.50358681496095,518.9484762245884,599.5830164379374,679.4152686794597,758.4532168354457,836.7047631630089,1.470727274808442,1.9875789194234312,2.4986334537083152,3.004603165916533,3.505538643092621,4.001489976891119,4.492506757337967,4.978638081739721,5.459932560617651,5.5379011847037685
872,872,14094945.0,0.006219000994589498,160.79753016119395,1.4580507323161729,87.0631732174676,171.81655235760857,255.7266630833824,338.8018960127873,421.0505577349869,502.4954471446143,583.1299873579634,662.9622395994857,742.0001877554716,820.2517340830349,1.572859654613939,2.089711299228928,2.600765833513812,3.10673554572203,3.6076710228981184,4.103622356696616,4.5946391371434645,5.080770461545218,5.562064940423149,5.640033564509266
873,873,14095550.0,0.006281499853140379,159.19764759686478,44.063173219782,128.81655235992298,212.7266630856968,295.80189601510176,378.0505577373013,459.49544714692865,540.1299873602777,619.9622396018001,699.0001877577861,777.2517340853492,854.724703004644,1.3195902601826768,1.8416360898381183,2.3584877344531074,2.8695422687379915,3.375511980946209,3.8764474581222976,4.372398791920795,4.863415572367644,5.3495468967693975,5.830841375647328
874,874,14100339.0,0.006305413764563408,158.59387461930356,28.112435882774403,112.8658150229154,196.7759257486892,279.8511586780941,362.0998204002937,443.5447098099211,524.1792500232701,604.0115022647924,683.0494504207784,761.3009967483416,838.7739656676364,1.4199798975694105,1.942025727224852,2.4588773718398413,2.969931906124725,3.4759016183329425,3.976837095509031,4.4727884293075295,4.963805209754377,5.449936534156131,5.931231013034061
875,875,14101268.0,0.006375152690011146,156.8589881097031,66.02207768296148,149.93218840873527,233.0074213381402,315.2560830603398,396.70097246996716,477.3355126833162,557.1677649248385,636.2057130808245,714.4572594083877,791.9302283276825,868.6323670596286,1.1896876869829485,1.716979897585396,2.2390257272408376,2.755877371855827,3.2669319061407105,3.772901618348928,4.273837095525017,4.769788429323515,5.260805209770362,5.746936534172117
876,876,14103716.0,0.006235814144169877,160.36398405730898,75.43369415901812,160.18707329915912,244.09718402493291,327.17241695433785,409.42107867653743,490.8659680861648,571.5005082995139,651.3327605410361,730.3707086970221,808.6222550245853,886.0952239438801,1.123239863466994,1.6452856931224356,2.1621373377374247,2.6731918720223087,3.1791615842305263,3.680097061406615,4.176048395205113,4.6670651756519606,5.153196500053715,5.634490978931645
877,877,14105203.0,0.006349704282395016,157.48764911345046,82.97198105808397,166.88209178385776,249.9573247132627,332.20598643546225,413.6508758450896,494.2854160584387,574.117668299961,653.155616455947,731.4071627835102,808.880131702805,885.5822704347511,1.0818442046148362,1.6091364152172838,2.131182244872725,2.6480338894877145,3.1590884237725985,3.665058135980816,4.165993613156904,4.661944946955402,5.152961727402251,5.6390930518040046
878,878,14110127.0,0.006812129187756565,146.7969811549228,37.78631844813967,119.23120785776705,199.86574807111612,279.69800031263844,358.73594846862443,436.9874947961876,514.4604637154824,591.1626024474284,667.1015795586063,742.2849895672335,816.7203487202627,1.4044162865515646,1.947766123563407,2.485709811587066,3.0183011354850144,3.545593346087462,4.067639175742904,4.5844908203578925,5.095545354642777,5.601515066850994,6.102450544027082
879,879,14110970.0,0.006770026744315565,147.7099039290572,63.340115405564276,144.78500481519166,225.4195450285407,305.25179727006304,384.289745426049,462.5412917536122,540.014260672907,616.7163994048531,692.6553765160309,767.8387865246581,842.2741456776872,1.2308647962648125,1.7742146332766549,2.312158321300314,2.8447496451982626,3.37204185580071,3.8940876854561512,4.410939330071141,4.921993864356025,5.427963576564243,5.928899053740331
880,880,14112001.0,0.006757852265207751,147.976007872859,71.01894833615097,152.46383774577836,233.09837795912742,312.9306302006497,391.9685783566357,470.22012468419894,547.6930936034937,624.3952323354397,700.3342094466176,775.5176194552448,849.952978608274,1.1789230813360798,1.7222729183479222,2.260216606371581,2.7928079302695297,3.3201001408719772,3.842145970527419,4.358997615142408,4.870052149427292,5.376021861635509,5.876957338811598
881,881,14114164.0,0.006693290503759764,149.40334644645688,28.370286611820003,110.61894833401956,192.06383774364693,272.698377956996,352.53063019851834,431.56857835450427,509.8201246820675,587.2930936013623,663.9952323333083,739.9342094444862,815.1176194531134,1.4559345200960279,1.993878208119687,2.5264695320176354,3.053761742620083,3.5758075722755245,4.092659216890514,4.603713751175397,5.1096834633836155,5.610618940559704,6.1065702743582015
882,882,14115033.0,0.006539147283724133,152.9251378828841,42.315053677192765,125.3902866065977,207.63894832879726,289.0838377384246,369.71837795177373,449.550630193296,528.588578349282,606.8401246768452,684.31309359614,761.015232328086,836.9542094392639,1.3519723454161137,1.884563669314062,2.4118558799165095,2.933901709571951,3.4507533541869404,3.961807888471824,4.467777600680042,4.968713077856131,5.464664411654629,5.955681192101476
883,883,14115667.0,0.006386637724040856,156.57690998124994,58.25595684604463,142.16606757181845,225.24130050122338,307.48996222342294,388.9348516330503,469.56939184639936,549.4016440879217,628.4395922439077,706.6911385714709,784.1641074907657,860.8662462227117,1.2392433218148693,1.7665355324173169,2.288581362072758,2.8054330066877475,3.3164875409726315,3.822457253180849,4.323392730356938,4.819344064155436,5.310360844602283,5.796492169004038
884,884,14119419.0,0.006335750984881809,157.8344859806157,7.637777704066362,92.39115684420736,176.30126756998115,259.3765004993861,341.62516222158564,423.07005163121306,503.7045918445621,583.5368440860844,662.5747922420704,740.8263385696335,818.2993074889283,1.5493924155747132,2.071438245230155,2.5882898898451443,3.099344424130028,3.6053141363382455,4.106249613514334,4.602200947312832,5.09321772775968,5.579349052161434,6.060643531039364
885,885,14120734.0,0.006277104561535626,159.30911938726106,47.21005770193644,131.96343684207744,215.87354756785123,298.94878049725617,381.19744221945575,462.6423316290831,543.2768718424322,623.1091240839545,702.1470722399405,780.3986185675037,857.8715874867985,1.2998287772996537,1.8218746069550953,2.3387262515700846,2.8497807858549686,3.3557504980631863,3.8566859752392744,4.352637309037773,4.8436540894846205,5.329785413886374,5.811079892764305
886,886,14121723.0,0.006176857345764904,161.89462440566794,30.904935213055058,116.51005769820648,201.26343683834747,285.1735475641213,368.2487804935262,450.49744221572575,531.9423316253532,612.5768718387022,692.4091240802245,771.4470722362105,849.6986185637737,1.3903428302777834,1.9071944748927727,2.4182490091776567,2.9242187213858744,3.4251541985619625,3.9211055323604604,4.412122312807309,4.898253637209063,5.379548116086992,5.45751674017311
887,887,14127964.0,0.006066674047086636,164.834964304737,22.451510369619363,108.91693520885619,194.5220576940076,279.2754368341486,363.1855475599224,446.2607804893273,528.5094422115269,609.9543316211543,690.5888718345034,770.4211240760256,849.4590722320116,1.4296264232329865,1.9406809575178705,2.446650669726088,2.9475861469021765,3.4435374807006744,3.9345542611475226,4.420685585549276,4.901980064427207,4.979948688513324,5.057141550903164
888,888,14129087.0,0.005957860421276498,167.84548970446434,14.317138006710074,101.65151036535654,188.11693520459337,273.72205768974476,358.4754368298858,442.38554755565957,525.4607804850646,607.709442207264,689.1543316168915,769.7888718302405,849.6211240717628,1.4645099237565882,1.9704796359648058,2.4714151131408943,2.9673664469393923,3.4583832273862405,3.9445145517879943,4.425809030665924,4.503777654752041,4.580970517141881,4.657395335610216
889,889,14130373.0,0.005895633262425546,169.61706325481074,60.429358004228156,147.7637303628746,234.22915520211143,319.83427768726284,404.58765682740386,488.49776755317765,571.5730004825826,653.8216622047821,735.2665516144095,815.9010918277586,895.7333440692809,1.1912021357234115,1.6971718479316291,2.1981073251077174,2.6940586589062154,3.1850754393530636,3.671206763754818,4.152501242632748,4.230469866718865,4.307662729108705,4.384087547577039
890,890,14133153.0,0.005947146453671125,168.14786852654487,21.9785615051357,109.31293386378216,195.778358703019,281.3834811881704,366.1368603283114,450.0469710540852,533.1222039834902,615.3708657056897,696.8157551153171,777.4502953286661,857.2825475701885,1.418902135735667,1.9248718479438847,2.425807325119973,2.921758658918471,3.412775439365319,3.8989067637670733,4.380201242645003,4.4581698667311205,4.53536272912096,4.611787547589294
891,891,14134030.0,0.00599251467924145,166.874851965583,76.14838886344619,162.61381370268302,248.21893618783443,332.9723153279754,416.8824260537492,499.95765898315415,582.2063207053537,663.651210114981,744.2857503283302,824.1180025698525,903.1559507258385,1.1058476014614402,1.6169021357463242,2.1228718479545416,2.62380732513063,3.119758658929128,3.6107754393759763,4.0969067637777306,4.57820124265566,4.656169866741778,4.733362729131618
892,892,14135548.0,0.006102571422255309,163.86534967098066,83.18617325963606,168.79129574478748,253.54467488492847,337.4547856107023,420.5300185401072,502.7786802623068,584.2235696719341,664.8581098852833,744.6903621268056,823.7283102827915,901.9798566103548,1.069343453511377,1.5861950981263664,2.09724963241125,2.603219344619468,3.1041548217955564,3.6001061555940543,4.091122936040902,4.577254260442657,5.058548739320586,5.136517363406704
893,893,14136800.0,0.006061216769446879,164.9833751270466,26.40364600983298,112.8690708490698,198.4741933342212,283.2275724743622,367.137683200136,450.21291612954093,532.4615778517405,613.9064672613679,694.5410074747169,774.3732597162393,853.4112078722252,1.4056600319783834,1.9167145662632674,2.422684278471485,2.9236197556475734,3.4195710894460714,3.9105878698929195,4.396719194294674,4.878013673172603,4.955982297258721,5.033175159648561
894,894,14137763.0,0.005922222062622706,168.85553925972536,40.49826992825513,127.8326422869016,214.29806712613842,299.90318961128986,384.6565687514308,468.5666794772046,551.6419124066095,633.8905741288091,715.3354635384366,795.9700037517856,875.8022559933079,1.3089832445212295,1.8149529567294471,2.3158884339055352,2.8118397677040337,3.3028565481508814,3.7889878725526356,4.2702823514305654,4.348250975516683,4.425443837906522,4.501868656374857
895,895,14138465.0,0.005863884229768058,170.53542682911296,84.4740699258882,171.80844228453466,258.2738671237715,343.8789896089229,428.6323687490639,512.5424794748377,595.6177124042426,677.8663741264422,759.3112635360695,839.9458037494187,919.778055990941,1.0498169943221594,1.555786706530377,2.0567221837064653,2.5526735175049633,3.0436902979518115,3.5298216223535657,4.0111161012314955,4.089084725317613,4.1662775877074525,4.242702406175787
896,896,14139138.0,0.005855095436098835,170.79140910917167,2.682667039992437,90.89472086583926,178.22909322448572,264.69451806372257,350.299640548874,435.05301968901495,518.9631304147888,602.0383633441937,684.2870250663933,765.7319144760206,846.3664546893697,1.517501195599686,2.0184366727757745,2.5143880065742725,3.0054047870211202,3.4915361114228745,3.9728305903008043,4.050799214386922,4.127992076776762,4.204416895245096,4.280081311914442
897,897,14140908.0,0.005811348663081663,172.07709569257136,36.14785654754189,124.35991037338871,211.6942827320352,298.159707571272,383.7648300564234,468.51820919656444,552.4283199223382,635.5035528517432,717.7522145739428,799.1971039835701,879.8316441969191,1.3222784893884847,1.823213966564573,2.319165300363071,2.810182080809919,3.296313405211673,3.777607884089603,3.8555765081757207,3.9327693705655604,4.009194189033894,4.084858605703241
898,898,14143724.0,0.00591748641626208,168.9906709801412,44.24329225293799,131.57766461158445,218.04308945082127,303.6482119359727,388.4015910761137,472.3117018018875,555.3869347312924,637.635596453492,719.0804858631194,799.7150260764685,879.5472783179907,1.286811741213625,1.7927814534218427,2.293716930597931,2.789668264396429,3.280685044843277,3.7668163692450314,4.248110848122961,4.326079472209079,4.403272334598919,4.479697153067253
899,899,14144446.0,0.005940014514537005,168.34975698337078,27.545614558399613,114.87998691704608,201.3454117562829,286.9505342414343,371.7039133815753,455.6140241073491,538.689257036754,620.9379187589536,702.382808168581,783.0173483819301,862.8496006234524,1.3858117412189537,1.8917814534271713,2.3927169306032594,2.888668264401758,3.3796850448486055,3.8658163692503598,4.34711084812829,4.425079472214407,4.502272334604247,4.578697153072581
900,900,14148173.0,0.005935264640617994,168.4844839363182,31.010614558213117,118.34498691685958,204.8104117560964,290.4155342412478,375.1689133813888,459.07902410716264,542.1542570365675,624.4029187587671,705.8478081683945,786.4823483817436,866.3146006232658,1.3652370045665752,1.8712067167747928,2.3721421939508813,2.8680935277493793,3.359110308196227,3.8452416325979812,4.326536111475911,4.404504735562028,4.481697597951868,4.558122416420203
901,901,14153259.0,0.005899761443998596,169.49837878906584,57.3990660417928,144.73343840043927,231.1988632396761,316.8039857248275,401.5573648649685,485.4674755907423,568.5427085201472,650.7913702423468,732.2362596519741,812.8707998653232,892.7030521068456,1.2090751388687955,1.715044851077013,2.2159803282531016,2.7119316620515996,3.2029484424984473,3.6890797669002016,4.170374245778132,4.248342869864249,4.325535732254089,4.401960550722423
902,902,14157316.0,0.005997310369224575,166.7414121389378,72.46943554503206,158.93486038426886,244.5399828694203,329.2933620095613,413.2034727353351,496.27870566474,578.5273673869395,659.972256796567,740.606797009916,820.4390492514383,899.4769974074243,1.1279041529941385,1.6389586872790223,2.14492839948724,2.6458638766633285,3.1418152104618264,3.6328319909086746,4.118963315310428,4.600257794188359,4.678226418274476,4.755419280664316
903,903,14163263.0,0.006048502204913801,165.33018689942782,35.294562058344155,121.75998689758097,207.36510938273238,292.1184885228734,376.0285992486472,459.10383217805213,541.3524939002517,622.797383309879,703.4319235232282,783.2641757647505,862.3021239207364,1.3518234337871078,1.8628779680719918,2.3688476802802096,2.8697831574562978,3.3657344912547957,3.856751271701644,4.342882596103398,4.8241770749813275,4.902145699067446,4.979338561457285
904,904,14164343.0,0.005976357519432751,167.32600028502236,0.7232296968577981,88.05760205550426,174.5230268947411,260.1281493798925,344.8815285200335,428.7916392458073,511.8668721752122,594.1155338974118,675.5604233070392,756.1949635203882,836.0272157619106,1.5456292209941283,2.051598933202346,2.5525344103784344,3.0484857441769324,3.5395025246237806,4.025633849025534,4.506928327903465,4.584896951989582,4.662089814379422,4.738514632847756
905,905,14165182.0,0.005916894726789401,169.0075700472392,44.44312289888693,131.7774952575334,218.2429200967702,303.8480425819216,388.60142172206264,472.51153244783643,555.5867653772414,637.835427099441,719.2803165090683,799.9148567224174,879.7471089639397,1.285629220980134,1.7915989331883517,2.29253441036444,2.788485744162938,3.279502524609786,3.7656338490115404,4.24692832788947,4.324896951975588,4.402089814365428,4.478514632833762
906,906,14170393.0,0.00584339753191539,171.13331662585225,11.671069070352772,99.8831228961996,187.21749525484606,273.6829200940829,359.2880425792343,444.0414217193753,527.9515324451492,611.0267653745541,693.2754270967536,774.720316506381,855.35485671973,1.4649216493772934,1.9658571265533817,2.4618084603518797,2.952825240798728,3.438956565200482,3.920251044078412,3.9982196681645292,4.075412530554369,4.151837349022704,4.2275017656920495
907,907,14174113.0,0.005767352012071729,173.38979793619072,69.85968782142086,158.0717416472677,245.40611400591416,331.871538845151,417.4766613303024,502.2300404704434,586.1401511962172,669.2153841256221,751.4640458478217,832.9089352574491,913.5434754707982,1.127097320471502,1.6280327976475903,2.1239841314460883,2.6150009118929365,3.1011322362946907,3.5824267151726206,3.660395339258738,3.7375882016485775,3.814013020116912,3.889677436786258
908,908,14176117.0,0.005669573569673919,176.3801082587441,57.81299723611038,146.79757228689323,235.00962611274005,322.3439984713865,408.80942331062334,494.41454579577476,579.1679249359157,663.0780356616896,746.1532685910945,828.4019303132941,909.8468197229214,1.1880617579814567,1.6840130917799547,2.1750298722268027,2.661161196628557,3.1424556755064867,3.2204242995926045,3.297617161982444,3.3740419804507784,3.4497063971201247,3.524617977471881
909,909,14178039.0,0.00567070754108359,176.34483752779013,56.94001122064277,145.92458627142562,234.13664009727245,321.4710124559189,407.9364372951557,493.5415597803072,578.2949389204482,662.2050496462219,745.2802825756269,827.5289442978265,908.9738337074539,1.1930117579817232,1.6889630917802212,2.179979872227069,2.6661111966288233,3.147405675506753,3.225374299592871,3.30256716198271,3.378991980451045,3.4546563971203907,3.5295679774721473
910,910,14182610.0,0.005652025981785919,176.9277075552334,71.77546235866609,160.76003740944893,248.97209123529575,336.3064635939422,422.7718884331791,508.3770109183305,593.1303900584714,677.0405007842453,760.1157337136502,842.3643954358498,923.8092848454771,1.1090221547412464,1.6049734885397444,2.0959902689865926,2.582121593388347,3.0634160722662767,3.141384696352394,3.2185775587422336,3.2950023772105683,3.370666793879914,3.445578374231671
911,911,14188199.0,0.005579028803469157,179.24266664086392,40.30662215212012,130.18546235552225,219.1700374063051,307.38209123215194,394.7164635907984,481.1818884300352,566.7870109151867,651.5403900553276,735.4505007811015,818.5257337105064,900.7743954327059,1.276959785226888,1.767976565673736,2.25410789007549,2.73540236895342,2.8133709930395376,2.8905638554293773,2.9669886738977116,3.042653090567058,3.117564670918814,3.191730906273113
