,index,blocknum,p0vs1,p1vs0,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10,USDC-slippagemap_11,ZRX-slippagemap_01,ZRX-slippagemap_2,ZRX-slippagemap_3,ZRX-slippagemap_4,ZRX-slippagemap_5,ZRX-slippagemap_6,ZRX-slippagemap_7,ZRX-slippagemap_8,ZRX-slippagemap_9,ZRX-slippagemap_10
43,43,14225311.0,1.602995013258966,0.6238322588209129,23442.127167634524,53076.890045336004,82416.79608411994,111464.78053800183,140223.74675214852,168696.57118949766,196886.09992587884,224795.15237726766,252426.5185983488,279782.9618910517,306867.2175452544,58157.83752339005,58157.83752339005,58157.83752339005,58157.83752339005,58157.83752339005,58157.83752339005,58157.83752339005,58157.83752339005,58157.83752339005,58157.83752339005
44,44,14227226.0,1.5975543565994097,0.6259567919357828,28555.856613867887,58190.61949156937,87530.52553035329,116578.50998423519,145337.47619838186,173810.300635731,201999.8293721122,229908.88182350103,257540.24804458217,284896.69133728504,311980.94699148776,49974.33323337419,49974.33323337419,49974.33323337419,49974.33323337419,49974.33323337419,49974.33323337419,49974.33323337419,49974.33323337419,49974.33323337419,49974.33323337419
45,45,14229792.0,1.6191045714787833,0.6176253329250166,8466.574902933178,38101.33778063466,67441.24381941858,96489.22827330048,125248.19448744717,153721.0189247963,181910.5476611775,209819.60011256632,237450.96633364746,264807.40962635033,291891.66528055305,82284.40728475254,82284.40728475254,82284.40728475254,82284.40728475254,82284.40728475254,82284.40728475254,82284.40728475254,82284.40728475254,82284.40728475254,82284.40728475254
46,46,14230689.0,1.6412736935614924,0.6092829026157384,17778.688253403805,47118.59429218773,76166.57874606962,104925.54496021631,133398.36939756543,161587.89813394664,189496.95058533546,217128.3168064166,244484.76009911945,271569.0157533222,298383.7919362539,115415.06139991345,115415.06139991345,115415.06139991345,115415.06139991345,115415.06139991345,115415.06139991345,115415.06139991345,115415.06139991345,115415.06139991345,115415.06139991345
47,47,14231597.0,1.664744857361667,0.6006926500345688,26164.2644912616,55212.248945143496,83971.21515929018,112444.03959663931,140633.56833302052,168542.62078440932,196173.98700549046,223530.43029819333,250614.68595239607,277429.4621353278,303977.4405960761,102278.27485742385,150054.18599976346,150054.18599976346,150054.18599976346,150054.18599976346,150054.18599976346,150054.18599976346,150054.18599976346,150054.18599976346,150054.18599976346
48,48,14232201.0,1.6526370724628834,0.605093530008815,7560.945711268387,36900.851750052316,65948.8362039342,94707.80241808089,123180.62685543002,151370.15559181123,179279.20804320005,206910.57426428117,234267.01755698404,261351.27321118678,288166.0493941185,132244.43732318777,132244.43732318777,132244.43732318777,132244.43732318777,132244.43732318777,132244.43732318777,132244.43732318777,132244.43732318777,132244.43732318777,132244.43732318777
49,49,14235568.0,1.687032735454055,0.5927567254531405,6678.291240845048,35726.27569472694,64485.24190887363,92958.06634622275,121147.59508260395,149056.64753399277,176688.01375507392,204044.45704777678,231128.7127019795,257943.48888491123,284491.4673456595,134935.26701464033,182711.17815697994,182711.17815697994,182711.17815697994,182711.17815697994,182711.17815697994,182711.17815697994,182711.17815697994,182711.17815697994,182711.17815697994
50,50,14236224.0,1.7104739878085855,0.5846332695659253,15585.57784573811,44344.54405988479,72817.36849723393,101006.89723361512,128915.94968500394,156547.31590608507,183903.75919878794,210988.0148529907,237802.7910359224,264350.7694966707,264350.7694966707,120893.75706213544,169149.80094661665,216925.71208895624,216925.71208895624,216925.71208895624,216925.71208895624,216925.71208895624,216925.71208895624,216925.71208895624,216925.71208895624
51,51,14237482.0,1.7311222852828774,0.5776599426288322,26902.20478509754,55375.029222446676,83564.55795882786,111473.61041021669,139104.97663129782,166461.4199240007,193545.67557820343,220360.45176113513,246908.4302218834,246908.4302218834,246908.4302218834,102168.90420599809,150909.9045323638,199165.948416845,246941.8595591846,246941.8595591846,246941.8595591846,246941.8595591846,246941.8595591846,246941.8595591846,246941.8595591846
52,52,14241255.0,1.7123564502381527,0.5839905586602141,13907.971652866823,42666.93786701351,71139.76230436264,99329.29104074383,127238.34349213266,154869.7097132138,182226.15300591665,209310.4086601194,236125.1848430511,262673.1633037994,262673.1633037994,123765.04325829602,172021.08714277722,219796.99828511683,219796.99828511683,219796.99828511683,219796.99828511683,219796.99828511683,219796.99828511683,219796.99828511683,219796.99828511683
53,53,14241930.0,1.761858183284763,0.5675825724722212,1655.1918878084211,30128.016325157554,58317.54506153875,86226.59751292758,113857.9637340087,141214.4070267116,168298.6626809143,195113.43886384604,221661.4173245943,221661.4173245943,221661.4173245943,146263.69623063906,195004.69655700476,243260.74044148598,291036.6515838256,291036.6515838256,291036.6515838256,291036.6515838256,291036.6515838256,291036.6515838256,291036.6515838256
54,54,14243393.0,1.7868750875744834,0.5596362090186209,9974.556043534763,38164.08477991595,66073.13723130478,93704.50345238592,121060.94674508878,148145.2023992915,174959.97858222324,201507.9570429715,201507.9570429715,201507.9570429715,201507.9570429715,132793.64955458493,182024.47929728622,230765.47962365195,279021.52350813313,326797.4346504728,326797.4346504728,326797.4346504728,326797.4346504728,326797.4346504728,326797.4346504728
55,55,14245787.0,1.7622105725400021,0.5674690729829338,1301.731605119923,29774.55604246906,57964.08477885025,85873.13723023907,113504.50345132021,140860.94674402307,167945.2023982258,194759.9785811575,221307.9570419058,221307.9570419058,221307.9570419058,146886.54708588833,195627.54741225406,243883.59129673528,291659.50243907486,291659.50243907486,291659.50243907486,291659.50243907486,291659.50243907486,291659.50243907486,291659.50243907486
56,56,14248704.0,1.722144261384716,0.5806714468832797,5762.293048158753,34521.25926230544,62994.08369965458,91183.61243603576,119092.66488742459,146724.03110850573,174080.4744012086,201164.73005541132,227979.50623834305,254527.48469909132,254527.48469909132,137753.9659623387,186010.0098468199,233785.9209891595,233785.9209891595,233785.9209891595,233785.9209891595,233785.9209891595,233785.9209891595,233785.9209891595,233785.9209891595
57,57,14249218.0,1.7340675486717412,0.5766788039866029,24441.386631355104,52914.21106870424,81103.73980508544,109012.79225647426,136644.1584775554,164000.60177025825,191084.857424461,217899.6336073927,244447.612068141,244447.612068141,244447.612068141,106432.87697510998,155173.8773014757,203429.9211859569,251205.8323282965,251205.8323282965,251205.8323282965,251205.8323282965,251205.8323282965,251205.8323282965,251205.8323282965
58,58,14249929.0,1.7904522348502019,0.5585181109752783,7214.705028119473,35404.23376450067,63313.286215889486,90944.65243697063,118301.0957296735,145385.35138387623,172200.12756680793,198748.1060275562,198748.1060275562,198748.1060275562,198748.1060275562,137730.29992438533,186961.12966708664,235702.12999345234,283958.1738779336,331734.08502027317,331734.08502027317,331734.08502027317,331734.08502027317,331734.08502027317,331734.08502027317
59,59,14250929.0,1.7863391322428501,0.5598041166709724,10435.626299946112,38625.155036327305,66534.20748771612,94165.57370879727,121522.01700150013,148606.27265570287,175421.04883863457,201969.02729938284,201969.02729938284,201969.02729938284,201969.02729938284,131969.84982222278,181200.6795649241,229941.67989128982,278197.72377577104,325973.6349181106,325973.6349181106,325973.6349181106,325973.6349181106,325973.6349181106,325973.6349181106
60,60,14251963.0,1.8238822035372464,0.5482810227878725,9257.985903011724,37167.038354400545,64798.40457548168,92154.84786818454,119239.10352238729,146053.879705319,172601.85816606728,172601.85816606728,172601.85816606728,172601.85816606728,172601.85816606728,135253.87508425105,184979.45945368012,234210.2891963814,282951.28952274716,331207.33340722835,378983.2445495679,378983.2445495679,378983.2445495679,378983.2445495679,378983.2445495679
61,61,14253286.0,1.898502283168894,0.5267309967786002,8886.887027208364,36243.33031991123,63327.585974113965,90142.36215704567,116690.34061779395,116690.34061779395,116690.34061779395,116690.34061779395,116690.34061779395,116690.34061779395,116690.34061779395,138342.55328259277,189072.61062435695,239297.91971616077,289023.50408558984,338254.33382829116,386995.33415465686,435251.37803913804,483027.2891814777,483027.2891814777,483027.2891814777
62,62,14254904.0,1.9353038515335699,0.5167147263245416,9931.856837337737,37016.11249154047,63830.88867447218,90378.86713522045,90378.86713522045,90378.86713522045,90378.86713522045,90378.86713522045,90378.86713522045,90378.86713522045,90378.86713522045,137538.4474708794,188778.32391974409,239508.38126150827,289733.6903533121,339459.27472274116,388690.1044654425,437431.1047918082,485687.14867628936,533463.059818629,533463.059818629
63,63,14255432.0,1.9221890818207379,0.5202401831628234,19122.662789843056,46206.91844404579,73021.6946269775,99569.67308772578,99569.67308772578,99569.67308772578,99569.67308772578,99569.67308772578,99569.67308772578,99569.67308772578,99569.67308772578,119810.80147052361,171050.6779193883,221780.7352611525,272006.04435295635,321731.6287223854,370962.4584650867,419703.4587914524,467959.50267593365,515735.4138182732,515735.4138182732
64,64,14258933.0,1.862028105960222,0.5370488215505823,8197.109295687467,35828.47551676861,63184.91880947147,90269.17446367421,117083.95064660592,143631.9291073542,143631.9291073542,143631.9291073542,143631.9291073542,143631.9291073542,143631.9291073542,138416.3766584038,188641.68575020766,238367.2701196367,287598.099862338,336339.10018870374,384595.1440731849,432371.05521552457,432371.05521552457,432371.05521552457,432371.05521552457
65,65,14260973.0,1.842211603380005,0.5428258068537003,23051.979320887927,50683.345541969065,78039.78883467193,105124.04448887466,131938.82067180637,158486.79913255465,158486.79913255465,158486.79913255465,158486.79913255465,158486.79913255465,158486.79913255465,110902.78887457165,161128.09796637547,210853.68233580454,260084.51207850582,308825.5124048716,357081.55628935277,404857.46743169235,404857.46743169235,404857.46743169235,404857.46743169235
66,66,14262421.0,1.7849107038048417,0.5602521167408148,11508.33403171981,39697.862768101004,67606.91521948982,95238.28144057097,122594.72473327383,149678.98038747656,176493.75657040827,203041.73503115654,203041.73503115654,203041.73503115654,203041.73503115654,130054.26348677692,179285.09322947823,228026.09355584395,276282.13744032517,324058.04858266475,324058.04858266475,324058.04858266475,324058.04858266475,324058.04858266475,324058.04858266475
67,67,14263368.0,1.8104359599897384,0.5523531470318719,19595.90761168007,47504.960063068895,75136.32628415003,102492.7695768529,129577.02523105562,156391.80141398736,182939.77987473563,182939.77987473563,182939.77987473563,182939.77987473563,182939.77987473563,116467.55320808642,166193.13757751547,215423.9673202168,264164.9676465825,312421.0115310637,360196.92267340334,360196.92267340334,360196.92267340334,360196.92267340334,360196.92267340334
68,68,14264278.0,1.8365098747365112,0.5445110934366594,27360.24736575895,54991.61358684009,82348.05687954296,109432.31253374569,136247.0887166774,162795.0671774257,162795.0671774257,162795.0671774257,162795.0671774257,162795.0671774257,162795.0671774257,102977.71461758798,153203.02370939183,202928.60807882086,252159.43782152218,300900.4381478879,349156.4820323691,396932.3931747087,396932.3931747087,396932.3931747087,396932.3931747087
69,69,14265260.0,1.8612834808834144,0.53726367330428,8646.16782514457,36277.53404622571,63633.97733892858,90718.2329931313,117533.00917606302,144080.9876368113,144080.9876368113,144080.9876368113,144080.9876368113,144080.9876368113,144080.9876368113,137580.34760383843,187805.65669564228,237531.2410650713,286762.07080777263,335503.0711341383,383759.1150186196,431535.02616095915,431535.02616095915,431535.02616095915,431535.02616095915
70,70,14266255.0,1.9736080467834158,0.5066862195002695,10336.238585046787,37151.0147679785,63698.99322872678,63698.99322872678,63698.99322872678,63698.99322872678,63698.99322872678,63698.99322872678,63698.99322872678,63698.99322872678,63698.99322872678,137927.31321001943,189682.13358479776,240922.0100336625,291652.06737542665,341877.3764672305,391602.96083665953,440833.79057936085,489574.79090572655,537830.8347902078,585606.7459325474
71,71,14267595.0,2.0288355007943046,0.4928935833430026,0.002911880380264261,26547.981372628656,26547.981372628656,26547.981372628656,26547.981372628656,26547.981372628656,26547.981372628656,26547.981372628656,26547.981372628656,26547.981372628656,26547.981372628656,159998.0530290689,212272.99123022004,264027.81160499837,315267.68805386306,365997.7453956273,416223.0544874311,465948.63885686017,515179.4685995615,563920.4689259272,612176.5128104084
72,72,14270853.0,1.9992312236294307,0.5001922679981893,19800.002910814674,46347.98137156295,46347.98137156295,46347.98137156295,46347.98137156295,46347.98137156295,46347.98137156295,46347.98137156295,46347.98137156295,46347.98137156295,46347.98137156295,120119.02180480372,172393.96000595484,224148.7803807332,275388.6568295979,326118.7141713621,376344.0232631659,426069.607632595,475300.43737529626,524041.437701662,572297.4815861433
73,73,14271580.0,1.9704529564058069,0.5074975257587697,12429.362668696394,39244.13885162811,65792.11731237639,65792.11731237639,65792.11731237639,65792.11731237639,65792.11731237639,65792.11731237639,65792.11731237639,65792.11731237639,65792.11731237639,133799.3198239587,185554.14019873706,236794.01664760176,287524.07398936595,337749.3830811698,387474.96745059884,436705.79719330015,485446.79751966585,533702.8414041471,581478.7525464867
74,74,14273100.0,1.9926449632054184,0.501845546228855,24214.608177841837,50762.58663859011,50762.58663859011,50762.58663859011,50762.58663859011,50762.58663859011,50762.58663859011,50762.58663859011,50762.58663859011,50762.58663859011,50762.58663859011,111307.56396738232,163582.50216853345,215337.3225433118,266577.1989921765,317307.25633394066,367532.5654257445,417258.14979517355,466488.97953787487,515229.9798642406,563486.0237487218
75,75,14274075.0,1.9882661816475298,0.5029507664669796,301.1846927539599,27115.960875685676,53663.93933643395,53663.93933643395,53663.93933643395,53663.93933643395,53663.93933643395,53663.93933643395,53663.93933643395,53663.93933643395,53663.93933643395,157807.18273505702,209562.00310983538,260801.87955870008,311531.93690046424,361757.2459922681,411482.8303616971,460713.66010439844,509454.6604307642,557710.7043152454,605486.615457585
76,76,14275002.0,1.9738054075880942,0.506635555944675,10201.184692221108,37015.96087515282,63563.9393359011,63563.9393359011,63563.9393359011,63563.9393359011,63563.9393359011,63563.9393359011,63563.9393359011,63563.9393359011,63563.9393359011,138193.88162222505,189948.7019970034,241188.5784458681,291918.63578763226,342143.9448794361,391869.52924886515,441100.35899156646,489841.3593179322,538097.4032024133,585873.314344753
77,77,14275536.0,1.8960359569743792,0.5274161580752726,10619.256054362819,37975.69934706568,65059.95500126842,91874.73118420014,118422.70964494841,118422.70964494841,118422.70964494841,118422.70964494841,118422.70964494841,118422.70964494841,118422.70964494841,135055.56081587393,185785.61815763812,236010.92724944194,285736.511618871,334967.3413615723,383708.341687938,431964.3855724192,479740.29671475885,479740.29671475885,479740.29671475885
78,78,14278105.0,1.8781097957547686,0.5324502338789641,23750.765342656036,51107.208635358904,78191.46428956163,105006.24047249334,131554.21893324162,131554.21893324162,131554.21893324162,131554.21893324162,131554.21893324162,131554.21893324162,131554.21893324162,110273.41166119016,161003.46900295434,211228.7780947582,260954.36246418723,310185.1922068885,358926.1925332543,407182.23641773546,454958.1475600751,454958.1475600751,454958.1475600751
79,79,14279585.0,1.8238822035372464,0.5482810227878725,9166.919127645251,37075.97157903407,64707.33780011521,92063.78109281808,119148.03674702081,145962.81292995252,172510.7913907008,172510.7913907008,172510.7913907008,172510.7913907008,172510.7913907008,135419.9771134431,185145.56148287217,234376.39122557346,283117.3915519392,331373.4354364204,379149.34657876,379149.34657876,379149.34657876,379149.34657876,379149.34657876
80,80,14280882.0,1.828447384889937,0.5469121005416269,5671.962763057284,33581.0152144461,61212.38143552724,88568.82472823012,115653.08038243285,142467.85656536455,169015.83502611282,169015.83502611282,169015.83502611282,169015.83502611282,169015.83502611282,141802.76597426232,191528.3503436914,240759.18008639268,289500.1804127584,337756.2242972396,385532.1354395792,385532.1354395792,385532.1354395792,385532.1354395792,385532.1354395792
81,81,14283348.0,1.8409225709221808,0.5432058989309181,24019.205747357883,51650.57196843902,79007.01526114189,106091.27091534462,132906.04709827635,159454.02555902462,159454.02555902462,159454.02555902462,159454.02555902462,159454.02555902462,159454.02555902462,109121.45029879786,159346.75939060168,209072.34376003075,258303.17350273204,307044.17382909777,355300.21771357895,403076.1288559186,403076.1288559186,403076.1288559186,403076.1288559186
