,index,blocknum,p0vs1,p1vs0,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10,USDC-slippagemap_11,USDC-slippagemap_12,USDC-slippagemap_13,USDC-slippagemap_14,USDC-slippagemap_15,USDC-slippagemap_16,USDC-slippagemap_17,USDC-slippagemap_18,USDC-slippagemap_19,USDC-slippagemap_20,USDT-slippagemap_01,USDT-slippagemap_2,USDT-slippagemap_3,USDT-slippagemap_4,USDT-slippagemap_5,USDT-slippagemap_6,USDT-slippagemap_7,USDT-slippagemap_8,USDT-slippagemap_9,USDT-slippagemap_10,USDT-slippagemap_11,USDT-slippagemap_12,USDT-slippagemap_13,USDT-slippagemap_14,USDT-slippagemap_15,USDT-slippagemap_16,USDT-slippagemap_17,USDT-slippagemap_18,USDT-slippagemap_19,USDT-slippagemap_20
70,70,12639899.0,0.9999000099990001,1.0001,13503.12186159145,28260.590680224093,28484.178371071255,28498.15682441616,28498.820880866242,28498.820880866242,28498.820880866242,28498.820880866242,28498.820880866242,28498.820880866242,28498.820880866242,28498.820880866242,28498.820880866242,28498.820880866242,28498.820880866242,28498.820880866242,28498.820880866242,28498.820880866242,28498.820880866242,28498.820880866242,28966.727156248387,30042.762531722834,30578.364092158517,31644.759081457833,32704.77517438985,33232.40306548637,34282.92228189395,35327.157577948194,35833.72849115802,35834.05981792199,35834.389162775275,35834.55309569238,35834.87948988795,35835.20393168097,35835.365424076284,35835.686959136765,35836.00657086071,35836.16565906777,35836.48240733049,35836.79726088965
71,71,12642408.0,0.9999000099990001,1.0001,12351.913665483331,25779.661848778258,25821.369433487573,25835.34788683248,25836.011943282563,25836.011943282563,25836.011943282563,25836.011943282563,25836.011943282563,25836.011943282563,25836.011943282563,25836.011943282563,25836.011943282563,25836.011943282563,25836.011943282563,25836.011943282563,25836.011943282563,25836.011943282563,25836.011943282563,25836.011943282563,26304.853013578464,27380.888389052914,27916.489949488598,28982.884938787913,30042.901031719928,30570.528922816447,31621.04813922403,32665.28343527827,33171.8543484881,33172.18567525207,33172.515020105355,33172.67895302246,33173.00534721802,33173.32978901105,33173.49128140636,33173.812816466845,33174.13242819078,33174.29151639784,33174.60826466057,33174.923118219725
72,72,12645376.0,0.9999000099990001,1.0001,16355.164025621209,33772.551623158506,33814.25920786782,33828.23766121273,33828.90171766281,33828.90171766281,33828.90171766281,33828.90171766281,33828.90171766281,33828.90171766281,33828.90171766281,33828.90171766281,33828.90171766281,33828.90171766281,33828.90171766281,33828.90171766281,33828.90171766281,33828.90171766281,33828.90171766281,33828.90171766281,34294.49207704029,35370.52745251474,35906.12901295042,36972.52400224974,38032.54009518175,38560.16798627827,39610.687202685855,40654.922498740096,41161.49341194992,41161.82473871389,41162.15408356718,41162.318016484285,41162.64441067985,41162.96885247287,41163.13034486819,41163.45187992867,41163.77149165261,41163.93057985967,41164.247328122394,41164.562181681555
73,73,12647552.0,0.9999000099990001,1.0001,29073.120755438642,75779.66126336534,92386.04156928766,92400.02002263257,92400.68407908265,92400.68407908265,92400.68407908265,92400.68407908265,92400.68407908265,92400.68407908265,92400.68407908265,92400.68407908265,92400.68407908265,92400.68407908265,92400.68407908265,92400.68407908265,92400.68407908265,92400.68407908265,92400.68407908265,92400.68407908265,92855.94784378495,93931.98321925939,94467.58477969507,95533.9797689944,96593.9958619264,97121.62375302293,98172.14296943051,99216.37826548475,99722.94917869457,99723.28050545855,99723.60985031183,99723.77378322894,99724.10017742451,99724.42461921752,99724.58611161284,99724.90764667332,99725.22725839725,99725.38634660433,99725.70309486704,99726.0179484262
74,74,12657001.0,0.9999000099990001,1.0001,14217.33037508007,27645.078558374997,27686.78614308431,27700.764596429217,27701.428652879298,27701.4286528793,27701.4286528793,27701.4286528793,27701.4286528793,27701.4286528793,27701.4286528793,27701.4286528793,27701.4286528793,27701.4286528793,27701.4286528793,27701.4286528793,27701.4286528793,27701.4286528793,27701.4286528793,27701.4286528793,30027.82931329588,31103.86468877033,31639.466249206012,32705.861238505327,33765.87733143735,34293.50522253386,35344.024438941444,36388.259734995685,36894.83064820552,36895.16197496948,36895.491319822766,36895.655252739874,36895.98164693544,36896.30608872846,36896.467581123776,36896.789116184256,36897.1087279082,36897.26781611526,36897.58456437798,36897.899417937144
75,75,12662120.0,0.9999000099990001,1.0001,12349.663010534765,25772.931907243215,25810.186999441925,25824.16545278683,25824.82950923691,25824.82950923691,25824.82950923691,25824.82950923691,25824.82950923691,25824.82950923691,25824.82950923691,25824.82950923691,25824.82950923691,25824.82950923691,25824.82950923691,25824.82950923691,25824.82950923691,25824.82950923691,25824.82950923691,25824.82950923691,26295.89531392758,27371.930689402026,27907.53224983771,28973.927239137025,30033.943332069044,30561.57122316556,31612.09043957314,32656.325735627383,33162.89664883722,33163.22797560118,33163.55732045446,33163.72125337157,33164.04764756714,33164.37208936016,33164.53358175547,33164.855116815954,33165.174728539896,33165.333816746956,33165.65056500969,33165.96541856884
76,76,12665770.0,0.9999000099990001,1.0001,12449.663003573114,25972.591895974667,26009.84698817338,26023.825441518282,26024.489497968367,26024.489497968367,26024.489497968367,26024.489497968367,26024.489497968367,26024.489497968367,26024.489497968367,26024.489497968367,26024.489497968367,26024.489497968367,26024.489497968367,26024.489497968367,26024.489497968367,26024.489497968367,26024.489497968367,26024.489497968367,26495.47410087549,27571.509476349936,28107.11103678562,29173.506026084935,30233.522119016954,30761.15001011347,31811.66922652105,32855.90452257529,33362.47543578513,33362.80676254909,33363.13610740237,33363.30004031949,33363.62643451505,33363.95087630807,33364.11236870338,33364.433903763864,33364.753515487806,33364.912603694866,33365.2293519576,33365.54420551675
77,77,12667320.0,0.9999000099990001,1.0001,12349.663010534765,25772.931907243215,25810.186999441925,25824.16545278683,25824.82950923691,25824.82950923691,25824.82950923691,25824.82950923691,25824.82950923691,25824.82950923691,25824.82950923691,25824.82950923691,25824.82950923691,25824.82950923691,25824.82950923691,25824.82950923691,25824.82950923691,25824.82950923691,25824.82950923691,25824.82950923691,26295.89531392758,27371.930689402026,27907.53224983771,28973.927239137025,30033.943332069044,30561.57122316556,31612.09043957314,32656.325735627383,33162.89664883722,33163.22797560118,33163.55732045446,33163.72125337157,33164.04764756714,33164.37208936016,33164.53358175547,33164.855116815954,33165.174728539896,33165.333816746956,33165.65056500969,33165.96541856884
78,78,12668818.0,0.9999000099990001,1.0001,4436.271045791399,9973.053302228462,10010.308394427171,10024.286847772075,10024.95090422216,10024.95090422216,10024.95090422216,10024.95090422216,10024.95090422216,10024.95090422216,10024.95090422216,10024.95090422216,10024.95090422216,10024.95090422216,10024.95090422216,10024.95090422216,10024.95090422216,10024.95090422216,10024.95090422216,10024.95090422216,10502.442524774282,11578.47790024873,12114.079460684414,13180.474449983729,14240.490542915746,14768.118434012264,15818.637650419845,16862.872946474086,17369.443859683917,17369.77518644788,17370.104531301167,17370.268464218276,17370.594858413842,17370.91930020686,17371.080792602177,17371.402327662658,17371.7219393866,17371.88102759366,17372.197775856388,17372.512629415545
79,79,12672501.0,0.9999000099990001,1.0001,6941.545196791652,12478.327453228714,12515.582545427425,12529.56099877233,12530.225055222412,12530.225055222414,12530.225055222414,12530.225055222414,12530.225055222414,12530.225055222414,12530.225055222414,12530.225055222414,12530.225055222414,12530.225055222414,12530.225055222414,12530.225055222414,12530.225055222414,12530.225055222414,12530.225055222414,12530.225055222414,17991.716031120603,19067.751406595053,19603.352967030736,20669.74795633005,21729.764049262067,22257.391940358586,23307.911156766168,24352.14645282041,24858.71736603024,24859.048692794204,24859.37803764749,24859.541970564598,24859.868364760165,24860.192806553183,24860.3542989485,24860.67583400898,24860.995445732922,24861.15453393998,24861.47128220271,24861.786135761868
80,80,12675236.0,0.9999000099990001,1.0001,6948.38336076657,12498.775031738049,12549.55813004183,12570.270211698144,12584.341073857777,12597.667684726772,12604.301066553202,12617.50828242216,12630.636494816088,12637.171123898104,12650.181718785832,12656.657802352642,12656.657802352642,12656.657802352642,12656.657802352642,12656.657802352642,12656.657802352642,12656.657802352642,12656.657802352642,12656.657802352642,18018.932206167716,19108.455066858038,19650.770085134074,20730.53172294726,21803.83450859206,22338.07591216488,23401.76278339426,24459.086968938976,24972.17293716853,24972.504263932493,24972.83360878578,24972.997541702887,24973.323935898454,24973.648377691472,24973.80987008679,24974.13140514727,24974.45101687121,24974.61010507827,24974.926853341,24975.241706900157
81,81,12682534.0,0.9999000099990001,1.0001,6941.545196791652,12478.327453228714,12515.582545427425,12529.56099877233,12530.225055222412,12530.225055222414,12530.225055222414,12530.225055222414,12530.225055222414,12530.225055222414,12530.225055222414,12530.225055222414,12530.225055222414,12530.225055222414,12530.225055222414,12530.225055222414,12530.225055222414,12530.225055222414,12530.225055222414,12530.225055222414,17991.716031120603,19067.751406595053,19603.352967030736,20669.74795633005,21729.764049262067,22257.391940358586,23307.911156766168,24352.14645282041,24858.71736603024,24859.048692794204,24859.37803764749,24859.541970564598,24859.868364760165,24860.192806553183,24860.3542989485,24860.67583400898,24860.995445732922,24861.15453393998,24861.47128220271,24861.786135761868
82,82,12690127.0,0.9999000099990001,1.0001,7241.545177914403,13077.307423431657,13114.562515630367,13128.54096897527,13129.205025425355,13129.205025425355,13129.205025425355,13129.205025425355,13129.205025425355,13129.205025425355,13129.205025425355,13129.205025425355,13129.205025425355,13129.205025425355,13129.205025425355,13129.205025425355,13129.205025425355,13129.205025425355,13129.205025425355,13129.205025425355,18590.45239597129,19666.487771445736,20202.08933188142,21268.484321180735,22328.500414112754,22856.12830520927,23906.64752161685,24950.882817671092,25457.453730880927,25457.78505764489,25458.114402498173,25458.278335415285,25458.604729610848,25458.92917140387,25459.090663799183,25459.412198859667,25459.731810583606,25459.890898790665,25460.207647053394,25460.52250061255
