,index,blocknum,p0vs1,p1vs0,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10,USDC-slippagemap_11,USDC-slippagemap_12,USDC-slippagemap_13,USDC-slippagemap_14,USDC-slippagemap_15,USDC-slippagemap_16,USDC-slippagemap_17,USDC-slippagemap_18,USDC-slippagemap_19,USDC-slippagemap_20,USDT-slippagemap_01,USDT-slippagemap_2,USDT-slippagemap_3,USDT-slippagemap_4,USDT-slippagemap_5,USDT-slippagemap_6,USDT-slippagemap_7,USDT-slippagemap_8,USDT-slippagemap_9,USDT-slippagemap_10,USDT-slippagemap_11,USDT-slippagemap_12,USDT-slippagemap_13,USDT-slippagemap_14,USDT-slippagemap_15,USDT-slippagemap_16,USDT-slippagemap_17,USDT-slippagemap_18,USDT-slippagemap_19,USDT-slippagemap_20
26,26,12519769.0,0.9985011993203059,1.0015010504551365,179552.42839423905,323779.08095109963,324005.16121357173,324101.37082565844,324265.7589722331,324265.7589722331,324265.7589722331,324265.7589722331,324265.7589722331,324265.7589722331,324265.7589722331,324265.7589722331,324265.7589722331,324265.7589722331,324265.7589722331,324265.7589722331,324265.7589722331,324265.7589722331,324265.7589722331,324265.7589722331,252601.71840981932,253842.4631346256,254460.04953174156,255608.1837859755,256668.19987890753,257195.82777000405,258246.34698641163,259290.58228246585,259797.1531956757,259797.48452243966,259797.81386729295,259797.97780021006,259798.30419440562,259798.62863619864,259798.79012859394,259799.11166365445,259799.4312753784,259799.59036358545,259799.90711184818,259800.2219654073
27,27,12522436.0,0.9985011993203059,1.0015010504551365,179416.3008385797,323534.41826408694,323760.49852655904,323856.70813864574,324021.0962852204,324021.0962852204,324021.0962852204,324021.0962852204,324021.0962852204,324021.0962852204,324021.0962852204,324021.0962852204,324021.0962852204,324021.0962852204,324021.0962852204,324021.0962852204,324021.0962852204,324021.0962852204,324021.0962852204,324021.0962852204,252303.35799175268,253544.10271655893,254161.68911367492,255309.82336790886,256369.83946084086,256897.46735193738,257947.98656834496,258992.2218643992,259498.79277760905,259499.124104373,259499.45344922628,259499.6173821434,259499.94377633897,259500.268218132,259500.4297105273,259500.75124558777,259501.07085731172,259501.22994551877,259501.5466937815,259501.86154734067
28,28,12524529.0,0.9985011993203059,1.0015010504551365,179392.11455167696,323471.72206504457,323678.633840725,323774.8434528117,323939.2315993864,323939.2315993864,323939.2315993864,323939.2315993864,323939.2315993864,323939.2315993864,323939.2315993864,323939.2315993864,323939.2315993864,323939.2315993864,323939.2315993864,323939.2315993864,323939.2315993864,323939.2315993864,323939.2315993864,323939.2315993864,252250.3471914278,253491.0919162341,254108.67831335004,255256.81256758398,256316.828660516,256844.45655161253,257894.97576802011,258939.21106407433,259445.78197728418,259446.11330404814,259446.44264890143,259446.60658181855,259446.9329760141,259447.25741780712,259447.41891020242,259447.74044526293,259448.06005698684,259448.21914519393,259448.53589345663,259448.8507470158
29,29,12525489.0,1.001000450120021,0.9990005497800716,21722.37296681835,22880.180002003883,23075.11116070137,23157.428521959097,23239.49930727605,23239.49930727605,23239.49930727605,23239.49930727605,23239.49930727605,23239.49930727605,23239.49930727605,23239.49930727605,23239.49930727605,23239.49930727605,23239.49930727605,23239.49930727605,23239.49930727605,23239.49930727605,23239.49930727605,23239.49930727605,27154.816637739827,28401.518582173714,29020.960433420965,30254.283351800623,31317.48410124366,31846.697177702885,32900.372525519815,33947.74507092431,34469.07958126123,34975.81640633498,34976.1467406573,34976.31116608831,34976.638540889115,34976.96395741783,34977.125934994,34977.44843605954,34977.76900800709,34977.92857417374,34978.24627406063,34978.56207355115
30,30,12526749.0,1.001000450120021,0.9990005497800716,193161.49710406575,288278.3133137333,288473.2444724308,288555.5618336885,288637.63261900545,288637.63261900545,288637.63261900545,288637.63261900545,288637.63261900545,288637.63261900545,288637.63261900545,288637.63261900545,288637.63261900545,288637.63261900545,288637.63261900545,288637.63261900545,288637.63261900545,288637.63261900545,288637.63261900545,288637.63261900545,327215.71004392934,422139.9870435416,422759.4288947889,423992.7518131686,425055.9525626116,425585.16563907085,426638.84098688775,427686.2135322922,428207.54804262915,428714.2848677029,428714.6152020252,428714.7796274563,428715.1070022571,428715.43241878576,428715.59439636196,428715.91689742747,428716.237469375,428716.39703554165,428716.71473542857,428717.03053491906
31,31,12532995.0,1.001000450120021,0.9990005497800716,194171.02375568266,289841.12162960565,290036.0527883032,290118.37014956085,290200.44093487784,290200.44093487784,290200.44093487784,290200.44093487784,290200.44093487784,290200.44093487784,290200.44093487784,290200.44093487784,290200.44093487784,290200.44093487784,290200.44093487784,290200.44093487784,290200.44093487784,290200.44093487784,290200.44093487784,290200.44093487784,328982.63151256106,423906.9085121734,424526.3503634206,425759.6732818003,426822.8740312433,427352.08710770257,428405.76245551946,429453.135000924,429974.4695112609,430481.20633633464,430481.536670657,430481.701096088,430482.0284708888,430482.3538874175,430482.5158649937,430482.83836605924,430483.1589380068,430483.3185041734,430483.6362040603,430483.95200355083
32,32,12540029.0,1.001000450120021,0.9990005497800716,1053016.954360985,2088676.2266354219,2088871.1577941193,2088953.475155377,2089035.545940694,2089035.545940694,2089035.545940694,2089035.545940694,2089035.545940694,2089035.545940694,2089035.545940694,2089035.545940694,2089035.545940694,2089035.545940694,2089035.545940694,2089035.545940694,2089035.545940694,2089035.545940694,2089035.545940694,2089035.545940694,1832175.549305281,2396389.4620866533,2397008.903937901,2398242.2268562806,2399305.4276057235,2399834.6406821827,2400888.3160299994,2401935.688575404,2402457.023085741,2402963.759910815,2402964.090245137,2402964.2546705683,2402964.582045369,2402964.9074618975,2402965.069439474,2402965.3919405392,2402965.712512487,2402965.8720786534,2402966.1897785403,2402966.505578031
33,33,12541307.0,1.001000450120021,0.9990005497800716,5008664.731826728,6044324.004101166,6044518.935259863,6044601.252621121,6044683.323406437,6044683.323406437,6044683.323406437,6044683.323406437,6044683.323406437,6044683.323406437,6044683.323406437,6044683.323406437,6044683.323406437,6044683.323406437,6044683.323406437,6044683.323406437,6044683.323406437,6044683.323406437,6044683.323406437,6044683.323406437,4413156.044814556,4977369.957595929,4977989.399447176,4979222.722365555,4980285.923114998,4980815.1361914575,4981868.811539275,4982916.184084679,4983437.518595016,4983944.25542009,4983944.585754412,4983944.750179843,4983945.077554644,4983945.402971173,4983945.564948749,4983945.887449814,4983946.208021762,4983946.367587929,4983946.6852878155,4983947.001087306
34,34,12543640.0,1.001000450120021,0.9990005497800716,5116233.688007037,6210847.25435815,6211042.185516847,6211124.502878105,6211206.573663422,6211206.573663422,6211206.573663422,6211206.573663422,6211206.573663422,6211206.573663422,6211206.573663422,6211206.573663422,6211206.573663422,6211206.573663422,6211206.573663422,6211206.573663422,6211206.573663422,6211206.573663422,6211206.573663422,6211206.573663422,4601428.338298713,5165642.251080085,5166261.692931333,5167495.015849712,5168558.216599155,5169087.429675614,5170141.105023431,5171188.477568836,5171709.812079173,5172216.548904247,5172216.879238568,5172217.043664,5172217.3710388,5172217.696455329,5172217.858432906,5172218.180933971,5172218.501505919,5172218.661072085,5172218.978771972,5172219.294571462
35,35,12545663.0,1.001000450120021,0.9990005497800716,5008664.731826728,6044324.004101166,6044518.935259863,6044601.252621121,6044683.323406437,6044683.323406437,6044683.323406437,6044683.323406437,6044683.323406437,6044683.323406437,6044683.323406437,6044683.323406437,6044683.323406437,6044683.323406437,6044683.323406437,6044683.323406437,6044683.323406437,6044683.323406437,6044683.323406437,6044683.323406437,4413156.044814556,4977369.957595929,4977989.399447176,4979222.722365555,4980285.923114998,4980815.1361914575,4981868.811539275,4982916.184084679,4983437.518595016,4983944.25542009,4983944.585754412,4983944.750179843,4983945.077554644,4983945.402971173,4983945.564948749,4983945.887449814,4983946.208021762,4983946.367587929,4983946.6852878155,4983947.001087306
36,36,12546182.0,1.001000450120021,0.9990005497800716,1053016.954360985,2088676.2266354219,2088871.1577941193,2088953.475155377,2089035.545940694,2089035.545940694,2089035.545940694,2089035.545940694,2089035.545940694,2089035.545940694,2089035.545940694,2089035.545940694,2089035.545940694,2089035.545940694,2089035.545940694,2089035.545940694,2089035.545940694,2089035.545940694,2089035.545940694,2089035.545940694,1832175.549305281,2396389.4620866533,2397008.9039379004,2398242.22685628,2399305.4276057235,2399834.6406821827,2400888.3160299994,2401935.6885754038,2402457.023085741,2402963.7599108145,2402964.090245137,2402964.254670568,2402964.582045369,2402964.9074618975,2402965.0694394736,2402965.3919405392,2402965.7125124866,2402965.8720786534,2402966.1897785403,2402966.505578031
37,37,12548409.0,1.001000450120021,0.9990005497800716,1052865.5577015516,2088359.1294517892,2088389.3512586842,2088389.6837849389,2088390.015315134,2088390.015315134,2088390.015315134,2088390.015315134,2088390.015315134,2088390.015315134,2088390.015315134,2088390.015315134,2088390.015315134,2088390.015315134,2088390.015315134,2088390.015315134,2088390.015315134,2088390.015315134,2088390.015315134,2088390.015315134,1831910.56768503,2395959.2762721763,2396496.4869744787,2397566.0857912437,2398629.2865406866,2399158.499617146,2400212.1749649625,2401259.5475103674,2401780.882020704,2402287.618845778,2402287.9491801,2402288.1136055314,2402288.440980332,2402288.7663968606,2402288.928374437,2402289.2508755024,2402289.57144745,2402289.7310136165,2402290.0487135034,2402290.364512994
38,38,12549772.0,1.001000450120021,0.9990005497800716,881426.4335643043,1822960.9961400598,1822991.2179469548,1822991.5504732095,1822991.8820034047,1822991.8820034047,1822991.8820034047,1822991.8820034047,1822991.8820034047,1822991.8820034047,1822991.8820034047,1822991.8820034047,1822991.8820034047,1822991.8820034047,1822991.8820034047,1822991.8820034047,1822991.8820034047,1822991.8820034047,1822991.8820034047,1822991.8820034047,1531849.6742788404,2002220.8078108083,2002758.018513111,2003827.6173298757,2004890.8180793186,2005420.0311557779,2006473.7065035948,2007521.0790489994,2008042.4135593362,2008549.15038441,2008549.4807187323,2008549.6451441632,2008549.972518964,2008550.2979354928,2008550.459913069,2008550.7824141346,2008551.102986082,2008551.2625522488,2008551.5802521356,2008551.8960516262
39,39,12553066.0,1.001000450120021,0.9990005497800716,904240.8624219844,1846414.9408319301,1846445.1626388251,1846445.4951650798,1846445.8266952753,1846445.8266952753,1846445.8266952753,1846445.8266952753,1846445.8266952753,1846445.8266952753,1846445.8266952753,1846445.8266952753,1846445.8266952753,1846445.8266952753,1846445.8266952753,1846445.8266952753,1846445.8266952753,1846445.8266952753,1846445.8266952753,1846445.8266952753,1559597.1202477312,2030605.8540443508,2031460.433216475,2033161.9199281472,2034853.2287802726,2035382.441856732,2036436.1172045488,2037483.4897499532,2038004.8242602902,2038511.5610853638,2038511.8914196861,2038512.0558451172,2038512.383219918,2038512.7086364469,2038512.870614023,2038513.1931150884,2038513.513687036,2038513.6732532026,2038513.9909530894,2038514.30675258
40,40,12555914.0,1.001000450120021,0.9990005497800716,911917.3444043543,1854091.4228143003,1854121.644621195,1854121.9771474497,1854122.3086776452,1854122.3086776452,1854122.3086776452,1854122.3086776452,1854122.3086776452,1854122.3086776452,1854122.3086776452,1854122.3086776452,1854122.3086776452,1854122.3086776452,1854122.3086776452,1854122.3086776452,1854122.3086776452,1854122.3086776452,1854122.3086776452,1854122.3086776452,1568825.6866369124,2039834.420433532,2040688.9996056561,2042390.4863173282,2044081.7951694536,2044611.0082459128,2045664.6835937297,2046712.0561391343,2047233.3906494712,2047740.127474545,2047740.4578088673,2047740.6222342984,2047740.9496090992,2047741.2750256278,2047741.4370032041,2047741.7595042696,2047742.0800762172,2047742.2396423838,2047742.5573422706,2047742.8731417612
41,41,12556742.0,1.001000450120021,0.9990005497800716,911333.0338753503,1852867.5964511058,1852897.8182580008,1852898.1507842555,1852898.4823144507,1852898.4823144507,1852898.4823144507,1852898.4823144507,1852898.4823144507,1852898.4823144507,1852898.4823144507,1852898.4823144507,1852898.4823144507,1852898.4823144507,1852898.4823144507,1852898.4823144507,1852898.4823144507,1852898.4823144507,1852898.4823144507,1852898.4823144507,1567802.9986113994,2038174.132143367,2038711.3428456697,2039780.9416624345,2040844.1424118776,2041373.3554883369,2042427.0308361538,2043474.4033815581,2043995.7378918952,2044502.4747169688,2044502.8050512911,2044502.9694767222,2044503.296851523,2044503.6222680518,2044503.784245628,2044504.1067466934,2044504.427318641,2044504.5868848076,2044504.9045846944,2044505.220384185
42,42,12558431.0,1.001000450120021,0.9990005497800716,911555.1115540575,1853089.674129813,1853119.895936708,1853120.2284629627,1853120.5599931579,1853120.5599931579,1853120.5599931579,1853120.5599931579,1853120.5599931579,1853120.5599931579,1853120.5599931579,1853120.5599931579,1853120.5599931579,1853120.5599931579,1853120.5599931579,1853120.5599931579,1853120.5599931579,1853120.5599931579,1853120.5599931579,1853120.5599931579,1568069.9774965465,2038441.111028514,2038978.3217308167,2040047.9205475815,2041111.1212970247,2041640.334373484,2042694.0097213008,2043741.3822667052,2044262.7167770423,2044769.4536021159,2044769.7839364382,2044769.9483618692,2044770.27573667,2044770.6011531989,2044770.763130775,2044771.0856318404,2044771.406203788,2044771.5657699546,2044771.8834698417,2044772.199269332
43,43,12559095.0,1.001000450120021,0.9990005497800716,911225.7292484663,1852579.770398738,1852609.9922056329,1852610.3247318876,1852610.656262083,1852610.656262083,1852610.656262083,1852610.656262083,1852610.656262083,1852610.656262083,1852610.656262083,1852610.656262083,1852610.656262083,1852610.656262083,1852610.656262083,1852610.656262083,1852610.656262083,1852610.656262083,1852610.656262083,1852610.656262083,1567493.4769492808,2037864.6104812485,2038401.821183551,2039471.4200003159,2040534.620749759,2041063.8338262183,2042117.5091740352,2043164.8817194395,2043686.2162297764,2044192.9530548502,2044193.2833891725,2044193.4478146036,2044193.7751894044,2044194.100605933,2044194.2625835093,2044194.5850845748,2044194.9056565224,2044195.065222689,2044195.3829225758,2044195.6987220664
44,44,12560029.0,1.001000450120021,0.9990005497800716,911932.1517400558,1853064.7951404727,1853095.0169473677,1853095.3494736224,1853095.6810038176,1853095.6810038176,1853095.6810038176,1853095.6810038176,1853095.6810038176,1853095.6810038176,1853095.6810038176,1853095.6810038176,1853095.6810038176,1853095.6810038176,1853095.6810038176,1853095.6810038176,1853095.6810038176,1853095.6810038176,1853095.6810038176,1853095.6810038176,1568121.3310743403,2038492.464606308,2039029.6753086105,2040099.2741253753,2041162.4748748182,2041691.6879512775,2042745.3632990944,2043792.735844499,2044314.0703548358,2044820.8071799097,2044821.137514232,2044821.301939663,2044821.6293144638,2044821.9547309924,2044822.1167085685,2044822.4392096342,2044822.7597815818,2044822.9193477484,2044823.2370476353,2044823.5528471258
45,45,12566172.0,1.0007002100350033,0.9993002799160212,938772.2378115377,1879904.8812119546,1879935.1030188496,1879935.4355451043,1879935.7670752995,1879935.7670752995,1879935.7670752995,1879935.7670752995,1879935.7670752995,1879935.7670752995,1879935.7670752995,1879935.7670752995,1879935.7670752995,1879935.7670752995,1879935.7670752995,1879935.7670752995,1879935.7670752995,1879935.7670752995,1879935.7670752995,1879935.7670752995,1541256.0451857976,2011627.1787177655,2012164.389420068,2013233.9882368327,2014297.1889862758,2014826.402062735,2015880.077410552,2016927.4499559565,2017448.7844662934,2017955.521291367,2017955.8516256895,2017956.0160511204,2017956.3434259212,2017956.66884245,2017956.830820026,2017957.1533210916,2017957.4738930392,2017957.633459206,2017957.9511590928,2017958.2669585834
46,46,12572424.0,1.0007002100350033,0.9993002799160212,1154218.555819655,2095351.199220072,2095381.4210269668,2095381.7535532215,2095382.085083417,2095382.085083417,2095382.085083417,2095382.085083417,2095382.085083417,2095382.085083417,2095382.085083417,2095382.085083417,2095382.085083417,2095382.085083417,2095382.085083417,2095382.085083417,2095382.085083417,2095382.085083417,2095382.085083417,2095382.085083417,1786692.1040306601,2257063.237562628,2257600.4482649304,2258670.047081695,2259733.2478311383,2260262.4609075976,2261316.136255414,2262363.508800819,2262884.8433111557,2263391.5801362293,2263391.910470552,2263392.0748959826,2263392.4022707837,2263392.7276873123,2263392.8896648884,2263393.212165954,2263393.5327379014,2263393.6923040682,2263394.010003955,2263394.3258034457
47,47,12577168.0,1.0007002100350033,0.9993002799160212,938772.2378115377,1879904.8812119546,1879935.1030188496,1879935.4355451043,1879935.7670752995,1879935.7670752995,1879935.7670752995,1879935.7670752995,1879935.7670752995,1879935.7670752995,1879935.7670752995,1879935.7670752995,1879935.7670752995,1879935.7670752995,1879935.7670752995,1879935.7670752995,1879935.7670752995,1879935.7670752995,1879935.7670752995,1879935.7670752995,1541256.0451857976,2011627.1787177655,2012164.389420068,2013233.9882368327,2014297.1889862758,2014826.402062735,2015880.077410552,2016927.4499559565,2017448.7844662934,2017955.521291367,2017955.8516256895,2017956.0160511204,2017956.3434259212,2017956.66884245,2017956.830820026,2017957.1533210916,2017957.4738930392,2017957.633459206,2017957.9511590928,2017958.2669585834
48,48,12581621.0,1.0007002100350033,0.9993002799160212,938935.6985703155,1880068.3419707324,1880098.5637776272,1880098.896303882,1880099.2278340773,1880099.2278340773,1880099.2278340773,1880099.2278340773,1880099.2278340773,1880099.2278340773,1880099.2278340773,1880099.2278340773,1880099.2278340773,1880099.2278340773,1880099.2278340773,1880099.2278340773,1880099.2278340773,1880099.2278340773,1880099.2278340773,1880099.2278340773,1541442.2593888582,2011813.3929208259,2012350.6036231285,2013420.2024398933,2014483.4031893362,2015012.6162657954,2016066.2916136123,2017113.664159017,2017634.9986693538,2018141.7354944276,2018142.06582875,2018142.230254181,2018142.5576289818,2018142.8830455104,2018143.0450230867,2018143.3675241522,2018143.6880960998,2018143.8476622663,2018144.1653621532,2018144.4811616438
49,49,12582143.0,1.0007002100350033,0.9993002799160212,939273.7243949624,1880406.3677953794,1880436.5896022744,1880436.922128529,1880437.2536587245,1880437.2536587245,1880437.2536587245,1880437.2536587245,1880437.2536587245,1880437.2536587245,1880437.2536587245,1880437.2536587245,1880437.2536587245,1880437.2536587245,1880437.2536587245,1880437.2536587245,1880437.2536587245,1880437.2536587245,1880437.2536587245,1880437.2536587245,1541827.3378016907,2012198.4713336583,2012735.682035961,2013805.2808527257,2014868.4816021686,2015397.694678628,2016451.3700264448,2017498.7425718494,2018020.0770821862,2018526.81390726,2018527.1442415824,2018527.3086670134,2018527.6360418142,2018527.9614583428,2018528.123435919,2018528.4459369846,2018528.7665089322,2018528.9260750988,2018529.2437749857,2018529.5595744762
50,50,12582935.0,1.0007002100350033,0.9993002799160212,939604.1895237735,1880736.8329241904,1880767.0547310854,1880767.3872573401,1880767.7187875356,1880767.7187875356,1880767.7187875356,1880767.7187875356,1880767.7187875356,1880767.7187875356,1880767.7187875356,1880767.7187875356,1880767.7187875356,1880767.7187875356,1880767.7187875356,1880767.7187875356,1880767.7187875356,1880767.7187875356,1880767.7187875356,1880767.7187875356,1542203.8030833947,2012574.9366153625,2013112.147317665,2014181.7461344297,2015244.9468838728,2015774.159960332,2016827.835308149,2017875.2078535536,2018396.5423638904,2018903.279188964,2018903.6095232863,2018903.7739487174,2018904.1013235182,2018904.426740047,2018904.5887176231,2018904.9112186886,2018905.2317906362,2018905.391356803,2018905.7090566899,2018906.0248561804
51,51,12587326.0,1.0007002100350033,0.9993002799160212,939266.1636991265,1880398.8070995435,1880429.0289064383,1880429.361432693,1880429.6929628884,1880429.6929628884,1880429.6929628884,1880429.6929628884,1880429.6929628884,1880429.6929628884,1880429.6929628884,1880429.6929628884,1880429.6929628884,1880429.6929628884,1880429.6929628884,1880429.6929628884,1880429.6929628884,1880429.6929628884,1880429.6929628884,1880429.6929628884,1541818.7246705622,2012189.85820253,2012727.0689048327,2013796.6677215975,2014859.8684710404,2015389.0815474996,2016442.7568953165,2017490.1294407211,2018011.463951058,2018518.2007761318,2018518.5311104541,2018518.6955358852,2018519.022910686,2018519.3483272146,2018519.5103047907,2018519.8328058564,2018520.1533778037,2018520.3129439706,2018520.6306438574,2018520.946443348
52,52,12592585.0,1.0007002100350033,0.9993002799160212,939384.5169678247,1880642.9920899607,1880798.2929297718,1880860.8841181109,1880985.1740771031,1881108.3910094372,1881169.7228151988,1881291.8358274873,1881413.2183999494,1881473.6371261103,1881593.9322113288,1881593.9322113288,1881593.9322113288,1881593.9322113288,1881593.9322113288,1881593.9322113288,1881593.9322113288,1881593.9322113288,1881593.9322113288,1881593.9322113288,1542016.562733434,2012513.1510779026,2013112.8074912291,2014306.7371493878,2015493.525024842,2016084.2541632506,2017260.409398383,2018429.5291893736,2019011.463952162,2019578.6195103056,2019578.9498446279,2019579.114270059,2019579.4416448597,2019579.7670613884,2019579.9290389644,2019580.2515400301,2019580.5721119777,2019580.7316781443,2019581.0493780312,2019581.3651775217
53,53,12593148.0,1.0007002100350033,0.9993002799160212,943516.8560266369,1889168.782586294,1893691.2545135065,1895927.6251327773,1900379.9599579645,1900503.1768902985,1900564.5086960602,1900686.6217083486,1900808.0042808107,1900868.4230069716,1900988.71809219,1900988.71809219,1900988.71809219,1900988.71809219,1900988.71809219,1900988.71809219,1900988.71809219,1900988.71809219,1900988.71809219,1900988.71809219,1548924.1366730176,2023801.0165592034,2026580.983272004,2032115.9606913144,2037617.8292873935,2038208.5584258018,2039384.7136609342,2040553.8334519248,2041135.7682147133,2041702.9237728568,2041703.2541071791,2041703.4185326102,2041703.745907411,2041704.0713239396,2041704.233301516,2041704.5558025814,2041704.876374529,2041705.0359406956,2041705.3536405824,2041705.669440073
54,54,12594008.0,1.0007002100350033,0.9993002799160212,943520.1177637057,1889172.0443233626,1893694.5162505752,1895930.8868698461,1900383.2216950331,1900506.4386273671,1900567.7704331288,1900689.8834454173,1900811.2660178796,1900871.6847440402,1900991.9798292588,1900991.9798292588,1900991.9798292588,1900991.9798292588,1900991.9798292588,1900991.9798292588,1900991.9798292588,1900991.9798292588,1900991.9798292588,1900991.9798292588,1548929.5889579472,2023806.468844133,2026586.4355569335,2032121.412976244,2037623.2815723228,2038214.0107107314,2039390.1659458638,2040559.2857368542,2041141.220499643,2041708.3760577862,2041708.7063921087,2041708.8708175395,2041709.1981923403,2041709.5236088692,2041709.6855864453,2041710.0080875107,2041710.3286594583,2041710.4882256251,2041710.805925512,2041711.1217250025
55,55,12594566.0,1.0007002100350033,0.9993002799160212,935617.7007735487,1881269.6273332057,1885792.0992604182,1888028.4698796892,1892480.8047048762,1892604.0216372102,1892665.3534429718,1892787.4664552603,1892908.8490277226,1892969.2677538833,1893089.5628391018,1893089.5628391018,1893089.5628391018,1893089.5628391018,1893089.5628391018,1893089.5628391018,1893089.5628391018,1893089.5628391018,1893089.5628391018,1893089.5628391018,1539927.169704072,2014804.0495902577,2017584.0163030582,2023118.9937223687,2028620.8623184476,2029211.591456856,2030387.7466919885,2031556.8664829792,2032138.8012457676,2032705.9568039111,2032706.2871382334,2032706.4515636645,2032706.7789384653,2032707.104354994,2032707.26633257,2032707.5888336357,2032707.909405583,2032708.0689717499,2032708.3866716367,2032708.7024711273
