,index,blocknum,p0vs1,p1vs0,FEI-slippagemap_01,FEI-slippagemap_2,FEI-slippagemap_3,FEI-slippagemap_4,FEI-slippagemap_5,FEI-slippagemap_6,FEI-slippagemap_7,FEI-slippagemap_8,FEI-slippagemap_9,FEI-slippagemap_10,FEI-slippagemap_11,FEI-slippagemap_12,FEI-slippagemap_13,FEI-slippagemap_14,FEI-slippagemap_15,FEI-slippagemap_16,FEI-slippagemap_17,FEI-slippagemap_18,FEI-slippagemap_19,FEI-slippagemap_20,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10,USDC-slippagemap_11,USDC-slippagemap_12,USDC-slippagemap_13,USDC-slippagemap_14,USDC-slippagemap_15,USDC-slippagemap_16,USDC-slippagemap_17,USDC-slippagemap_18,USDC-slippagemap_19,USDC-slippagemap_20
10,10,13812439.0,1.0002026543627869,0.9997973866976828,1166640.25436558,1166640.25436558,1166640.25436558,1166640.25436558,1166640.25436558,1166640.25436558,1166640.25436558,1166640.25436558,1166640.25436558,1166640.25436558,1166640.25436558,1166640.25436558,1166640.25436558,1166640.25436558,1166640.25436558,1166640.25436558,1166640.25436558,1166640.25436558,1166640.25436558,1166640.25436558,166731.52447133884,166731.52447133884,166731.52447133884,166731.52447133884,166731.52447133884,166731.52447133884,166731.52447133884,166731.52447133884,166731.52447133884,166731.52447133884,166731.52447133884,166731.52447133884,166731.52447133884,166731.52447133884,166731.52447133884,166731.52447133884,166731.52447133884,166731.52447133884,166731.52447133884,166731.52447133884
11,11,13815178.0,0.9999026535686368,1.0000973559086135,2449683.774762895,2449683.774762895,2449683.774762895,2449683.774762895,2449683.774762895,2449683.774762895,2449683.774762895,2449683.774762895,2449683.774762895,2449683.774762895,2449683.774762895,2449683.774762895,2449683.774762895,2449683.774762895,2449683.774762895,2449683.774762895,2449683.774762895,2449683.774762895,2449683.774762895,2449683.774762895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,13815931.0,0.9999026535686368,1.0000973559086135,1166650.9375196444,1166650.9375196444,1166650.9375196444,1166650.9375196444,1166650.9375196444,1166650.9375196444,1166650.9375196444,1166650.9375196444,1166650.9375196444,1166650.9375196444,1166650.9375196444,1166650.9375196444,1166650.9375196444,1166650.9375196444,1166650.9375196444,1166650.9375196444,1166650.9375196444,1166650.9375196444,1166650.9375196444,1166650.9375196444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,13817162.0,1.0002026543627869,0.9997973866976828,1116059.5705359734,1116059.5705359734,1116059.5705359734,1116059.5705359734,1116059.5705359734,1116059.5705359734,1116059.5705359734,1116059.5705359734,1116059.5705359734,1116059.5705359734,1116059.5705359734,1116059.5705359734,1116059.5705359734,1116059.5705359734,1116059.5705359734,1116059.5705359734,1116059.5705359734,1116059.5705359734,1116059.5705359734,1116059.5705359734,217323.2263360924,217323.2263360924,217323.2263360924,217323.2263360924,217323.2263360924,217323.2263360924,217323.2263360924,217323.2263360924,217323.2263360924,217323.2263360924,217323.2263360924,217323.2263360924,217323.2263360924,217323.2263360924,217323.2263360924,217323.2263360924,217323.2263360924,217323.2263360924,217323.2263360924,217323.2263360924
14,14,13819074.0,1.0002026543627869,0.9997973866976828,1164782.4455373525,1164782.4455373525,1164782.4455373525,1164782.4455373525,1164782.4455373525,1164782.4455373525,1164782.4455373525,1164782.4455373525,1164782.4455373525,1164782.4455373525,1164782.4455373525,1164782.4455373525,1164782.4455373525,1164782.4455373525,1164782.4455373525,1164782.4455373525,1164782.4455373525,1164782.4455373525,1164782.4455373525,1164782.4455373525,168589.71083187332,168589.71083187332,168589.71083187332,168589.71083187332,168589.71083187332,168589.71083187332,168589.71083187332,168589.71083187332,168589.71083187332,168589.71083187332,168589.71083187332,168589.71083187332,168589.71083187332,168589.71083187332,168589.71083187332,168589.71083187332,168589.71083187332,168589.71083187332,168589.71083187332,168589.71083187332
15,15,13819757.0,1.0002026543627869,0.9997973866976828,1166488.30534745,1166488.30534745,1166488.30534745,1166488.30534745,1166488.30534745,1166488.30534745,1166488.30534745,1166488.30534745,1166488.30534745,1166488.30534745,1166488.30534745,1166488.30534745,1166488.30534745,1166488.30534745,1166488.30534745,1166488.30534745,1166488.30534745,1166488.30534745,1166488.30534745,1166488.30534745,166883.50428983793,166883.50428983793,166883.50428983793,166883.50428983793,166883.50428983793,166883.50428983793,166883.50428983793,166883.50428983793,166883.50428983793,166883.50428983793,166883.50428983793,166883.50428983793,166883.50428983793,166883.50428983793,166883.50428983793,166883.50428983793,166883.50428983793,166883.50428983793,166883.50428983793,166883.50428983793
16,16,13822324.0,1.0002026543627869,0.9997973866976828,1166588.2953399648,1166588.2953399648,1166588.2953399648,1166588.2953399648,1166588.2953399648,1166588.2953399648,1166588.2953399648,1166588.2953399648,1166588.2953399648,1166588.2953399648,1166588.2953399648,1166588.2953399648,1166588.2953399648,1166588.2953399648,1166588.2953399648,1166588.2953399648,1166588.2953399648,1166588.2953399648,1166588.2953399648,1166588.2953399648,166783.49402759355,166783.49402759355,166783.49402759355,166783.49402759355,166783.49402759355,166783.49402759355,166783.49402759355,166783.49402759355,166783.49402759355,166783.49402759355,166783.49402759355,166783.49402759355,166783.49402759355,166783.49402759355,166783.49402759355,166783.49402759355,166783.49402759355,166783.49402759355,166783.49402759355,166783.49402759355
17,17,13823285.0,1.0002026543627869,0.9997973866976828,1.3638042778e-10,1.3638042778e-10,1.3638042778e-10,1.3638042778e-10,1.3638042778e-10,1.3638042778e-10,1.3638042778e-10,1.3638042778e-10,1.3638042778e-10,1.3638042778e-10,1.3638042778e-10,1.3638042778e-10,1.3638042778e-10,1.3638042778e-10,1.3638042778e-10,1.3638042778e-10,1.3638042778e-10,1.3638042778e-10,1.3638042778e-10,1.3638042778e-10,4.549290201e-11,4.549290201e-11,4.549290201e-11,4.549290201e-11,4.549290201e-11,4.549290201e-11,4.549290201e-11,4.549290201e-11,4.549290201e-11,4.549290201e-11,4.549290201e-11,4.549290201e-11,4.549290201e-11,4.549290201e-11,4.549290201e-11,4.549290201e-11,4.549290201e-11,4.549290201e-11,4.549290201e-11,4.549290201e-11
18,18,13968348.0,1.0002026543627869,0.9997973866976828,1389.3767210884278,1389.3767210884278,1389.3767210884278,1389.3767210884278,1389.3767210884278,1389.3767210884278,1389.3767210884278,1389.3767210884278,1389.3767210884278,1389.3767210884278,1389.3767210884278,1389.3767210884278,1389.3767210884278,1389.3767210884278,1389.3767210884278,1389.3767210884278,1389.3767210884278,1389.3767210884278,1389.3767210884278,1389.3767210884278,2779.360884509432,2779.360884509432,2779.360884509432,2779.360884509432,2779.360884509432,2779.360884509432,2779.360884509432,2779.360884509432,2779.360884509432,2779.360884509432,2779.360884509432,2779.360884509432,2779.360884509432,2779.360884509432,2779.360884509432,2779.360884509432,2779.360884509432,2779.360884509432,2779.360884509432,2779.360884509432
19,19,13983319.0,0.9995027924774801,1.0004974548608188,3674.102170151578,3674.102170151578,3674.102170151578,3674.102170151578,3674.102170151578,3674.102170151578,3674.102170151578,3674.102170151578,3674.102170151578,3674.102170151578,3674.102170151578,3674.102170151578,3674.102170151578,3674.102170151578,3674.102170151578,3674.102170151578,3674.102170151578,3674.102170151578,3674.102170151578,3674.102170151578,494.92350052810286,494.92350052810286,494.92350052810286,494.92350052810286,494.92350052810286,494.92350052810286,494.92350052810286,494.92350052810286,494.92350052810286,494.92350052810286,494.92350052810286,494.92350052810286,494.92350052810286,494.92350052810286,494.92350052810286,494.92350052810286,494.92350052810286,494.92350052810286,494.92350052810286,494.92350052810286
20,20,13996181.0,1.000102644098377,0.9998973664363527,1723.9344192683864,1723.9344192683864,1723.9344192683864,1723.9344192683864,1723.9344192683864,1723.9344192683864,1723.9344192683864,1723.9344192683864,1723.9344192683864,1723.9344192683864,1723.9344192683864,1723.9344192683864,1723.9344192683864,1723.9344192683864,1723.9344192683864,1723.9344192683864,1723.9344192683864,1723.9344192683864,1723.9344192683864,1723.9344192683864,2444.7514866517045,2444.7514866517045,2444.7514866517045,2444.7514866517045,2444.7514866517045,2444.7514866517045,2444.7514866517045,2444.7514866517045,2444.7514866517045,2444.7514866517045,2444.7514866517045,2444.7514866517045,2444.7514866517045,2444.7514866517045,2444.7514866517045,2444.7514866517045,2444.7514866517045,2444.7514866517045,2444.7514866517045,2444.7514866517045
21,21,14015502.0,0.9995027924774801,1.0004974548608188,223232.7025075423,223232.7025075423,223232.7025075423,223232.7025075423,223232.7025075423,223232.7025075423,223232.7025075423,223232.7025075423,223232.7025075423,223232.7025075423,223232.7025075423,223232.7025075423,223232.7025075423,223232.7025075423,223232.7025075423,223232.7025075423,223232.7025075423,223232.7025075423,223232.7025075423,223232.7025075423,20916.43056940809,20916.43056940809,20916.43056940809,20916.43056940809,20916.43056940809,20916.43056940809,20916.43056940809,20916.43056940809,20916.43056940809,20916.43056940809,20916.43056940809,20916.43056940809,20916.43056940809,20916.43056940809,20916.43056940809,20916.43056940809,20916.43056940809,20916.43056940809,20916.43056940809,20916.43056940809
22,22,14016810.0,0.9995027924774801,1.0004974548608188,283874.7206544458,283874.7206544458,283874.7206544458,283874.7206544458,283874.7206544458,283874.7206544458,283874.7206544458,283874.7206544458,283874.7206544458,283874.7206544458,283874.7206544458,283874.7206544458,283874.7206544458,283874.7206544458,283874.7206544458,283874.7206544458,283874.7206544458,283874.7206544458,283874.7206544458,283874.7206544458,26598.45899943007,26598.45899943007,26598.45899943007,26598.45899943007,26598.45899943007,26598.45899943007,26598.45899943007,26598.45899943007,26598.45899943007,26598.45899943007,26598.45899943007,26598.45899943007,26598.45899943007,26598.45899943007,26598.45899943007,26598.45899943007,26598.45899943007,26598.45899943007,26598.45899943007,26598.45899943007
23,23,14017477.0,0.9995027924774801,1.0004974548608188,984935.8161379044,984935.8161379044,984935.8161379044,984935.8161379044,984935.8161379044,984935.8161379044,984935.8161379044,984935.8161379044,984935.8161379044,984935.8161379044,984935.8161379044,984935.8161379044,984935.8161379044,984935.8161379044,984935.8161379044,984935.8161379044,984935.8161379044,984935.8161379044,984935.8161379044,984935.8161379044,91196.29725979129,91196.29725979129,91196.29725979129,91196.29725979129,91196.29725979129,91196.29725979129,91196.29725979129,91196.29725979129,91196.29725979129,91196.29725979129,91196.29725979129,91196.29725979129,91196.29725979129,91196.29725979129,91196.29725979129,91196.29725979129,91196.29725979129,91196.29725979129,91196.29725979129,91196.29725979129
24,24,14018344.0,0.9995027924774801,1.0004974548608188,1041006.1544455421,1041006.1544455421,1041006.1544455421,1041006.1544455421,1041006.1544455421,1041006.1544455421,1041006.1544455421,1041006.1544455421,1041006.1544455421,1041006.1544455421,1041006.1544455421,1041006.1544455421,1041006.1544455421,1041006.1544455421,1041006.1544455421,1041006.1544455421,1041006.1544455421,1041006.1544455421,1041006.1544455421,1041006.1544455421,96387.91193759935,96387.91193759935,96387.91193759935,96387.91193759935,96387.91193759935,96387.91193759935,96387.91193759935,96387.91193759935,96387.91193759935,96387.91193759935,96387.91193759935,96387.91193759935,96387.91193759935,96387.91193759935,96387.91193759935,96387.91193759935,96387.91193759935,96387.91193759935,96387.91193759935,96387.91193759935
25,25,14028970.0,0.9995027924774801,1.0004974548608188,1095032.7751155442,1095032.7751155442,1095032.7751155442,1095032.7751155442,1095032.7751155442,1095032.7751155442,1095032.7751155442,1095032.7751155442,1095032.7751155442,1095032.7751155442,1095032.7751155442,1095032.7751155442,1095032.7751155442,1095032.7751155442,1095032.7751155442,1095032.7751155442,1095032.7751155442,1095032.7751155442,1095032.7751155442,1095032.7751155442,100952.61779027234,100952.61779027234,100952.61779027234,100952.61779027234,100952.61779027234,100952.61779027234,100952.61779027234,100952.61779027234,100952.61779027234,100952.61779027234,100952.61779027234,100952.61779027234,100952.61779027234,100952.61779027234,100952.61779027234,100952.61779027234,100952.61779027234,100952.61779027234,100952.61779027234,100952.61779027234
26,26,14029813.0,0.9995027924774801,1.0004974548608188,1150231.8536318338,1150231.8536318338,1150231.8536318338,1150231.8536318338,1150231.8536318338,1150231.8536318338,1150231.8536318338,1150231.8536318338,1150231.8536318338,1150231.8536318338,1150231.8536318338,1150231.8536318338,1150231.8536318338,1150231.8536318338,1150231.8536318338,1150231.8536318338,1150231.8536318338,1150231.8536318338,1150231.8536318338,1150231.8536318338,106041.49878311952,106041.49878311952,106041.49878311952,106041.49878311952,106041.49878311952,106041.49878311952,106041.49878311952,106041.49878311952,106041.49878311952,106041.49878311952,106041.49878311952,106041.49878311952,106041.49878311952,106041.49878311952,106041.49878311952,106041.49878311952,106041.49878311952,106041.49878311952,106041.49878311952,106041.49878311952
27,27,14033083.0,0.9995027924774801,1.0004974548608188,1151517.6307459252,1151517.6307459252,1151517.6307459252,1151517.6307459252,1151517.6307459252,1151517.6307459252,1151517.6307459252,1151517.6307459252,1151517.6307459252,1151517.6307459252,1151517.6307459252,1151517.6307459252,1151517.6307459252,1151517.6307459252,1151517.6307459252,1151517.6307459252,1151517.6307459252,1151517.6307459252,1151517.6307459252,1151517.6307459252,104756.36006902807,104756.36006902807,104756.36006902807,104756.36006902807,104756.36006902807,104756.36006902807,104756.36006902807,104756.36006902807,104756.36006902807,104756.36006902807,104756.36006902807,104756.36006902807,104756.36006902807,104756.36006902807,104756.36006902807,104756.36006902807,104756.36006902807,104756.36006902807,104756.36006902807,104756.36006902807
28,28,14038360.0,0.9995027924774801,1.0004974548608188,1160840.7310838606,1160840.7310838606,1160840.7310838606,1160840.7310838606,1160840.7310838606,1160840.7310838606,1160840.7310838606,1160840.7310838606,1160840.7310838606,1160840.7310838606,1160840.7310838606,1160840.7310838606,1160840.7310838606,1160840.7310838606,1160840.7310838606,1160840.7310838606,1160840.7310838606,1160840.7310838606,1160840.7310838606,1160840.7310838606,105604.50518629196,105604.50518629196,105604.50518629196,105604.50518629196,105604.50518629196,105604.50518629196,105604.50518629196,105604.50518629196,105604.50518629196,105604.50518629196,105604.50518629196,105604.50518629196,105604.50518629196,105604.50518629196,105604.50518629196,105604.50518629196,105604.50518629196,105604.50518629196,105604.50518629196,105604.50518629196
29,29,14038914.0,0.9995027924774801,1.0004974548608188,1292301.6183802844,1292301.6183802844,1292301.6183802844,1292301.6183802844,1292301.6183802844,1292301.6183802844,1292301.6183802844,1292301.6183802844,1292301.6183802844,1292301.6183802844,1292301.6183802844,1292301.6183802844,1292301.6183802844,1292301.6183802844,1292301.6183802844,1292301.6183802844,1292301.6183802844,1292301.6183802844,1292301.6183802844,1292301.6183802844,117563.8218974893,117563.8218974893,117563.8218974893,117563.8218974893,117563.8218974893,117563.8218974893,117563.8218974893,117563.8218974893,117563.8218974893,117563.8218974893,117563.8218974893,117563.8218974893,117563.8218974893,117563.8218974893,117563.8218974893,117563.8218974893,117563.8218974893,117563.8218974893,117563.8218974893,117563.8218974893
30,30,14039842.0,0.9995027924774801,1.0004974548608188,1634231.7777387868,1634231.7777387868,1634231.7777387868,1634231.7777387868,1634231.7777387868,1634231.7777387868,1634231.7777387868,1634231.7777387868,1634231.7777387868,1634231.7777387868,1634231.7777387868,1634231.7777387868,1634231.7777387868,1634231.7777387868,1634231.7777387868,1634231.7777387868,1634231.7777387868,1634231.7777387868,1634231.7777387868,1634231.7777387868,148670.04027906677,148670.04027906677,148670.04027906677,148670.04027906677,148670.04027906677,148670.04027906677,148670.04027906677,148670.04027906677,148670.04027906677,148670.04027906677,148670.04027906677,148670.04027906677,148670.04027906677,148670.04027906677,148670.04027906677,148670.04027906677,148670.04027906677,148670.04027906677,148670.04027906677,148670.04027906677
31,31,14040388.0,0.9995027924774801,1.0004974548608188,14271479.709030364,14271479.709030364,14271479.709030364,14271479.709030364,14271479.709030364,14271479.709030364,14271479.709030364,14271479.709030364,14271479.709030364,14271479.709030364,14271479.709030364,14271479.709030364,14271479.709030364,14271479.709030364,14271479.709030364,14271479.709030364,14271479.709030364,14271479.709030364,14271479.709030364,14271479.709030364,1298311.2261586215,1298311.2261586215,1298311.2261586215,1298311.2261586215,1298311.2261586215,1298311.2261586215,1298311.2261586215,1298311.2261586215,1298311.2261586215,1298311.2261586215,1298311.2261586215,1298311.2261586215,1298311.2261586215,1298311.2261586215,1298311.2261586215,1298311.2261586215,1298311.2261586215,1298311.2261586215,1298311.2261586215,1298311.2261586215
32,32,14040978.0,0.9995027924774801,1.0004974548608188,29446816.160398453,29446816.160398453,29446816.160398453,29446816.160398453,29446816.160398453,29446816.160398453,29446816.160398453,29446816.160398453,29446816.160398453,29446816.160398453,29446816.160398453,29446816.160398453,29446816.160398453,29446816.160398453,29446816.160398453,29446816.160398453,29446816.160398453,29446816.160398453,29446816.160398453,29446816.160398453,2678848.4989039684,2678848.4989039684,2678848.4989039684,2678848.4989039684,2678848.4989039684,2678848.4989039684,2678848.4989039684,2678848.4989039684,2678848.4989039684,2678848.4989039684,2678848.4989039684,2678848.4989039684,2678848.4989039684,2678848.4989039684,2678848.4989039684,2678848.4989039684,2678848.4989039684,2678848.4989039684,2678848.4989039684,2678848.4989039684
33,33,14041499.0,0.9995027924774801,1.0004974548608188,36174752.26332422,36174752.26332422,36174752.26332422,36174752.26332422,36174752.26332422,36174752.26332422,36174752.26332422,36174752.26332422,36174752.26332422,36174752.26332422,36174752.26332422,36174752.26332422,36174752.26332422,36174752.26332422,36174752.26332422,36174752.26332422,36174752.26332422,36174752.26332422,36174752.26332422,36174752.26332422,3289340.3270901097,3289340.3270901097,3289340.3270901097,3289340.3270901097,3289340.3270901097,3289340.3270901097,3289340.3270901097,3289340.3270901097,3289340.3270901097,3289340.3270901097,3289340.3270901097,3289340.3270901097,3289340.3270901097,3289340.3270901097,3289340.3270901097,3289340.3270901097,3289340.3270901097,3289340.3270901097,3289340.3270901097,3289340.3270901097
34,34,14043124.0,0.9995027924774801,1.0004974548608188,36032292.7479405,36032292.7479405,36032292.7479405,36032292.7479405,36032292.7479405,36032292.7479405,36032292.7479405,36032292.7479405,36032292.7479405,36032292.7479405,36032292.7479405,36032292.7479405,36032292.7479405,36032292.7479405,36032292.7479405,36032292.7479405,36032292.7479405,36032292.7479405,36032292.7479405,36032292.7479405,3276386.6010903195,3276386.6010903195,3276386.6010903195,3276386.6010903195,3276386.6010903195,3276386.6010903195,3276386.6010903195,3276386.6010903195,3276386.6010903195,3276386.6010903195,3276386.6010903195,3276386.6010903195,3276386.6010903195,3276386.6010903195,3276386.6010903195,3276386.6010903195,3276386.6010903195,3276386.6010903195,3276386.6010903195,3276386.6010903195
35,35,14046799.0,0.9995027924774801,1.0004974548608188,36033301.342421174,36033301.342421174,36033301.342421174,36033301.342421174,36033301.342421174,36033301.342421174,36033301.342421174,36033301.342421174,36033301.342421174,36033301.342421174,36033301.342421174,36033301.342421174,36033301.342421174,36033301.342421174,36033301.342421174,36033301.342421174,36033301.342421174,36033301.342421174,36033301.342421174,36033301.342421174,3275378.508064293,3275378.508064293,3275378.508064293,3275378.508064293,3275378.508064293,3275378.508064293,3275378.508064293,3275378.508064293,3275378.508064293,3275378.508064293,3275378.508064293,3275378.508064293,3275378.508064293,3275378.508064293,3275378.508064293,3275378.508064293,3275378.508064293,3275378.508064293,3275378.508064293,3275378.508064293
