,index,blocknum,p0vs1,p1vs0,DAI-slippagemap_01,DAI-slippagemap_2,DAI-slippagemap_3,DAI-slippagemap_4,DAI-slippagemap_5,DAI-slippagemap_6,DAI-slippagemap_7,DAI-slippagemap_8,DAI-slippagemap_9,DAI-slippagemap_10,DAI-slippagemap_11,DAI-slippagemap_12,DAI-slippagemap_13,DAI-slippagemap_14,DAI-slippagemap_15,DAI-slippagemap_16,DAI-slippagemap_17,DAI-slippagemap_18,DAI-slippagemap_19,DAI-slippagemap_20,USDP-slippagemap_01,USDP-slippagemap_2,USDP-slippagemap_3,USDP-slippagemap_4,USDP-slippagemap_5,USDP-slippagemap_6,USDP-slippagemap_7,USDP-slippagemap_8,USDP-slippagemap_9,USDP-slippagemap_10,USDP-slippagemap_11,USDP-slippagemap_12,USDP-slippagemap_13,USDP-slippagemap_14,USDP-slippagemap_15,USDP-slippagemap_16,USDP-slippagemap_17,USDP-slippagemap_18,USDP-slippagemap_19,USDP-slippagemap_20
251,251,14068406.0,1.0003000300009999,0.9997000599900017,3586919.984236899,3586919.984236899,3586919.984236899,3586919.984236899,3586919.984236899,3586919.984236899,3586919.984236899,3586919.984236899,3586919.984236899,3586919.984236899,3586919.984236899,3586919.984236899,3586919.984236899,3586919.984236899,3586919.984236899,3586919.984236899,3586919.984236899,3586919.984236899,3586919.984236899,3586919.984236899,7410662.686630371,7410662.686630371,7410662.686630371,7410662.686630371,7410662.686630371,7410662.686630371,7410662.686630371,7410662.686630371,7410662.686630371,7410662.686630371,7410662.686630371,7410662.686630371,7410662.686630371,7410662.686630371,7410662.686630371,7410662.686630371,7410662.686630371,7410662.686630371,7410662.686630371,7410662.686630371
252,252,14069068.0,1.0003000300009999,0.9997000599900017,3670151.7434959747,3670151.7434959747,3670151.7434959747,3670151.7434959747,3670151.7434959747,3670151.7434959747,3670151.7434959747,3670151.7434959747,3670151.7434959747,3670151.7434959747,3670151.7434959747,3670151.7434959747,3670151.7434959747,3670151.7434959747,3670151.7434959747,3670151.7434959747,3670151.7434959747,3670151.7434959747,3670151.7434959747,3670151.7434959747,7327399.794079376,7327399.794079376,7327399.794079376,7327399.794079376,7327399.794079376,7327399.794079376,7327399.794079376,7327399.794079376,7327399.794079376,7327399.794079376,7327399.794079376,7327399.794079376,7327399.794079376,7327399.794079376,7327399.794079376,7327399.794079376,7327399.794079376,7327399.794079376,7327399.794079376,7327399.794079376
253,253,14069812.0,1.0003000300009999,0.9997000599900017,3725390.0654597864,3725390.0654597864,3725390.0654597864,3725390.0654597864,3725390.0654597864,3725390.0654597864,3725390.0654597864,3725390.0654597864,3725390.0654597864,3725390.0654597864,3725390.0654597864,3725390.0654597864,3725390.0654597864,3725390.0654597864,3725390.0654597864,3725390.0654597864,3725390.0654597864,3725390.0654597864,3725390.0654597864,3725390.0654597864,7272141.575212202,7272141.575212202,7272141.575212202,7272141.575212202,7272141.575212202,7272141.575212202,7272141.575212202,7272141.575212202,7272141.575212202,7272141.575212202,7272141.575212202,7272141.575212202,7272141.575212202,7272141.575212202,7272141.575212202,7272141.575212202,7272141.575212202,7272141.575212202,7272141.575212202,7272141.575212202
254,254,14071661.0,1.0003000300009999,0.9997000599900017,3691190.0661946894,3691190.0661946894,3691190.0661946894,3691190.0661946894,3691190.0661946894,3691190.0661946894,3691190.0661946894,3691190.0661946894,3691190.0661946894,3691190.0661946894,3691190.0661946894,3691190.0661946894,3691190.0661946894,3691190.0661946894,3691190.0661946894,3691190.0661946894,3691190.0661946894,3691190.0661946894,3691190.0661946894,3691190.0661946894,7306353.821365579,7306353.821365579,7306353.821365579,7306353.821365579,7306353.821365579,7306353.821365579,7306353.821365579,7306353.821365579,7306353.821365579,7306353.821365579,7306353.821365579,7306353.821365579,7306353.821365579,7306353.821365579,7306353.821365579,7306353.821365579,7306353.821365579,7306353.821365579,7306353.821365579,7306353.821365579
255,255,14072393.0,1.0003000300009999,0.9997000599900017,3684224.2862034,3684224.2862034,3684224.2862034,3684224.2862034,3684224.2862034,3684224.2862034,3684224.2862034,3684224.2862034,3684224.2862034,3684224.2862034,3684224.2862034,3684224.2862034,3684224.2862034,3684224.2862034,3684224.2862034,3684224.2862034,3684224.2862034,3684224.2862034,3684224.2862034,3684224.2862034,7313322.1244659545,7313322.1244659545,7313322.1244659545,7313322.1244659545,7313322.1244659545,7313322.1244659545,7313322.1244659545,7313322.1244659545,7313322.1244659545,7313322.1244659545,7313322.1244659545,7313322.1244659545,7313322.1244659545,7313322.1244659545,7313322.1244659545,7313322.1244659545,7313322.1244659545,7313322.1244659545,7313322.1244659545,7313322.1244659545
256,256,14073286.0,1.0003000300009999,0.9997000599900017,3653727.6311201495,3653727.6311201495,3653727.6311201495,3653727.6311201495,3653727.6311201495,3653727.6311201495,3653727.6311201495,3653727.6311201495,3653727.6311201495,3653727.6311201495,3653727.6311201495,3653727.6311201495,3653727.6311201495,3653727.6311201495,3653727.6311201495,3653727.6311201495,3653727.6311201495,3653727.6311201495,3653727.6311201495,3653727.6311201495,7343829.9401990855,7343829.9401990855,7343829.9401990855,7343829.9401990855,7343829.9401990855,7343829.9401990855,7343829.9401990855,7343829.9401990855,7343829.9401990855,7343829.9401990855,7343829.9401990855,7343829.9401990855,7343829.9401990855,7343829.9401990855,7343829.9401990855,7343829.9401990855,7343829.9401990855,7343829.9401990855,7343829.9401990855,7343829.9401990855
257,257,14074086.0,1.0003000300009999,0.9997000599900017,3673767.174339415,3673767.174339415,3673767.174339415,3673767.174339415,3673767.174339415,3673767.174339415,3673767.174339415,3673767.174339415,3673767.174339415,3673767.174339415,3673767.174339415,3673767.174339415,3673767.174339415,3673767.174339415,3673767.174339415,3673767.174339415,3673767.174339415,3673767.174339415,3673767.174339415,3673767.174339415,7323783.042280197,7323783.042280197,7323783.042280197,7323783.042280197,7323783.042280197,7323783.042280197,7323783.042280197,7323783.042280197,7323783.042280197,7323783.042280197,7323783.042280197,7323783.042280197,7323783.042280197,7323783.042280197,7323783.042280197,7323783.042280197,7323783.042280197,7323783.042280197,7323783.042280197,7323783.042280197
258,258,14075480.0,1.0003000300009999,0.9997000599900017,3703464.458598821,3703464.458598821,3703464.458598821,3703464.458598821,3703464.458598821,3703464.458598821,3703464.458598821,3703464.458598821,3703464.458598821,3703464.458598821,3703464.458598821,3703464.458598821,3703464.458598821,3703464.458598821,3703464.458598821,3703464.458598821,3703464.458598821,3703464.458598821,3703464.458598821,3703464.458598821,7294075.006622453,7294075.006622453,7294075.006622453,7294075.006622453,7294075.006622453,7294075.006622453,7294075.006622453,7294075.006622453,7294075.006622453,7294075.006622453,7294075.006622453,7294075.006622453,7294075.006622453,7294075.006622453,7294075.006622453,7294075.006622453,7294075.006622453,7294075.006622453,7294075.006622453,7294075.006622453
259,259,14076371.0,1.0003000300009999,0.9997000599900017,3673479.667155999,3673479.667155999,3673479.667155999,3673479.667155999,3673479.667155999,3673479.667155999,3673479.667155999,3673479.667155999,3673479.667155999,3673479.667155999,3673479.667155999,3673479.667155999,3673479.667155999,3673479.667155999,3673479.667155999,3673479.667155999,3673479.667155999,3673479.667155999,3673479.667155999,3673479.667155999,7324070.65441325,7324070.65441325,7324070.65441325,7324070.65441325,7324070.65441325,7324070.65441325,7324070.65441325,7324070.65441325,7324070.65441325,7324070.65441325,7324070.65441325,7324070.65441325,7324070.65441325,7324070.65441325,7324070.65441325,7324070.65441325,7324070.65441325,7324070.65441325,7324070.65441325,7324070.65441325
260,260,14077717.0,1.0003000300009999,0.9997000599900017,3631870.231071,3631870.231071,3631870.231071,3631870.231071,3631870.231071,3631870.231071,3631870.231071,3631870.231071,3631870.231071,3631870.231071,3631870.231071,3631870.231071,3631870.231071,3631870.231071,3631870.231071,3631870.231071,3631870.231071,3631870.231071,3631870.231071,3631870.231071,7365695.453742912,7365695.453742912,7365695.453742912,7365695.453742912,7365695.453742912,7365695.453742912,7365695.453742912,7365695.453742912,7365695.453742912,7365695.453742912,7365695.453742912,7365695.453742912,7365695.453742912,7365695.453742912,7365695.453742912,7365695.453742912,7365695.453742912,7365695.453742912,7365695.453742912,7365695.453742912
261,261,14078946.0,1.00020001,0.9998000299960006,4027616.6310220426,4027616.6310220426,4027616.6310220426,4027616.6310220426,4027616.6310220426,4027616.6310220426,4027616.6310220426,4027616.6310220426,4027616.6310220426,4027616.6310220426,4027616.6310220426,4027616.6310220426,4027616.6310220426,4027616.6310220426,4027616.6310220426,4027616.6310220426,4027616.6310220426,4027616.6310220426,4027616.6310220426,4027616.6310220426,6969816.956106233,6969816.956106233,6969816.956106233,6969816.956106233,6969816.956106233,6969816.956106233,6969816.956106233,6969816.956106233,6969816.956106233,6969816.956106233,6969816.956106233,6969816.956106233,6969816.956106233,6969816.956106233,6969816.956106233,6969816.956106233,6969816.956106233,6969816.956106233,6969816.956106233,6969816.956106233
262,262,14079660.0,1.00020001,0.9998000299960006,4052061.8328768504,4052061.8328768504,4052061.8328768504,4052061.8328768504,4052061.8328768504,4052061.8328768504,4052061.8328768504,4052061.8328768504,4052061.8328768504,4052061.8328768504,4052061.8328768504,4052061.8328768504,4052061.8328768504,4052061.8328768504,4052061.8328768504,4052061.8328768504,4052061.8328768504,4052061.8328768504,4052061.8328768504,4052061.8328768504,6945364.622231893,6945364.622231893,6945364.622231893,6945364.622231893,6945364.622231893,6945364.622231893,6945364.622231893,6945364.622231893,6945364.622231893,6945364.622231893,6945364.622231893,6945364.622231893,6945364.622231893,6945364.622231893,6945364.622231893,6945364.622231893,6945364.622231893,6945364.622231893,6945364.622231893,6945364.622231893
263,263,14080544.0,1.00020001,0.9998000299960006,4041000.1859920057,4041000.1859920057,4041000.1859920057,4041000.1859920057,4041000.1859920057,4041000.1859920057,4041000.1859920057,4041000.1859920057,4041000.1859920057,4041000.1859920057,4041000.1859920057,4041000.1859920057,4041000.1859920057,4041000.1859920057,4041000.1859920057,4041000.1859920057,4041000.1859920057,4041000.1859920057,4041000.1859920057,4041000.1859920057,6956429.4816013165,6956429.4816013165,6956429.4816013165,6956429.4816013165,6956429.4816013165,6956429.4816013165,6956429.4816013165,6956429.4816013165,6956429.4816013165,6956429.4816013165,6956429.4816013165,6956429.4816013165,6956429.4816013165,6956429.4816013165,6956429.4816013165,6956429.4816013165,6956429.4816013165,6956429.4816013165,6956429.4816013165,6956429.4816013165
264,264,14081744.0,1.00020001,0.9998000299960006,4123370.5772725577,4123370.5772725577,4123370.5772725577,4123370.5772725577,4123370.5772725577,4123370.5772725577,4123370.5772725577,4123370.5772725577,4123370.5772725577,4123370.5772725577,4123370.5772725577,4123370.5772725577,4123370.5772725577,4123370.5772725577,4123370.5772725577,4123370.5772725577,4123370.5772725577,4123370.5772725577,4123370.5772725577,4123370.5772725577,6874035.756213408,6874035.756213408,6874035.756213408,6874035.756213408,6874035.756213408,6874035.756213408,6874035.756213408,6874035.756213408,6874035.756213408,6874035.756213408,6874035.756213408,6874035.756213408,6874035.756213408,6874035.756213408,6874035.756213408,6874035.756213408,6874035.756213408,6874035.756213408,6874035.756213408,6874035.756213408
265,265,14083088.0,1.00020001,0.9998000299960006,4220733.135942799,4220733.135942799,4220733.135942799,4220733.135942799,4220733.135942799,4220733.135942799,4220733.135942799,4220733.135942799,4220733.135942799,4220733.135942799,4220733.135942799,4220733.135942799,4220733.135942799,4220733.135942799,4220733.135942799,4220733.135942799,4220733.135942799,4220733.135942799,4220733.135942799,4220733.135942799,6776647.367022615,6776647.367022615,6776647.367022615,6776647.367022615,6776647.367022615,6776647.367022615,6776647.367022615,6776647.367022615,6776647.367022615,6776647.367022615,6776647.367022615,6776647.367022615,6776647.367022615,6776647.367022615,6776647.367022615,6776647.367022615,6776647.367022615,6776647.367022615,6776647.367022615,6776647.367022615
266,266,14084106.0,1.00020001,0.9998000299960006,4366238.453449399,4366238.453449399,4366238.453449399,4366238.453449399,4366238.453449399,4366238.453449399,4366238.453449399,4366238.453449399,4366238.453449399,4366238.453449399,4366238.453449399,4366238.453449399,4366238.453449399,4366238.453449399,4366238.453449399,4366238.453449399,4366238.453449399,4366238.453449399,4366238.453449399,4366238.453449399,6631106.981726121,6631106.981726121,6631106.981726121,6631106.981726121,6631106.981726121,6631106.981726121,6631106.981726121,6631106.981726121,6631106.981726121,6631106.981726121,6631106.981726121,6631106.981726121,6631106.981726121,6631106.981726121,6631106.981726121,6631106.981726121,6631106.981726121,6631106.981726121,6631106.981726121,6631106.981726121
267,267,14084908.0,1.00020001,0.9998000299960006,4326957.557147834,4326957.557147834,4326957.557147834,4326957.557147834,4326957.557147834,4326957.557147834,4326957.557147834,4326957.557147834,4326957.557147834,4326957.557147834,4326957.557147834,4326957.557147834,4326957.557147834,4326957.557147834,4326957.557147834,4326957.557147834,4326957.557147834,4326957.557147834,4326957.557147834,4326957.557147834,6670396.927596193,6670396.927596193,6670396.927596193,6670396.927596193,6670396.927596193,6670396.927596193,6670396.927596193,6670396.927596193,6670396.927596193,6670396.927596193,6670396.927596193,6670396.927596193,6670396.927596193,6670396.927596193,6670396.927596193,6670396.927596193,6670396.927596193,6670396.927596193,6670396.927596193,6670396.927596193
268,268,14087494.0,1.00020001,0.9998000299960006,4349094.560632334,4349094.560632334,4349094.560632334,4349094.560632334,4349094.560632334,4349094.560632334,4349094.560632334,4349094.560632334,4349094.560632334,4349094.560632334,4349094.560632334,4349094.560632334,4349094.560632334,4349094.560632334,4349094.560632334,4349094.560632334,4349094.560632334,4349094.560632334,4349094.560632334,4349094.560632334,6648254.786205009,6648254.786205009,6648254.786205009,6648254.786205009,6648254.786205009,6648254.786205009,6648254.786205009,6648254.786205009,6648254.786205009,6648254.786205009,6648254.786205009,6648254.786205009,6648254.786205009,6648254.786205009,6648254.786205009,6648254.786205009,6648254.786205009,6648254.786205009,6648254.786205009,6648254.786205009
269,269,14088511.0,1.00020001,0.9998000299960006,4289137.869189367,4289137.869189367,4289137.869189367,4289137.869189367,4289137.869189367,4289137.869189367,4289137.869189367,4289137.869189367,4289137.869189367,4289137.869189367,4289137.869189367,4289137.869189367,4289137.869189367,4289137.869189367,4289137.869189367,4289137.869189367,4289137.869189367,4289137.869189367,4289137.869189367,4289137.869189367,6708225.620176981,6708225.620176981,6708225.620176981,6708225.620176981,6708225.620176981,6708225.620176981,6708225.620176981,6708225.620176981,6708225.620176981,6708225.620176981,6708225.620176981,6708225.620176981,6708225.620176981,6708225.620176981,6708225.620176981,6708225.620176981,6708225.620176981,6708225.620176981,6708225.620176981,6708225.620176981
270,270,14089335.0,1.00020001,0.9998000299960006,4291737.609189227,4291737.609189227,4291737.609189227,4291737.609189227,4291737.609189227,4291737.609189227,4291737.609189227,4291737.609189227,4291737.609189227,4291737.609189227,4291737.609189227,4291737.609189227,4291737.609189227,4291737.609189227,4291737.609189227,4291737.609189227,4291737.609189227,4291737.609189227,4291737.609189227,4291737.609189227,6705625.252036531,6705625.252036531,6705625.252036531,6705625.252036531,6705625.252036531,6705625.252036531,6705625.252036531,6705625.252036531,6705625.252036531,6705625.252036531,6705625.252036531,6705625.252036531,6705625.252036531,6705625.252036531,6705625.252036531,6705625.252036531,6705625.252036531,6705625.252036531,6705625.252036531,6705625.252036531
271,271,14094800.0,1.00020001,0.9998000299960006,4257029.805973204,4257029.805973204,4257029.805973204,4257029.805973204,4257029.805973204,4257029.805973204,4257029.805973204,4257029.805973204,4257029.805973204,4257029.805973204,4257029.805973204,4257029.805973204,4257029.805973204,4257029.805973204,4257029.805973204,4257029.805973204,4257029.805973204,4257029.805973204,4257029.805973204,4257029.805973204,6740341.552715752,6740341.552715752,6740341.552715752,6740341.552715752,6740341.552715752,6740341.552715752,6740341.552715752,6740341.552715752,6740341.552715752,6740341.552715752,6740341.552715752,6740341.552715752,6740341.552715752,6740341.552715752,6740341.552715752,6740341.552715752,6740341.552715752,6740341.552715752,6740341.552715752,6740341.552715752
272,272,14095318.0,1.0001,0.9999000099990001,4754752.618040417,4754752.618040417,4754752.618040417,4754752.618040417,4754752.618040417,4754752.618040417,4754752.618040417,4754752.618040417,4754752.618040417,4754752.618040417,4754752.618040417,4754752.618040417,4754752.618040417,4754752.618040417,4754752.618040417,4754752.618040417,4754752.618040417,4754752.618040417,4754752.618040417,4754752.618040417,6242660.1712176,6242660.1712176,6242660.1712176,6242660.1712176,6242660.1712176,6242660.1712176,6242660.1712176,6242660.1712176,6242660.1712176,6242660.1712176,6242660.1712176,6242660.1712176,6242660.1712176,6242660.1712176,6242660.1712176,6242660.1712176,6242660.1712176,6242660.1712176,6242660.1712176,6242660.1712176
273,273,14096161.0,0.9998000299960005,1.00020001,6051533.464232212,6051533.464232212,6051533.464232212,6051533.464232212,6051533.464232212,6051533.464232212,6051533.464232212,6051533.464232212,6051533.464232212,6051533.464232212,6051533.464232212,6051533.464232212,6051533.464232212,6051533.464232212,6051533.464232212,6051533.464232212,6051533.464232212,6051533.464232212,6051533.464232212,6051533.464232212,4945854.567211833,4945854.567211833,4945854.567211833,4945854.567211833,4945854.567211833,4945854.567211833,4945854.567211833,4945854.567211833,4945854.567211833,4945854.567211833,4945854.567211833,4945854.567211833,4945854.567211833,4945854.567211833,4945854.567211833,4945854.567211833,4945854.567211833,4945854.567211833,4945854.567211833,4945854.567211833
274,274,14098357.0,0.9998000299960005,1.00020001,6051508.0599813545,6051508.0599813545,6051508.0599813545,6051508.0599813545,6051508.0599813545,6051508.0599813545,6051508.0599813545,6051508.0599813545,6051508.0599813545,6051508.0599813545,6051508.0599813545,6051508.0599813545,6051508.0599813545,6051508.0599813545,6051508.0599813545,6051508.0599813545,6051508.0599813545,6051508.0599813545,6051508.0599813545,6051508.0599813545,4945879.968654503,4945879.968654503,4945879.968654503,4945879.968654503,4945879.968654503,4945879.968654503,4945879.968654503,4945879.968654503,4945879.968654503,4945879.968654503,4945879.968654503,4945879.968654503,4945879.968654503,4945879.968654503,4945879.968654503,4945879.968654503,4945879.968654503,4945879.968654503,4945879.968654503,4945879.968654503
275,275,14102453.0,1.0,1.0,5055597.0777301,5055597.0777301,5055597.0777301,5055597.0777301,5055597.0777301,5055597.0777301,5055597.0777301,5055597.0777301,5055597.0777301,5055597.0777301,5055597.0777301,5055597.0777301,5055597.0777301,5055597.0777301,5055597.0777301,5055597.0777301,5055597.0777301,5055597.0777301,5055597.0777301,5055597.0777301,5941780.012818957,5941780.012818957,5941780.012818957,5941780.012818957,5941780.012818957,5941780.012818957,5941780.012818957,5941780.012818957,5941780.012818957,5941780.012818957,5941780.012818957,5941780.012818957,5941780.012818957,5941780.012818957,5941780.012818957,5941780.012818957,5941780.012818957,5941780.012818957,5941780.012818957,5941780.012818957
276,276,14107337.0,1.0,1.0,5025762.739387539,5025762.739387539,5025762.739387539,5025762.739387539,5025762.739387539,5025762.739387539,5025762.739387539,5025762.739387539,5025762.739387539,5025762.739387539,5025762.739387539,5025762.739387539,5025762.739387539,5025762.739387539,5025762.739387539,5025762.739387539,5025762.739387539,5025762.739387539,5025762.739387539,5025762.739387539,5971617.082923026,5971617.082923026,5971617.082923026,5971617.082923026,5971617.082923026,5971617.082923026,5971617.082923026,5971617.082923026,5971617.082923026,5971617.082923026,5971617.082923026,5971617.082923026,5971617.082923026,5971617.082923026,5971617.082923026,5971617.082923026,5971617.082923026,5971617.082923026,5971617.082923026,5971617.082923026
277,277,14109757.0,1.0,1.0,5065795.808669161,5065795.808669161,5065795.808669161,5065795.808669161,5065795.808669161,5065795.808669161,5065795.808669161,5065795.808669161,5065795.808669161,5065795.808669161,5065795.808669161,5065795.808669161,5065795.808669161,5065795.808669161,5065795.808669161,5065795.808669161,5065795.808669161,5065795.808669161,5065795.808669161,5065795.808669161,5931580.388861672,5931580.388861672,5931580.388861672,5931580.388861672,5931580.388861672,5931580.388861672,5931580.388861672,5931580.388861672,5931580.388861672,5931580.388861672,5931580.388861672,5931580.388861672,5931580.388861672,5931580.388861672,5931580.388861672,5931580.388861672,5931580.388861672,5931580.388861672,5931580.388861672,5931580.388861672
278,278,14113592.0,1.0,1.0,5076415.235664692,5076415.235664692,5076415.235664692,5076415.235664692,5076415.235664692,5076415.235664692,5076415.235664692,5076415.235664692,5076415.235664692,5076415.235664692,5076415.235664692,5076415.235664692,5076415.235664692,5076415.235664692,5076415.235664692,5076415.235664692,5076415.235664692,5076415.235664692,5076415.235664692,5076415.235664692,5920960.054114953,5920960.054114953,5920960.054114953,5920960.054114953,5920960.054114953,5920960.054114953,5920960.054114953,5920960.054114953,5920960.054114953,5920960.054114953,5920960.054114953,5920960.054114953,5920960.054114953,5920960.054114953,5920960.054114953,5920960.054114953,5920960.054114953,5920960.054114953,5920960.054114953,5920960.054114953
279,279,14116231.0,1.0003000300009999,0.9997000599900017,3937824.4947420275,3937824.4947420275,3937824.4947420275,3937824.4947420275,3937824.4947420275,3937824.4947420275,3937824.4947420275,3937824.4947420275,3937824.4947420275,3937824.4947420275,3937824.4947420275,3937824.4947420275,3937824.4947420275,3937824.4947420275,3937824.4947420275,3937824.4947420275,3937824.4947420275,3937824.4947420275,3937824.4947420275,3937824.4947420275,7059636.315925766,7059636.315925766,7059636.315925766,7059636.315925766,7059636.315925766,7059636.315925766,7059636.315925766,7059636.315925766,7059636.315925766,7059636.315925766,7059636.315925766,7059636.315925766,7059636.315925766,7059636.315925766,7059636.315925766,7059636.315925766,7059636.315925766,7059636.315925766,7059636.315925766,7059636.315925766
280,280,14117363.0,1.0003000300009999,0.9997000599900017,3783890.3185967784,3783890.3185967784,3783890.3185967784,3783890.3185967784,3783890.3185967784,3783890.3185967784,3783890.3185967784,3783890.3185967784,3783890.3185967784,3783890.3185967784,3783890.3185967784,3783890.3185967784,3783890.3185967784,3783890.3185967784,3783890.3185967784,3783890.3185967784,3783890.3185967784,3783890.3185967784,3783890.3185967784,3783890.3185967784,7213620.915934054,7213620.915934054,7213620.915934054,7213620.915934054,7213620.915934054,7213620.915934054,7213620.915934054,7213620.915934054,7213620.915934054,7213620.915934054,7213620.915934054,7213620.915934054,7213620.915934054,7213620.915934054,7213620.915934054,7213620.915934054,7213620.915934054,7213620.915934054,7213620.915934054,7213620.915934054
281,281,14119398.0,1.0003000300009999,0.9997000599900017,3733103.470813664,3733103.470813664,3733103.470813664,3733103.470813664,3733103.470813664,3733103.470813664,3733103.470813664,3733103.470813664,3733103.470813664,3733103.470813664,3733103.470813664,3733103.470813664,3733103.470813664,3733103.470813664,3733103.470813664,3733103.470813664,3733103.470813664,3733103.470813664,3733103.470813664,3733103.470813664,7264425.440063631,7264425.440063631,7264425.440063631,7264425.440063631,7264425.440063631,7264425.440063631,7264425.440063631,7264425.440063631,7264425.440063631,7264425.440063631,7264425.440063631,7264425.440063631,7264425.440063631,7264425.440063631,7264425.440063631,7264425.440063631,7264425.440063631,7264425.440063631,7264425.440063631,7264425.440063631
282,282,14121558.0,1.0003000300009999,0.9997000599900017,3735262.37333665,3735262.37333665,3735262.37333665,3735262.37333665,3735262.37333665,3735262.37333665,3735262.37333665,3735262.37333665,3735262.37333665,3735262.37333665,3735262.37333665,3735262.37333665,3735262.37333665,3735262.37333665,3735262.37333665,3735262.37333665,3735262.37333665,3735262.37333665,3735262.37333665,3735262.37333665,7262265.775631714,7262265.775631714,7262265.775631714,7262265.775631714,7262265.775631714,7262265.775631714,7262265.775631714,7262265.775631714,7262265.775631714,7262265.775631714,7262265.775631714,7262265.775631714,7262265.775631714,7262265.775631714,7262265.775631714,7262265.775631714,7262265.775631714,7262265.775631714,7262265.775631714,7262265.775631714
283,283,14127256.0,1.0003000300009999,0.9997000599900017,3632886.1146423384,3632886.1146423384,3632886.1146423384,3632886.1146423384,3632886.1146423384,3632886.1146423384,3632886.1146423384,3632886.1146423384,3632886.1146423384,3632886.1146423384,3632886.1146423384,3632886.1146423384,3632886.1146423384,3632886.1146423384,3632886.1146423384,3632886.1146423384,3632886.1146423384,3632886.1146423384,3632886.1146423384,3632886.1146423384,7364679.190955909,7364679.190955909,7364679.190955909,7364679.190955909,7364679.190955909,7364679.190955909,7364679.190955909,7364679.190955909,7364679.190955909,7364679.190955909,7364679.190955909,7364679.190955909,7364679.190955909,7364679.190955909,7364679.190955909,7364679.190955909,7364679.190955909,7364679.190955909,7364679.190955909,7364679.190955909
284,284,14127774.0,1.0003000300009999,0.9997000599900017,3957307.4911868176,3957307.4911868176,3957307.4911868176,3957307.4911868176,3957307.4911868176,3957307.4911868176,3957307.4911868176,3957307.4911868176,3957307.4911868176,3957307.4911868176,3957307.4911868176,3957307.4911868176,3957307.4911868176,3957307.4911868176,3957307.4911868176,3957307.4911868176,3957307.4911868176,3957307.4911868176,3957307.4911868176,3957307.4911868176,7040147.27550504,7040147.27550504,7040147.27550504,7040147.27550504,7040147.27550504,7040147.27550504,7040147.27550504,7040147.27550504,7040147.27550504,7040147.27550504,7040147.27550504,7040147.27550504,7040147.27550504,7040147.27550504,7040147.27550504,7040147.27550504,7040147.27550504,7040147.27550504,7040147.27550504,7040147.27550504
285,285,14132410.0,1.0003000300009999,0.9997000599900017,3926164.9760657647,3926164.9760657647,3926164.9760657647,3926164.9760657647,3926164.9760657647,3926164.9760657647,3926164.9760657647,3926164.9760657647,3926164.9760657647,3926164.9760657647,3926164.9760657647,3926164.9760657647,3926164.9760657647,3926164.9760657647,3926164.9760657647,3926164.9760657647,3926164.9760657647,3926164.9760657647,3926164.9760657647,3926164.9760657647,7071299.487921326,7071299.487921326,7071299.487921326,7071299.487921326,7071299.487921326,7071299.487921326,7071299.487921326,7071299.487921326,7071299.487921326,7071299.487921326,7071299.487921326,7071299.487921326,7071299.487921326,7071299.487921326,7071299.487921326,7071299.487921326,7071299.487921326,7071299.487921326,7071299.487921326,7071299.487921326
286,286,14133115.0,1.0003000300009999,0.9997000599900017,3951137.868086028,3951137.868086028,3951137.868086028,3951137.868086028,3951137.868086028,3951137.868086028,3951137.868086028,3951137.868086028,3951137.868086028,3951137.868086028,3951137.868086028,3951137.868086028,3951137.868086028,3951137.868086028,3951137.868086028,3951137.868086028,3951137.868086028,3951137.868086028,3951137.868086028,3951137.868086028,7046318.804316391,7046318.804316391,7046318.804316391,7046318.804316391,7046318.804316391,7046318.804316391,7046318.804316391,7046318.804316391,7046318.804316391,7046318.804316391,7046318.804316391,7046318.804316391,7046318.804316391,7046318.804316391,7046318.804316391,7046318.804316391,7046318.804316391,7046318.804316391,7046318.804316391,7046318.804316391
287,287,14134011.0,1.0003000300009999,0.9997000599900017,3990948.4137839405,3990948.4137839405,3990948.4137839405,3990948.4137839405,3990948.4137839405,3990948.4137839405,3990948.4137839405,3990948.4137839405,3990948.4137839405,3990948.4137839405,3990948.4137839405,3990948.4137839405,3990948.4137839405,3990948.4137839405,3990948.4137839405,3990948.4137839405,3990948.4137839405,3990948.4137839405,3990948.4137839405,3990948.4137839405,7006496.095681027,7006496.095681027,7006496.095681027,7006496.095681027,7006496.095681027,7006496.095681027,7006496.095681027,7006496.095681027,7006496.095681027,7006496.095681027,7006496.095681027,7006496.095681027,7006496.095681027,7006496.095681027,7006496.095681027,7006496.095681027,7006496.095681027,7006496.095681027,7006496.095681027,7006496.095681027
288,288,14138478.0,1.0001,0.9999000099990001,4705223.653458977,4705223.653458977,4705223.653458977,4705223.653458977,4705223.653458977,4705223.653458977,4705223.653458977,4705223.653458977,4705223.653458977,4705223.653458977,4705223.653458977,4705223.653458977,4705223.653458977,4705223.653458977,4705223.653458977,4705223.653458977,4705223.653458977,4705223.653458977,4705223.653458977,4705223.653458977,6292196.748172908,6292196.748172908,6292196.748172908,6292196.748172908,6292196.748172908,6292196.748172908,6292196.748172908,6292196.748172908,6292196.748172908,6292196.748172908,6292196.748172908,6292196.748172908,6292196.748172908,6292196.748172908,6292196.748172908,6292196.748172908,6292196.748172908,6292196.748172908,6292196.748172908,6292196.748172908
