,index,blocknum,p0vs1,p1vs0,DAI-slippagemap_01,DAI-slippagemap_2,DAI-slippagemap_3,DAI-slippagemap_4,DAI-slippagemap_5,DAI-slippagemap_6,DAI-slippagemap_7,DAI-slippagemap_8,DAI-slippagemap_9,DAI-slippagemap_10,DAI-slippagemap_11,DAI-slippagemap_12,DAI-slippagemap_13,DAI-slippagemap_14,DAI-slippagemap_15,DAI-slippagemap_16,DAI-slippagemap_17,DAI-slippagemap_18,DAI-slippagemap_19,DAI-slippagemap_20,USDP-slippagemap_01,USDP-slippagemap_2,USDP-slippagemap_3,USDP-slippagemap_4,USDP-slippagemap_5,USDP-slippagemap_6,USDP-slippagemap_7,USDP-slippagemap_8,USDP-slippagemap_9,USDP-slippagemap_10,USDP-slippagemap_11,USDP-slippagemap_12,USDP-slippagemap_13,USDP-slippagemap_14,USDP-slippagemap_15,USDP-slippagemap_16,USDP-slippagemap_17,USDP-slippagemap_18,USDP-slippagemap_19,USDP-slippagemap_20
725,725,14766551.0,0.9999000099990001,1.0001,5885588.816887882,5885588.816887882,5885588.816887882,5885588.816887882,5885588.816887882,5885588.816887882,5885588.816887882,5885588.816887882,5885588.816887882,5885588.816887882,5885588.816887882,5885588.816887882,5885588.816887882,5885588.816887882,5885588.816887882,5885588.816887882,5885588.816887882,5885588.816887882,5885588.816887882,5885588.816887882,5111783.623131871,5111783.623131871,5111783.623131871,5111783.623131871,5111783.623131871,5111783.623131871,5111783.623131871,5111783.623131871,5111783.623131871,5111783.623131871,5111783.623131871,5111783.623131871,5111783.623131871,5111783.623131871,5111783.623131871,5111783.623131871,5111783.623131871,5111783.623131871,5111783.623131871,5111783.623131871
726,726,14767185.0,0.9999000099990001,1.0001,5948857.701731827,5948857.701731827,5948857.701731827,5948857.701731827,5948857.701731827,5948857.701731827,5948857.701731827,5948857.701731827,5948857.701731827,5948857.701731827,5948857.701731827,5948857.701731827,5948857.701731827,5948857.701731827,5948857.701731827,5948857.701731827,5948857.701731827,5948857.701731827,5948857.701731827,5948857.701731827,5048520.0334201455,5048520.0334201455,5048520.0334201455,5048520.0334201455,5048520.0334201455,5048520.0334201455,5048520.0334201455,5048520.0334201455,5048520.0334201455,5048520.0334201455,5048520.0334201455,5048520.0334201455,5048520.0334201455,5048520.0334201455,5048520.0334201455,5048520.0334201455,5048520.0334201455,5048520.0334201455,5048520.0334201455,5048520.0334201455
727,727,14767843.0,0.9998000299960005,1.00020001,6121830.610846125,6121830.610846125,6121830.610846125,6121830.610846125,6121830.610846125,6121830.610846125,6121830.610846125,6121830.610846125,6121830.610846125,6121830.610846125,6121830.610846125,6121830.610846125,6121830.610846125,6121830.610846125,6121830.610846125,6121830.610846125,6121830.610846125,6121830.610846125,6121830.610846125,6121830.610846125,4875565.685359002,4875565.685359002,4875565.685359002,4875565.685359002,4875565.685359002,4875565.685359002,4875565.685359002,4875565.685359002,4875565.685359002,4875565.685359002,4875565.685359002,4875565.685359002,4875565.685359002,4875565.685359002,4875565.685359002,4875565.685359002,4875565.685359002,4875565.685359002,4875565.685359002,4875565.685359002
728,728,14768464.0,0.9999000099990001,1.0001,5986685.239468338,5986685.239468338,5986685.239468338,5986685.239468338,5986685.239468338,5986685.239468338,5986685.239468338,5986685.239468338,5986685.239468338,5986685.239468338,5986685.239468338,5986685.239468338,5986685.239468338,5986685.239468338,5986685.239468338,5986685.239468338,5986685.239468338,5986685.239468338,5986685.239468338,5986685.239468338,5010696.043822441,5010696.043822441,5010696.043822441,5010696.043822441,5010696.043822441,5010696.043822441,5010696.043822441,5010696.043822441,5010696.043822441,5010696.043822441,5010696.043822441,5010696.043822441,5010696.043822441,5010696.043822441,5010696.043822441,5010696.043822441,5010696.043822441,5010696.043822441,5010696.043822441,5010696.043822441
729,729,14769075.0,0.9999000099990001,1.0001,5970772.218885295,5970772.218885295,5970772.218885295,5970772.218885295,5970772.218885295,5970772.218885295,5970772.218885295,5970772.218885295,5970772.218885295,5970772.218885295,5970772.218885295,5970772.218885295,5970772.218885295,5970772.218885295,5970772.218885295,5970772.218885295,5970772.218885295,5970772.218885295,5970772.218885295,5970772.218885295,5026607.536942398,5026607.536942398,5026607.536942398,5026607.536942398,5026607.536942398,5026607.536942398,5026607.536942398,5026607.536942398,5026607.536942398,5026607.536942398,5026607.536942398,5026607.536942398,5026607.536942398,5026607.536942398,5026607.536942398,5026607.536942398,5026607.536942398,5026607.536942398,5026607.536942398,5026607.536942398
730,730,14769652.0,0.9999000099990001,1.0001,5839998.527094406,5839998.527094406,5839998.527094406,5839998.527094406,5839998.527094406,5839998.527094406,5839998.527094406,5839998.527094406,5839998.527094406,5839998.527094406,5839998.527094406,5839998.527094406,5839998.527094406,5839998.527094406,5839998.527094406,5839998.527094406,5839998.527094406,5839998.527094406,5839998.527094406,5839998.527094406,5157370.593443336,5157370.593443336,5157370.593443336,5157370.593443336,5157370.593443336,5157370.593443336,5157370.593443336,5157370.593443336,5157370.593443336,5157370.593443336,5157370.593443336,5157370.593443336,5157370.593443336,5157370.593443336,5157370.593443336,5157370.593443336,5157370.593443336,5157370.593443336,5157370.593443336,5157370.593443336
731,731,14771635.0,0.9999000099990001,1.0001,5819923.6090596225,5819923.6090596225,5819923.6090596225,5819923.6090596225,5819923.6090596225,5819923.6090596225,5819923.6090596225,5819923.6090596225,5819923.6090596225,5819923.6090596225,5819923.6090596225,5819923.6090596225,5819923.6090596225,5819923.6090596225,5819923.6090596225,5819923.6090596225,5819923.6090596225,5819923.6090596225,5819923.6090596225,5819923.6090596225,5177444.181568803,5177444.181568803,5177444.181568803,5177444.181568803,5177444.181568803,5177444.181568803,5177444.181568803,5177444.181568803,5177444.181568803,5177444.181568803,5177444.181568803,5177444.181568803,5177444.181568803,5177444.181568803,5177444.181568803,5177444.181568803,5177444.181568803,5177444.181568803,5177444.181568803,5177444.181568803
732,732,14773548.0,0.9999000099990001,1.0001,5749837.772214174,5749837.772214174,5749837.772214174,5749837.772214174,5749837.772214174,5749837.772214174,5749837.772214174,5749837.772214174,5749837.772214174,5749837.772214174,5749837.772214174,5749837.772214174,5749837.772214174,5749837.772214174,5749837.772214174,5749837.772214174,5749837.772214174,5749837.772214174,5749837.772214174,5749837.772214174,5247526.007067117,5247526.007067117,5247526.007067117,5247526.007067117,5247526.007067117,5247526.007067117,5247526.007067117,5247526.007067117,5247526.007067117,5247526.007067117,5247526.007067117,5247526.007067117,5247526.007067117,5247526.007067117,5247526.007067117,5247526.007067117,5247526.007067117,5247526.007067117,5247526.007067117,5247526.007067117
733,733,14774944.0,0.9999000099990001,1.0001,5729773.772215255,5729773.772215255,5729773.772215255,5729773.772215255,5729773.772215255,5729773.772215255,5729773.772215255,5729773.772215255,5729773.772215255,5729773.772215255,5729773.772215255,5729773.772215255,5729773.772215255,5729773.772215255,5729773.772215255,5729773.772215255,5729773.772215255,5729773.772215255,5729773.772215255,5729773.772215255,5267589.039515091,5267589.039515091,5267589.039515091,5267589.039515091,5267589.039515091,5267589.039515091,5267589.039515091,5267589.039515091,5267589.039515091,5267589.039515091,5267589.039515091,5267589.039515091,5267589.039515091,5267589.039515091,5267589.039515091,5267589.039515091,5267589.039515091,5267589.039515091,5267589.039515091,5267589.039515091
734,734,14776098.0,0.9999000099990001,1.0001,5802126.846116725,5802126.846116725,5802126.846116725,5802126.846116725,5802126.846116725,5802126.846116725,5802126.846116725,5802126.846116725,5802126.846116725,5802126.846116725,5802126.846116725,5802126.846116725,5802126.846116725,5802126.846116725,5802126.846116725,5802126.846116725,5802126.846116725,5802126.846116725,5802126.846116725,5802126.846116725,5195239.832896539,5195239.832896539,5195239.832896539,5195239.832896539,5195239.832896539,5195239.832896539,5195239.832896539,5195239.832896539,5195239.832896539,5195239.832896539,5195239.832896539,5195239.832896539,5195239.832896539,5195239.832896539,5195239.832896539,5195239.832896539,5195239.832896539,5195239.832896539,5195239.832896539,5195239.832896539
735,735,14776778.0,0.9999000099990001,1.0001,6015635.034103125,6015635.034103125,6015635.034103125,6015635.034103125,6015635.034103125,6015635.034103125,6015635.034103125,6015635.034103125,6015635.034103125,6015635.034103125,6015635.034103125,6015635.034103125,6015635.034103125,6015635.034103125,6015635.034103125,6015635.034103125,6015635.034103125,6015635.034103125,6015635.034103125,6015635.034103125,5108396.194177697,5108396.194177697,5108396.194177697,5108396.194177697,5108396.194177697,5108396.194177697,5108396.194177697,5108396.194177697,5108396.194177697,5108396.194177697,5108396.194177697,5108396.194177697,5108396.194177697,5108396.194177697,5108396.194177697,5108396.194177697,5108396.194177697,5108396.194177697,5108396.194177697,5108396.194177697
736,736,14778550.0,0.9999000099990001,1.0001,5927113.888909732,5927113.888909732,5927113.888909732,5927113.888909732,5927113.888909732,5927113.888909732,5927113.888909732,5927113.888909732,5927113.888909732,5927113.888909732,5927113.888909732,5927113.888909732,5927113.888909732,5927113.888909732,5927113.888909732,5927113.888909732,5927113.888909732,5927113.888909732,5927113.888909732,5927113.888909732,5196909.511349039,5196909.511349039,5196909.511349039,5196909.511349039,5196909.511349039,5196909.511349039,5196909.511349039,5196909.511349039,5196909.511349039,5196909.511349039,5196909.511349039,5196909.511349039,5196909.511349039,5196909.511349039,5196909.511349039,5196909.511349039,5196909.511349039,5196909.511349039,5196909.511349039,5196909.511349039
737,737,14779727.0,0.9999000099990001,1.0001,5967807.872892549,5967807.872892549,5967807.872892549,5967807.872892549,5967807.872892549,5967807.872892549,5967807.872892549,5967807.872892549,5967807.872892549,5967807.872892549,5967807.872892549,5967807.872892549,5967807.872892549,5967807.872892549,5967807.872892549,5967807.872892549,5967807.872892549,5967807.872892549,5967807.872892549,5967807.872892549,5156218.93545798,5156218.93545798,5156218.93545798,5156218.93545798,5156218.93545798,5156218.93545798,5156218.93545798,5156218.93545798,5156218.93545798,5156218.93545798,5156218.93545798,5156218.93545798,5156218.93545798,5156218.93545798,5156218.93545798,5156218.93545798,5156218.93545798,5156218.93545798,5156218.93545798,5156218.93545798
738,738,14780573.0,0.9998000299960005,1.00020001,6057862.055302102,6057862.055302102,6057862.055302102,6057862.055302102,6057862.055302102,6057862.055302102,6057862.055302102,6057862.055302102,6057862.055302102,6057862.055302102,6057862.055302102,6057862.055302102,6057862.055302102,6057862.055302102,6057862.055302102,6057862.055302102,6057862.055302102,6057862.055302102,6057862.055302102,6057862.055302102,5066173.447619075,5066173.447619075,5066173.447619075,5066173.447619075,5066173.447619075,5066173.447619075,5066173.447619075,5066173.447619075,5066173.447619075,5066173.447619075,5066173.447619075,5066173.447619075,5066173.447619075,5066173.447619075,5066173.447619075,5066173.447619075,5066173.447619075,5066173.447619075,5066173.447619075,5066173.447619075
739,739,14781588.0,0.9998000299960005,1.00020001,6080471.597230201,6080471.597230201,6080471.597230201,6080471.597230201,6080471.597230201,6080471.597230201,6080471.597230201,6080471.597230201,6080471.597230201,6080471.597230201,6080471.597230201,6080471.597230201,6080471.597230201,6080471.597230201,6080471.597230201,6080471.597230201,6080471.597230201,6080471.597230201,6080471.597230201,6080471.597230201,5043566.337950947,5043566.337950947,5043566.337950947,5043566.337950947,5043566.337950947,5043566.337950947,5043566.337950947,5043566.337950947,5043566.337950947,5043566.337950947,5043566.337950947,5043566.337950947,5043566.337950947,5043566.337950947,5043566.337950947,5043566.337950947,5043566.337950947,5043566.337950947,5043566.337950947,5043566.337950947
740,740,14782502.0,0.9998000299960005,1.00020001,6222569.823638155,6222569.823638155,6222569.823638155,6222569.823638155,6222569.823638155,6222569.823638155,6222569.823638155,6222569.823638155,6222569.823638155,6222569.823638155,6222569.823638155,6222569.823638155,6222569.823638155,6222569.823638155,6222569.823638155,6222569.823638155,6222569.823638155,6222569.823638155,6222569.823638155,6222569.823638155,4901485.688994477,4901485.688994477,4901485.688994477,4901485.688994477,4901485.688994477,4901485.688994477,4901485.688994477,4901485.688994477,4901485.688994477,4901485.688994477,4901485.688994477,4901485.688994477,4901485.688994477,4901485.688994477,4901485.688994477,4901485.688994477,4901485.688994477,4901485.688994477,4901485.688994477,4901485.688994477
741,741,14784696.0,0.9998000299960005,1.00020001,6207578.31012819,6207578.31012819,6207578.31012819,6207578.31012819,6207578.31012819,6207578.31012819,6207578.31012819,6207578.31012819,6207578.31012819,6207578.31012819,6207578.31012819,6207578.31012819,6207578.31012819,6207578.31012819,6207578.31012819,6207578.31012819,6207578.31012819,6207578.31012819,6207578.31012819,6207578.31012819,4916475.161543311,4916475.161543311,4916475.161543311,4916475.161543311,4916475.161543311,4916475.161543311,4916475.161543311,4916475.161543311,4916475.161543311,4916475.161543311,4916475.161543311,4916475.161543311,4916475.161543311,4916475.161543311,4916475.161543311,4916475.161543311,4916475.161543311,4916475.161543311,4916475.161543311,4916475.161543311
742,742,14785418.0,0.9998000299960005,1.00020001,6198586.460282447,6198586.460282447,6198586.460282447,6198586.460282447,6198586.460282447,6198586.460282447,6198586.460282447,6198586.460282447,6198586.460282447,6198586.460282447,6198586.460282447,6198586.460282447,6198586.460282447,6198586.460282447,6198586.460282447,6198586.460282447,6198586.460282447,6198586.460282447,6198586.460282447,6198586.460282447,4925465.808337781,4925465.808337781,4925465.808337781,4925465.808337781,4925465.808337781,4925465.808337781,4925465.808337781,4925465.808337781,4925465.808337781,4925465.808337781,4925465.808337781,4925465.808337781,4925465.808337781,4925465.808337781,4925465.808337781,4925465.808337781,4925465.808337781,4925465.808337781,4925465.808337781,4925465.808337781
743,743,14786076.0,0.9998000299960005,1.00020001,6101084.181481654,6101084.181481654,6101084.181481654,6101084.181481654,6101084.181481654,6101084.181481654,6101084.181481654,6101084.181481654,6101084.181481654,6101084.181481654,6101084.181481654,6101084.181481654,6101084.181481654,6101084.181481654,6101084.181481654,6101084.181481654,6101084.181481654,6101084.181481654,6101084.181481654,6101084.181481654,5022956.058343028,5022956.058343028,5022956.058343028,5022956.058343028,5022956.058343028,5022956.058343028,5022956.058343028,5022956.058343028,5022956.058343028,5022956.058343028,5022956.058343028,5022956.058343028,5022956.058343028,5022956.058343028,5022956.058343028,5022956.058343028,5022956.058343028,5022956.058343028,5022956.058343028,5022956.058343028
744,744,14786639.0,0.9998000299960005,1.00020001,6148675.704821934,6148675.704821934,6148675.704821934,6148675.704821934,6148675.704821934,6148675.704821934,6148675.704821934,6148675.704821934,6148675.704821934,6148675.704821934,6148675.704821934,6148675.704821934,6148675.704821934,6148675.704821934,6148675.704821934,6148675.704821934,6148675.704821934,6148675.704821934,6148675.704821934,6148675.704821934,4975370.173829737,4975370.173829737,4975370.173829737,4975370.173829737,4975370.173829737,4975370.173829737,4975370.173829737,4975370.173829737,4975370.173829737,4975370.173829737,4975370.173829737,4975370.173829737,4975370.173829737,4975370.173829737,4975370.173829737,4975370.173829737,4975370.173829737,4975370.173829737,4975370.173829737,4975370.173829737
745,745,14787173.0,0.9998000299960005,1.00020001,6229879.557236381,6229879.557236381,6229879.557236381,6229879.557236381,6229879.557236381,6229879.557236381,6229879.557236381,6229879.557236381,6229879.557236381,6229879.557236381,6229879.557236381,6229879.557236381,6229879.557236381,6229879.557236381,6229879.557236381,6229879.557236381,6229879.557236381,6229879.557236381,6229879.557236381,6229879.557236381,4894176.966507969,4894176.966507969,4894176.966507969,4894176.966507969,4894176.966507969,4894176.966507969,4894176.966507969,4894176.966507969,4894176.966507969,4894176.966507969,4894176.966507969,4894176.966507969,4894176.966507969,4894176.966507969,4894176.966507969,4894176.966507969,4894176.966507969,4894176.966507969,4894176.966507969,4894176.966507969
746,746,14788193.0,0.9998000299960005,1.00020001,6230611.325238588,6230611.325238588,6230611.325238588,6230611.325238588,6230611.325238588,6230611.325238588,6230611.325238588,6230611.325238588,6230611.325238588,6230611.325238588,6230611.325238588,6230611.325238588,6230611.325238588,6230611.325238588,6230611.325238588,6230611.325238588,6230611.325238588,6230611.325238588,6230611.325238588,6230611.325238588,4893445.300302845,4893445.300302845,4893445.300302845,4893445.300302845,4893445.300302845,4893445.300302845,4893445.300302845,4893445.300302845,4893445.300302845,4893445.300302845,4893445.300302845,4893445.300302845,4893445.300302845,4893445.300302845,4893445.300302845,4893445.300302845,4893445.300302845,4893445.300302845,4893445.300302845,4893445.300302845
747,747,14789852.0,0.9998000299960005,1.00020001,6231611.225238534,6231611.225238534,6231611.225238534,6231611.225238534,6231611.225238534,6231611.225238534,6231611.225238534,6231611.225238534,6231611.225238534,6231611.225238534,6231611.225238534,6231611.225238534,6231611.225238534,6231611.225238534,6231611.225238534,6231611.225238534,6231611.225238534,6231611.225238534,6231611.225238534,6231611.225238534,4892445.539569616,4892445.539569616,4892445.539569616,4892445.539569616,4892445.539569616,4892445.539569616,4892445.539569616,4892445.539569616,4892445.539569616,4892445.539569616,4892445.539569616,4892445.539569616,4892445.539569616,4892445.539569616,4892445.539569616,4892445.539569616,4892445.539569616,4892445.539569616,4892445.539569616,4892445.539569616
748,748,14790695.0,0.9998000299960005,1.00020001,6035239.088880706,6035239.088880706,6035239.088880706,6035239.088880706,6035239.088880706,6035239.088880706,6035239.088880706,6035239.088880706,6035239.088880706,6035239.088880706,6035239.088880706,6035239.088880706,6035239.088880706,6035239.088880706,6035239.088880706,6035239.088880706,6035239.088880706,6035239.088880706,6035239.088880706,6035239.088880706,5088794.080504381,5088794.080504381,5088794.080504381,5088794.080504381,5088794.080504381,5088794.080504381,5088794.080504381,5088794.080504381,5088794.080504381,5088794.080504381,5088794.080504381,5088794.080504381,5088794.080504381,5088794.080504381,5088794.080504381,5088794.080504381,5088794.080504381,5088794.080504381,5088794.080504381,5088794.080504381
749,749,14792570.0,0.9999000099990001,1.0001,5535263.095027218,5535263.095027218,5535263.095027218,5535263.095027218,5535263.095027218,5535263.095027218,5535263.095027218,5535263.095027218,5535263.095027218,5535263.095027218,5535263.095027218,5535263.095027218,5535263.095027218,5535263.095027218,5535263.095027218,5535263.095027218,5535263.095027218,5535263.095027218,5535263.095027218,5535263.095027218,5588744.08053129,5588744.08053129,5588744.08053129,5588744.08053129,5588744.08053129,5588744.08053129,5588744.08053129,5588744.08053129,5588744.08053129,5588744.08053129,5588744.08053129,5588744.08053129,5588744.08053129,5588744.08053129,5588744.08053129,5588744.08053129,5588744.08053129,5588744.08053129,5588744.08053129,5588744.08053129
750,750,14793263.0,1.0,1.0,2603588.345704135,2603588.345704135,2603588.345704135,2603588.345704135,2603588.345704135,2603588.345704135,2603588.345704135,2603588.345704135,2603588.345704135,2603588.345704135,2603588.345704135,2603588.345704135,2603588.345704135,2603588.345704135,2603588.345704135,2603588.345704135,2603588.345704135,2603588.345704135,2603588.345704135,2603588.345704135,3022095.96171526,3022095.96171526,3022095.96171526,3022095.96171526,3022095.96171526,3022095.96171526,3022095.96171526,3022095.96171526,3022095.96171526,3022095.96171526,3022095.96171526,3022095.96171526,3022095.96171526,3022095.96171526,3022095.96171526,3022095.96171526,3022095.96171526,3022095.96171526,3022095.96171526,3022095.96171526
751,751,14793955.0,1.0,1.0,2633519.279060669,2633519.279060669,2633519.279060669,2633519.279060669,2633519.279060669,2633519.279060669,2633519.279060669,2633519.279060669,2633519.279060669,2633519.279060669,2633519.279060669,2633519.279060669,2633519.279060669,2633519.279060669,2633519.279060669,2633519.279060669,2633519.279060669,2633519.279060669,2633519.279060669,2633519.279060669,2992163.283162122,2992163.283162122,2992163.283162122,2992163.283162122,2992163.283162122,2992163.283162122,2992163.283162122,2992163.283162122,2992163.283162122,2992163.283162122,2992163.283162122,2992163.283162122,2992163.283162122,2992163.283162122,2992163.283162122,2992163.283162122,2992163.283162122,2992163.283162122,2992163.283162122,2992163.283162122
752,752,14799722.0,1.0,1.0,2617956.6866724105,2617956.6866724105,2617956.6866724105,2617956.6866724105,2617956.6866724105,2617956.6866724105,2617956.6866724105,2617956.6866724105,2617956.6866724105,2617956.6866724105,2617956.6866724105,2617956.6866724105,2617956.6866724105,2617956.6866724105,2617956.6866724105,2617956.6866724105,2617956.6866724105,2617956.6866724105,2617956.6866724105,2617956.6866724105,2881076.0475062793,2881076.0475062793,2881076.0475062793,2881076.0475062793,2881076.0475062793,2881076.0475062793,2881076.0475062793,2881076.0475062793,2881076.0475062793,2881076.0475062793,2881076.0475062793,2881076.0475062793,2881076.0475062793,2881076.0475062793,2881076.0475062793,2881076.0475062793,2881076.0475062793,2881076.0475062793,2881076.0475062793,2881076.0475062793
753,753,14800554.0,1.0,1.0,2637581.115516218,2637581.115516218,2637581.115516218,2637581.115516218,2637581.115516218,2637581.115516218,2637581.115516218,2637581.115516218,2637581.115516218,2637581.115516218,2637581.115516218,2637581.115516218,2637581.115516218,2637581.115516218,2637581.115516218,2637581.115516218,2637581.115516218,2637581.115516218,2637581.115516218,2637581.115516218,2861450.664058925,2861450.664058925,2861450.664058925,2861450.664058925,2861450.664058925,2861450.664058925,2861450.664058925,2861450.664058925,2861450.664058925,2861450.664058925,2861450.664058925,2861450.664058925,2861450.664058925,2861450.664058925,2861450.664058925,2861450.664058925,2861450.664058925,2861450.664058925,2861450.664058925,2861450.664058925
754,754,14803718.0,1.0,1.0,2656671.4508899697,2656671.4508899697,2656671.4508899697,2656671.4508899697,2656671.4508899697,2656671.4508899697,2656671.4508899697,2656671.4508899697,2656671.4508899697,2656671.4508899697,2656671.4508899697,2656671.4508899697,2656671.4508899697,2656671.4508899697,2656671.4508899697,2656671.4508899697,2656671.4508899697,2656671.4508899697,2656671.4508899697,2656671.4508899697,2842359.547801392,2842359.547801392,2842359.547801392,2842359.547801392,2842359.547801392,2842359.547801392,2842359.547801392,2842359.547801392,2842359.547801392,2842359.547801392,2842359.547801392,2842359.547801392,2842359.547801392,2842359.547801392,2842359.547801392,2842359.547801392,2842359.547801392,2842359.547801392,2842359.547801392,2842359.547801392
755,755,14804953.0,1.0,1.0,2677209.643445181,2677209.643445181,2677209.643445181,2677209.643445181,2677209.643445181,2677209.643445181,2677209.643445181,2677209.643445181,2677209.643445181,2677209.643445181,2677209.643445181,2677209.643445181,2677209.643445181,2677209.643445181,2677209.643445181,2677209.643445181,2677209.643445181,2677209.643445181,2677209.643445181,2677209.643445181,2821820.6778322817,2821820.6778322817,2821820.6778322817,2821820.6778322817,2821820.6778322817,2821820.6778322817,2821820.6778322817,2821820.6778322817,2821820.6778322817,2821820.6778322817,2821820.6778322817,2821820.6778322817,2821820.6778322817,2821820.6778322817,2821820.6778322817,2821820.6778322817,2821820.6778322817,2821820.6778322817,2821820.6778322817,2821820.6778322817
756,756,14807526.0,1.0,1.0,2673942.4789529582,2673942.4789529582,2673942.4789529582,2673942.4789529582,2673942.4789529582,2673942.4789529582,2673942.4789529582,2673942.4789529582,2673942.4789529582,2673942.4789529582,2673942.4789529582,2673942.4789529582,2673942.4789529582,2673942.4789529582,2673942.4789529582,2673942.4789529582,2673942.4789529582,2673942.4789529582,2673942.4789529582,2673942.4789529582,2825087.9388063834,2825087.9388063834,2825087.9388063834,2825087.9388063834,2825087.9388063834,2825087.9388063834,2825087.9388063834,2825087.9388063834,2825087.9388063834,2825087.9388063834,2825087.9388063834,2825087.9388063834,2825087.9388063834,2825087.9388063834,2825087.9388063834,2825087.9388063834,2825087.9388063834,2825087.9388063834,2825087.9388063834,2825087.9388063834
757,757,14808087.0,1.0,1.0,2672861.3111397526,2672861.3111397526,2672861.3111397526,2672861.3111397526,2672861.3111397526,2672861.3111397526,2672861.3111397526,2672861.3111397526,2672861.3111397526,2672861.3111397526,2672861.3111397526,2672861.3111397526,2672861.3111397526,2672861.3111397526,2672861.3111397526,2672861.3111397526,2672861.3111397526,2672861.3111397526,2672861.3111397526,2672861.3111397526,2826169.1394870565,2826169.1394870565,2826169.1394870565,2826169.1394870565,2826169.1394870565,2826169.1394870565,2826169.1394870565,2826169.1394870565,2826169.1394870565,2826169.1394870565,2826169.1394870565,2826169.1394870565,2826169.1394870565,2826169.1394870565,2826169.1394870565,2826169.1394870565,2826169.1394870565,2826169.1394870565,2826169.1394870565,2826169.1394870565
758,758,14809186.0,1.0,1.0,2635671.4657140393,2635671.4657140393,2635671.4657140393,2635671.4657140393,2635671.4657140393,2635671.4657140393,2635671.4657140393,2635671.4657140393,2635671.4657140393,2635671.4657140393,2635671.4657140393,2635671.4657140393,2635671.4657140393,2635671.4657140393,2635671.4657140393,2635671.4657140393,2635671.4657140393,2635671.4657140393,2635671.4657140393,2635671.4657140393,2863360.3999910583,2863360.3999910583,2863360.3999910583,2863360.3999910583,2863360.3999910583,2863360.3999910583,2863360.3999910583,2863360.3999910583,2863360.3999910583,2863360.3999910583,2863360.3999910583,2863360.3999910583,2863360.3999910583,2863360.3999910583,2863360.3999910583,2863360.3999910583,2863360.3999910583,2863360.3999910583,2863360.3999910583,2863360.3999910583
759,759,14818470.0,1.0,1.0,2645582.9744635057,2645582.9744635057,2645582.9744635057,2645582.9744635057,2645582.9744635057,2645582.9744635057,2645582.9744635057,2645582.9744635057,2645582.9744635057,2645582.9744635057,2645582.9744635057,2645582.9744635057,2645582.9744635057,2645582.9744635057,2645582.9744635057,2645582.9744635057,2645582.9744635057,2645582.9744635057,2645582.9744635057,2645582.9744635057,2853448.460061817,2853448.460061817,2853448.460061817,2853448.460061817,2853448.460061817,2853448.460061817,2853448.460061817,2853448.460061817,2853448.460061817,2853448.460061817,2853448.460061817,2853448.460061817,2853448.460061817,2853448.460061817,2853448.460061817,2853448.460061817,2853448.460061817,2853448.460061817,2853448.460061817,2853448.460061817
760,760,14831973.0,1.0,1.0,2694502.8647252033,2694502.8647252033,2694502.8647252033,2694502.8647252033,2694502.8647252033,2694502.8647252033,2694502.8647252033,2694502.8647252033,2694502.8647252033,2694502.8647252033,2694502.8647252033,2694502.8647252033,2694502.8647252033,2694502.8647252033,2694502.8647252033,2694502.8647252033,2694502.8647252033,2694502.8647252033,2694502.8647252033,2694502.8647252033,2804527.016942722,2804527.016942722,2804527.016942722,2804527.016942722,2804527.016942722,2804527.016942722,2804527.016942722,2804527.016942722,2804527.016942722,2804527.016942722,2804527.016942722,2804527.016942722,2804527.016942722,2804527.016942722,2804527.016942722,2804527.016942722,2804527.016942722,2804527.016942722,2804527.016942722,2804527.016942722
761,761,14835515.0,0.9999000099990001,1.0001,2881575.2814574395,2881575.2814574395,2881575.2814574395,2881575.2814574395,2881575.2814574395,2881575.2814574395,2881575.2814574395,2881575.2814574395,2881575.2814574395,2881575.2814574395,2881575.2814574395,2881575.2814574395,2881575.2814574395,2881575.2814574395,2881575.2814574395,2881575.2814574395,2881575.2814574395,2881575.2814574395,2881575.2814574395,2881575.2814574395,2617457.4864381226,2617457.4864381226,2617457.4864381226,2617457.4864381226,2617457.4864381226,2617457.4864381226,2617457.4864381226,2617457.4864381226,2617457.4864381226,2617457.4864381226,2617457.4864381226,2617457.4864381226,2617457.4864381226,2617457.4864381226,2617457.4864381226,2617457.4864381226,2617457.4864381226,2617457.4864381226,2617457.4864381226,2617457.4864381226
762,762,14838586.0,0.9999000099990001,1.0001,2844581.7205558755,2844581.7205558755,2844581.7205558755,2844581.7205558755,2844581.7205558755,2844581.7205558755,2844581.7205558755,2844581.7205558755,2844581.7205558755,2844581.7205558755,2844581.7205558755,2844581.7205558755,2844581.7205558755,2844581.7205558755,2844581.7205558755,2844581.7205558755,2844581.7205558755,2844581.7205558755,2844581.7205558755,2844581.7205558755,2654449.3668821137,2654449.3668821137,2654449.3668821137,2654449.3668821137,2654449.3668821137,2654449.3668821137,2654449.3668821137,2654449.3668821137,2654449.3668821137,2654449.3668821137,2654449.3668821137,2654449.3668821137,2654449.3668821137,2654449.3668821137,2654449.3668821137,2654449.3668821137,2654449.3668821137,2654449.3668821137,2654449.3668821137,2654449.3668821137
