,index,blocknum,p0vs1,p1vs0,DAI-slippagemap_01,DAI-slippagemap_2,DAI-slippagemap_3,DAI-slippagemap_4,DAI-slippagemap_5,DAI-slippagemap_6,DAI-slippagemap_7,DAI-slippagemap_8,DAI-slippagemap_9,DAI-slippagemap_10,DAI-slippagemap_11,WETH-slippagemap_01,WETH-slippagemap_2,WETH-slippagemap_3,WETH-slippagemap_4,WETH-slippagemap_5,WETH-slippagemap_6,WETH-slippagemap_7,WETH-slippagemap_8,WETH-slippagemap_9,WETH-slippagemap_10
1063,1063,13650286.0,0.00024079046854427765,4152.988305748138,205.5030201181287,545.4643127706772,890.3935856481158,1232.0422357626062,1602.8651671452483,1969.9985353203087,2332.713906836412,2742.853490188513,21336.58043227459,40597.69571896331,59684.35360426265,0.13055816377206866,0.1458725965027214,0.1610346557143838,0.17543706309092147,0.189696171482777,0.20381340615220417,0.21779017915658483,0.2316278879138547,0.24532791615597688,0.25832180692666845
1064,1064,13651167.0,0.00023999720925805388,4166.715117611067,260.68027414312894,600.6415667956775,945.5708396731161,1287.2194897876066,1658.0424211702484,2025.1757893453089,2387.891160861412,2798.0307442135136,21391.757686299592,40652.87297298831,59739.53085828765,0.11729321393213275,0.1326076466627855,0.14776970587444788,0.16217211325098554,0.17643122164284109,0.19054845631226824,0.2045252293166489,0.21836293807391877,0.23206296631604095,0.24505685708673255
1065,1065,13651752.0,0.00023970939971744123,4171.7179267010615,281.46384375545585,621.4251364080044,966.354409285443,1308.0030593999334,1678.8259907825754,2045.959358957636,2408.674730473739,2818.81431382584,21412.541255911918,40673.656542600635,59760.31442789998,0.1123077337053132,0.12762216643596594,0.14278422564762833,0.157186633024166,0.17144574141602154,0.18556297608544872,0.19953974908982935,0.21337745784709922,0.2270774860892214,0.240071376859913
1066,1066,13654983.0,0.0002278824406985893,4388.227530539129,23.72509935125565,90.45288375073153,156.51674967673767,499.89453758062405,839.8558302331726,1184.785103110611,1526.4337532251016,1897.2566846077436,2264.390052782804,2627.1054242989076,3037.2450076510086,0.03945303930305575,0.053712147694911276,0.06782938236433846,0.08180615536871909,0.09564386412598898,0.10934389236811115,0.12233778313880275,0.13520238935566425,0.1479389966857826,0.1605488792242458
1067,1067,13662458.0,0.00024086271290879577,4151.742658394189,199.58937426218208,539.5506669147306,884.4799397921691,1226.1285899066597,1596.9515212893016,1964.084889464362,2326.8002609804653,2736.9398443325667,21330.666786418646,40591.782073107366,59678.43995840671,0.13198236758546694,0.1472968003161197,0.16245885952778208,0.17686126690431975,0.1911203752961753,0.20523760996560245,0.2192143829699831,0.23305209172725297,0.24675211996937516,0.25974601074006676
1068,1068,13665651.0,0.00024016525771234918,4163.799583359057,249.08619449496317,589.0474871475118,933.9767600249503,1275.6254101394406,1646.4483415220827,2013.5817096971432,2376.2970812132467,2786.4366645653477,21380.163606651426,40641.278893340146,59727.93677863949,0.12007697209651158,0.13539140482716433,0.15055346403882672,0.16495587141536439,0.1792149798072199,0.19333221447664709,0.20730898748102772,0.2211466962382976,0.23484672448041977,0.2478406152511114
1069,1069,13667438.0,0.0002401892742381204,4163.3832450345535,248.08525339230357,588.0465460448521,932.9758189222907,1274.6244690367812,1645.447400419423,2012.5807685944835,2375.2961401105867,2785.435723462688,21379.162665548767,40640.277952237484,59726.935837536825,0.12031738770173658,0.13563182043238933,0.15079387964405172,0.1651962870205894,0.1794553954124449,0.1935726300818721,0.20754940308625272,0.2213871118435226,0.23508714008564477,0.24808103085633637
1070,1070,13672588.0,0.00023970939971744123,4171.7179267010615,281.43125261154137,621.3925452640899,966.3218181415285,1307.9704682560189,1678.793399638661,2045.9267678137214,2408.6421393298247,2818.7817226819257,21412.508664768004,40673.62395145672,59760.28183675606,0.11231554683047877,0.1276299795611315,0.1427920387727939,0.15719444614933156,0.1714535545411871,0.18557078921061426,0.1995475622149949,0.21338527097226478,0.22708529921438697,0.24007918998507857
1071,1071,13677108.0,0.00023675550286111162,4223.766661874094,29.145215605549332,372.5230035094357,712.4842961619843,1057.4135690394228,1399.0622191539132,1769.8851505365553,2137.018518711616,2499.733890227719,2909.8734735798203,21503.600415665896,40764.71570235462,0.039475315467064453,0.054637374678726834,0.06903978205526451,0.08329889044712004,0.09741612511654721,0.11139289812092784,0.12523060687819773,0.1389306351203199,0.1519245258910115,0.164789132107873
1072,1072,13683344.0,0.00022911627253569805,4364.596145584519,5.492073300662064,72.21985770013795,138.28372362614408,481.66151153003045,821.622804182579,1166.5520770600176,1508.200727174508,1879.02365855715,2246.1570267322104,2608.872398248314,3019.011981600415,0.043619466460877096,0.05787857485273262,0.07199580952215981,0.08597258252654044,0.09981029128381032,0.11351031952593249,0.1265042102966241,0.1393688165134856,0.15210542384360393,0.16471530638206716
1073,1073,13688825.0,0.00023611715707473133,4235.18566964407,38.07586894800727,381.45365685189364,721.4149495044422,1066.3442223818809,1407.992872496371,1778.8158038790132,2145.9491720540736,2508.664543570177,2918.804126922278,21512.531069008357,40773.64635569708,0.03736368028224967,0.05252573949391206,0.06692814687044972,0.08118725526230525,0.09530448993173243,0.10928126293611307,0.12311897169338296,0.13681899993550511,0.14981289070619672,0.16267749692305822
1074,1074,13689596.0,0.00024545807783200705,4074.015444235679,216.77015201201448,561.699424889453,903.3480750039434,1274.1710063865855,1641.3043745616458,2004.0197460777492,2414.1593294298505,21007.886271515927,40269.00155820465,59355.65944350399,78210.33227727438,0.1950009027816527,0.2104692400076154,0.22578367273826816,0.24094573194993055,0.2553481393264682,0.26960724771832373,0.28372448238775094,0.29770125539213155,0.31153896414940146,0.3252389923915236
1075,1075,13696077.0,0.00024545807783200705,4074.015444235679,216.7701985606101,561.6994714380487,903.348121552539,1274.171052935181,1641.3044211102415,2004.019792626345,2414.159375978446,21007.886318064524,40269.00160475324,59355.65949005258,78210.33232382298,0.1950008913556465,0.2104692285816092,0.22578366131226196,0.24094572052392435,0.255348127900462,0.26960723629231753,0.28372447096174475,0.29770124396612535,0.31153895272339527,0.3252389809655174
1076,1076,13700201.0,0.0002484211696092965,4025.4218333032823,12.335432262838504,357.26470514027704,698.9133552547675,1069.7362866374094,1436.86965481247,1799.5850263285733,2209.7246096806743,20803.451551766753,40064.566838455474,59151.224723754814,78005.89755752521,0.2454854267058923,0.260953763931855,0.27626819666250774,0.29143025587417015,0.3058326632507078,0.32009177164256336,0.3342090063119905,0.3481857793163712,0.36202348807364104,0.37572351631576323
1077,1077,13702219.0,0.00024548262363979025,4073.608083427336,214.79635643585215,559.7256293132907,901.3742794277812,1272.197210810423,1639.3305789854835,2002.045950501587,2412.185533853688,21005.912475939767,40267.02776262849,59353.68564792783,78208.35848169823,0.19548542670319877,0.2109537639291615,0.22626819665981424,0.24143025587147662,0.2558326632480143,0.2700917716398698,0.28420900630929696,0.2981857793136776,0.3120234880709475,0.32572351631306967
1078,1078,13705353.0,0.00023501006549322175,4255.136893397625,53.50818017539642,396.8859680792828,736.8472607318314,1081.77653360927,1423.4251837237603,1794.2481151064023,2161.381483281463,2524.0968547975663,2934.2364381496673,21527.963380235746,40789.07866692446,0.033728155209212685,0.04889021442087507,0.06329262179741274,0.07755173018926827,0.09166896485869544,0.10564573786307609,0.11948344662034596,0.13318347486246812,0.14617736563315975,0.15904197185002122
1079,1079,13712870.0,0.00022955198546444435,4356.311699838865,65.95131424517675,132.0151801711829,475.3929680750693,815.3542607276179,1160.2835336050564,1501.9321837195469,1872.755115102189,2239.888483277249,2602.6038547933526,3012.7434381454536,21606.47038023153,0.03065471719981747,0.045057124576355134,0.05931623296821066,0.07343346763763785,0.08741024064201848,0.10124794939928836,0.11494797764141053,0.12794186841210214,0.14080647462896362,0.15354308195908198
1080,1080,13714454.0,0.00022316935661727762,4480.901926490479,25.822809557213148,93.22118728768842,159.94897168716432,226.01283761317046,569.3906255170568,909.3519181696054,1254.2811910470439,1595.9298411615343,1966.7527725441764,2333.8861407192367,2696.60151223534,0.03742250723018598,0.05153974189961316,0.0655165149039938,0.07935422366126368,0.09305425190338586,0.10604814267407746,0.11891274889093895,0.13164935622105728,0.14425923875952051,0.15674365677889782
1081,1081,13720940.0,0.0002165523749557823,4617.820516649561,59.34979505953068,124.66462677007726,192.06300450055255,258.7907889000284,324.85465482603456,668.232442729921,1008.1937353824695,1353.1230082599081,1694.7716583743984,2065.5945897570405,2432.7279579321007,0.02980893782538674,0.04378571082976737,0.05762341958703726,0.07132344782915943,0.08431733859985104,0.09718194481671252,0.10991855214683087,0.12252843468529408,0.1350128527046714,0.14737305490857547
1082,1082,13725541.0,0.00021663900889977333,4615.973850132613,58.34839942000916,123.66323113055574,191.06160886103103,257.7893932605069,323.85325918651307,667.2310470903994,1007.192339742948,1352.1216126203865,1693.770262734877,2064.593194117519,2431.7265622925793,0.030025846552140065,0.044002619556520704,0.05784032831379059,0.07154035655591276,0.08453424732660436,0.09739885354346585,0.1101354608735842,0.12274534341204742,0.13522976143142473,0.1475899636353288
1083,1083,13734586.0,0.0002330676512383861,4290.599723670706,15.087497328925853,81.15136325493201,424.52915115881837,764.490443811367,1109.4197166888055,1451.068366803296,1821.891298185938,2189.0246663609983,2551.7400378771017,2961.8796212292027,21555.60656331528,0.04242021858422254,0.05682262596076021,0.07108173435261574,0.08519896902204292,0.09917574202642356,0.11301345078369343,0.12671347902581562,0.13970736979650722,0.1525719760133687,0.16530858334348705
1084,1084,13737251.0,0.00024062198261740652,4155.896269835075,216.78164507195214,556.7429377245007,901.6722106019392,1243.3208607164297,1614.1437920990718,1981.277160274132,2343.9925317902353,2754.1321151423367,21347.859057228416,40608.974343917136,59695.63222921648,0.12784325158293106,0.1431576843135838,0.1583197435252462,0.17272215090178386,0.1869812592936394,0.20109849396306656,0.21507526696744722,0.22891297572471708,0.24261300396683927,0.25560689473753084
1085,1085,13738578.0,0.00025275602751612385,3956.3843831032195,59.845091236834854,401.4937413513253,772.3166727339673,1139.4500409090276,1502.165412425131,1912.3049957772323,20506.03193786331,39767.14722455203,58853.80510985137,77708.47794362177,78052.94382569546,0.24006923753121118,0.3220925507709435,0.3375608879969062,0.35287532072755895,0.36803737993922137,0.382439787315759,0.3966988957076145,0.41081613037704173,0.42479290338142234,0.43863061213869226
1086,1086,13740876.0,0.00025004108523996103,3999.3427441746767,245.8830177768452,587.5316678913356,958.3545992739777,1325.487967449038,1688.2033389651415,2098.3429223172425,20692.069864403322,39953.18515109204,59039.84303639138,77894.51587016178,78238.98175223547,0.1932993602292325,0.2753226734689648,0.2907910106949275,0.30610544342558027,0.32126750263724263,0.3356699100137803,0.34992901840563584,0.364046253075063,0.37802302607944366,0.3918607348367135
1087,1087,13741486.0,0.0002471822256483214,4045.5983328783127,96.67242175788354,441.6016946353221,783.2503447498125,1154.0732761324546,1521.206644307515,1883.9220158236183,2294.0615991757195,20887.788541261798,40148.90382795052,59235.56171324986,78090.23454702026,0.22458493795932435,0.24005327518528707,0.2553677079159398,0.27052976712760224,0.2849321745041399,0.2991912828959954,0.3133085175654226,0.3272852905698032,0.34112299932707313,0.35482302756919526
1088,1088,13744343.0,0.00024163466946470555,4138.478978266259,144.71342107624147,484.67471372879004,829.6039866062285,1171.252636720719,1542.075568103361,1909.2089362784216,2271.924307794525,2682.063891146626,21275.790833232702,40536.90611992143,59623.56400522077,0.14522174725646206,0.1605361799871148,0.1756982391987772,0.19010064657531486,0.20435975496717038,0.21847698963659756,0.2324537626409782,0.24629147139824809,0.25999149964037027,0.27298539041106185
1089,1089,13745958.0,0.0002402373144948608,4162.550693270392,244.56060456207516,584.5218972146237,929.4511700920623,1271.0998202065527,1641.9227515891946,2009.056119764255,2371.7714912803585,2781.9110746324595,21375.638016718538,40636.753303407255,59723.411188706596,0.12116408289493721,0.13647851562558996,0.15164057483725235,0.16604298221379002,0.18030209060564553,0.19441932527507272,0.20839609827945335,0.22223380703672324,0.23593383527884543,0.24892772604953703
1090,1090,13751523.0,0.00024482074758395907,4084.6211355394175,260.8178586324408,605.7471315098793,947.3957816243698,1318.2187130070117,1685.3520811820722,2048.0674526981757,2458.2070360502767,21051.933978136356,40313.04926482507,59399.70715012441,78254.37998389482,0.18420274567320372,0.19967108289916644,0.21498551562981918,0.23014757484148157,0.24454998221801924,0.2588090906098748,0.27292632527930194,0.2869030982836826,0.30074080704095246,0.31444083528307465
1091,1091,13754571.0,0.0002447962679571634,4085.029597652971,262.57269849978366,607.5019713772222,949.1506214917126,1319.9735528743547,1687.106921049415,2049.822292565518,2459.9618759176196,21053.6888180037,40314.80410469242,59401.46198999176,78256.13482376216,0.18377313017055302,0.19924146739651574,0.2145559001271685,0.22971795933883085,0.24412036671536852,0.25837947510722403,0.27249670977665125,0.28647348278103185,0.30031119153830177,0.3140112197804239
1092,1092,13755293.0,0.00023355758305817378,4281.599367942265,8.16975505318785,74.233620979194,417.61140888308034,757.572701535629,1102.5019744130675,1444.150624527558,1814.9735559101998,2182.1069240852603,2544.8222956013637,2954.9618789534647,21548.68882103954,0.04403429568554443,0.058436703062082096,0.07269581145393762,0.0868130461233648,0.10078981912774544,0.11462752788501532,0.1283275561271375,0.1413214468978291,0.15418605311469058,0.16692266044480894
1093,1093,13757785.0,0.0002276774490114696,4392.178515447191,26.745395650641527,93.4731800501174,159.53704597612355,502.91483388000995,842.8761265325585,1187.805399409997,1529.4540495244876,1900.2769809071294,2267.41034908219,2630.1257205982934,3040.2653039503944,0.03876505015167456,0.053024158543530084,0.06714139321295726,0.0811181662173379,0.09495587497460778,0.10865590321672995,0.12164979398742155,0.13451440020428304,0.1472510075344014,0.1598608900728646
1094,1094,13759496.0,0.0002276774490114696,4392.178515447191,26.745395650641527,93.4731800501174,159.53704597612355,502.91483388000995,842.8761265325585,1187.805399409997,1529.4540495244876,1900.2769809071294,2267.41034908219,2630.1257205982934,3040.2653039503944,0.03876505015167456,0.053024158543530084,0.06714139321295726,0.0811181662173379,0.09495587497460778,0.10865590321672995,0.12164979398742155,0.13451440020428304,0.1472510075344014,0.1598608900728646
1095,1095,13762432.0,0.00022849852382279855,4376.395887684174,14.627888572296586,81.35567297177246,147.4195388977786,490.797326801665,830.7586194542135,1175.6878923316522,1517.3365424461426,1888.1594738287845,2255.292842003845,2618.008213519948,3028.1477968720496,0.04152901649016115,0.055788124882016676,0.06990535955144385,0.0838821325558245,0.09771984131309437,0.11141986955521654,0.12441376032590815,0.13727836654276965,0.15001497387288798,0.1626248564113512
1096,1096,13764621.0,0.00022952903256118825,4356.747331008849,66.11573234279977,132.17959826880593,475.5573861726923,815.5186788252408,1160.4479517026793,1502.0966018171698,1872.919533199812,2240.0529013748724,2602.768272890976,3012.907856243077,21606.634798329156,0.03061697443254772,0.04501938180908539,0.05927849020094092,0.07339572487036809,0.08737249787474873,0.10121020663201862,0.11491023487414079,0.1279041256448324,0.1407687318616939,0.15350533919181222
1097,1097,13767270.0,0.00022952903256118825,4356.747331008849,398512.8672942306,796713.1095332695,797056.4873211734,797396.448613826,797741.3778867035,798083.0265368179,798453.8494682006,798820.9828363756,799183.6982078917,799593.8377912438,818187.5647333299,184.5439479627499,184.55835037012645,184.5726094785183,184.58672671318772,184.6007034861921,184.61454119494937,184.62824122319148,184.64123511396218,184.65409972017903,184.66683632750917
1098,1098,13767771.0,0.00022776853365263184,4390.422083171035,152106.94676041906,554308.960516413,952509.2027554519,952852.5805433558,953192.5418360083,953537.4711088857,953879.1197590003,954249.9426903828,954617.076058558,954979.791430074,955389.9310134262,148.93298779947233,148.94724690786418,148.96136414253363,148.975340915538,148.98917862429528,149.0028786525374,149.0158725433081,149.02873714952494,149.04147375685505,149.05408363939353
1099,1099,13768420.0,0.00022520936371912711,4440.312709409203,383399.73699505406,785601.750751048,1183801.9929900868,1184145.3707779907,1184485.3320706433,1184830.2613435208,1185171.9099936353,1185542.7329250178,1185909.8662931928,1186272.5816647091,1186682.7212480612,96.5457480371221,96.56000714551395,96.57412438018338,96.58810115318776,96.60193886194503,96.61563889018716,96.62863278095784,96.64149738717471,96.65423399450482,96.66684387704329
1100,1100,13769675.0,0.00022719985190047782,4401.411319748739,204205.11273202905,606407.126488023,1004607.3687270619,1004950.7465149658,1005290.7078076183,1005635.6370804957,1005977.2857306103,1006348.1086619928,1006715.242030168,1007077.957401684,1007488.0969850362,137.08083727484023,137.0950963832321,137.10921361790153,137.1231903909059,137.13702809966318,137.1507281279053,137.163722018676,137.17658662489285,137.18932323222296,137.20193311476143
1101,1101,13770220.0,0.00022909336319937808,4365.032605199079,35947.58916086035,438149.6029168542,836349.8451558931,836693.222943797,837033.1842364495,837378.113509327,837719.7621594415,838090.5850908242,838457.7184589992,838820.4338305154,839230.5734138674,175.46873133576466,175.4829904441565,175.49710767882596,175.51108445183033,175.5249221605876,175.53862218882972,175.5516160796004,175.56448068581727,175.57721729314738,175.58982717568585
1102,1102,13770945.0,0.00023088718856726354,4331.119479627054,279601.0567259775,677801.2989650165,678144.6767529204,678484.6380455729,678829.5673184503,679171.2159685649,679542.0388999474,679909.1722681226,680271.8876396386,680682.0272229908,699275.7541650768,211.9204528191927,211.93485522656923,211.94911433496108,211.96323156963052,211.9772083426349,211.99104605139217,212.0047460796343,212.017739970405,212.03060457662184,212.04334118395195
1103,1103,13771573.0,0.00023213728911542994,4307.795631673597,170695.80881393544,568896.0510529744,569239.4288408783,569579.3901335308,569924.3194064082,570265.9680565228,570636.7909879053,571003.9243560805,571366.6397275965,571776.7793109487,590370.5062530347,237.13531127125384,237.14971367863038,237.16397278702223,237.17809002169167,237.19206679469605,237.20590450345333,237.21960453169544,237.23259842246614,237.245463028683,237.2581996360131
1104,1104,13773165.0,0.0002377281443441786,4206.485533123153,15.717399263200955,359.0951871670873,699.0564798196359,1043.9857526970745,1385.6344028115648,1756.4573341942069,2123.590702369267,2486.3060738853706,2896.445657237472,21490.17259932355,40751.287886012266,0.04266106880162954,0.05782312801329801,0.07222553538983568,0.08648464378169121,0.10060187845111838,0.11457865145549902,0.1284163602127689,0.14211638845489108,0.15511027922558268,0.16797488544244418
1105,1105,13775991.0,0.00024435605299753745,4092.3889043586646,293.86145213833294,638.7907250157715,980.439375130262,1351.262306512904,1718.3956746879644,2081.111046204068,2491.250629556169,21084.97757164225,40346.092858330965,59432.750743630306,78287.42357740071,0.17612051378862323,0.19158885101459214,0.20690328374525105,0.22206534295691951,0.23646775033345718,0.2507268587253127,0.2648440933947399,0.2788208663991205,0.29265857515639043,0.30635860339851256
1106,1106,13777741.0,0.00024420949066682917,4094.8449516414694,303.7614521378006,648.6907250152391,990.3393751297295,1361.1623065123715,1728.295674687432,2091.0110462035354,2501.1506295556364,21094.877571641715,40355.992858330435,59442.650743629776,78297.32357740018,0.17370208963600467,0.1891704268619736,0.2044848595926325,0.21964691880430098,0.23404932618083865,0.24830843457269416,0.26242566924212135,0.27640244224650196,0.2902401510037719,0.30394017924589406
1107,1107,13779966.0,0.0002467623938141247,4052.4813548099078,125.62682982549374,470.55610270293226,812.2047528174227,1183.0276842000646,1550.161052375125,1912.8764238912286,2323.0160072433296,20916.742949329408,40177.858236018124,59264.516121317465,78119.18895508787,0.21743336568334484,0.23290170290931375,0.24821613563997266,0.26337819485164116,0.2777806022281788,0.2920397106200343,0.3061569452894615,0.32013371829384213,0.33397142705111205,0.3476714552932342
1108,1108,13780609.0,0.0002622040114673731,3813.8241837098412,124.31048838233706,491.44385655739745,854.1592280735008,1264.298811425602,19858.02575351168,39119.1410402004,58205.79892549974,77060.47175927013,77404.93764134383,77744.92368976133,78081.52698187785,0.24682653667660717,0.33258284360528917,0.41543046342008266,0.497453776659815,0.5129221138857839,0.5282365466164428,0.5433986058281113,0.5578010132046489,0.5720601215965045,0.5861773562659317
1109,1109,13781170.0,0.00025873995832832893,3864.8842894650493,0.9618409554385708,371.7847723380806,738.918140513141,1101.6335120292442,1511.7730953813455,20105.500037467424,39366.61532415614,58453.27320945548,77307.94604322588,77652.41192529957,77992.39797371706,0.25969130911790456,0.34253892893269805,0.4245622421724304,0.4400305793983993,0.4553450121290582,0.47050707134072667,0.4849094787172643,0.4991685871091198,0.513285821778547,0.5272625947829277
1110,1110,13782009.0,0.0002483466581612001,4026.629580619953,17.32768959287879,362.2569624703173,703.9056125848077,1074.7285439674497,1441.8619121425102,1804.5772836586136,2214.716867010715,20808.443809096792,40069.55909578551,59156.21698108485,78010.88981485525,0.24424533944385307,0.259713676669822,0.2750281094004809,0.29019016861214936,0.30459257598868705,0.31885168438054257,0.3329689190499697,0.3469456920543504,0.36078340081162025,0.37448342905374243
1111,1111,13791953.0,0.0002449921735281944,4081.763044095436,248.4115544630274,593.3408273404659,934.9894774549564,1305.8124088375985,1672.9457770126587,2035.6611485287622,2445.800731880863,21039.527673966943,40300.64296065566,59387.300845955004,78241.9736797254,0.18724128819630623,0.20270962542227516,0.21802405815293407,0.23318611736460254,0.2475885247411402,0.26184763313299575,0.2759648678024229,0.28994164080680357,0.30377934956407343,0.3174793778061956
1112,1112,13792750.0,0.0002440142109604153,4098.121974388709,316.56240877787536,661.4916816553139,1003.1403317698043,1373.9632631524464,1741.0966313275067,2103.81200284361,2513.951586195711,21107.678528281787,40368.79381497051,59455.45170026985,78310.12453404025,0.17057708354254292,0.18604542076851185,0.20135985349917074,0.21652191271083923,0.2309243200873769,0.2451834284792324,0.25930066314865957,0.27327743615304023,0.2871151449103101,0.3008151731524323
1113,1113,13794035.0,0.00024460051904008666,4088.2987653681707,276.0419917208426,620.9712645982811,962.6199147127716,1333.4428460954136,1700.5762142704739,2063.2915857865773,2473.4311691386783,21067.158111224755,40328.27339791347,59414.93128321282,78269.60411698322,0.18047708354307623,0.19594542076904517,0.21125985349970408,0.22642191271137255,0.24082432008791022,0.25508342847976573,0.26920066314919294,0.28317743615357355,0.29701514491084346,0.3107151731529656
1114,1114,13794687.0,0.00024634327505211,4059.3760872443786,155.35712866613025,500.2864015435688,841.9350516580593,1212.7579830407012,1579.8913512157617,1942.606722731865,2352.7463060839664,20946.473248170045,40207.58853485876,59294.2464201581,78148.9192539285,0.2101028335446722,0.22557117077064112,0.24088560350130003,0.25604766271296847,0.27045007008950617,0.2847091784813617,0.2988264131507889,0.3128031861551695,0.3266408949124394,0.34034092315456155
1115,1115,13796450.0,0.00024780092332795105,4035.497473415603,55.15624419649555,400.0855170739341,741.7341671884245,1112.5570985710665,1479.690466746127,1842.4058382622302,2252.5454216143316,20846.27236370041,40107.38765038913,59194.04553568847,78048.71836945887,0.2348605218988738,0.2503288591248427,0.2656432918555016,0.2808053510671701,0.2952077584437078,0.3094668668355633,0.32358410150499045,0.3375608745093711,0.351398583266641,0.36509861150876316
1116,1116,13797984.0,0.0002583779939187927,3870.2986459222084,24.53117037524289,395.3541017578849,762.4874699329453,1125.2028414490487,1535.3424248011497,20129.069366887226,39390.18465357595,58476.84253887529,77331.51537264569,77675.98125471937,78015.96730313687,0.2535969421538747,0.3364445619686682,0.4184678752084005,0.4339362124343694,0.44925064516502833,0.4644127043766968,0.4788151117532345,0.49307422014509,0.5071914548145172,0.5211682278188978
1117,1117,13799304.0,0.0002637291370678968,3791.7691276658256,17.882066834891543,385.01543500995194,747.7308065260553,1157.8703898781564,19751.597331964233,39012.71261865296,58099.3705039523,76954.0433377227,77298.50921979638,77638.49526821388,77975.0985603304,0.27481499256611985,0.3605712994948019,0.44341891930959537,0.5254422325493276,0.5409105697752966,0.5562250025059555,0.571387061717624,0.5857894690941616,0.6000485774860171,0.6141658121554443
1118,1118,13801732.0,0.00026913727503898504,3715.5760005935563,12.681332377825722,375.39670389392904,785.5362872460303,19379.263229332108,38640.37851602083,57727.03640132017,76581.70923509057,76926.17511716425,77266.16116558175,77602.76445769827,77906.12128343433,0.28735736558960606,0.37401387556176935,0.4597701824904514,0.5426178023052448,0.6246411155449771,0.6401094527709461,0.655423885501605,0.6705859447132735,0.6849883520898111,0.6992474604816666
1119,1119,13802319.0,0.0002690565500020189,3716.6907848647293,16.64968583253285,379.3650573486362,789.5046407007374,19383.231582786815,38644.346869475536,57731.004754774876,76585.67758854528,76930.14347061896,77270.12951903646,77606.73281115298,77910.08963688902,0.2862894434979928,0.3729459534701561,0.45870226039883805,0.5415498802136316,0.6235731934533639,0.6390415306793328,0.6543559634099917,0.6695180226216602,0.6839204299981978,0.6981795383900534
1120,1120,13805039.0,0.0002637818855326017,3791.0108875782016,14.564266060440284,381.6976342355007,744.413005751604,1154.5525891037053,19748.279531189783,39009.3948178785,58096.05270317785,76950.72553694824,77295.19141902194,77635.17746743943,77971.78075955596,0.2756900990235848,0.36144640595226685,0.44429402576706034,0.5263173390067927,0.5417856762327616,0.5571001089634204,0.572262168175089,0.5866645755516267,0.6009236839434822,0.6150409186129093
1121,1121,13806078.0,0.0002637818855326017,3791.0108875782016,13.46918608643381,380.6025542614942,743.3179257775976,1153.4575091296988,2087.679389240066,3864.996163152477,5150.767583936973,6381.666780049719,6726.132662123407,7066.118710540901,7402.722002657426,0.2759789729457183,0.36173527987440035,0.44458289968919384,0.5266062129289262,0.542074550154895,0.5573889828855539,0.5725510420972224,0.5869534494737602,0.6012125578656157,0.6153297925350428
1122,1122,13808161.0,0.0002612618210950089,3827.5780051167367,56.46385220620649,164.46665415708773,270.629728606195,426.7696235568152,1109.519026406939,2637.8653955148725,3677.143584443268,4664.0020733639085,4766.855374565191,4867.63280416884,4967.407529436316,0.06151372632015033,0.08088306373971495,0.0980042427348183,0.11495507162873572,0.13042340885470466,0.14573784158536354,0.160899900797032,0.17530230817356968,0.18956141656542522,0.2036786512348524
1123,1123,13812392.0,0.00024323465242147163,4111.256311733174,6.397348574536289,76.65329745904083,154.56070405718626,231.84427330952838,340.9324660173837,448.93526796826495,555.0983424173722,711.2382373679924,1393.9876402181164,2922.33400932605,3961.6121982544455,0.04798274026952114,0.06329717300018003,0.07845923221184851,0.09286163958838618,0.10712074798024171,0.12123798264966888,0.13521475565404953,0.1490524644113194,0.16275249265344158,0.17574638342413318
1124,1124,13814328.0,0.0002488438236194085,4018.5847711833876,74.09157675496685,151.37514600730898,260.46333871516435,368.4661406660456,474.6292151151528,630.769110065773,1313.518512915897,2841.8648820238304,3881.143070952226,4868.001559872867,4970.854861074149,0.03743967048590493,0.054390499379822356,0.06985883660579129,0.08517326933645018,0.10033532854811865,0.11473773592465632,0.12899684431651184,0.14311407898593903,0.15709085199031966,0.17092856074758955
1125,1125,13820993.0,0.0002496163977157448,4006.1470686664106,62.187343097707945,139.47091235005007,248.55910505790544,356.56190700878665,462.72498145789393,618.8648764085141,1301.6142792586381,2829.9606483665716,3869.238837294967,4856.097326215608,4958.95062741689,0.040406700486065206,0.057357529379982626,0.07282586660595156,0.08814029933661045,0.10330235854827892,0.11770476592481659,0.13196387431667211,0.1460811089860993,0.16005788199047993,0.17389559074774982
1126,1126,13822645.0,0.00025235196141414453,3962.719347993739,19.51467955992932,96.79824881227145,205.88644152012682,313.88924347100806,420.0523179201153,576.1922128707355,1258.9416157208593,2787.287984828793,3826.566173757188,4813.424662677829,4916.277963879112,0.051117192115198655,0.06806802100911608,0.08353635823508501,0.09885079096574391,0.11401285017741238,0.12841525755395006,0.14267436594580557,0.15679160061523276,0.1707683736196134,0.18460608237688328
1127,1127,13827702.0,0.00025364217916640637,3942.5619322720477,77.28232382480095,186.3705165326563,294.37331848353756,400.5363929326448,556.676287883265,1239.4256907333888,2767.7720598413225,3807.0502487697177,4793.908737690358,4896.76203889164,4997.539468495291,0.03897202664949365,0.056093205644597,0.07304403453851442,0.08851237176448336,0.10382680449514226,0.11898886370681072,0.1333912710833484,0.14765037947520393,0.1617676141446311,0.17574438714901172
