,index,blocknum,p0vs1,p1vs0,USDP-slippagemap_01,USDP-slippagemap_2,USDP-slippagemap_3,USDP-slippagemap_4,USDP-slippagemap_5,USDP-slippagemap_6,USDP-slippagemap_7,USDP-slippagemap_8,USDP-slippagemap_9,USDP-slippagemap_10,USDP-slippagemap_11,USDP-slippagemap_12,USDP-slippagemap_13,USDP-slippagemap_14,USDP-slippagemap_15,USDP-slippagemap_16,USDP-slippagemap_17,USDP-slippagemap_18,USDP-slippagemap_19,USDP-slippagemap_20,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10,USDC-slippagemap_11,USDC-slippagemap_12,USDC-slippagemap_13,USDC-slippagemap_14,USDC-slippagemap_15,USDC-slippagemap_16,USDC-slippagemap_17,USDC-slippagemap_18,USDC-slippagemap_19,USDC-slippagemap_20
10,10,12677965.0,0.9999026535686368,1.0000973559086135,521299.98537843575,1018806.5730343617,1513831.8701901913,2006387.99158907,2496487.921319498,2545363.0265611494,2545363.0265611494,2545363.0265611494,2545363.0265611494,2545363.0265611494,2545363.0265611494,2545363.0265611494,2545363.0265611494,2545363.0265611494,2545363.0265611494,2545363.0265611494,2545363.0265611494,2545363.0265611494,2545363.0265611494,2545363.0265611494,578637.4973125359,1075847.1024580048,1570576.7155473807,2062838.5141176968,2552645.6231339755,2552645.6231339755,2552645.6231339755,2552645.6231339755,2552645.6231339755,2552645.6231339755,2552645.6231339755,2552645.6231339755,2552645.6231339755,2552645.6231339755,2552645.6231339755,2552645.6231339755,2552645.6231339755,2552645.6231339755,2552645.6231339755,2552645.6231339755
11,11,12679975.0,0.9997027030310036,1.0002973853807686,531865.972783769,1029372.560439695,1524397.8575955248,2016953.9789944033,2507053.9087248314,2555929.0139664826,2555929.0139664826,2555929.0139664826,2555929.0139664826,2555929.0139664826,2555929.0139664826,2555929.0139664826,2555929.0139664826,2555929.0139664826,2555929.0139664826,2555929.0139664826,2555929.0139664826,2555929.0139664826,2555929.0139664826,2555929.0139664826,568072.8581807218,1065282.4633261908,1560012.0764155665,2052273.8749858825,2542080.9840021613,2542080.9840021613,2542080.9840021613,2542080.9840021613,2542080.9840021613,2542080.9840021613,2542080.9840021613,2542080.9840021613,2542080.9840021613,2542080.9840021613,2542080.9840021613,2542080.9840021613,2542080.9840021613,2542080.9840021613,2542080.9840021613,2542080.9840021613
12,12,12680949.0,1.0007028557202362,0.9992976379389561,532105.4766399257,1029362.9266179774,1524140.717998648,2016450.894198496,2506305.4411790418,2506305.4411790418,2506305.4411790418,2506305.4411790418,2506305.4411790418,2506305.4411790418,2506305.4411790418,2506305.4411790418,2506305.4411790418,2506305.4411790418,2506305.4411790418,2506305.4411790418,2506305.4411790418,2506305.4411790418,2506305.4411790418,2506305.4411790418,567851.9004859317,1065309.6859486098,1560286.636751091,2052794.8928802826,2542847.0265581696,2591717.557959019,2591717.557959019,2591717.557959019,2591717.557959019,2591717.557959019,2591717.557959019,2591717.557959019,2591717.557959019,2591717.557959019,2591717.557959019,2591717.557959019,2591717.557959019,2591717.557959019,2591717.557959019,2591717.557959019
13,13,12682706.0,1.0005027451661754,0.9994975074595204,540660.042624716,1037917.4926027677,1532695.2839834383,2025005.460183286,2514860.007163832,2514860.007163832,2514860.007163832,2514860.007163832,2514860.007163832,2514860.007163832,2514860.007163832,2514860.007163832,2514860.007163832,2514860.007163832,2514860.007163832,2514860.007163832,2514860.007163832,2514860.007163832,2514860.007163832,2514860.007163832,559291.5876686452,1056749.3731313231,1551726.3239338044,2044234.5800629961,2534286.713740883,2583157.2451417325,2583157.2451417325,2583157.2451417325,2583157.2451417325,2583157.2451417325,2583157.2451417325,2583157.2451417325,2583157.2451417325,2583157.2451417325,2583157.2451417325,2583157.2451417325,2583157.2451417325,2583157.2451417325,2583157.2451417325,2583157.2451417325
14,14,12684464.0,0.999602742756728,1.0003974151193067,535861.5070540918,1033368.0947100178,1528393.3918658474,2020949.513264726,2511049.4429951543,2559924.548236805,2559924.548236805,2559924.548236805,2559924.548236805,2559924.548236805,2559924.548236805,2559924.548236805,2559924.548236805,2559924.548236805,2559924.548236805,2559924.548236805,2559924.548236805,2559924.548236805,2559924.548236805,2559924.548236805,564078.4138088109,1061288.01895428,1556017.6320436557,2048279.4306139718,2538086.5396302505,2538086.5396302505,2538086.5396302505,2538086.5396302505,2538086.5396302505,2538086.5396302505,2538086.5396302505,2538086.5396302505,2538086.5396302505,2538086.5396302505,2538086.5396302505,2538086.5396302505,2538086.5396302505,2538086.5396302505,2538086.5396302505,2538086.5396302505
15,15,12684989.0,1.0010030965990384,0.9989979085954415,1553640.9582473082,3049721.7581146546,4538342.097373655,6019538.210623264,7493346.159599513,7493346.159599513,7493346.159599513,7493346.159599513,7493346.159599513,7493346.159599513,7493346.159599513,7493346.159599513,7493346.159599513,7493346.159599513,7493346.159599513,7493346.159599513,7493346.159599513,7493346.159599513,7493346.159599513,7493346.159599513,1755804.896505393,3252488.4386184206,4741707.981744747,6223500.051031101,7697902.472074513,7844937.501336222,7844937.501336222,7844937.501336222,7844937.501336222,7844937.501336222,7844937.501336222,7844937.501336222,7844937.501336222,7844937.501336222,7844937.501336222,7844937.501336222,7844937.501336222,7844937.501336222,7844937.501336222,7844937.501336222
16,16,12685725.0,1.0007028557202362,0.9992976379389561,1598056.656872448,3094137.4567397945,4582757.795998795,6063953.909248404,7537761.858224653,7537761.858224653,7537761.858224653,7537761.858224653,7537761.858224653,7537761.858224653,7537761.858224653,7537761.858224653,7537761.858224653,7537761.858224653,7537761.858224653,7537761.858224653,7537761.858224653,7537761.858224653,7537761.858224653,7537761.858224653,1711348.1733992922,3208031.71551232,4697251.258638646,6179043.327925,7653445.748968412,7800480.778230121,7800480.778230121,7800480.778230121,7800480.778230121,7800480.778230121,7800480.778230121,7800480.778230121,7800480.778230121,7800480.778230121,7800480.778230121,7800480.778230121,7800480.778230121,7800480.778230121,7800480.778230121,7800480.778230121
17,17,12686440.0,1.0005027451661754,0.9994975074595204,1636975.1559794804,3133055.9558468265,4621676.295105827,6102872.408355437,7576680.357331685,7576680.357331685,7576680.357331685,7576680.357331685,7576680.357331685,7576680.357331685,7576680.357331685,7576680.357331685,7576680.357331685,7576680.357331685,7576680.357331685,7576680.357331685,7576680.357331685,7576680.357331685,7576680.357331685,7576680.357331685,1672404.4900736562,3169088.0321866837,4658307.57531301,6140099.644599364,7614502.065642776,7761537.094904485,7761537.094904485,7761537.094904485,7761537.094904485,7761537.094904485,7761537.094904485,7761537.094904485,7761537.094904485,7761537.094904485,7761537.094904485,7761537.094904485,7761537.094904485,7761537.094904485,7761537.094904485,7761537.094904485
18,18,12686994.0,0.9998026733013067,1.0001973656442043,1593626.1290893417,3090456.500625062,4579821.501704791,6061757.58152525,7536303.804851604,7683352.595265417,7683352.595265417,7683352.595265417,7683352.595265417,7683352.595265417,7683352.595265417,7683352.595265417,7683352.595265417,7683352.595265417,7683352.595265417,7683352.595265417,7683352.595265417,7683352.595265417,7683352.595265417,7683352.595265417,1715719.3120644486,3211656.1628860785,4700131.549833997,6181182.111030664,7654847.335091422,7654847.335091422,7654847.335091422,7654847.335091422,7654847.335091422,7654847.335091422,7654847.335091422,7654847.335091422,7654847.335091422,7654847.335091422,7654847.335091422,7654847.335091422,7654847.335091422,7654847.335091422,7654847.335091422,7654847.335091422
19,19,12687668.0,1.000302674628223,0.9996974169559872,1511059.3483798117,3007889.7199155316,4497254.720995261,5979190.80081572,7453737.0241420735,7600785.814555887,7600785.814555887,7600785.814555887,7600785.814555887,7600785.814555887,7600785.814555887,7600785.814555887,7600785.814555887,7600785.814555887,7600785.814555887,7600785.814555887,7600785.814555887,7600785.814555887,7600785.814555887,7600785.814555887,1798293.0557563,3294229.90657793,4782705.293525849,6263755.854722516,7737421.078783274,7737421.078783274,7737421.078783274,7737421.078783274,7737421.078783274,7737421.078783274,7737421.078783274,7737421.078783274,7737421.078783274,7737421.078783274,7737421.078783274,7737421.078783274,7737421.078783274,7737421.078783274,7737421.078783274,7737421.078783274
20,20,12688440.0,1.0002026543627869,0.9997973866976828,1531368.3364126517,3028198.707948372,4517563.709028101,5999499.78884856,7474046.012174913,7621094.802588727,7621094.802588727,7621094.802588727,7621094.802588727,7621094.802588727,7621094.802588727,7621094.802588727,7621094.802588727,7621094.802588727,7621094.802588727,7621094.802588727,7621094.802588727,7621094.802588727,7621094.802588727,7621094.802588727,1777978.163250543,3273915.014072173,4762390.401020092,6243440.962216758,7717106.186277517,7717106.186277517,7717106.186277517,7717106.186277517,7717106.186277517,7717106.186277517,7717106.186277517,7717106.186277517,7717106.186277517,7717106.186277517,7717106.186277517,7717106.186277517,7717106.186277517,7717106.186277517,7717106.186277517,7717106.186277517
21,21,12688958.0,1.000102644098377,0.9998973664363527,1538719.6871364464,3035550.0586721664,4524915.059751895,6006851.139572355,7481397.362898708,7628446.153312522,7628446.153312522,7628446.153312522,7628446.153312522,7628446.153312522,7628446.153312522,7628446.153312522,7628446.153312522,7628446.153312522,7628446.153312522,7628446.153312522,7628446.153312522,7628446.153312522,7628446.153312522,7628446.153312522,1770625.3495033411,3266562.200324971,4755037.58727289,6236088.148469557,7709753.372530315,7709753.372530315,7709753.372530315,7709753.372530315,7709753.372530315,7709753.372530315,7709753.372530315,7709753.372530315,7709753.372530315,7709753.372530315,7709753.372530315,7709753.372530315,7709753.372530315,7709753.372530315,7709753.372530315,7709753.372530315
22,22,12690074.0,1.000102644098377,0.9998973664363527,1546081.6368868437,3042912.008422564,4532277.009502293,6014213.089322752,7488759.312649106,7635808.103062919,7635808.103062919,7635808.103062919,7635808.103062919,7635808.103062919,7635808.103062919,7635808.103062919,7635808.103062919,7635808.103062919,7635808.103062919,7635808.103062919,7635808.103062919,7635808.103062919,7635808.103062919,7635808.103062919,1763262.2937476041,3259199.144569234,4747674.531517153,6228725.09271382,7702390.316774578,7702390.316774578,7702390.316774578,7702390.316774578,7702390.316774578,7702390.316774578,7702390.316774578,7702390.316774578,7702390.316774578,7702390.316774578,7702390.316774578,7702390.316774578,7702390.316774578,7702390.316774578,7702390.316774578,7702390.316774578
23,23,12690591.0,1.0002026543627869,0.9997973866976828,1525562.7030987502,3022393.07463447,4511758.0757142,5993694.155534659,7468240.378861012,7615289.169274826,7615289.169274826,7615289.169274826,7615289.169274826,7615289.169274826,7615289.169274826,7615289.169274826,7615289.169274826,7615289.169274826,7615289.169274826,7615289.169274826,7615289.169274826,7615289.169274826,7615289.169274826,7615289.169274826,1783785.2052365495,3279722.056058179,4768197.443006098,6249248.0042027645,7722913.228263523,7722913.228263523,7722913.228263523,7722913.228263523,7722913.228263523,7722913.228263523,7722913.228263523,7722913.228263523,7722913.228263523,7722913.228263523,7722913.228263523,7722913.228263523,7722913.228263523,7722913.228263523,7722913.228263523,7722913.228263523
24,24,12691439.0,1.000402704895686,0.999597457210266,1647661.4009654634,3143742.20083281,4632362.54009181,6113558.65334142,7587366.602317668,7587366.602317668,7587366.602317668,7587366.602317668,7587366.602317668,7587366.602317668,7587366.602317668,7587366.602317668,7587366.602317668,7587366.602317668,7587366.602317668,7587366.602317668,7587366.602317668,7587366.602317668,7587366.602317668,7587366.602317668,1661713.0885668288,3158396.6306798565,4647616.173806183,6129408.243092537,7603810.664135949,7750845.693397657,7750845.693397657,7750845.693397657,7750845.693397657,7750845.693397657,7750845.693397657,7750845.693397657,7750845.693397657,7750845.693397657,7750845.693397657,7750845.693397657,7750845.693397657,7750845.693397657,7750845.693397657,7750845.693397657
25,25,12692006.0,1.000302674628223,0.9996974169559872,1506772.0262791666,3003602.397814886,4492967.3988946155,5974903.478715075,7449449.702041428,7596498.492455242,7596498.492455242,7596498.492455242,7596498.492455242,7596498.492455242,7596498.492455242,7596498.492455242,7596498.492455242,7596498.492455242,7596498.492455242,7596498.492455242,7596498.492455242,7596498.492455242,7596498.492455242,7596498.492455242,1802581.9740207114,3298518.8248423412,4786994.21179026,6268044.772986927,7741709.997047685,7741709.997047685,7741709.997047685,7741709.997047685,7741709.997047685,7741709.997047685,7741709.997047685,7741709.997047685,7741709.997047685,7741709.997047685,7741709.997047685,7741709.997047685,7741709.997047685,7741709.997047685,7741709.997047685,7741709.997047685
26,26,12692790.0,1.000402704895686,0.999597457210266,1645972.3210498884,3142053.1209172346,4630673.460176235,6111869.573425845,7585677.522402093,7585677.522402093,7585677.522402093,7585677.522402093,7585677.522402093,7585677.522402093,7585677.522402093,7585677.522402093,7585677.522402093,7585677.522402093,7585677.522402093,7585677.522402093,7585677.522402093,7585677.522402093,7585677.522402093,7585677.522402093,1663402.9331202079,3160086.4752332354,4649306.018359561,6131098.087645915,7605500.508689328,7752535.537951036,7752535.537951036,7752535.537951036,7752535.537951036,7752535.537951036,7752535.537951036,7752535.537951036,7752535.537951036,7752535.537951036,7752535.537951036,7752535.537951036,7752535.537951036,7752535.537951036,7752535.537951036,7752535.537951036
27,27,12693714.0,1.000302674628223,0.9996974169559872,1512675.7862932151,3009506.157828935,4498871.158908664,5980807.238729124,7455353.462055476,7602402.252469291,7602402.252469291,7602402.252469291,7602402.252469291,7602402.252469291,7602402.252469291,7602402.252469291,7602402.252469291,7602402.252469291,7602402.252469291,7602402.252469291,7602402.252469291,7602402.252469291,7602402.252469291,7602402.252469291,1796676.0476941767,3292612.8985158065,4781088.285463725,6262138.846660392,7735804.07072115,7735804.07072115,7735804.07072115,7735804.07072115,7735804.07072115,7735804.07072115,7735804.07072115,7735804.07072115,7735804.07072115,7735804.07072115,7735804.07072115,7735804.07072115,7735804.07072115,7735804.07072115,7735804.07072115,7735804.07072115
28,28,12694506.0,1.0002026543627869,0.9997973866976828,1521488.6421450502,3018319.01368077,4507684.0147605,5989620.094580959,7464166.317907312,7611215.108321126,7611215.108321126,7611215.108321126,7611215.108321126,7611215.108321126,7611215.108321126,7611215.108321126,7611215.108321126,7611215.108321126,7611215.108321126,7611215.108321126,7611215.108321126,7611215.108321126,7611215.108321126,7611215.108321126,1787860.3881817607,3283797.2390033905,4772272.62595131,6253323.187147976,7726988.411208735,7726988.411208735,7726988.411208735,7726988.411208735,7726988.411208735,7726988.411208735,7726988.411208735,7726988.411208735,7726988.411208735,7726988.411208735,7726988.411208735,7726988.411208735,7726988.411208735,7726988.411208735,7726988.411208735,7726988.411208735
29,29,12695610.0,1.0002026543627869,0.9997973866976828,1525902.1290521463,3022732.500587866,4512097.5016675955,5994033.581488054,7468579.804814408,7615628.595228222,7615628.595228222,7615628.595228222,7615628.595228222,7615628.595228222,7615628.595228222,7615628.595228222,7615628.595228222,7615628.595228222,7615628.595228222,7615628.595228222,7615628.595228222,7615628.595228222,7615628.595228222,7615628.595228222,1783445.6907731157,3279382.5415947456,4767857.928542664,6248908.489739331,7722573.713800089,7722573.713800089,7722573.713800089,7722573.713800089,7722573.713800089,7722573.713800089,7722573.713800089,7722573.713800089,7722573.713800089,7722573.713800089,7722573.713800089,7722573.713800089,7722573.713800089,7722573.713800089,7722573.713800089,7722573.713800089
30,30,12697656.0,1.000102644098377,0.9998973664363527,1548845.4027365558,3045675.7742722756,4535040.775352005,6016976.855172465,7491523.078498817,7638571.868912632,7638571.868912632,7638571.868912632,7638571.868912632,7638571.868912632,7638571.868912632,7638571.868912632,7638571.868912632,7638571.868912632,7638571.868912632,7638571.868912632,7638571.868912632,7638571.868912632,7638571.868912632,7638571.868912632,1760498.2054684968,3256435.056290127,4744910.443238046,6225961.004434712,7699626.22849547,7699626.22849547,7699626.22849547,7699626.22849547,7699626.22849547,7699626.22849547,7699626.22849547,7699626.22849547,7699626.22849547,7699626.22849547,7699626.22849547,7699626.22849547,7699626.22849547,7699626.22849547,7699626.22849547,7699626.22849547
31,31,12700048.0,1.000102644098377,0.9998973664363527,1540882.5667599016,3037712.9382956214,4527077.939375351,6009014.01919581,7483560.242522163,7630609.032935977,7630609.032935977,7630609.032935977,7630609.032935977,7630609.032935977,7630609.032935977,7630609.032935977,7630609.032935977,7630609.032935977,7630609.032935977,7630609.032935977,7630609.032935977,7630609.032935977,7630609.032935977,7630609.032935977,1768462.107663508,3264398.9584851377,4752874.345433056,6233924.9066297235,7707590.1306904815,7707590.1306904815,7707590.1306904815,7707590.1306904815,7707590.1306904815,7707590.1306904815,7707590.1306904815,7707590.1306904815,7707590.1306904815,7707590.1306904815,7707590.1306904815,7707590.1306904815,7707590.1306904815,7707590.1306904815,7707590.1306904815,7707590.1306904815
32,32,12700661.0,1.0006027954406922,0.9993975677027499,1619937.5253445334,3116018.32521188,4604638.66447088,6085834.77772049,7559642.726696737,7559642.726696737,7559642.726696737,7559642.726696737,7559642.726696737,7559642.726696737,7559642.726696737,7559642.726696737,7559642.726696737,7559642.726696737,7559642.726696737,7559642.726696737,7559642.726696737,7559642.726696737,7559642.726696737,7559642.726696737,1689451.9089161356,3186135.4510291633,4675354.99415549,6157147.063441844,7631549.484485256,7778584.513746965,7778584.513746965,7778584.513746965,7778584.513746965,7778584.513746965,7778584.513746965,7778584.513746965,7778584.513746965,7778584.513746965,7778584.513746965,7778584.513746965,7778584.513746965,7778584.513746965,7778584.513746965,7778584.513746965
33,33,12701208.0,1.0005027451661754,0.9994975074595204,1634701.374786447,3130782.174653793,4619402.513912794,6100598.627162403,7574406.576138651,7574406.576138651,7574406.576138651,7574406.576138651,7574406.576138651,7574406.576138651,7574406.576138651,7574406.576138651,7574406.576138651,7574406.576138651,7574406.576138651,7574406.576138651,7574406.576138651,7574406.576138651,7574406.576138651,7574406.576138651,1674679.466201702,3171363.0083147297,4660582.551441056,6142374.62072741,7616777.041770822,7763812.071032531,7763812.071032531,7763812.071032531,7763812.071032531,7763812.071032531,7763812.071032531,7763812.071032531,7763812.071032531,7763812.071032531,7763812.071032531,7763812.071032531,7763812.071032531,7763812.071032531,7763812.071032531,7763812.071032531
34,34,12702881.0,1.000302674628223,0.9996974169559872,1512583.936661017,3009414.308196737,4498779.309276466,5980715.389096925,7455261.612423278,7602310.402837092,7602310.402837092,7602310.402837092,7602310.402837092,7602310.402837092,7602310.402837092,7602310.402837092,7602310.402837092,7602310.402837092,7602310.402837092,7602310.402837092,7602310.402837092,7602310.402837092,7602310.402837092,7602310.402837092,1796767.9292591072,3292704.780080737,4781180.167028656,6262230.728225322,7735895.952286081,7735895.952286081,7735895.952286081,7735895.952286081,7735895.952286081,7735895.952286081,7735895.952286081,7735895.952286081,7735895.952286081,7735895.952286081,7735895.952286081,7735895.952286081,7735895.952286081,7735895.952286081,7735895.952286081,7735895.952286081
35,35,12703634.0,1.0002026543627869,0.9997973866976828,1532379.4199211805,3029209.7914569005,4518574.792536629,6000510.872357089,7475057.095683442,7622105.886097256,7622105.886097256,7622105.886097256,7622105.886097256,7622105.886097256,7622105.886097256,7622105.886097256,7622105.886097256,7622105.886097256,7622105.886097256,7622105.886097256,7622105.886097256,7622105.886097256,7622105.886097256,7622105.886097256,1776966.8572670652,3272903.708088695,4761379.095036614,6242429.656233281,7716094.880294039,7716094.880294039,7716094.880294039,7716094.880294039,7716094.880294039,7716094.880294039,7716094.880294039,7716094.880294039,7716094.880294039,7716094.880294039,7716094.880294039,7716094.880294039,7716094.880294039,7716094.880294039,7716094.880294039,7716094.880294039
