,index,blocknum,p0vs1,p1vs0,BAT-slippagemap_01,BAT-slippagemap_2,BAT-slippagemap_3,BAT-slippagemap_4,BAT-slippagemap_5,BAT-slippagemap_6,BAT-slippagemap_7,BAT-slippagemap_8,BAT-slippagemap_9,BAT-slippagemap_10,BAT-slippagemap_11,BAT-slippagemap_12,BAT-slippagemap_13,BAT-slippagemap_14,BAT-slippagemap_15,BAT-slippagemap_16,BAT-slippagemap_17,BAT-slippagemap_18,BAT-slippagemap_19,BAT-slippagemap_20,DAI-slippagemap_01,DAI-slippagemap_2,DAI-slippagemap_3,DAI-slippagemap_4,DAI-slippagemap_5,DAI-slippagemap_6,DAI-slippagemap_7,DAI-slippagemap_8,DAI-slippagemap_9,DAI-slippagemap_10,DAI-slippagemap_11,DAI-slippagemap_12,DAI-slippagemap_13,DAI-slippagemap_14,DAI-slippagemap_15,DAI-slippagemap_16,DAI-slippagemap_17,DAI-slippagemap_18,DAI-slippagemap_19,DAI-slippagemap_20
82,82,13508636.0,0.698386886448044,1.4318711009680367,10918.530781699477,22830.678889357834,34671.57151219049,40565.43044697544,52300.238540278515,63964.85213440483,69770.967249733,81331.0754751828,92822.0340962624,98541.7117330424,109929.72089550219,121249.61000048787,126884.1369015251,138102.6091309665,149253.97537033397,154804.6192881802,165856.07843946147,176841.43078241785,182309.44045701897,193196.37303513565,13266.350400206613,21552.42933561819,25676.863371311578,33888.705911358054,42051.427348314726,42120.868220119024,42259.12658644974,42396.557926958674,42464.9650101486,42601.16508049637,42736.55043742367,42803.93912228609,42938.1115386804,43071.481369933106,43137.86681663935,43270.04176444775,43401.4260777336,43466.82322349028,43597.03043930436,43726.45879205736
83,83,13509632.0,0.7184325413057528,1.391919132981501,6531.553882938563,18301.617584125903,30001.275704372074,35824.8345051529,47419.67337557024,58945.15485462007,64682.01646701047,76104.2392884796,87458.13724253491,93109.59237123595,104361.76885895166,115546.63772671547,121113.95774108203,132198.61938061749,143216.97562286424,148701.41315316592,159621.05393488493,165148.9713420906,165241.30986222104,165425.1579683985,16478.32019235883,24864.426018295657,29038.648845661734,37349.62210081225,45610.8813723845,49722.961234774535,57910.20635167846,62054.88622119195,62124.11909308822,62261.963325804325,62398.98301122151,62467.18519100884,62602.97729372949,62737.95712335901,62805.14395583578,62938.91447697469,63071.88481771226,63138.07141814268,63269.85045627732,63400.8412245632
84,84,13510142.0,0.7593547375146018,1.3169075671708321,10723.047932537103,22145.270754006222,33499.16870806154,39150.62383676258,50402.80032447829,61587.6691922421,67154.98920660866,78239.6508461441,89258.00708839086,94742.44461869256,105662.08540041157,111190.00280761723,111282.34132774765,111466.18943392514,111648.93780840053,111739.90165357837,111921.01275405461,112101.04049580944,112190.65013406514,112369.06497449073,13642.775213926041,22284.263114577992,26585.603467240486,35149.67079445798,43662.50997716647,47899.81490268712,56336.386194504135,64722.492020440965,68896.71484780704,77207.68810295756,85468.9473745298,89581.02723691984,97768.27235382376,101912.95222333726,101982.18509523352,102120.02932794963,102257.04901336682,102325.25119315414,102461.0432958748,102596.02312550432
85,85,13510758.0,0.7537565312709238,1.3266883383602397,6379.798154601589,17870.756775681188,29292.979597150308,34978.44357492097,46298.33267990666,57550.509167622375,63151.331810385294,74302.69804975275,85387.35968928819,90904.80111888026,101890.15346183664,112809.79424355565,118245.09571455445,118430.05017089174,118613.89827706924,118705.40951825056,118887.61049672247,119068.7215971987,119158.87048194527,119338.35897720924,16876.20589502224,25466.002647321613,29741.613574902232,38254.452757610714,46716.370467979934,50928.32897494839,59314.43480088521,67650.37718386909,71799.63088340181,80060.89015497405,88272.73269502053,92360.21513426802,96504.89500378151,96643.15337011222,96711.97210839388,96848.99179381107,96985.19186415886,97052.98607631905,97187.96590594857,97322.13832234287
86,86,13511656.0,0.7957353878233441,1.256699168218975,6071.714827405596,17256.583695169415,28374.547627382206,33908.56534907141,44926.921591318176,55879.36879622098,61330.99990333888,66858.91731054454,67043.31776132995,67135.10393685245,67317.85231132784,67499.5075334597,67589.92725698193,67769.95499873675,67948.90586169901,68037.97947741805,68215.32708800888,68391.61385067346,68479.3614006171,68654.06877929872,17447.965089979494,26272.83381461987,30665.452902996523,39411.25796577966,48104.747996516235,52431.9727487302,61047.57624983069,69611.64357704818,73874.4474388417,82361.78768527732,90798.35897709434,94997.70116853925,103358.68763039724,111669.66088554775,115806.48612142661,124043.00001951004,132230.24513641396,136305.48413412314,136444.15787782372,136582.00211053982
87,87,13513487.0,0.8282083087448372,1.2074257037043203,7733.601503077211,18686.048707980015,29572.98128609671,29665.59722230357,29849.99767308898,30033.295089792817,30124.532223086873,30306.187445218737,30486.75605348753,30576.634910495784,30755.58577345805,30933.466198065227,31022.00699976792,31198.293762432488,31373.526025182255,31460.748691057746,31634.411016481794,31807.034539845798,31892.95869440062,32064.035658001703,16335.799310344024,25347.94032840641,29833.775096807534,38765.17481967238,47643.14916067806,52062.20184362028,60860.636973695095,69606.44203647823,73959.70684429441,82627.15681942877,91242.76032052925,95531.21672016612,104069.63150954027,112556.97175597589,116781.58454082445,125192.88523923782,133553.8717010958,137715.5912567136,146001.6701921252,154238.1840902086
88,88,13514868.0,0.850022996173809,1.1764387604821038,5809.72840913548,5994.682865472768,6178.530971650261,6270.042212831586,6452.243191303491,6633.354291779728,6723.503176526298,6902.991671790265,7081.406512215845,7170.2133211039945,7347.029712806652,7522.7884354149,7610.273148221022,7784.457217081299,7957.599363388874,8043.781662884564,8215.37259427428,8385.93711928433,8470.836400095955,8639.872807806005,18088.492911140907,27209.425609994392,31749.411897149967,40788.62859692573,49773.775097880774,54246.173124227,63150.82012665968,72002.20184469353,76408.01788639168,85180.09848266646,93899.70684536766,98239.93206828805,106881.41996894,115471.21672123937,119746.82764881999,128259.66683152848,136721.5845418977,140933.54304886615,149319.64887480298,157655.59125778684
89,89,13515549.0,0.8059857506557678,1.2407167238209582,10794.044906283418,21878.70654581885,32897.06278806562,38381.50031836731,49301.141100086315,54829.05850729198,54921.397027422405,55105.2451335999,55287.99350807528,55378.95735325313,55560.068453729364,55740.09619548419,55829.7058337399,56008.12067416548,56185.46828475632,56273.74387475629,56449.50259736454,56624.20997604615,56711.17137903094,56884.31352533851,13745.509243402152,22650.156245834827,27082.485280926452,35907.35400556683,44679.43460184162,49045.77815672662,57739.268187463196,66380.75608811514,70682.09644077765,79246.16376799514,87759.00295070362,91996.30787622428,100432.8791680413,108818.98499397811,112993.2078213442,121304.18107649471,129565.44034806696,133677.520210457,141864.76532736092,146009.4451968744
90,90,13516252.0,0.7918460156318412,1.2628717961055416,10641.464697764954,21826.33356552877,32944.297497741565,38478.31521943077,49496.671461677535,60449.11866658034,65900.74977369823,71428.6671809039,71613.06763168931,71704.85380721181,71887.6021816872,72069.25740381907,72159.67712734127,72339.70486909611,72518.65573205837,72607.7293477774,72785.07695836824,72961.3637210328,73049.11127097646,73223.81864965806,13820.432641251688,22645.301365892064,27037.92045426872,35783.725517051855,44477.21554778843,48804.44030000239,57420.043801102875,65984.11112832038,70246.91499011389,78734.2552365495,87170.82652836652,91370.16871981145,99731.15518166943,108042.12843681994,112178.95367269882,120415.46757078223,128602.71268768616,132677.95168539535,132816.6254290959,132954.469661812
91,91,13517254.0,0.8175118134010972,1.223223913841314,8761.712536965173,19780.06877921194,30732.515984114743,36184.14709123264,41712.064498438296,41896.46494922371,41988.25112474622,42170.9994992216,42352.654721353465,42443.07444487569,42623.10218663051,42802.053049592774,42891.12666531181,43068.47427590265,43244.761038567216,43332.50858851086,43507.215967192475,43680.878292616515,43767.31951648483,43939.42597053535,15435.20292863716,24393.435723384508,28852.437419903126,37730.41176090881,46555.280485549185,50947.89957392584,59693.70463670898,68387.19466744555,72714.41941965952,81330.02292076,89894.0902479775,94156.89410977102,102644.23435620664,111080.80564802366,115280.14783946857,123641.13430132656,131952.10755647707,136088.93279235595,144325.44669043936,152512.69180734328
92,92,13518219.0,0.8388769754842726,1.1920699092053553,6986.954451030041,17873.88702914674,18058.841485484027,18150.903416139005,18334.200832842842,18516.401811314747,18607.093188268766,18787.661796537555,18967.15029180152,19056.491516508075,19234.371941115252,19411.18833281791,19499.199505482513,19674.43176823228,19848.615837092555,19935.31675953182,20107.940282895823,20279.53121428554,20364.94140105173,20534.995020107213,17021.438315797932,26087.812017220804,30600.641302729273,39585.78780368432,48517.18752654916,52962.83283246322,61814.21455049706,70612.64968057188,74992.11118847001,83711.7195511712,92379.16952630554,96693.43267474354,105283.22942704291,113821.64421641704,118071.679537332,126533.59724770123,134944.8979461146,139131.6615806065,147467.60396359037,155753.68289900196
93,93,13519164.0,1.166132030837543,0.8575358308971043,108.78109584514499,266.54782087603127,423.3708330593564,501.4302128412081,656.8482161425138,811.336554007188,888.2338390988032,1041.33808910283,1193.526503018225,1269.2789887707995,1420.1039247869485,1570.026670474711,1644.6514075848681,1793.230965065507,1940.9217582357683,2014.435534434985,2160.8031377047882,2306.295213033447,2378.714563293656,2522.9031426302245,334.3118241627148,517.0601938130768,608.0240390714455,789.135145212315,969.1628837715144,1058.7725189468363,1237.1873530925843,1414.5349729517898,1502.8105531664728,1678.56927913356,1853.2766664381356,1940.2380616878954,2113.380204837266,2285.4866641734393,2371.1534453843824,2541.717968119506,2711.2622181880656,2795.6536499273734,2963.67892408247,3130.6991139022593
94,94,13520283.0,1.166132030837543,0.8575358308971043,108.78109584514499,266.54782087603127,423.3708330593564,501.4302128412081,656.8482161425138,811.336554007188,888.2338390988032,1041.33808910283,1193.526503018225,1269.2789887707995,1420.1039247869485,1570.026670474711,1644.6514075848681,1793.230965065507,1940.9217582357683,2014.435534434985,2160.8031377047882,2306.295213033447,2378.714563293656,2522.9031426302245,334.3118241627148,517.0601938130768,608.0240390714455,789.135145212315,969.1628837715144,1058.7725189468363,1237.1873530925843,1414.5349729517898,1502.8105531664728,1678.56927913356,1853.2766664381356,1940.2380616878954,2113.380204837266,2285.4866641734393,2371.1534453843824,2541.717968119506,2711.2622181880656,2795.6536499273734,2963.67892408247,3130.6991139022593
95,95,13520894.0,1.3336047389628423,0.7498473654028179,74.64025260471738,222.33104577497852,369.1383891152011,442.21242524399855,587.7045005726574,732.3262744306276,804.312430169435,947.6385191243742,1090.1072649848536,1161.0217367632688,1302.2140880686313,1442.561854882136,1512.4206012159293,1651.5109727468327,1789.769339877659,1858.588076210372,1995.6077632398903,2131.8078352522843,2199.60204313113,2334.5818712020027,393.347410895302,588.5634621998888,685.7331500727907,879.2002204982861,1071.5100300402908,1167.233127519188,1357.819999409334,1547.2668253587651,1641.564861806845,1829.3144052793925,2015.9408727279438,2108.8350650370126,2293.7895210955653,2477.6376345506974,2569.148867397544,2751.3498494594282,2932.460955600298,3022.6098300291324,3202.098329334819,3380.513163480567
96,96,13521453.0,1.2992496569540763,0.7696750156119889,102.42196307114015,251.8956294577643,400.47518693840334,474.43134360165607,621.679756307881,768.0473595776845,840.9025071496109,985.9587851665518,1130.147364503121,1201.9179019595663,1344.8146755943505,1486.8566710969546,1557.558736121805,1698.328157008746,1838.2555355496154,1907.905034387024,2046.5787735068786,2184.423010544058,2253.035611766726,2389.644878347539,353.6928651098962,546.5804360065958,642.5911104498113,833.7505791138296,1023.7665710007287,1118.3479057682857,1306.6615172849274,1493.8486806657777,1587.0219531374644,1772.532077883411,1956.9325317900987,2048.718714960218,2231.46708461058,2413.122305214626,2503.5420360098183,2683.5697745690177,2862.5206278056235,2951.594243890088,3128.941863749293,3305.228630535296
97,97,13522627.0,1.2588372667706704,0.7943838543685057,123.46278359606775,275.1953458906779,426.02028190682677,501.09409831812224,650.5677647047463,799.1473221853854,873.1034788486381,1020.3518915548631,1166.7194948246665,1239.574642396593,1384.6309204135339,1528.819499750103,1600.5900372065485,1743.4868108413327,1885.5288063439368,1956.230871368787,2097.0002922557283,2236.9276707965973,2306.577169634006,2445.2509087538606,323.8678554257765,513.8838473126756,608.4651820802326,796.7787935968743,983.9659569777247,1077.1392294494112,1262.6493541953578,1447.0498081020455,1538.835991272165,1721.584360922527,1903.2395815265731,1993.6593123217651,2173.6870508809648,2352.63790411757,2441.7115202020345,2619.0591400612398,2795.3459068472425,2883.0934462430105,3057.8008335475856,3231.4631555033466
98,98,13523718.0,1.1113713690246625,0.8997892404566785,112.46839306454979,274.06713715911025,434.69923717660765,514.654603280185,673.8475727368796,832.0882932413374,910.8533354629092,1067.6763476462343,1223.5612864158784,1301.1537307293918,1455.642068594066,1609.2062968377907,1685.6436036897078,1837.832017605103,1989.1100895531647,2064.4094393738264,2214.332185061589,2363.358124886124,2437.536479652385,2585.2272728226462,325.2225883018407,503.63742244758885,592.4442411288087,769.2606225214772,945.0193484885646,1032.5040595283206,1206.6881310429,1379.8302741922703,1466.012583376004,1637.6035147393866,1808.1680374745108,1893.0673141080044,2062.103719282378,2230.1289934374745,2313.7643468426504,2480.2842530280836,2645.8080797306197,2728.198327201719,2892.2391985563227,3055.2988194710033
99,99,13524507.0,1.034065711780219,0.9670565309417596,119.24826742138471,286.7702494889136,453.2901459507831,536.1762051296112,701.2042234203356,865.2450984513472,946.8971882582127,1109.468393010888,1271.0671371054482,1351.503647121987,1511.654603226523,1670.8475726832175,1750.0866103783608,1907.8533354092472,2064.6763475925723,2142.735727374424,2298.1537306757295,2452.6420685404037,2529.539353632019,2682.643603636046,310.9751224084676,483.0815817446409,568.7483629555838,739.312885690708,908.8571357592674,993.248567498575,1161.2738416536718,1328.294031473461,1411.429101244281,1576.952927946817,1741.4866356564235,1823.3840467725197,1986.4436676872003,2148.527908676955,2229.206086461061,2389.838187103774,2549.509427720652,2628.9865232480993,2787.2272414963154,2944.5214046872484
100,100,13525687.0,0.998501199320306,1.0015010504551365,106.8756882637219,277.4402132737719,446.98446000160504,531.3759017954469,699.4011641583759,866.4213579452345,949.5564272440723,1115.0802633868493,1279.6139621391771,1361.5113797446365,1524.5709978870195,1686.6552375155618,1767.3334183987374,1927.965518416235,2087.636761700221,2167.113853976507,2325.354574480965,2482.6487354879705,2560.9426288858617,2716.827567655506,319.937385463502,488.97379063787525,573.1124392784121,740.6344181981477,907.1543243835811,990.0403744275824,1155.0683985572166,1319.10926991182,1400.7613690556211,1563.3325686818034,1724.9313096003614,1805.3678269342736,1965.5187766767447,2124.7117463873997,2203.9507795481704,2361.7175107324924,2518.5405236211145,2596.5999002882713,2752.017906474519,2906.5062436259122
101,101,13534980.0,1.1104826718898078,0.9005093238404256,123.60549520556336,285.20423930012385,445.83633931762125,525.7917054211987,684.9846748778932,843.2253953823509,921.9904376039227,1078.813449787248,1234.698388556892,1312.2908328704052,1466.7791707350796,1620.3433989788043,1696.7807058307214,1848.9691197461163,2000.2471916941784,2075.54654151484,2225.4692872026026,2374.4952270271374,2448.6735817933986,2596.36437496366,312.84909017147703,491.2639243172252,580.070742998445,756.8871243911135,932.645850358201,1020.1305613979569,1194.3146329125364,1367.4567760619068,1453.6390852456402,1625.230016609023,1795.794539344147,1880.6938159776407,2049.730221152014,2217.755495307111,2301.3908487122867,2467.91075489772,2633.434581600256,2715.8248290713555,2879.865700425959,3042.9253213406396
102,102,13541545.0,1.0429965780495287,0.958775916475263,165.47549499230166,331.99539145417117,497.5192275969482,579.9094689237237,743.9503439547353,907.0099620971183,988.1736385142759,1149.7723826088363,1310.4044826263337,1390.3598487299112,1549.5528181866057,1707.7935386910635,1786.5585809126353,1943.3815930959604,2099.2665318656045,2176.8589761791177,2331.347314043792,2484.911542287517,2561.348849139434,2713.537263054829,263.80320411596034,436.9453472653307,523.1276564490644,694.718587812447,865.283110547571,950.1823871810649,1119.2187923554382,1287.2440665105348,1370.8794199157107,1537.399326101144,1702.92315280368,1785.3134002747795,1949.354271629383,2112.4138925440634,2193.5775703993663,2355.176311317924,2515.8084119606374,2595.7637783943073,2754.9567481049626,2913.1974663531787
103,103,13562529.0,1.0429965780495287,0.958775916475263,4614.838147988577,13640.139182227764,22611.45420987507,27076.967016796825,35967.90624107089,44805.66179780753,49204.695356407916,57963.27221837684,66669.45742040705,71003.00112131148,71162.19409076817,71320.43481127263,71399.1998534942,71556.02286567751,71711.90780444717,71789.50024876068,71943.98858662535,72097.55281486908,72173.990121721,72326.17853563638,263.80320411596034,436.9453472653307,523.1276564490644,694.718587812447,865.283110547571,950.1823871810649,1119.2187923554382,1287.2440665105348,1370.8794199157107,1537.399326101144,1702.92315280368,1785.3134002747795,1949.354271629383,2112.4138925440634,2193.5775703993663,2355.176311317924,2515.8084119606374,2595.7637783943073,2754.9567481049626,2913.1974663531787
104,104,13567410.0,0.9731679121611954,1.027571899467191,132.13019766697488,304.7537210309788,476.34465242069535,561.7548391868845,731.8084582423693,900.8448659524204,984.9835128716475,5601.868147935451,14627.169182174639,19119.55508635387,28063.997016743702,36954.936241017764,41380.441578456164,50191.72535635479,58950.30221832371,63309.92369580339,71990.03112125835,72149.22409071504,72228.46312841018,72386.22985344107,292.77917514261463,459.7993649624038,542.9344347332237,708.4582614357599,872.9919691453664,954.8893802614626,1117.9490011761432,1280.0332421658977,1360.711419950004,1521.343520592717,1681.014761209595,1760.491856737042,1918.7325749852582,2076.026738176191,2154.320633970757,2310.205570986439,2465.158045702604,2542.286353975555,2695.850582834969,2848.4962309533544
105,105,13576712.0,1.0742217224228578,0.9309065150391354,4764.561884919122,13682.21192595561,22546.519253553342,26958.769472851578,35743.659967233594,44476.001370900565,48822.56509545111,53235.82467353593,53394.540803507356,53473.54248631667,53630.83664732368,53787.18992050342,53865.015479491216,54019.967951214814,54173.99354676102,54250.66048991313,54403.3061341384,54555.03869643301,54630.564282628504,54780.93744886046,18859.922436541845,23703.28302120076,23790.50569746558,23964.16801942134,24136.791545048443,24222.715695200885,24393.792653579352,24563.846275780445,24648.491249215513,24817.021329595354,24984.54330851509,25067.928144929705,25233.949264744526,25398.97728887416,25481.120749112666,25644.670259372564,25807.241458998746,25888.162022133198,26049.276717251218,26209.427666993688
106,106,13578913.0,1.37133430490949,0.729216790114502,99.0152920270114,244.5073673556702,389.12914121364037,461.1152969524478,604.441385907387,746.9101317678665,817.8246035462817,959.0169548516441,1099.3647216651489,1169.2234679989422,1308.3138395298456,1446.5722066606718,1515.390942993385,1652.4106300229032,1788.6107020352972,1856.404909914143,1991.3847379850156,2125.5571595442993,2192.3420931135465,2325.312437175849,364.30253164350376,562.4687482686369,661.1068978969897,857.4977139470088,1052.7137652515958,1149.8834531244975,1343.3505235499929,1535.6603330919975,1631.3834305708947,1821.9703024610408,2011.417128410472,2105.715164858552,2293.4647083310992,2480.0911757796507,2572.9853680887195,2757.9398241472722,7824.770244537839,12784.636554845516,22659.845144223083,32475.982964965046
107,107,13580973.0,1.1529142709352929,0.8673671800321785,1237.5212063700787,1396.237336341508,1554.0040613723943,1632.5331801578284,1788.886453337571,1944.3044566388767,2021.66448404896,2175.690079595166,2328.7943295991927,2405.0026669725526,2556.7352292671626,2707.5601652833116,2782.633981694607,2932.1076480812308,3080.68720556187,3154.643362225123,3301.8917749313478,3448.2593782011513,3521.1145257730777,3666.1708037900185,18533.310161577265,28378.938733464252,33279.64613961102,43037.0659406865,52736.11905752621,57563.867671666296,67176.0262842058,76730.68715297902,81486.56302659817,81661.27041390275,81834.93273585851,81921.37395230189,82093.48041163805,82264.55737001653,82349.71171558413,82519.25596565269,82687.78604603253,82771.67267154709,82938.69286136687,83104.7139811817
108,108,13582246.0,1.3306741798595842,0.7514987629094315,102.34460491574306,250.0353980860042,396.8427414262268,469.9167775550242,615.408852883683,760.0306267416532,832.0167824804606,975.3428714353998,1117.8116172958792,1188.7260890742944,1329.9184403796569,1470.2662071931618,1540.124953526955,1679.2153250578585,1817.4736921886847,1886.2924285213976,2023.3121155509161,2159.51218756331,2227.306395442156,2362.2862235130287,356.43972741812826,551.6557787227151,648.825466595617,842.2925370211123,1034.602346563117,1130.3254440420142,1320.9123159321603,1510.3591418815913,1604.6571783296715,1792.4067218022187,1979.03318925077,2071.927381559839,2256.8818376183917,7323.712258008958,12283.578568316634,22158.7871576942,31974.924978436167,36860.95209534809,46589.14537937762,56259.146510491446
109,109,13583489.0,1.3306741798595842,0.7514987629094315,55.0370833454709,134.45964303742795,213.40711660278947,252.70358777605335,330.9437596205898,408.7159160321934,447.42736600435853,524.5027517551512,601.1170906008891,639.2522292032788,715.1801710125584,790.6539270139106,828.2213361367305,903.0189121965635,977.3690675491832,1014.3771983675268,1088.0612380999812,1161.304519669894,1197.7616975781968,1270.3487778020144,191.67989364655628,296.65975159675844,348.91395898284463,452.9532807270451,556.3702710474294,607.8465564693129,710.337015652834,812.2144009619827,862.9243421023086,963.8889926638079,1064.2496951345713,1114.204701640615,1213.6662592047987,6195.515174218577,11113.08155454569,20904.070004560625,30636.491467538264,35480.84838771545,45126.07534382267,54713.60643538965
110,110,13584391.0,1.1581138153828288,0.8634729909248494,65.50491930794311,150.60083355003854,235.18772365749007,277.29123795537276,361.1203012893092,444.447918879501,485.9246264624691,568.5056988667334,650.5927912978983,691.4520218228677,772.8036852642583,853.6687244096438,893.9196664334037,974.0602178333769,1053.7213925342687,1093.3731097715881,1172.3205833369498,1250.7958156414309,1289.85722635475,1367.6293827663537,9922.664511825828,19713.652961840766,24587.162415395218,34290.43134499559,43935.658301102805,48736.61395045926,58295.427863344274,67797.06242314624,72526.54577411535,77288.9074289908,77382.57707840021,77429.20157935144,77522.03202581366,77614.30718187634,77660.2375662204,77751.68601517368,77842.58744302773,77887.83404710244,77977.9210734151,78067.46922266002
111,111,13590495.0,1.1198495437854652,0.8929771017449953,4882.840356338197,13540.708496648476,22146.78813317746,22189.65633692838,22275.007908520256,22359.848925805098,22402.07893547877,22486.15985146272,22569.737814444965,22611.339130700784,22694.16830910634,22776.502022495086,22817.48400311918,22899.080074393336,22980.188058355267,23020.559936230926,23100.941258154504,23180.841761900912,23220.61260435555,23299.79726845458,18807.93304907196,28424.26835820232,33210.843800412855,42741.02567994495,52214.20018185841,56929.51584601542,57023.46691499524,57116.8559870945,57163.340825624044,57255.89321326164,57347.89197396346,57393.68478168489,57484.85930944286,57575.4884548455,57620.599530351785,57710.41671333916,57799.69663401382,57844.1361255257,57932.61617185358,58020.566953770176
112,112,13592426.0,1.0665154870632985,0.9376328915331065,5619.3524913105475,14487.512271396365,23302.6256400689,27690.388313856634,36426.52557297321,45110.405424012475,49432.846124490985,58038.925761019964,58124.53375897173,58167.14553636276,58251.986553647606,58336.32007761916,58378.29747930523,58461.87544228747,58544.95346612626,58586.30593694885,58668.639650337595,58750.480861486656,58791.217702235845,58872.32568619777,17702.629545561504,17796.580614541323,17843.345185689355,17936.454525170127,18029.006912807727,18075.07528916549,18166.79848123098,18257.97300898895,18303.355550316883,18393.713229897872,18483.530412885248,18528.237329949174,18617.24982507179,18705.729871399664,18749.771222139017,18837.45855997134,18924.62137512593,18968.007067987026,19054.388976621187,19140.254170833825
113,113,13593057.0,1.0935130883583775,0.9144837959838571,4838.808659724629,13601.19193466037,22311.16100383643,26646.588443668203,35278.523453978865,39617.97698442661,39660.71677862746,39745.81269286956,39830.39958297701,39872.50309727489,39956.33216060882,40039.65977819901,40081.136485781986,40163.71755818625,40245.804650617414,40286.66388114238,40368.01554458377,40448.88058372916,40489.13152575292,40569.27207715289,18696.195971706667,28197.830531508625,32927.313882477734,37689.67553735319,37783.3451867626,37829.96968771383,37922.80013417605,38015.07529023873,38061.00567458278,38152.45412353606,38243.35555139012,38288.602155464825,38378.68918177749,38468.237331022414,38512.81033463315,38601.5562057598,38689.77122321226,38733.6806543895,38821.105337603294,38908.007069060266
114,114,13593641.0,1.1207457370410852,0.8922630414282283,8635.32356458604,17267.258574896707,21606.71210534445,21649.451899545296,21734.54781378739,21819.13470389484,21861.238218192724,21945.067281526663,22028.394899116855,22069.87160669982,22152.452679104084,22234.539771535252,22275.399002060218,22356.75066550161,22437.615704646996,22477.866646670755,22558.00719807073,22637.66837277162,22677.32009000894,22756.2675635743,14631.19945443122,24276.42641053844,29077.382059894888,38636.195972779904,48137.830532581866,52867.313883550974,57629.67553842643,57723.34518783584,57769.96968878707,57862.80013524929,57955.07529131197,58001.00567565602,58092.4541246093,58183.35555246336,58228.602156538065,58318.68918285073,58408.237332095654,58452.81033570639,58541.55620683304,58629.7712242855
115,115,13595380.0,1.0837161129194253,0.922750882891367,7048.130232674774,15836.838833245462,24572.976092362038,28921.428503569532,37579.29664387981,46185.3762804088,46228.24448415972,46313.59605575159,46398.43707303643,46440.667082710104,46524.74799869405,46608.325961676295,46649.92727793212,46732.75645633767,46815.09016972642,46856.07215035051,46937.66822162467,47018.7762055866,47059.148083462256,47139.52940538584,16258.062157183957,25731.236659097416,30446.552323254422,30540.503392234245,30633.89246433351,30680.377302863046,30772.929690500645,30864.928451202464,30910.7212589239,31001.895786681867,31092.524932084503,31137.63600759079,31227.45319057817,31316.733111252826,31361.17260276471,31449.652649092583,31537.60343100918,31581.381337664257,31668.54415281885,31755.185582630325
116,116,13596891.0,1.1383655669243664,0.878452431323795,5985.451584965743,10324.905115413489,10410.256687005362,10452.740823856428,10537.32771396388,10621.408629947826,10663.2602915957,10746.587909185891,10829.417087591448,10870.645689173123,10952.732781604287,11034.328852878443,11074.943675570648,11155.808714716033,11236.190036639611,11276.200208139766,11355.861382840658,11435.046046939686,11474.460573643339,11552.93580594782,17671.85330252377,27375.12223212414,32204.969528457445,41821.304837587806,51380.11875047282,56138.06215933044,65611.2366612439,70373.59831611936,70420.50339438072,70513.89246647999,70606.7229129422,70652.92969264713,70744.92845334894,70836.37690230222,70881.89578882835,70972.52493423098,71062.61196054365,71107.45319272464,71196.7331133993,71285.47898452597
117,117,13598145.0,1.1317824851755187,0.883562003387001,5861.659131517746,14467.73876804673,14553.346765998493,14595.958543389523,14680.799560674364,14765.133084645922,14807.110486331985,14890.688449314233,14973.76647315302,15015.118943975609,15097.452657364356,15179.293868513418,15220.030709262604,15301.138693224535,15381.761513123955,15421.891893023772,15501.79239677018,15581.214956462138,15620.747903323847,15699.458901200764,17779.373157927886,27453.577374438384,32268.957034212293,41856.48812577928,51386.670005311375,56130.36115625572,65575.16017138184,65669.11124036166,65715.87581150969,65808.98515099047,65901.53753862806,65947.60591498582,66039.32910705132,66130.50363480928,66175.88617613722,66266.2438557182,66356.06103870558,66400.76795576951,66489.78045089213,66578.26049722
118,118,13598950.0,1.147852844513766,0.8711918124170378,4297.916477594104,4383.52447554587,4468.620389787965,4510.9772702217415,4595.310794193299,4679.139857527236,4720.866158861609,4803.944182700396,4886.52525510466,4927.630366911732,5009.471578060794,5090.823241502185,5131.31640277191,5211.93922267133,5292.079774071303,5331.970106317558,5411.392666009515,5490.340139574876,5529.63661074814,5607.876782592676,19639.368181374877,29371.789644352513,34216.1465645297,43861.37352063692,53448.90461220391,58221.143082878385,67722.77764268035,77167.57665780646,77214.62264852492,77308.29229793431,77401.4016374151,77447.74724534777,77540.02240141045,77631.74559347593,77677.40123470778,77768.30266256185,77858.66034214283,77903.63629294922,77993.18444219414,78082.19693731675
119,119,13600599.0,1.1355233493677586,0.8806511997809505,7777.932779652671,12117.386310100415,12202.73788169229,12245.222018543356,12329.808908650808,12413.889824634753,12455.741486282626,12539.069103872818,12621.898282278376,12663.126883860052,12745.213976291216,12826.810047565372,12867.424870257577,12948.289909402962,13028.67123132654,13068.681402826694,13148.342577527586,13227.527241626614,13266.941768330267,13345.417000634749,15633.744908063572,25337.013837663944,30166.86113399725,39783.19644312761,49342.01035601263,54099.95376487024,63573.1282667837,68335.48992165916,68382.39499992052,68475.78407201979,68568.614518482,68614.82129818693,68706.82005888874,68798.26850784202,68843.78739436815,68934.41653977078,69024.50356608345,69069.34479826446,69158.62471893911,69247.37059006577
