,index,blocknum,p0vs1,p1vs0,BAT-slippagemap_01,BAT-slippagemap_2,BAT-slippagemap_3,BAT-slippagemap_4,BAT-slippagemap_5,BAT-slippagemap_6,BAT-slippagemap_7,BAT-slippagemap_8,BAT-slippagemap_9,BAT-slippagemap_10,BAT-slippagemap_11,BAT-slippagemap_12,BAT-slippagemap_13,BAT-slippagemap_14,BAT-slippagemap_15,BAT-slippagemap_16,BAT-slippagemap_17,BAT-slippagemap_18,BAT-slippagemap_19,BAT-slippagemap_20,DAI-slippagemap_01,DAI-slippagemap_2,DAI-slippagemap_3,DAI-slippagemap_4,DAI-slippagemap_5,DAI-slippagemap_6,DAI-slippagemap_7,DAI-slippagemap_8,DAI-slippagemap_9,DAI-slippagemap_10,DAI-slippagemap_11,DAI-slippagemap_12,DAI-slippagemap_13,DAI-slippagemap_14,DAI-slippagemap_15,DAI-slippagemap_16,DAI-slippagemap_17,DAI-slippagemap_18,DAI-slippagemap_19,DAI-slippagemap_20
158,158,13676779.0,1.0564320661798587,0.9465823993927773,8265.853993957873,17160.657685661627,26002.254069456776,30403.19999623973,39165.58327117547,47875.55234035153,52210.979780183305,60842.91479049397,65182.368320941714,65225.10811514256,65310.20402938466,65394.79091949211,65436.89443378999,65520.72349712392,65604.05111471412,65645.52782229708,65728.10889470135,65810.19598713251,65851.05521765749,65932.40688109888,10212.514001121994,10306.183650531395,10352.80815148263,10445.63859794485,10537.913754007528,10583.844138351584,10675.292587304863,10766.194015158922,10811.440619233625,10901.527645546288,10991.075794791212,11035.648798401946,11124.394669528603,11212.609686981059,11256.519118158303,11343.943801372092,11430.845532829066,11474.101269779445,11560.224433536725,11645.83243162506
159,159,13677531.0,1.0671555563541915,0.9370705086485982,5148.1084837235485,14016.268263809365,22831.3816324819,27219.144306269634,35955.28156538621,44639.16141642548,48961.60211690398,57567.68175343297,57653.289751384735,57695.901528775765,57780.7425460606,57865.07607003216,57907.05347171822,57990.63143470047,58073.709458539255,58115.061929361844,58197.3956427506,58279.23685389966,58319.97369464884,58401.081678610775,18205.394489480466,18299.345558460285,18346.110129608318,18439.21946908909,18531.77185672669,18577.84023308445,18669.563425149943,18760.73795290791,18806.120494235845,18896.478173816835,18986.29535680421,19031.002273868136,19120.014768990754,19208.494815318627,19252.53616605798,19340.2235038903,19427.386319044894,19470.77201190599,19557.15392054015,19643.019114752788
160,160,13679652.0,1.0759417668465607,0.9294183298886745,7906.748135852416,16721.861504524953,25484.244779460696,29845.761437429264,38529.64128846853,47161.5762987792,51458.161625476016,51543.76962342778,51628.86553766988,51671.22241810366,51755.55594207521,51839.38500540915,51881.11130674352,51964.18933058231,52046.77040298657,52087.875514793646,52169.71672594271,52251.0683893841,52291.56155065382,52372.184370553245,15307.725916156835,24752.52493128295,24799.570922001403,24893.240571410803,24986.349910891575,25032.695518824257,25124.970674886936,25216.693866952428,25262.34950818427,25353.25093603833,25443.60861561932,25488.584566425696,25578.13271567062,25667.14521079324,25711.45159040801,25799.66660786047,25887.353945692787,25931.0007222515,26017.902453708473,26104.284362342634
161,161,13680481.0,1.1166068464243037,0.895570364092149,6999.7378218854,15657.60596219568,24263.685598724664,24306.553802475584,24391.905374067457,24476.7463913523,24518.976401025975,24603.05731700992,24686.635279992166,24728.236596247985,24811.065774653543,24893.39948804229,24934.381468666383,25015.977539940537,25097.085523902468,25137.457401778127,25217.838723701705,25297.739227448117,25337.510069902753,25416.69473400178,16440.62563800918,26056.96094713954,30843.536389350076,40373.71826888217,49846.89277079563,54562.20843495264,54656.15950393246,54749.548576031724,54796.033414561265,54888.58580219886,54980.58456290068,55026.37737062212,55117.55189838008,55208.18104378272,55253.292119289006,55343.10930227638,55432.38922295104,55476.82871446292,55565.3087607908,55653.2595427074
162,162,13681192.0,1.1368867270822816,0.8795951049287125,6926.428078675855,11265.8816091236,11351.233180715475,11393.717317566541,11478.304207673993,11562.385123657938,11604.236785305811,11687.564402896003,11770.39358130156,11811.622182883235,11893.7092753144,11975.305346588557,12015.92016928076,12096.785208426147,12177.166530349725,12217.17670184988,12296.837876550771,12376.0225406498,12415.437067353452,12493.912299657934,16601.300882761185,26304.56981236156,31134.417108694863,40750.75241782522,50309.566330710244,55067.50973956785,64540.684241481315,69303.04589635677,69349.95097461814,69443.3400467174,69536.17049317963,69582.37727288455,69674.37603358636,69765.82448253964,69811.34336906577,69901.9725144684,69992.05954078106,70036.90077296206,70126.18069363672,70214.92656476337
163,163,13682625.0,1.2820848934274365,0.7799795513748466,64.09182465581509,144.95686380120057,225.33818572477855,265.3483572249337,345.00953192582546,424.19419602485306,463.60872272850645,542.0839550329875,620.0897714565764,658.9175221579104,736.2244706909578,813.0689867923312,851.3186967266062,927.4747495596298,1003.1752552797559,1040.8555331396276,1115.8778259433273,1190.45135274575,1227.5706736749003,1301.4760835940856,177.92675650584525,281.03397543649936,332.3560702301532,434.5395315963996,536.1117610694952,586.6698050922423,687.3320287695492,787.3921206078015,837.197489409053,936.3611254303191,10786.268973512875,15689.106173107351,25450.766877082267,35154.03580668264,39983.88310301594,49600.21841214631,59159.03232503132,63916.97573388893,73390.15023580239,78152.51189067785
164,164,13683307.0,1.3647680002934326,0.7327252688991789,262.9890630027777,712.3142580451698,1158.951721225622,1381.2675544460112,1823.9035136868763,2263.8917261616066,2482.897874621923,2918.9441568436723,3352.3821155301757,3568.1278699734103,3997.6825887891314,4424.667810642171,4637.201697150708,5060.36148593326,5480.990066141767,5690.359878048883,6107.21994281699,6521.586488938918,6727.8393519940555,7138.49348786642,1176.7318222547626,1785.0704705003625,2087.8738210535466,2690.762284691703,3290.044427321442,3588.3398764946037,4182.252918536673,4772.613340491733,5066.467969219298,5651.539237697386,6233.1107791719205,6522.590686709392,7098.951813130984,7671.865316677442,7957.035635943928,8524.816307474657,18840.538039908504,23975.236255413874,34198.53753109455,44360.68561578085
165,165,13686550.0,1.4414963647182375,0.6937235670347773,227.6338287712051,664.9901252629919,1099.7303134825283,1316.1242181397743,1746.9694751350332,2175.2375345576943,2388.40991325177,2812.8410456784572,3234.7333364312663,3444.732168751366,3862.8446386067267,4278.456074487271,4485.328591548517,4897.216493057901,5306.640600460428,5510.433327351482,5916.189328191563,6319.518190758905,6520.276998244161,6919.992384334068,1249.78858140735,1874.7753144495732,2185.8653180309316,2805.2526523121137,3420.935007766926,3727.393714424304,4337.560040842665,4944.076498647065,5245.972903745099,5847.055484373583,6444.542554088122,6741.944462692922,7334.078540947195,7922.670646812816,8215.645062234387,8798.963832758476,9378.79336430291,9667.406187092307,10242.040895242031,10813.238313537448
166,166,13687082.0,1.715617393078664,0.5828805443651435,204.75637551459593,605.6726419949827,1004.1907325376405,1202.554946722514,1597.5026358887856,1990.0878540418064,2185.498959375149,2574.5669466481377,2961.3076132439305,3153.8095736623613,3537.085366673512,3918.0685273053637,4107.704643860007,4485.274490893029,4860.585815638472,5047.3987512509775,5419.347600945918,5789.071543045192,5973.1033390860475,6339.514875320558,1370.0947472046118,2051.8877234919114,2391.253289215126,3066.9379792549803,3738.580863376831,4072.8941854427017,4738.519721330698,5400.163655735119,5729.499956564183,6385.216103031225,7037.009938083435,7361.44330523436,8007.397582129093,8649.487970400562,8969.091388575756,9605.429140880342,10237.96050540924,10552.805897629432,11179.670272581807,11802.784935266982
167,167,13687944.0,1.6973590561675376,0.5891505373399882,364.6440354011055,766.7647871501194,1166.4801732400258,1365.440336687907,1761.5746002190351,2155.3392696200294,2351.337458192073,2741.5743495567,3129.476924993307,3322.557217394197,3706.984526331426,4089.112273087459,4279.3181314556305,4658.022327973023,5034.461226986581,5221.835419788738,5594.901732642096,5965.7364581235415,6150.321147195458,6517.83350212417,1094.9879359018428,1774.7386563423013,2113.0877413485478,2786.748501301452,3456.3795525698765,3789.691514849089,4453.323272335402,5112.985323691358,5441.3351858892065,6095.0872055223335,6744.928672361535,7068.3902716331595,7712.409684597342,8352.57675570293,8671.222847234973,9305.654547673217,9936.291264756608,10250.193565770576,10875.180298812798,11496.428506018616
168,168,13688552.0,1.7101364656233704,0.5847486560877965,312.92686959878546,713.8431360791722,1112.3612266218302,1310.7254408067035,1705.6731299729752,2098.2583481259962,2293.669453459338,2682.7374407323273,3069.47810732812,3261.980067746551,3645.2558607577016,4026.2390213895533,4215.875137944197,4593.444984977218,4968.756309722661,5155.569245335168,5527.518095030107,5897.242037129381,6081.273833170237,6447.685369404748,1184.7953398566626,1866.5883161439622,2205.953881867177,2881.638571907031,3553.2814560288816,3887.594778094752,4553.22031398275,5214.864248387171,5544.200549216233,6199.916695683276,6851.710530735486,7176.143897886412,7822.098174781144,8464.188563052614,8783.791981227807,9420.129733532392,10052.661098061291,10367.506490281483,10994.37086523386,11617.485527919032
169,169,13689964.0,1.4931380159830965,0.6697304531099159,251.85796743256563,681.412686248287,1108.3979081013267,1320.9317946098633,1744.0915833924155,2164.7201636009227,2374.089975508038,2790.9500402761455,3205.3165863980735,3411.569449453211,3822.2235853255756,4230.421322201039,4433.603622506003,4838.144241344705,5240.264993093719,5440.422452088848,5838.940542631506,6235.074806162635,6432.252445982651,6824.837664135672,1230.23367422229,1866.5714265268757,2183.3114661925765,2813.9481832759666,3440.8125582283415,3752.837217332158,4374.085424537974,4991.6174735948,5298.996910649511,5910.996402730866,6519.335050976466,6822.13840152965,7425.026865167806,8024.309007797545,8322.604456970706,8916.517499012776,9506.877920967836,9800.7325496954,10385.803818173488,10967.375359648024
170,170,13690750.0,1.5043780866887981,0.6647265131341042,414.2273912455517,841.2126130985914,1265.6437455252787,1476.9062883896802,1897.5348685981874,2315.6473384535484,2523.76474527341,2938.1312913953384,3350.019192904723,3555.03829032284,3963.236027198304,4368.992028038385,4570.95894634197,4973.079698090984,5372.79508418089,5571.755247628771,5967.889511159899,6361.654180560893,6557.652369132937,6947.889260497564,990.5348076254865,1630.7018787310753,1949.3479702631164,2583.779670701362,3214.4163877847523,3528.3186887987204,4153.305421840943,4774.55362904676,5083.782759703484,5699.465115158296,6311.464607239651,6616.090148234035,7222.606606038435,7825.495069676591,8125.585591764952,8723.072661479493,9316.985703521561,9612.608648338564,10201.200754204187,10786.272022682275
171,171,13691309.0,1.4061886454776338,0.7111421381590907,260.0759700537037,702.7119292945688,1142.700141769299,1361.706290229616,1797.752572451365,2231.190531137868,2446.9362855811028,2876.4910043968243,3303.476226249864,3516.0101127584007,3939.1699015409527,4359.79848174946,4569.168293656576,4986.028358424683,5400.394904546611,5606.6477676017485,6017.301903474113,6425.499640349576,6628.68194065454,7033.2225594932415,1193.1056576501448,1810.6377067069711,2118.0171437616814,2730.0166358430365,3338.3552840886364,3641.1586346418203,4244.047098279977,4843.329240909716,5141.624690082878,5735.537732124947,6325.898154080007,6619.752782807571,7204.82405128566,7786.395592760195,8075.875500297666,8652.236626719257,9225.150130265716,9510.320449532202,10078.101121062931,20393.82285349678
172,172,13693130.0,1.4787253124650697,0.6762581201325192,389.1550268424991,820.0002838377582,1248.268343260419,1461.4407219544948,1885.871854381182,2307.7641451339914,2517.7629774540906,2935.875447309452,3351.4868831899953,3558.3594002512414,3970.247301760626,4379.671409163153,4583.464136054207,4989.220136894288,5392.548999461629,5593.307806946887,5993.023193036793,6390.347570669547,6588.1176200158025,6981.882289416797,1024.256922106905,1658.6886225451508,1974.4799474083493,2603.227640642509,3228.214373684732,3539.3043772660903,4158.6917115472725,4774.374067002084,5080.832773659463,5690.999100077825,6297.515557882223,6599.411962980258,7200.494543608741,7797.981613323281,8095.383521928081,8687.517600182353,9276.109706047975,9569.084121469545,10152.402891993635,10732.23242353807
173,173,13696098.0,1.5395319265678888,0.6495480754525963,227.67521435759892,650.8350031401511,1071.4635833486582,1280.833395255774,1697.6934600238808,2112.060006145809,2318.3128692009464,2728.967005073311,3137.164741948775,3340.347042253739,3744.8876610924403,4147.008412841454,4347.165871836583,4745.683962379241,5141.81822591037,5338.995865730387,5731.581083883408,6121.817975248035,6316.060176489739,6702.800843085532,1280.2762470163686,1926.2305239111015,2247.757259252175,2887.924330357764,3524.2620826623497,3841.002122328051,4471.638839411441,5098.5032143638155,5410.527873467632,6031.776080673448,6649.308129730274,6956.6875667849845,7568.68705886634,8177.0257071119395,8479.829057665123,9082.71752130328,9681.99966393302,9980.295113106182,10574.20815514825,11164.56857710331
174,174,13696681.0,1.609745668411123,0.6212161458940505,340.61653258142513,753.7419126978087,1164.3960485701734,1368.8010585545826,1775.7760857506012,2180.3167045893024,2381.6786488530593,2782.594915333446,3181.1130058761037,3379.4772200609773,3774.424909227249,4167.01012738027,4362.421232713612,4751.489219986601,5138.229886582394,5330.731847000825,5714.007640011975,6094.990800643827,6284.626917198471,6662.196764231492,1120.5385116545388,1782.1824460589598,2111.518746888023,2767.2348933550657,3419.028728407275,3743.462095558201,4389.4163724529335,5031.506760724403,5351.110178899596,5987.447931204182,6619.979295733081,6934.824687953273,7561.689062905648,8184.803725590822,8494.96192921528,9112.493978272107,9726.332121984195,10031.872907408171,10640.211555653772,11244.91131130499
175,175,13697397.0,1.7181926213473846,0.5820069226090686,356.6981174173698,756.4135035072762,1153.7378811400308,1351.5079304862854,1745.27259988728,2136.6818937926655,2331.5076798239506,2719.4102552605577,3104.992508079878,3296.9178565986763,3679.0456033547093,4058.8875782775244,4247.955658240273,4624.394557253831,4998.581685668494,5184.835062909347,5555.669788390792,5924.286273503564,6107.76683239142,6473.080831612105,1111.4818096042595,1795.3231332993905,2135.708288016634,2813.4229387460955,3487.083698699,3822.4014279015537,4490.026712246637,5153.65846973295,5483.984220259843,6141.670383286754,6795.422402919881,7120.830502608158,7768.725469030707,8412.74488199489,8733.308534925285,9371.55804463252,10005.989745070765,10321.781069933964,10950.528763168124,11575.515496210346
176,176,13698189.0,1.7427637703361838,0.5738012328584828,281.2480748786916,678.5724525114462,1073.5201416777177,1270.1071712586954,1661.516465164081,2050.58445243707,2244.244826631973,2629.8270794512937,3013.1028724624443,3203.8801747261246,3583.7221496489396,3961.291996681961,4149.229128625247,4523.41625703991,4895.36510673485,5080.504359762207,5449.120844874979,5815.5323811094895,5997.91540298352,6361.044182985689,1245.8095062584375,1933.7659982911148,2276.19950041619,2957.9924767034895,3635.707127432951,3973.0427324665584,4644.685616588409,5312.310900933492,5644.624474542276,6306.2684089466975,6963.95457197361,7291.3208562428035,7943.1146912950135,8591.009657717563,8913.502335340672,9555.59272361214,10193.842233319376,10511.53389409192,11144.06525862082,11772.81295185498
177,177,13698790.0,1.7802809019231125,0.5617091094555754,368.1317209902676,760.7169391432885,1150.9538305079157,1345.1960317496198,1731.9366983454124,2116.3640072826415,2307.714451774994,2688.6976124068456,3067.401808924238,3255.9035759945104,3631.214900739954,4004.281213593312,4189.9766860474,4559.700628146674,4927.212983075386,5110.1439604220395,5474.3637032857005,5836.4047828160465,6016.6124009800915,6375.409881841736,1099.9770489342047,1796.2383312337888,2142.805572492585,2832.82893155229,3518.724735662227,3860.132557232283,4539.883277672741,5215.567967712595,5551.893122631892,6221.524173900317,6887.149709788314,7218.467893665843,7878.129945021798,8533.84609148884,8860.231826852774,9510.073293691976,10156.027570586708,10477.554305927782,11117.721377033371,11754.059129337957
178,178,13699368.0,1.8253466459899974,0.5478411468839874,329.23111432149886,717.1336897581059,1102.7159425774266,1294.6412910962247,1676.7690378522577,2056.611012775073,2245.6790927378215,2622.1179917513796,2996.305120166043,3182.5584974068947,3553.39322288834,3922.009708001113,4105.490266888969,4470.804266109652,4833.933046111822,5014.68206662963,5374.557507039801,5732.280276570684,5910.338426227903,6264.856295893169,1176.2188345743232,1880.8851682356565,2231.636064078006,2929.989172653621,3624.164889593538,3969.6940586054284,4657.650550638105,5341.491874333236,5681.87702905048,6359.591679779942,7033.252439732846,7368.5701689354,8036.195453280483,8699.827210766796,9030.152961293688,9687.8391243206,10341.591143953727,10666.999243642003,11314.894210064553,11958.913623028735
179,179,13700030.0,1.647361705213373,0.6070312286823955,368.10121234311794,776.2989492185816,1182.0549500586621,1384.021868362247,1786.1426201112608,2185.8580062011674,2384.8181696490483,2780.9524331801763,3174.717102581171,3370.7152911532144,3760.9521825178413,4148.854757954448,4341.935050355339,4726.362359292567,5108.490106048601,5298.695964416772,5677.400160934164,6053.8390599477225,6241.21325274988,6614.279565603238,1082.0692619558363,1751.7003132242605,2085.012275503473,2748.6440329897864,3408.306084345742,3736.6559465435907,4390.407966176717,5040.24943301592,5363.711032287543,6007.730445251726,6647.897516357315,6966.543607889356,7600.975308327602,8231.612025410992,8545.51432642496,9170.501059467182,9791.749266673,10100.978397329724,10716.660752784535,11328.66024486589
180,180,13701528.0,1.6270615560827861,0.614604896945349,384.9046374012686,795.5587732736332,1203.7565101490968,1406.938810454061,1811.4794292927622,2213.600181041776,2413.7576400369057,2812.2757305795635,3208.409994110692,3405.5876339307088,3798.1728520837296,4188.4097434483565,4382.651944690061,4769.3926112858535,5153.819920223083,5345.170364715435,5726.153525347287,6104.85772186468,6293.3594889349515,6668.6708136803945,1051.8551297222305,1717.4806656102273,2048.7988494877563,2708.460900843712,3364.1770473107545,3690.5627826746872,4340.404249513889,4986.358526408622,5307.885261749696,5948.0523328552845,6584.390085159871,6901.130124825571,7531.766841908961,8158.631216861337,8470.655875965153,9091.904083170968,9709.436132227795,10016.815569282506,10628.81506136386,11237.15370960946
181,181,13703134.0,1.7053550197358993,0.5863881645915966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,182,15091435.0,0.8711047019468431,1.1479676297982173,34.42065829653865,68.63551023282206,102.64569798693077,119.57442564631937,153.27991033267026,186.78377732391246,203.46048149161473,236.66418167342894,269.6692660642288,286.09769866900365,318.80708462124625,351.32081176765394,367.5046689648213,399.7270991644122,431.75678428326165,447.69970811840767,479.44243370718635,510.9952800284221,526.7008580646688,557.9710172574012,15.014602505947895,15.014602505947895,15.014602505947895,15.014602505947895,15.014602505947895,15.014602505947895,15.014602505947895,15.014602505947895,15.014602505947895,15.014602505947895,15.014602505947895,15.014602505947895,15.014602505947895,15.014602505947895,15.014602505947895,15.014602505947895,15.014602505947895,15.014602505947895,15.014602505947895,15.014602505947895
183,183,15102884.0,0.8711047019468431,1.1479676297982173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.510909e-14,-2.5456321e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
