,index,blocknum,p0vs1,p1vs0,SUSHI-slippagemap_01,SUSHI-slippagemap_2,SUSHI-slippagemap_3,SUSHI-slippagemap_4,SUSHI-slippagemap_5,SUSHI-slippagemap_6,SUSHI-slippagemap_7,SUSHI-slippagemap_8,SUSHI-slippagemap_9,SUSHI-slippagemap_10,SUSHI-slippagemap_11,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10
64,64,13215123.0,11.02739495070858,0.09068324880625987,351.393789622171,939.4049184474678,1521.5654914697202,2097.933784054364,2668.5673954224076,3269.044354759879,3863.546733263976,4452.13403464926,5034.86506946834,5611.798124494657,6182.990873294458,15592.170071379729,21960.097788103,28264.666746603776,34506.50723439941,40686.24374976091,46804.49342444935,52861.86889316855,52861.86889316855,52861.86889316855,52861.86889316855
65,65,13215663.0,10.854539903733235,0.09212735029478927,228.58368296634907,822.5041031749993,1410.515232000296,1992.6758050225485,2569.0440976071923,3139.677708975236,3740.1546683127067,4334.657046816804,4923.244348202088,5505.975383021168,6082.908438047485,16805.60252846093,23110.171486961706,29352.01197475734,35531.74849011884,41649.99816480728,47707.37363352648,47707.37363352648,47707.37363352648,47707.37363352648,47707.37363352648
66,66,13216275.0,10.313832666810573,0.09695716736009814,572.8820073307103,1178.7998070986562,1778.688936760234,2372.609356968884,2960.6204857941807,3542.781058816433,4119.149351401077,4689.782962769121,5290.259922106592,5884.762300610689,6473.349601995973,12949.711467762518,19129.447983124024,25247.697657812456,31305.073126531657,31305.073126531657,31305.073126531657,31305.073126531657,31305.073126531657,31305.073126531657,31305.073126531657
67,67,13217630.0,10.381087558071654,0.09632902086664952,373.69861697969924,979.6164167476452,1579.505546409223,2173.425966617873,2761.4370954431697,3343.597668465422,3919.9659610500657,4490.599572418109,5091.076531755581,5685.578910259678,6274.166211644962,15010.883564067228,21190.620079428732,27308.869754117164,33366.24522283637,33366.24522283637,33366.24522283637,33366.24522283637,33366.24522283637,33366.24522283637,33366.24522283637
68,68,13218571.0,10.493805247874148,0.09529431663529124,44.56857369940316,650.4863734673492,1250.3755031289268,1844.2959233375768,2432.307052162874,3014.467625185126,3590.83591776977,4161.469529137813,4761.946488475284,5356.448866979382,5945.036168364666,18446.283744423006,24626.020259784513,30744.269934472944,36801.645403192146,36801.645403192146,36801.645403192146,36801.645403192146,36801.645403192146,36801.645403192146,36801.645403192146
69,69,13219374.0,10.679053774612637,0.09364125521844496,119.2050204282278,719.0941500898055,1313.0145702984555,1901.0256991237525,2483.1862721460047,3059.5545647306485,3630.188176098692,4230.665135436163,4825.1675139402605,5413.754815325545,5996.485850144625,17828.843048930445,24070.683536726076,30250.420052087582,36368.66972677602,42426.045195495215,42426.045195495215,42426.045195495215,42426.045195495215,42426.045195495215,42426.045195495215
70,70,13219906.0,11.057207655506257,0.09043874648605528,270.43387841854724,858.4450072438441,1440.6055802660965,2016.97387285074,2587.6074842187836,3188.084443556255,3782.586822060352,4371.174123445636,4953.905158264717,5530.838213291033,6102.030962090834,16486.202732317375,22854.130449040647,29158.699407541422,35400.53989533705,41580.27641069856,47698.52608538699,53755.901554106196,53755.901554106196,53755.901554106196,53755.901554106196
71,71,13220731.0,11.200762394068407,0.08927963694056848,477.8435868506997,1060.004159872952,1636.3724524575957,2207.006063825639,2807.4830231631104,3401.985401667208,3990.5727030524918,4573.303737871573,5150.236792897888,5721.429541697689,6286.939131422831,14290.111575535464,20722.034737543774,27089.962454267046,33394.53141276782,39636.371900563456,45816.108415924966,51934.358090613394,57991.7335593326,57991.7335593326,57991.7335593326
72,72,13221999.0,11.160514152129732,0.08960160673325006,584.2484572871716,1166.409030309424,1742.7773228940678,2313.4109342621114,2913.8878935995826,3508.3902721036798,4096.977573488964,4679.708608308044,5256.641663334361,5827.8344121341615,6393.344001859303,13100.40387684616,19532.327038854473,25900.254755577742,32204.82371407852,38446.664201874155,44626.40071723566,50744.65039192409,56802.02586064329,56802.02586064329,56802.02586064329
73,73,13223320.0,11.179502212079404,0.0894494210054813,534.2484572898614,1116.4090303121138,1692.7773228967574,2263.410934264801,2863.887893602272,3458.3902721063696,4046.9775734916534,4629.708608310734,5206.641663337051,5777.834412136851,6343.344001861993,13658.917400857521,20090.840562865833,26458.768279589105,32763.33723808988,39005.177725885515,45184.91424124702,51303.16391593545,57360.53938465465,57360.53938465465,57360.53938465465
74,74,13223913.0,11.325777154406344,0.08829416174862187,151.01444717171768,733.17502019397,1309.5433127786137,1880.1769241466573,2480.6538834841285,3075.1562619882257,3663.74356337351,4246.474598192591,4823.4076532189065,5394.600402018707,5960.10999174385,17971.360210089573,24403.283372097885,30771.211088821157,37075.78004732193,43317.62053511757,49497.35705047907,55615.606725167505,61672.9821938867,61672.9821938867,61672.9821938867
75,75,13224952.0,12.448206636015762,0.08033285671100213,316.20485446252536,904.7921558478095,1487.52319066689,2064.4562456932063,2635.6489944930067,3201.158584218149,3761.041530000811,4315.353836363951,4864.150893805675,5375.34678588715,5881.456425494699,18039.321280959204,24800.99942850554,31495.400802802822,38123.19552172537,44685.045620281206,51181.60757501921,57613.53073702752,63981.45845375079,70286.02741225157,76527.8679000472
76,76,13225688.0,12.623698330128619,0.07921608817388552,489.7344677220389,1072.4655025411193,1649.3985575674358,2220.5913063672365,2786.100896092378,3345.98384187504,3900.2961482381806,4449.093205679904,4960.28909776138,5466.398737368929,5967.472770913221,15983.516307550204,23242.55194723843,30004.230094784765,36698.63146908205,43326.426188004596,49888.27628656043,56384.838241298436,62816.761403306744,69184.68912003002,75489.2580785308
77,77,13226651.0,12.89674298045332,0.07753895704641313,444.1998244404408,1021.1328794667571,1592.3256282665577,2157.8352179916997,2717.7181637743615,3272.030470137502,3820.8275275792257,4332.023419660701,4838.13305926825,5339.207092812542,5835.295599151884,16668.20605095349,24000.19281541096,31259.228455099186,38020.906602645526,44715.3079769428,51343.10269586535,57904.95279442119,64401.51474915919,70833.43791116751,77201.36562789077
78,78,13227465.0,12.861970477005189,0.07774858461911524,521.8893688154349,1098.8224238417513,1670.0151726415518,2235.5247623666937,2795.4077081493556,3349.720014512496,3898.51707195422,4409.712964035695,4915.822603643244,5416.896637187536,5912.985143526878,15667.557927302878,22999.544691760348,30258.580331448575,37020.25847899491,43714.65985329219,50342.45457221474,56904.30467077057,63400.86662550858,69832.78978751689,76200.71750424016
79,79,13228063.0,13.08640712428172,0.07641516808265182,20.083245171401956,597.0163001977184,1168.209048997519,1733.718638722661,2293.6015845053225,2847.913890868463,3396.7109483101867,3907.906840391662,4414.016479999211,4915.090513543503,5411.179019882846,22178.122409217067,29510.10917367454,36769.144813362764,43530.8229609091,50225.22433520638,56853.01905412893,63414.86915268477,69911.43110742277,76343.35426943109,82711.28198615435
80,80,13228609.0,12.891585572677549,0.07756997728187927,454.42876395425674,1031.3618189805732,1602.5545677803736,2168.0641575055156,2727.9471032881775,3282.259409651318,3831.0564670930416,4342.252359174517,4848.361998782066,5349.436032326358,5845.5245386657,16536.304328536993,23868.291092994466,31127.32673268269,37889.004880229026,44583.40625452631,51211.20097344885,57773.051072004695,64269.61302674269,70701.53618875101,77069.46390547427
81,81,13229849.0,12.949725517575596,0.07722171397708642,323.07342425731997,900.0064792836363,1471.199228083437,2036.708817808579,2596.5917635912406,3150.904069954381,3699.7011273961048,4210.89701947758,4717.006659085129,5218.080692629422,5714.169198968763,18233.64427662958,25565.63104108705,32824.66668077528,39586.34482832161,46280.746202618895,52908.54092154144,59470.391020097275,65966.95297483528,72398.8761368436,78766.80385356686
82,82,13230439.0,12.806785495893115,0.07808360656315204,65.69387377837026,648.4249085974508,1225.357963623767,1796.5507124235678,2362.0603021487095,2921.9432479313714,3476.255554294512,4025.0526117362356,4536.248503817711,5042.35814342526,5543.4321769695525,21375.432553212446,28634.468192900673,35396.14634044701,42090.547714744294,48718.34243366684,55280.192532222674,61776.75448696068,68208.677648969,74576.60536569226,80881.17432419304
83,83,13231163.0,13.005526433295088,0.07689039002988204,198.42490862158462,775.357963647901,1346.5507124477015,1912.0603021728434,2471.9432479555053,3026.255554318646,3575.0526117603695,4086.248503841845,4592.3581434493935,5093.432176993686,5589.520683333028,19851.40723657965,27183.394001037123,34442.42964072535,41204.107788271685,47898.50916256897,54526.30388149151,61088.15398004735,67584.71593478534,74016.63909679366,80384.56681351694
84,84,13231990.0,13.392206221403745,0.07467029580247772,499.8675460334509,1065.3771357585929,1625.2600815412547,2179.572387904395,2728.3694453461185,3239.5653374275944,3745.674977035143,4246.749010579435,4742.8375169187775,5233.990096867287,5720.255874368816,16140.560277887449,23620.655444235483,31026.325794180477,38358.31255863795,45617.34819832617,52379.02634587251,59073.42772016979,65701.22243909234,72263.07253764817,78759.63449238618
85,85,13232533.0,14.51625248474244,0.06888830302800722,463.64248573672154,974.838377818197,1480.9480174257458,1982.0220509700382,2478.11055730938,2969.26313725789,3455.528914759419,3936.956508776998,4413.5940640890285,4885.489223102944,4885.489223102944,17040.530807548068,24825.87881639368,32533.76488633305,40164.960185850134,47720.227569504175,55200.32273585221,62605.99308579721,69937.97985025468,77197.0154899429,83958.69363748924
86,86,13239748.0,15.172228326180779,0.06590989658878436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.5963478e-13,-9.1469633e-13,-1.36523018e-12,-1.81128135e-12,-2.25289447e-12,-2.69011368e-12,-3.12298271e-12,-3.55154482e-12,-3.9758429e-12
87,87,13456937.0,15.172228326180779,0.06590989658878436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.5963478e-13,-9.1469633e-13,-1.36523018e-12,-1.81128135e-12,-2.25289447e-12,-2.69011368e-12,-3.12298271e-12,-3.55154482e-12,-3.9758429e-12
88,88,13475463.0,15.172228326180779,0.06590989658878436,3.3342840688135653,8.52491011691232,13.663891087355632,18.75174079499028,23.78896811476381,28.77607669052733,33.713565254053236,38.60192733305292,43.4416518046532,48.23322269988229,52.97711903345399,186.0156357726355,263.42609098750495,340.0663359722286,415.94403698342614,491.0667770303357,565.4420720893257,639.0773571074399,711.9799972877621,784.1572769626289,855.6164203303321
89,89,13545975.0,13.341414941831026,0.07495456848917677,0.37082254093354583,5.937791745643736,11.449371641542545,16.906113037443806,22.308561765652453,27.657257674053156,32.95273605745783,38.19552595011867,43.38615199821742,48.525132968660735,53.61298267629538,215.96227343577425,288.139553110641,359.5986964783442,430.34684226091935,500.39106800787516,569.7383736426702,569.7383736426702,569.7383736426702,569.7383736426702,569.7383736426702
90,90,13548927.0,12.82216209378474,0.0779899671120776,0.28726486011627517,5.9666887188455116,11.589604200982658,17.156573405692846,22.668153301591655,28.12489469749292,33.52734342570156,38.876039334102266,44.17151771750694,49.41430761016778,54.60493365826653,212.8535076722427,283.6016534548178,353.64587920177365,422.9931848365687,422.9931848365687,422.9931848365687,422.9931848365687,422.9931848365687,422.9931848365687,422.9931848365687
91,91,13569500.0,12.321886571692723,0.08115640362226,0.23526110067786965,6.029411044306191,11.76591135524378,17.445335213973017,23.068250696110162,28.635219900820353,34.14679979671916,39.603541192620426,45.005989920829066,50.35468582922977,55.650164212634444,209.35121596848253,278.6985216032775,278.6985216032775,278.6985216032775,278.6985216032775,278.6985216032775,278.6985216032775,278.6985216032775,278.6985216032775,278.6985216032775
92,92,13584168.0,11.979279956790739,0.08347747140120274,2.6568025480575117,8.509182060566621,14.303332004194942,20.039832315132532,25.719256173861766,31.342171655998914,36.9091408607091,42.42072075660791,47.877462152509175,53.27991088071782,58.62860678911852,178.16658422108267,178.16658422108267,178.16658422108267,178.16658422108267,178.16658422108267,178.16658422108267,178.16658422108267,178.16658422108267,178.16658422108267,178.16658422108267
93,93,13633855.0,11.699892655623792,0.0854708696424945,3.7775761935009697,9.688769926963127,15.541149439472237,21.33529938310056,27.07179969403815,32.751223552767385,38.37413903490453,43.94110823961472,49.452688135513526,54.90942953141479,60.311878259623434,94.9122558591834,94.9122558591834,94.9122558591834,94.9122558591834,94.9122558591834,94.9122558591834,94.9122558591834,94.9122558591834,94.9122558591834,94.9122558591834
94,96,15827633.0,1.9984422980805816,0.5003897290206764,1.8299375e-13,1.8299375e-13,1.8299375e-13,1.8299375e-13,1.8299375e-13,1.8299375e-13,1.8299375e-13,1.8299375e-13,1.8299375e-13,1.8299375e-13,1.8299375e-13,7.2776635e-13,1.08622778e-12,1.44112261e-12,1.79248636e-12,2.14035417e-12,2.48476082e-12,2.82574078e-12,3.16332803e-12,3.49755638e-12,3.82845933e-12
95,97,15828587.0,1.6267404933973535,0.6147261988367658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,98,15986689.0,1.6267404933973535,0.6147261988367658,0.0012045094883640678,0.0053325891473422465,0.009419596129289469,0.013465939427068295,0.0174720225278376,0.021438246336505852,0.025365007358432525,0.02925269823647757,0.03310170819320508,0.03691242242089584,0.04068522062925634,0.018097067723987625,0.024651830404471428,0.031141376265742385,0.03756635161611147,0.04392740217671126,0.050225161153117856,0.056460261563497476,0.06263332411683209,0.06874496520818378,0.07479579840454169
97,99,15995027.0,1.6267404933973535,0.6147261988367658,0.00519344609896232,0.022992358775228358,0.04061417966736069,0.05806067221716456,0.07533357612767383,0.0924346199681136,0.10936551333831043,0.1261279491842718,0.14272360570482187,0.15915414372153777,0.17542120041695133,0.07802856406008879,0.10629053044676878,0.13427130350238775,0.16197366989438905,0.18940041375849703,0.2165542652675006,0.24343795378613925,0.2700541556060256,0.2964055284185779,0.32249471772150057
98,100,15996635.0,1.6267404933973535,0.6147261988367658,0.007984749649143646,0.03534998249046455,0.062442942637646916,0.08926634132347669,0.11582285328317296,0.14211513613409626,0.16814581832879147,0.19391750271511363,0.21943276946761683,0.24469417204391905,0.26970422755739704,0.1199663070781582,0.16341813499551,0.2064376375726643,0.24902909921759742,0.2911968004458523,0.3329449388067638,0.3742777106073178,0.41519923055634295,0.4557135847654917,0.4958248405989885
99,101,15999245.0,1.6267404933973535,0.6147261988367658,0.009979214920417291,0.044179853872208436,0.07804021067976716,0.11156367379932057,0.1447535860730089,0.17761326894934118,0.21014600742709702,0.24235505450471623,0.2742436348439026,0.3058149397159519,0.3370721149696972,0.14993200966170725,0.2042374229214387,0.25800252274932256,0.3112326637312732,0.363933195588503,0.4161093643523583,0.4677664145015171,0.51890948853456,0.5695436932097645,0.6196741118551677
100,102,16007006.0,1.6267404933973535,0.6147261988367658,0.03005840846426356,0.13307420515268215,0.23506503747606775,0.336041111808584,0.43601249713013396,0.5349891979808318,0.6329811091105059,0.7299980288807125,0.826049670299882,0.9211456458011462,1.0152954310005673,0.45161043471053475,0.6151838527197928,0.7771297918178617,0.9374643805611313,1.0962037328530156,1.2533636502725245,1.4089599297218736,1.5630080609288712,1.715523425967906,1.866521336339101
101,103,16008587.0,1.6267404933973535,0.6147261988367658,0.03612645966031959,0.15993860453367323,0.28251887002024384,0.4038795229093706,0.5240326648596202,0.6429903200809662,0.7607643808291467,0.8773666235132123,0.9928087219583976,1.1071022291109671,1.220258533480124,0.5427794412717005,0.7393742973911673,0.9340131267534956,1.1267153138727555,1.3175002256519668,1.5063868536191523,1.6933941836814108,1.878540832560499,2.0618452875921833,2.243325951290762
102,104,16011046.0,1.3625898289161067,0.7338965687095034,0.02023231198514648,0.15570381228190483,0.2898273711712512,0.42261647061151547,0.5540843292115508,0.684244159686432,0.8131089244804675,0.9406915367167105,1.067004752591413,1.192061195746126,1.3158733406194798,0.5223216275402773,0.7019966526697526,0.8798839108288609,1.0560012488650443,1.2303663232799553,1.402996498619711,1.5739090381726153,1.743121081078933,1.9106495423997958,2.076511161045714
103,105,16042917.0,0.0537855077428393,18.592368873437554,0.01739291751072237,0.03998799997871056,0.06235815201143483,0.08450561720144424,0.10643281779744519,0.12814196402877276,0.14963507735835305,0.17091418049393128,0.19198178294699927,0.21283953441209888,0.23348988269582724,0.0027226540135336123,0.00392020541121693,0.005105835704370375,0.006279676198705776,0.007441830630496006,0.008592422847894111,0.009731572867246862,0.010859384004902209,0.011975979939668691,0.013081454421036018
104,106,16043515.0,0.0537855077428393,18.592368873437554,0.04327844466287723,0.099501331113131,0.15516452771321645,0.21027361714907,0.2648346266531289,0.3188530558943194,0.3723339348379324,0.4252822965467169,0.4777043853873333,0.5296043062613252,0.5809881499963123,0.006774724883748452,0.00975456779185388,0.012704747656804046,0.01562559120394447,0.018517356558143638,0.021380351888254472,0.024214875828523878,0.02702118545892966,0.029799588526948226,0.03255031830753762
105,107,16054183.0,1.4491600244103005,0.6900549167487042,0.008836556350925184,0.1403044149509606,0.2704642454258418,0.39932901021987727,0.5269116224561201,0.6532248383308228,0.7782812814855358,0.9020934263588894,1.02467369184546,1.1460343447345869,1.2661874866848364,0.5538639162598364,0.7390105651389248,0.9223150201706092,1.103795683869188,1.2834707089986634,1.4613579671577717,1.637475305193955,1.8118403796088662,1.9844705549486217,2.155383094501526
106,108,16064778.0,1.4491600244103005,0.6900549167487042,0.01154804526188103,0.1833566912212122,0.3534559418693809,0.5218627371644018,0.688593952608854,0.8536662586256761,1.0170961524088211,1.1788999361665473,1.3390938395194187,1.497693893309415,1.6547159125775233,0.7238165321292398,0.9657752541055276,1.2053265068046288,1.4424943395348502,1.6773024752185604,1.909774269337569,2.13993304502748,2.367801876670683,2.5934034571077538,2.8167603468505917
107,109,16085749.0,1.4491600244103005,0.6900549167487042,0.01311216124918719,0.2081912953135019,0.40132950635142767,0.5925460287403855,0.7818600236722449,0.9692904194823824,1.1548559478143245,1.338575118916217,1.5204663606169284,1.7005478750433325,1.8788376192923124,0.8218532980152299,1.0965839304515943,1.3685810158114564,1.6378718607429363,1.9044834013011287,2.1684421563328677,2.4297746079576754,2.6885069558496757,2.9446649664635434,3.1982742560021236
108,110,16093672.0,1.1196285675719568,0.893153344745941,0.21518629493011082,0.43513609212709004,0.6528974899471255,0.868492263111779,1.0819418829334182,1.2932677502959444,1.5024910646894813,1.7096326358770457,1.9147131855168062,2.117753301698364,2.3187732563070873,0.5025082680851424,0.7461739137771686,0.9874151752741298,1.2262561082920849,1.4627207066209786,1.6968326348786396,1.928615066433313,2.158091489545928,2.3852845889878136,2.61021730319505
109,111,16101933.0,1.2270248455090844,0.8149794225112913,0.08194188298731123,0.2932677503498376,0.5024910647433743,0.7096326359309388,0.9147131855706992,1.1177533017522572,1.3187732563609804,1.5177930624518263,1.7148327252852784,1.9099118593495932,2.103050070387519,0.6752802441344761,0.9288895336730564,1.1799755341216045,1.4285633449646122,1.6746778043047343,1.9183434499967607,2.159584711493722,2.398425644511677,2.6348902428405707,2.8690021710982316
110,112,16105849.0,1.2270248455090844,0.8149794225112913,0.08301228681902069,0.29709869628672664,0.5090550872126208,0.7189025411968964,0.9266620505839874,1.1323544724049597,1.3360003433560808,1.537619937922116,1.7372335226915372,1.9348609683759466,2.130522136827196,0.6841014053581103,0.9410235838050556,1.1953895115285278,1.4472246158866704,1.6965540594413675,1.9434027005845123,2.1877952878901903,2.429756191313403,2.6693097180740986,2.906479841920146
111,113,16106583.0,1.2270248455090844,0.8149794225112913,0.08408269065073014,0.3009296422236156,0.5156191096818672,0.728172446462854,0.9386109155972755,1.146955643057662,1.353227430351181,1.5574468133924055,1.759634320097796,1.9598100774023,2.157994203266872,0.6929225665817444,0.9531576339370547,1.210803488935451,1.4658858868087283,1.7184303145780007,1.968461951172264,2.2160058642866587,2.461086738115129,2.7037291933076264,2.9439575127420605
112,114,16120795.0,1.2282524226630422,0.8141648911482254,0.0740826906513008,0.2909296422241863,0.5056191096824378,0.7181724464634246,0.9286109155978461,1.1369556430582326,1.3432274303517517,1.5474468133929762,1.7496343200983666,1.9498100774028706,2.147994203267443,0.7051996347154909,0.9654347020708012,1.2230805570691976,1.4781629549424748,1.730707382711747,1.9807390193060104,2.2282829324204054,2.473363806248875,2.7160062614413727,2.956234580875807
113,115,16139067.0,1.2282524226630422,0.8141648911482254,0.08573895841321805,0.3367048939034983,0.5851738838973943,0.8311706416101323,1.0747197756255642,1.3158457359044606,1.5545725968904238,1.7909241256457733,2.0249240799762838,2.256595753615259,2.4859624299100296,0.8161566706382362,1.1173374649841037,1.4155216569031326,1.7107390539890852,2.003019153424423,2.2923910958238722,2.5788838930666205,2.862526113190079,3.143346250689571,3.421372409142883
114,116,16216259.0,1.2017675777065902,0.8321076542174352,0.1093502084651831,0.36283826549838216,0.6138042009886624,0.8622731909825585,1.1082699486952965,1.3518190827107284,1.5929450429896248,1.831671903975588,2.0680234327309375,2.302023387061448,2.533695060700423,0.7806711916923468,1.0788553836113757,1.3740727806973283,1.6663528801326664,1.955724822532115,2.2422176197748636,2.525859839898322,2.8066799773978146,3.084706135851126,3.3599658354388793
115,117,16235752.0,0.9456388375110184,1.0574861779493572,0.11840300148070786,0.40420821038882765,0.6871699468705673,0.9673162165203877,1.2446750600936192,1.5192743407523908,1.7911414388747349,2.0603036097804157,2.326787687887729,2.5906203010389803,2.851827825244915,0.6970196066448977,0.9614868330301213,1.2233227251732057,1.4825532981583238,1.7392047316096402,1.993302573350389,2.24487230942291,2.357312296174566,2.4686335609352685,2.578847215571149
116,118,16243041.0,0.9456388375110184,1.0574861779493572,0.12037688801304217,0.4109467316489957,0.6986256995676279,0.9834422642423222,1.265424933893495,1.5446020361877202,1.821001407959022,2.0946507588983203,2.365577370778253,2.633808315351657,2.899370408341547,0.708639562196054,0.9775156995875636,1.2437166359839156,1.5072688201645743,1.7681988681920284,2.0265327537951365,2.2822963878919182,2.398888542248546,2.5143206626099768,2.6286042711797313
117,119,16262686.0,0.9456388375110184,1.0574861779493572,0.12037688801304217,11.996056366723797,23.753584859764107,35.394126045937085,46.91884506503819,58.3288996775714,69.62542758356241,80.80956128665889,91.88241580135582,102.8450975585739,113.6987025252157,0.708639562196054,0.9775156995875636,1.2437166359839156,1.5072688201645743,1.7681988681920284,2.0265327537951365,2.2822963878919182,2.398888542248546,2.5143206626099768,2.6286042711797313
118,120,16281273.0,0.9631987701225802,1.0382073057181505,5.841372268927261,17.59890076196757,29.239441948140552,40.76416096724166,52.17421557977486,63.47074348576587,74.65487718886236,85.72773170355929,96.69041346077736,107.54401842741916,118.28963501376106,17.38108097370614,17.652659320801753,17.92153545819326,18.187736394589614,18.45128857877027,18.712218626797725,18.970552512400836,19.226316146497616,19.342908300854244,19.458340421215674
119,121,16311361.0,0.9598336351024529,1.041847215422139,7.93225226881053,19.689780761850837,31.330321948023823,42.85504096712493,54.26509557965813,65.56162348564914,76.74575718874563,87.81861170344256,98.78129346066063,109.63489842730243,120.38051501364433,15.370612265215756,15.642190612311367,15.911066749702877,16.177267686099228,16.44081987027989,16.701749918307343,16.96008380391045,17.21584743800723,17.33243959236386,17.44787171272529
120,122,16312408.0,0.9598336351024529,1.041847215422139,7.934528241068741,19.695430278944542,31.33931144321107,42.86733720797309,54.28066566592658,65.58043484353337,76.76777756938628,87.84380917790735,98.80963641748144,109.66635556947294,120.41505535645182,15.378160533479656,15.652923617147792,15.92495280292253,16.19427541623771,16.460918216031523,16.72490813048688,16.98627143792056,17.24503435310194,17.364595944885426,17.48296795824698
121,123,16319360.0,0.9764847300191809,1.0240815542300976,9.469968264849825,21.113849429116353,32.64187519387837,44.05520365183186,55.35497282943865,66.54231555529157,77.61834716381263,88.58417440338673,99.44089355537822,110.1895933423571,120.83134856429872,25.00063631166274,25.278160534009785,25.552923617677923,25.82495280345266,26.09427541676784,26.360918216561654,26.624908131017012,26.88627143845069,27.14503435363207,27.264595945415554
122,124,16355553.0,1.1063846076479409,0.903844823117972,6.207217405634445,17.173044645208545,28.02976379720004,38.77846358417892,49.42021880612055,59.95608928672638,70.3871313733497,80.7143914725495,90.93889675395981,101.06167003836049,111.08372755358866,29.53911999137044,41.44678554652021,53.23597091891374,64.90786044171315,76.46362220014916,87.90440003137937,99.23135331566021,99.50887753800727,99.7836406216754,100.05566980745014
123,125,16366904.0,1.10483683028176,0.905111028698216,7.011755885303423,17.977583124877526,28.83430227686902,39.5830020638479,50.22475728578953,60.760627766395366,71.19166985301868,81.51892995221847,91.74343523362879,101.86620851802947,111.88826603325764,28.64957707940145,40.55724263455122,52.346428006944755,64.01831752974417,75.57407928818017,87.01485711941038,98.34181040369123,98.61933462603828,98.89409770970641,99.16612689548114
124,126,16367550.0,1.0850201563516233,0.9216418645737391,5.981968505137666,17.058000113658725,28.023827353232825,38.88054650522432,49.6292462922032,60.27100151414483,70.80687199475067,81.23791408137399,91.56517418057378,101.78967946198408,111.91245274638477,29.557242633954417,41.34642800634795,53.01831752914736,64.57407928758336,76.01485711881357,87.34181040309443,87.61933462544147,87.8940977091096,88.16612689488434,88.43544950819953
125,127,16378545.0,1.2689512026753889,0.7880523678858994,7.316379684426972,17.540884965837282,27.663658250237965,37.685715765466135,47.60805813152203,57.431673192540124,67.15754840791979,76.78665194854834,86.31995155363487,86.55352914382694,86.78478273098227,29.73798382691262,42.50900918086273,55.15296527997666,67.67111653969637,80.06471828248596,92.33500941857612,104.48321595639344,116.51054908413377,128.41821463928355,140.20740001167707
126,128,16389091.0,1.1362078376655567,0.8801206670555907,2.559694995796287,13.41644836151922,24.165182021818637,34.806970780057014,45.34287446327572,55.773949422157,66.10124206655748,76.32577956934819,86.44858475453232,96.47067385314949,106.39304748835329,33.89700777486837,45.92437880539865,57.83208188621945,69.62130441090702,81.29323071635577,92.84902889147749,104.2898427770345,115.61683175693685,115.8943913197288,116.16918939223336
127,129,16390511.0,1.0188776811326823,0.981472082976932,7.847199622474173,19.260564048250835,30.560368835811477,41.7477468173189,52.823813330709974,63.7896751278574,74.64642849358033,85.39516215387975,96.03695091211813,106.57285459533684,117.00392955421812,26.966398704756894,38.40721259031389,49.73420157021625,50.0117611330082,50.28655920551276,50.55862303198434,50.827979941336444,51.0946566959148,51.3586802273314,51.620076817249355
128,130,16395737.0,1.1350722544923175,0.8810011838825792,3.060853461647998,13.91760682737093,24.666340487670347,35.308129245908724,45.84403292912744,56.27510788800871,66.60240053240918,76.8269380351999,86.94974322038402,96.97183231900121,106.89420595420499,33.327840653283154,45.35521168381344,57.26291476463423,69.0521372893218,80.72406359477056,92.27986176989228,103.72067565544927,115.04766463535164,115.32522419814359,115.60002227064814
129,131,16403637.0,1.2808068996306015,0.7807578178165739,2.5183481253626554,12.742885628153374,22.865690813337498,32.887779911954674,42.81015354715847,52.63379956619646,62.35970543157987,71.98883931724708,81.52216896545694,81.75577629984895,81.9870593352614,35.85499589700329,48.6260614974059,61.27005744252784,73.78824815179574,86.18188895162969,98.45221875616468,110.60046357769093,122.6278346082212,134.535537689042,146.32476021372958
130,132,16409049.0,1.1733872473865696,0.8522335675858529,6.674643997837573,17.316432756075947,27.852336439294657,38.28341139817594,48.61070404257641,58.835241545367126,68.95804673055125,78.98013582916843,88.90250946437222,98.72615548341021,108.45206134879362,29.67455992880627,41.94488973334127,54.09313455486751,66.1205055853978,78.02820866621859,89.81743119090616,101.4893574963549,113.04515567147664,124.48596955703363,135.81295853693598
131,133,16411810.0,1.1818656974474917,0.8461198274556304,2.817747669368676,13.45953642760705,23.99544011082576,34.426515069707044,44.75380771410751,54.97834521689823,65.10115040208235,75.12323950069953,85.04561313590332,94.86925915494132,104.59516502032473,34.21672892905426,46.48705873358926,58.6353035551155,70.66267458564577,82.57037766646658,94.35960019115414,106.0315264966029,117.58732467172462,129.0281385572816,140.355127537184
