,index,blocknum,p0vs1,p1vs0,WBTC-slippagemap_01,WBTC-slippagemap_2,WBTC-slippagemap_3,WBTC-slippagemap_4,WBTC-slippagemap_5,WBTC-slippagemap_6,WBTC-slippagemap_7,WBTC-slippagemap_8,WBTC-slippagemap_9,WBTC-slippagemap_10,WBTC-slippagemap_11,DAI-slippagemap_01,DAI-slippagemap_2,DAI-slippagemap_3,DAI-slippagemap_4,DAI-slippagemap_5,DAI-slippagemap_6,DAI-slippagemap_7,DAI-slippagemap_8,DAI-slippagemap_9,DAI-slippagemap_10
105,105,12819146.0,32675.410007211718,3.0604053622564865e-05,0.042389709458515314,0.08883560669479623,0.11909258264982292,0.12889679338229956,0.13860345535588725,0.14821353931112455,0.15772800610908705,0.1577280061090872,0.15772800610908733,0.15772800610908747,0.1577280061090876,3192.3894360524123,4692.076181297936,6176.841538845358,7646.833960038214,9102.200459472595,9905.293407710624,10700.395859993048,11487.587299514842,12266.9464264251,13038.551198338428
106,106,12820663.0,32292.12516079263,3.096730224538292e-05,0.023320397449641223,0.07023305945701669,0.1166789566932976,0.14693593264832427,0.15674014338080094,0.1664468053543886,0.1760568893096259,0.1855713561075884,0.18557135610758854,0.18557135610758868,0.18557135610758882,3787.611752701018,5272.37711024844,6742.369531441295,8197.736030875676,9000.828979113705,9795.93143139613,10583.122870917923,11362.481997828181,12134.086769741509,12898.014328189563
107,107,12822279.0,32292.12516079263,3.096730224538292e-05,0.01299786797410221,0.03914513190484314,0.06503223959756325,0.07493497933943373,0.08473919007191039,0.09444585204549806,0.10405593600073536,0.11357040279869786,0.113570402798698,0.11357040279869814,0.11357040279869828,2111.065113923395,2938.614649972102,3757.930335086617,4569.094109393149,5372.187057631177,6167.289509913601,6954.480949435396,7733.840076345653,8505.444848258981,9269.372406707036
108,108,12823354.0,32124.650295567473,3.1128743528703224e-05,0.01979025797373662,0.04593752190447755,0.07182462959719767,0.08172736933906814,0.0915315800715448,0.10123824204513247,0.11084832600036977,0.12036279279833226,0.12036279279833241,0.12036279279833255,0.12036279279833269,1892.2801178276345,2719.8296538763416,3539.145338990857,4350.309113297389,5153.402061535417,5948.504513817841,6735.695953339636,7515.055080249893,8286.65985216322,9050.587410611275
109,109,12825614.0,32230.831435100026,3.10261931037553e-05,0.015421811255105765,0.041569075185846696,0.0674561828785668,0.0773589226204373,0.08716313335291394,0.09686979532650163,0.10647987928173892,0.11599434607970141,0.11599434607970155,0.11599434607970169,0.11599434607970183,2032.860117835201,2860.4096538839085,3679.7253389984235,4490.889113304955,5293.9820615429835,6089.084513825407,6876.275953347202,7655.635080257459,8427.239852170787,9191.167410618842
110,110,12827244.0,32829.33818584287,3.0460559221118692e-05,0.01742301058021088,0.04331011827293099,0.053212858014801474,0.06301706874727812,0.07272373072086581,0.08233381467610311,0.0918482814740656,0.09184828147406573,0.09184828147406587,0.09184828147406601,0.09184828147406615,1982.4923764660011,2818.3585043613584,3645.9080404100655,4465.223725524581,5276.387499831112,6079.480448069141,6874.582900351565,7661.774339873359,8441.133466783616,9212.738238696944
111,111,12830307.0,32812.92844000187,3.04757925470898e-05,0.01801824058017884,0.04390534827289896,0.05380808801476944,0.06361229874724608,0.07331896072083377,0.08292904467607107,0.09244351147403355,0.0924435114740337,0.09244351147403383,0.09244351147403398,0.09244351147403412,1962.954813700005,2798.820941595362,3626.3704776440695,4445.686162758585,5256.849937065116,6059.942885303144,6855.045337585569,7642.236777107363,8421.59590401762,9193.200675930948
112,112,12831038.0,32678.677548212443,3.060099352321254e-05,0.02348165057988478,0.04936875827260489,0.05927149801447537,0.06907570874695203,0.0787823707205397,0.088392454675777,0.09790692147373949,0.09790692147373964,0.09790692147373978,0.09790692147373992,0.09790692147374006,1784.0401468527505,2619.9062747481075,3447.455810796815,4266.77149591133,5077.935270217862,5881.02821845589,6676.130670738314,7463.322110260108,8242.681237170365,9014.286009083693
113,113,12833336.0,31932.489061851335,3.1316068035381124e-05,0.0014089529871541375,0.02781898831606816,0.053966252246809086,0.0798533599395292,0.08975609968139968,0.09956031041387634,0.10926697238746401,0.1188770563427013,0.1283915231406638,0.12839152314066393,0.1283915231406641,2462.6649690969552,3281.98065421147,4093.144428518002,4896.23737675603,5691.339829038454,6478.5312685602485,7257.8903954705065,8029.495167383834,8793.42272583189,9257.519991440611
114,114,12837013.0,31789.12284517023,3.145730081545586e-05,0.0073243629868357495,0.03373439831574977,0.0598816622464907,0.08576876993921081,0.09567150968108129,0.10547572041355795,0.11518238238714562,0.12479246634238292,0.13430693314034542,0.13430693314034556,0.1343069331403457,2274.1837291321795,3093.4994142466944,3904.663188553226,4707.756136791254,5502.858589073679,6290.050028595473,7069.40915550573,7841.013927419058,8604.941485867113,9069.038751475837
115,115,12837658.0,31441.37599486783,3.180522379692383e-05,0.022074091007617945,0.04848412633653197,0.0746313902672729,0.10051849795999301,0.11042123770186349,0.12022544843434015,0.12993211040792782,0.13954219436316512,0.14905666116112762,0.14905666116112776,0.1490566611611279,1807.845487329505,2627.16117244402,3438.3249467505516,4241.41789498858,5036.520347271004,5823.711786792798,6603.070913703056,7374.675685616384,8138.603244064439,8602.700509673161
116,116,12838801.0,31501.168404489905,3.174485425935721e-05,0.01955757542768558,0.0459676107565996,0.07211487468734053,0.09800198238006065,0.10790472212193113,0.11770893285440777,0.12741559482799544,0.13702567878323274,0.14654014558119524,0.14654014558119538,0.14654014558119552,1887.0454873337678,2706.3611724482826,3517.5249467548147,4320.617894992843,5115.720347275267,5902.911786797062,6682.270913707319,7453.875685620646,8217.803244068702,8681.900509677425
117,117,12841095.0,31504.318521330355,3.174168009134807e-05,0.01933436813108155,0.04574440345999557,0.0718916673907365,0.09777877508345661,0.10768151482532709,0.11748572555780375,0.12719238753139142,0.13680247148662872,0.14631693828459122,0.14631693828459136,0.1463169382845915,1894.0774853085638,2713.393170423079,3524.5569447296107,4327.649892967639,5122.752345250063,5909.943784771857,6689.302911682115,7460.907683595443,8224.835242043499,8688.93250765222
118,118,12847572.0,32237.277923695357,3.1019988795796255e-05,0.015273838867151198,0.04142110279789213,0.06730821049061224,0.07721095023248273,0.08701516096495937,0.09672182293854706,0.10633190689378436,0.11584637369174684,0.11584637369174698,0.11584637369174712,0.11584637369174726,2037.6301204153444,2865.1796564640517,3684.4953415785667,4495.659115885099,5298.752064123127,6093.85451640555,6881.045955927345,7660.405082837603,8432.00985475093,9195.937413198986
119,119,12849637.0,32160.005084751887,3.109452244689267e-05,0.01836500886698482,0.04451227279772575,0.07039938049044586,0.08030212023231635,0.090106330964793,0.09981299293838068,0.10942307689361798,0.11893754369158047,0.1189375436915806,0.11893754369158074,0.11893754369158088,1938.0947272375988,2765.644263286306,3584.959948400821,4396.1237227073525,5199.21667094538,5994.319123227805,6781.5105627496,7560.869689659857,8332.474461573185,9096.40202002124
120,120,12851198.0,31820.926276936043,3.1425860809237494e-05,0.006021773537313674,0.03243180886622769,0.058579072796968626,0.08446618048968874,0.09436892023155923,0.10417313096403587,0.11387979293762356,0.12348987689286085,0.13300434369082334,0.13300434369082348,0.13300434369082362,2315.6158496956923,3134.9315348102073,3946.095309116739,4749.188257354767,5544.290709637191,6331.4821491589855,7110.841276069244,7882.446047982571,8646.373606430627,9110.470872039348
121,121,12855620.0,31703.412260302248,3.1542346034851276e-05,0.5448220132913343,1.8555398127239686,3.153216389588068,4.4379815330685854,5.694236877845242,6.93799289436595,8.16937393659421,9.38850315206511,9.398017618863074,9.398017618863074,9.398017618863074,107110.15685663007,147772.4141561585,188030.09590467613,227887.22630018092,228682.32875246333,229469.52019198515,230248.8793188954,231020.48409080872,231784.41164925677,232248.5089148655
122,122,12856330.0,31655.89516445789,3.158969268772296e-05,0.6410602632861544,1.9517780627187888,3.249454639582888,4.5342197830634055,5.790475127840062,7.03423114436077,8.26561218658903,9.484741402059932,9.494255868857895,9.494255868857895,9.494255868857895,104061.15645892514,144723.41375845356,184981.09550697118,224838.22590247597,225633.3283547584,226420.5197942802,227199.87892119045,227971.4836931038,228735.41125155185,229199.50851716058
123,123,12856865.0,31504.318521330355,3.174168009134807e-05,0.9604902595179864,2.271208058950621,3.56888463581472,4.853649779295237,6.109905124071894,7.353661140592602,8.585042182820862,9.804171398291764,9.813685865089726,9.813685865089726,9.813685865089726,93972.74244973935,134634.9997492678,174892.6814977854,214749.8118932902,215544.91434557262,216332.10578509443,217111.46491200468,217883.069683918,218646.99724236605,219111.09450797478
124,124,12860193.0,30748.027543522618,3.2522411350924526e-05,1.5849005698423295,3.2505411010924794,4.899609055274367,6.5322693111474095,8.148685161821533,9.733291396137465,11.302131318643072,12.533512360871333,13.752641576342235,13.762156043140196,13.762156043140196,105827.56660614946,146085.24835466707,185942.37875017186,186737.48120245428,187524.67264197607,188304.03176888634,189075.63654079966,189839.5640992477,190303.66136485644,190763.14099902502
125,125,12860758.0,30717.296420631872,3.2554948401263936e-05,1.671411459837673,3.337051991087823,4.986119945269711,6.618780201142753,8.235196051816876,9.81980228613281,11.388642208638416,12.620023250866677,13.839152466337579,13.84866693313554,13.84866693313554,103168.7464985166,143426.4282470342,183283.558642539,184078.66109482144,184865.85253434323,185645.21166125347,186416.81643316682,187180.74399161487,187644.8412572236,188104.32089139218
126,126,12861305.0,29806.5271726181,3.35496985008926e-05,0.6766431449668056,2.0272762201395835,3.364470938045067,4.6883610095425094,5.999078808975144,7.296755385839242,8.581520529319759,9.837775874096415,11.081531890617125,12.312912932845384,13.532042148316286,100507.03988713563,101302.14233941806,102089.33377893985,102868.69290585011,103640.29767776343,104404.2252362115,104868.3225018202,105327.80213598881,105782.7101064159,106233.09189940017
127,127,12862743.0,29782.692677653984,3.357654765548791e-05,0.731906964963831,2.082540040136609,3.4197347580420927,4.7436248295395345,6.054342628972169,7.352019205836268,8.636784349316786,9.893039694093442,11.13679571061415,12.36817675284241,13.587305968313311,98860.39369868663,99655.49615096906,100442.68759049085,101222.04671740111,101993.65148931443,102757.5790477625,103221.67631337122,103681.15594753981,104136.06391796691,104586.44571095117
128,128,12863692.0,29764.829314745406,3.359669862123493e-05,0.7751883063379186,2.1300896847718316,3.4715102377172857,4.799584098589821,6.114444060065266,7.416221585785677,8.705046875098924,9.96130221987558,11.20505823639629,12.43643927862455,13.655568494095451,97952.97701084732,98872.78369608411,99783.43860169387,100685.03277119309,101577.6563891044,102461.39869587265,102925.49596148136,103384.97559564996,103839.88356607706,104290.26535906132
129,129,12866837.0,29708.332652657635,3.366058983153814e-05,0.9041887663309753,2.259090144764888,3.6005106977103423,4.928584558582878,6.243444520058323,7.5452220457787345,8.83404733509198,10.090302679868639,11.334058696389347,12.565439738617606,13.784568954088508,94116.73503796474,95036.54172320155,95947.19662881129,96848.79079831053,97741.41441622184,98625.15672299007,99089.2539885988,99548.7336227674,100003.6415931945,100454.02338617876
130,130,12867608.0,29851.26827379659,3.3499414189975936e-05,0.5784888035065209,1.9333901819404338,3.274810734885888,4.602884595758423,5.917744557233869,7.219522082954279,8.508347372267528,9.764602717044184,11.008358733564892,12.239739775793153,13.458868991264053,103816.39834946675,104736.20503470355,105646.8599403133,106548.45410981252,107441.07772772384,108324.82003449208,108788.9173001008,109248.39693426939,109703.30490469649,110153.68669768075
131,131,12868160.0,30597.73823240065,3.268215422998413e-05,0.2535562631477091,1.5949768160931634,2.9230506769656985,4.237910638441144,5.539688164161555,6.828513453474803,8.08476879825146,9.328524814772168,10.559905857000427,11.779035072471329,11.788549539269292,114603.1917709291,154586.27963243544,155506.08631767222,156416.74122328198,157318.3353927812,158210.95901069252,159094.70131746077,159558.79858306947,160018.27821723808,160473.18618766518
132,132,12868888.0,30751.10234627697,3.251915943498103e-05,1.254305447718526,2.582379308591061,3.8972392700665064,5.1990167957869176,6.487842085100166,7.744097429876822,8.98785344639753,10.21923448862579,11.438363704096691,11.447878170894654,11.447878170894654,84668.85485870673,125053.75990528474,165036.84776679106,165956.65445202787,166867.30935763763,167768.90352713683,168661.52714504817,169545.2694518164,170009.36671742512,170468.8463515937
133,133,12869467.0,31150.341159126736,3.210237714224873e-05,0.39401713923574355,1.7220910001082785,3.036950961583724,4.338728487304135,5.627553776617383,6.883809121394039,8.127565137914747,9.358946180143008,10.57807539561391,10.587589862411871,10.587589862411871,111296.14172328949,151681.04676986748,191664.1346313738,192583.9413166106,193494.59622222037,194396.19039171957,195288.8140096309,196172.55631639913,196636.65358200786,197096.13321617644
134,134,12870250.0,31425.660021976568,3.182112958966274e-05,1.1319552708120548,2.4468152322875003,3.748592758007912,5.037418047321159,6.293673392097816,7.537429408618524,8.768810450846784,9.987939666317686,9.997454133115648,9.997454133115648,9.997454133115648,88969.79071748475,129760.54986450015,170145.45491107815,210128.54277258448,211048.34945782128,211959.004363431,212860.59853293025,213753.22215084155,214636.9644576098,215101.06172321853
135,135,12870754.0,31712.92423511441,3.1532885223266206e-05,0.5265100638561961,1.8413700253316414,3.143147551052053,4.4319728403653,5.688228185141957,6.931984201662665,8.163365243890926,9.382494459361826,9.39200892615979,9.39200892615979,9.39200892615979,108083.91048084726,148874.66962786266,189259.57467444064,229242.66253594696,230162.46922118377,231073.12412679353,231974.71829629276,232867.34191420407,233751.0842209723,234215.18148658102
136,136,12871328.0,32185.742095422294,3.106965801923292e-05,0.8634654405919225,2.165242966312334,3.4540682556255815,4.710323600402238,5.954079616922947,7.1854606591512065,8.404589874622108,8.414104341420071,8.414104341420071,8.414104341420071,8.414104341420071,98127.1779133869,139327.87066281112,180118.62980982653,220503.53485640453,260486.62271791085,261406.42940314766,262317.0843087574,263218.6784782566,264111.3020961679,264995.0444029362
137,137,12871960.0,31894.19497069952,3.1353667992519564e-05,0.14979308626839108,1.4646530477438364,2.766430573464248,4.0552558627774955,5.311511207554152,6.55526722407486,7.7866482663031205,9.005777481774022,9.015291948571985,9.015291948571985,9.015291948571985,120065.28970575069,160856.04885276608,201240.95389934408,241224.0417608504,242143.8484460872,243054.50335169697,243956.09752119618,244848.7211391075,245732.46344587574,246196.56071148446
138,138,12872476.0,31662.22666004973,3.158337569674985e-05,0.6347606906300773,1.9496206521055226,3.251398177825934,4.540223467139182,5.796478811915838,7.040234828436547,8.271615870664807,9.490745086135707,9.50025955293367,9.50025955293367,9.50025955293367,104653.60352691192,145444.3626739273,185829.2677205053,225812.35558201163,226732.16226724844,227642.8171728582,228544.41134235743,229437.03496026873,230320.77726703696,230784.87453264568
139,139,12872976.0,31849.5765687921,3.139759167096284e-05,0.25003737134978954,1.597319092928772,2.9311957926172787,4.2518008802130725,5.508056224989729,6.751812241510437,7.983193283738697,9.202322499209599,9.211836966007562,9.211836966007562,9.211836966007562,119948.53427939765,161745.11020253698,203125.82449237083,244094.81360634952,245990.71216895737,247867.74715281682,249726.1062161336,251565.97524656166,253387.53818582892,254780.12509371073
140,140,12877107.0,32060.468407298446,3.1191060195875174e-05,1.1449698161500113,2.478846515838518,3.7994516034343113,5.055706948210968,6.299462964731676,7.530844006959936,8.749973222430837,8.7594876892288,8.7594876892288,8.7594876892288,8.7594876892288,92187.39702312295,134404.01467372253,176200.59059686188,217581.30488669573,258550.29400067442,260446.19256328227,262323.2275471417,264181.5866104585,266021.45564088656,267843.0185801538
141,141,12879755.0,32250.174769230463,3.100758390165653e-05,0.7518974985052087,2.0857741981937155,3.406379285789509,4.662634630566165,5.906390647086874,7.137771689315134,8.356900904786036,8.366415371583997,8.366415371583997,8.366415371583997,8.366415371583997,104827.36718686957,147043.98483746918,188840.56076060853,230221.27505044237,271190.26416442107,273086.1627270289,274963.19771088834,276821.5567742051,278661.4258046332,280482.98874390044
142,142,12883736.0,32428.030492740894,3.083751880102163e-05,0.3821330060629884,1.7160097057514951,3.036614793347289,4.292870138123945,5.536626154644654,6.768007196872913,7.987136412343815,7.996650879141777,7.996650879141778,7.996650879141778,7.996650879141778,116785.29732349531,159001.9149740949,200798.49089723424,242179.2051870681,283148.1943010468,285044.0928636546,286921.12784751406,288779.4869108309,290619.3559412589,292440.91888052615
143,143,12885105.0,32356.77080298069,3.090543262456464e-05,0.5277517513950175,1.8616284510835241,3.1822335386793177,4.438488883455975,5.682244899976682,6.913625942204942,8.132755157675843,8.142269624473807,8.142269624473807,8.142269624473807,8.142269624473807,112068.24425547852,154284.86190607812,196081.43782921747,237462.15211905132,278431.14123303,280327.03979563783,282204.0747794973,284062.4338428141,285902.3028732421,287723.8658125094
144,144,12885844.0,33258.884104674304,3.0067154293353364e-05,0.021329697197344066,1.3419347847931378,2.5981901295697942,3.8419461460905024,5.073327188318762,6.2924564037896635,6.301970870587627,6.301970870587627,6.301970870587627,6.301970870587627,6.301970870587627,129801.49704728612,172442.37737081584,214658.99502141544,256455.57094455478,297836.28523438866,338805.27434836735,340701.1729109752,342578.20789483463,344436.5669581514,346276.43598857947
145,145,12886446.0,33362.141448813265,2.997409508422222e-05,1.1374305476633502,2.3936858924400064,3.6374419089607146,4.8688229511889745,6.087952166659877,6.097466633457839,6.097466633457839,6.097466633457839,6.097466633457839,6.097466633457839,6.09746663345784,93544.70258947162,136614.10939864168,179254.98972217142,221471.60737277102,263268.18329591036,304648.8975857442,345617.8866997229,347513.7852623307,349390.8202461902,351249.17930950696
146,146,12886984.0,33415.56092838997,2.992617727240954e-05,1.0334715069831482,2.289726851759805,3.533482868280513,4.7648639105087724,5.983993125979675,5.993507592777637,5.993507592777637,5.993507592777637,5.993507592777637,5.993507592777637,5.993507592777638,97015.93706080757,140085.34386997763,182726.22419350737,224942.84184410697,266739.4177672463,308120.13205708016,349089.12117105885,350985.0197336667,352862.05471752613,354720.4137808429
147,147,12887530.0,33536.06770455008,2.9818642090358223e-05,0.7923968414001423,2.048652186176799,3.2924082026975072,4.523789244925767,5.742918460396669,5.752432927194631,5.752432927194631,5.752432927194631,5.752432927194631,5.752432927194632,5.752432927194632,105086.52663111336,148155.93344028344,190796.81376381314,233013.43141441274,274810.0073375521,316190.72162738594,357159.71074136463,359055.60930397245,360932.6442878319,362791.00335114874
148,148,12888532.0,33539.42131132053,2.9815660524305792e-05,0.78626045060933,2.0425157953859867,3.286271811906695,4.517652854134955,5.736782069605856,5.746296536403818,5.746296536403819,5.746296536403819,5.746296536403819,5.746296536403819,5.746296536403819,105292.34213977757,148361.74894894764,191002.62927247735,233219.24692307695,275015.8228462163,316396.5371360502,357365.52625002887,359261.4248126367,361138.45979649614,362996.8188598129
149,149,12889846.0,33599.84361237394,2.9762043286169534e-05,0.6703777091503977,1.9266330539270542,3.1703890704477624,4.401770112676022,5.6208993281469235,5.630413794944887,5.630413794944887,5.630413794944887,5.630413794944887,5.630413794944887,5.630413794944887,109182.65815672779,152252.06496589785,194892.9452894276,237109.5629400272,278906.1388631665,320286.85315300035,361255.84226697905,363151.74082958687,365028.7758134464,366887.13487676316
150,150,12890617.0,34165.643995397244,2.926916876306265e-05,0.840671018924096,2.0844270354448042,3.315808077673064,4.534937293143965,4.5444517599419285,4.5444517599419285,4.5444517599419285,4.5444517599419285,4.5444517599419285,4.5444517599419285,4.5444517599419285,100735.4325110506,144237.67226984634,187307.0790790164,229947.9594025461,272164.57705314574,313961.1529762851,355341.86726611893,396310.8563800976,398206.75494270545,400083.7899265649
151,151,12891188.0,34172.47746585276,2.926331580726804e-05,0.8291255168296059,2.072881533350314,3.304262575578574,4.523391791049476,4.532906257847438,4.532906257847438,4.532906257847438,4.532906257847438,4.532906257847438,4.532906257847439,4.532906257847439,101129.9653509179,144632.20510971363,187701.6119188837,230342.49224241343,272559.109893013,314355.68581615237,355736.4001059862,396705.3892199649,398601.28778257273,400478.3227664322
152,152,12893484.0,34046.27921975548,2.9371785197007556e-05,1.063513034921763,2.3072690514424714,3.5386500936707312,4.7577793091416325,4.767293775939595,4.767293775939596,4.767293775939596,4.767293775939596,4.767293775939596,4.767293775939596,4.767293775939596,93134.63406734193,136636.87382613766,179706.28063530772,222347.16095883746,264563.77860943705,306360.3545325764,347741.06882241025,388710.05793638894,390605.95649899676,392482.9914828562
153,153,12894030.0,34210.08599156739,2.92311454653021e-05,0.7595476441297109,2.003303660650419,3.234684702878679,4.453813918349581,4.463328385147543,4.463328385147543,4.463328385147543,4.463328385147544,4.463328385147544,4.463328385147544,4.463328385147544,103509.1137328842,147011.3534916799,190080.76030084997,232721.6406243797,274938.2582749793,316734.83419811865,358115.5484879525,399084.5376019312,400980.436164539,402857.4711483985
154,154,12895125.0,34367.80698138642,2.909699767988104e-05,0.47183169656037344,1.7155877130810817,2.9469687553093418,4.1660979707802435,4.175612437578206,4.175612437578206,4.175612437578206,4.175612437578206,4.175612437578206,4.175612437578207,4.175612437578207,113240.20780114864,156608.7017193974,199545.69341505857,242055.47611207172,284142.30051423085,325810.37458988326,367063.8655816567,407906.8972296339,409678.09155928734,411431.66307705885
155,155,12895964.0,34309.434258976995,2.9146502167646555e-05,0.58150047871764,1.8268582573235934,3.0598251246170043,4.280524386727614,4.291593278720439,4.293132237884887,4.294655884924527,4.296164372168403,4.297657850475433,4.299136469143251,4.30060037605459,109638.81697050248,153061.14060857907,196051.42643609512,238613.97300581358,280753.036297575,322472.82950272923,363777.5250363573,404671.2517569988,406492.6367609478,408295.89957200596
156,156,12897836.0,34158.811891430836,2.9275022889506954e-05,0.8592477887026907,2.104605567308644,3.337572434602055,4.558271696712665,4.56934058870549,4.5708795478699376,4.572403194909578,4.573911682153454,4.575405160460484,4.576883779128302,4.578347686039641,100130.18650491722,143552.51014299382,186542.79597050988,229105.34254022833,271244.4058319897,312964.19903714396,354268.894570772,395162.62129141355,396984.0062953626,398787.26910642075
157,157,12898388.0,34540.067696330094,2.895188303600953e-05,0.16101883792495625,1.4063766165309095,2.6393434838243204,3.8600427459349307,3.871111637927755,3.8726505970922034,3.8741742441318436,3.875682731375719,3.87717620968275,3.8786548283505673,3.880118735261907,124114.13128454791,167536.4549226245,210526.74075014057,253089.28731985902,295228.3506116204,336948.14381677465,378252.8393504027,419146.56607104425,420967.9510749933,422771.21388605144
158,158,12899240.0,38606.26110182995,2.5902534238224887e-05,0.0008526362874367501,0.00236112353131181,0.003854601838342992,0.005333220506160176,0.006797127417499982,0.008246468925629052,0.009681389968164839,0.009681389968164839,0.009681389968164839,0.009681389968164839,0.009681389968164839,141.83927233128526,548.8565157073625,44546.749893259985,88106.87908055149,131233.59932059285,173931.2231465576,217789.92607681485,261212.24971489146,304202.53554240754,346765.08211212594
159,159,12900566.0,38606.26110182995,2.5902534238224887e-05,0.0008526362874367501,0.00236112353131181,0.003854601838342992,0.005333220506160176,0.006797127417499982,0.008246468925629052,0.009681389968164839,0.009681389968164839,0.009681389968164839,0.009681389968164839,0.009681389968164839,141.83927233128526,548.8565157073625,951.8240681027348,1350.7822293492604,1745.7708882116438,2136.829542284054,4109.904431645929,6063.347891756276,7997.355233187341,9912.119835267522
160,160,12903488.0,39228.89796080799,2.5491411994266567e-05,0.0011465624586086648,0.0026400407656398464,0.00411865943345703,0.005582566344796837,0.0070319078529259066,0.008466828895461694,0.008466828895461694,0.008466828895461694,0.008466828895461694,0.008466828895461694,0.008466828895461694,33075.088857827264,65748.75466049295,98447.18721562935,130820.28085808698,162871.27314439495,194603.3686072935,226019.7403541645,258709.43614568023,291073.8804965917,323116.3092917737
161,161,12904038.0,37641.82250615285,2.656619508358136e-05,0.7196015811911949,1.5819068118608175,1.5834152991046926,1.5849087774117236,1.586387396079541,1.5878513029908807,1.5893006444990099,1.5907355655415456,1.5907355655415456,1.5907355655415456,1.5907355655415456,71060.4203603005,103433.51400275814,135484.5062890661,167216.60175196466,198632.97349883566,231322.6692903514,263687.1136412628,295729.5424364449,327453.15956412896,358861.1371811959
162,162,12905274.0,37029.56149197141,2.7005450772535225e-05,0.5743859624587083,1.4453570619094303,2.3076622925790526,2.309170779822928,2.3106642581299592,2.3121428767977763,2.313606783709116,2.3150561252172452,2.316491046259781,2.316491046259781,2.316491046259781,76689.98647675196,108740.97876305993,140473.0742259585,171889.4459728295,204579.14176434523,236943.58611525665,268986.01491043874,300709.6320381228,332117.60965518974,363213.08802649775
163,163,12906293.0,36683.13170588883,2.72604860462191e-05,0.10363789521728081,0.9928764328412129,1.8638475322919348,2.7261527629615574,2.7276612502054323,2.7291547285124635,2.7306333471802806,2.7320972540916206,2.7335465955997496,2.7349815166422853,2.7349815166422853,93316.03519989389,125048.13066279244,156464.50240966343,189154.19820117918,221518.6425520906,253561.07134727266,285284.6884749568,316692.6660920237,347788.14446333173,378574.2334615081
164,164,12907102.0,36852.25433959811,2.713538202534031e-05,0.788770346169226,1.6597414456199477,2.5220466762895706,2.5235551635334454,2.5250486418404767,2.526527260508294,2.527991167419634,2.5294405089277627,2.5308754299702985,2.5308754299702985,2.5308754299702985,68770.02706692336,100821.01935323133,132553.11481612988,163969.4865630009,196659.1823545166,229023.62670542806,261066.05550061012,292789.6726282942,324197.65024536115,355293.12861666916
165,165,12907620.0,37055.48996251986,2.6986554516252782e-05,0.5420697700115819,1.4130408694623038,2.275346100131926,2.2768545873758015,2.2783480656828328,2.27982668435065,2.2812905912619894,2.2827399327701188,2.2841748538126545,2.2841748538126545,2.2841748538126545,77887.14538063642,109938.13766694439,141670.23312984293,173086.60487671394,205776.30066822967,238140.7450191411,270183.17381432315,301906.79094200727,333314.7685590742,364410.2469303822
166,166,12908122.0,37770.016098721346,2.6476027899650636e-05,0.5719786597238825,1.4342838903935051,1.4357923776373802,1.4372858559444115,1.4387644746122286,1.4402283815235684,1.4416777230316975,1.4431126440742332,1.4431126440742332,1.4431126440742332,1.4431126440742332,76626.96183144947,109000.0554739071,141051.04776021506,172783.1432231136,204199.51496998462,236889.21076150035,269253.65511241177,301296.08390759386,333019.7010352779,364427.6786523449
167,167,12909193.0,38149.59199775596,2.6212600125810577e-05,0.13567489889818068,0.9979801295678034,0.9994886168116783,1.0009820951187096,1.0024607137865267,1.0039246206978665,1.0053739622059956,1.0068088832485313,1.0068088832485313,1.0068088832485313,1.0068088832485313,93189.70857237164,125562.80221482927,157613.79450113725,189345.8899640358,220762.2617109068,253451.95750242253,285816.401853334,317858.830648516,349582.44777620013,380990.42539326707
168,168,12909992.0,37555.35011929888,2.6627364591819416e-05,0.8207545991735962,1.683059829843219,1.6845683170870938,1.686061795394125,1.687540414061942,1.689004320973282,1.690453662481411,1.6918885835239468,1.6918885835239468,1.6918885835239468,1.6918885835239468,67257.00465108006,99630.09829353768,131681.09057984565,163413.1860427442,194829.5577896152,227519.25358113094,259883.69793204236,291926.12672722444,323649.7438549085,355057.72147197544
169,169,12910494.0,37758.687359715055,2.648397150232784e-05,0.5851218155895526,1.4474270462591752,1.4489355335030503,1.4504290118100813,1.4519076304778986,1.4533715373892384,1.4548208788973676,1.4562557999399033,1.4562557999399033,1.4562557999399033,1.4562557999399033,76130.59795588696,108503.6915983446,140554.68388465256,172286.7793475511,203703.15109442212,236392.84688593785,268757.29123684927,300799.72003203136,332523.3371597154,363931.31477678235
170,170,12911666.0,38432.93187642408,2.601935244532906e-05,0.0011992647991589205,0.0027077520430339804,0.004201230350065162,0.0056798490178823465,0.007143755929222152,0.008593097437351222,0.010028018479887008,0.010028018479887008,0.010028018479887008,0.010028018479887008,0.010028018479887008,128.48648412351645,535.5037274995914,938.4712798949637,1337.4294411414892,1732.4181000038725,2123.4767540762828,4096.551643438158,6049.995103548505,7984.00244497957,9898.767047059751
171,171,12912681.0,39567.704322520935,2.527313669372588e-05,0.22707643743614497,0.9025515050309387,1.5713058082495415,2.2334062319614123,2.888918969282393,3.5379095730541192,3.5379095730541192,3.5379095730541192,3.5379095730541192,3.5379095730541192,3.5379095730541192,70904.37089021096,97015.858742682,123217.40487402031,149158.25402808003,174841.00048783197,200268.21207398988,225442.43142584717,251952.0822921881,278197.97107921256,304182.72192202485
