,index,blocknum,p0vs1,p1vs0,DAI-slippagemap_01,DAI-slippagemap_2,DAI-slippagemap_3,DAI-slippagemap_4,DAI-slippagemap_5,DAI-slippagemap_6,DAI-slippagemap_7,DAI-slippagemap_8,DAI-slippagemap_9,DAI-slippagemap_10,DAI-slippagemap_11,DAI-slippagemap_12,DAI-slippagemap_13,DAI-slippagemap_14,DAI-slippagemap_15,DAI-slippagemap_16,DAI-slippagemap_17,DAI-slippagemap_18,DAI-slippagemap_19,DAI-slippagemap_20,USDT-slippagemap_01,USDT-slippagemap_2,USDT-slippagemap_3,USDT-slippagemap_4,USDT-slippagemap_5,USDT-slippagemap_6,USDT-slippagemap_7,USDT-slippagemap_8,USDT-slippagemap_9,USDT-slippagemap_10,USDT-slippagemap_11,USDT-slippagemap_12,USDT-slippagemap_13,USDT-slippagemap_14,USDT-slippagemap_15,USDT-slippagemap_16,USDT-slippagemap_17,USDT-slippagemap_18,USDT-slippagemap_19,USDT-slippagemap_20
10,10,15198385.0,1.0000026438339937,0.9999973561729961,120428.45261388892,120428.45261388892,120428.45261388892,120428.45261388892,120428.45261388892,120428.45261388892,120428.45261388892,120428.45261388892,120428.45261388892,120428.45261388892,120428.45261388892,120428.45261388892,120428.45261388892,120428.45261388892,120428.45261388892,120428.45261388892,120428.45261388892,120428.45261388892,120428.45261388892,120428.45261388892,46647.99257477782,46647.99257477782,46647.99257477782,46647.99257477782,46647.99257477782,46647.99257477782,46647.99257477782,46647.99257477782,46647.99257477782,46647.99257477782,46647.99257477782,46647.99257477782,46647.99257477782,46647.99257477782,46647.99257477782,46647.99257477782,46647.99257477782,46647.99257477782,46647.99257477782,46647.99257477782
11,11,15198901.0,1.0000026438339937,0.9999973561729961,89270.125081716,89270.125081716,89270.125081716,89270.125081716,89270.125081716,89270.125081716,89270.125081716,89270.125081716,89270.125081716,89270.125081716,89270.125081716,89270.125081716,89270.125081716,89270.125081716,89270.125081716,89270.125081716,89270.125081716,89270.125081716,89270.125081716,89270.125081716,77808.1463903006,77808.1463903006,77808.1463903006,77808.1463903006,77808.1463903006,77808.1463903006,77808.1463903006,77808.1463903006,77808.1463903006,77808.1463903006,77808.1463903006,77808.1463903006,77808.1463903006,77808.1463903006,77808.1463903006,77808.1463903006,77808.1463903006,77808.1463903006,77808.1463903006,77808.1463903006
12,12,15199471.0,1.0000026438339937,0.9999973561729961,104467.0911143464,104467.0911143464,104467.0911143464,104467.0911143464,104467.0911143464,104467.0911143464,104467.0911143464,104467.0911143464,104467.0911143464,104467.0911143464,104467.0911143464,104467.0911143464,104467.0911143464,104467.0911143464,104467.0911143464,104467.0911143464,104467.0911143464,104467.0911143464,104467.0911143464,104467.0911143464,62609.98561622603,62609.98561622603,62609.98561622603,62609.98561622603,62609.98561622603,62609.98561622603,62609.98561622603,62609.98561622603,62609.98561622603,62609.98561622603,62609.98561622603,62609.98561622603,62609.98561622603,62609.98561622603,62609.98561622603,62609.98561622603,62609.98561622603,62609.98561622603,62609.98561622603,62609.98561622603
13,13,15200003.0,1.0000026438339937,0.9999973561729961,120825.32579503792,120825.32579503792,120825.32579503792,120825.32579503792,120825.32579503792,120825.32579503792,120825.32579503792,120825.32579503792,120825.32579503792,120825.32579503792,120825.32579503792,120825.32579503792,120825.32579503792,120825.32579503792,120825.32579503792,120825.32579503792,120825.32579503792,120825.32579503792,120825.32579503792,120825.32579503792,46251.11182674846,46251.11182674846,46251.11182674846,46251.11182674846,46251.11182674846,46251.11182674846,46251.11182674846,46251.11182674846,46251.11182674846,46251.11182674846,46251.11182674846,46251.11182674846,46251.11182674846,46251.11182674846,46251.11182674846,46251.11182674846,46251.11182674846,46251.11182674846,46251.11182674846,46251.11182674846
14,14,15200615.0,1.0000026438339937,0.9999973561729961,124518.3183574812,124518.3183574812,124518.3183574812,124518.3183574812,124518.3183574812,124518.3183574812,124518.3183574812,124518.3183574812,124518.3183574812,124518.3183574812,124518.3183574812,124518.3183574812,124518.3183574812,124518.3183574812,124518.3183574812,124518.3183574812,124518.3183574812,124518.3183574812,124518.3183574812,124518.3183574812,42558.067780970436,42558.067780970436,42558.067780970436,42558.067780970436,42558.067780970436,42558.067780970436,42558.067780970436,42558.067780970436,42558.067780970436,42558.067780970436,42558.067780970436,42558.067780970436,42558.067780970436,42558.067780970436,42558.067780970436,42558.067780970436,42558.067780970436,42558.067780970436,42558.067780970436,42558.067780970436
15,15,15201651.0,1.0000026438339937,0.9999973561729961,117573.27227733204,117573.27227733204,117573.27227733204,117573.27227733204,117573.27227733204,117573.27227733204,117573.27227733204,117573.27227733204,117573.27227733204,117573.27227733204,117573.27227733204,117573.27227733204,117573.27227733204,117573.27227733204,117573.27227733204,117573.27227733204,117573.27227733204,117573.27227733204,117573.27227733204,117573.27227733204,49503.23898522119,49503.23898522119,49503.23898522119,49503.23898522119,49503.23898522119,49503.23898522119,49503.23898522119,49503.23898522119,49503.23898522119,49503.23898522119,49503.23898522119,49503.23898522119,49503.23898522119,49503.23898522119,49503.23898522119,49503.23898522119,49503.23898522119,49503.23898522119,49503.23898522119,49503.23898522119
16,16,15202220.0,1.0000026438339937,0.9999973561729961,119973.82963929053,119973.82963929053,119973.82963929053,119973.82963929053,119973.82963929053,119973.82963929053,119973.82963929053,119973.82963929053,119973.82963929053,119973.82963929053,119973.82963929053,119973.82963929053,119973.82963929053,119973.82963929053,119973.82963929053,119973.82963929053,119973.82963929053,119973.82963929053,119973.82963929053,119973.82963929053,47102.624702457324,47102.624702457324,47102.624702457324,47102.624702457324,47102.624702457324,47102.624702457324,47102.624702457324,47102.624702457324,47102.624702457324,47102.624702457324,47102.624702457324,47102.624702457324,47102.624702457324,47102.624702457324,47102.624702457324,47102.624702457324,47102.624702457324,47102.624702457324,47102.624702457324,47102.624702457324
17,17,15202758.0,1.0000026438339937,0.9999973561729961,126402.83132136801,126402.83132136801,126402.83132136801,126402.83132136801,126402.83132136801,126402.83132136801,126402.83132136801,126402.83132136801,126402.83132136801,126402.83132136801,126402.83132136801,126402.83132136801,126402.83132136801,126402.83132136801,126402.83132136801,126402.83132136801,126402.83132136801,126402.83132136801,126402.83132136801,126402.83132136801,40673.54171758483,40673.54171758483,40673.54171758483,40673.54171758483,40673.54171758483,40673.54171758483,40673.54171758483,40673.54171758483,40673.54171758483,40673.54171758483,40673.54171758483,40673.54171758483,40673.54171758483,40673.54171758483,40673.54171758483,40673.54171758483,40673.54171758483,40673.54171758483,40673.54171758483,40673.54171758483
18,18,15203278.0,1.0000026438339937,0.9999973561729961,124381.79291702241,124381.79291702241,124381.79291702241,124381.79291702241,124381.79291702241,124381.79291702241,124381.79291702241,124381.79291702241,124381.79291702241,124381.79291702241,124381.79291702241,124381.79291702241,124381.79291702241,124381.79291702241,124381.79291702241,124381.79291702241,124381.79291702241,124381.79291702241,124381.79291702241,124381.79291702241,42694.59451621875,42694.59451621875,42694.59451621875,42694.59451621875,42694.59451621875,42694.59451621875,42694.59451621875,42694.59451621875,42694.59451621875,42694.59451621875,42694.59451621875,42694.59451621875,42694.59451621875,42694.59451621875,42694.59451621875,42694.59451621875,42694.59451621875,42694.59451621875,42694.59451621875,42694.59451621875
19,19,15203832.0,1.0000026438339937,0.9999973561729961,118079.0683991122,118079.0683991122,118079.0683991122,118079.0683991122,118079.0683991122,118079.0683991122,118079.0683991122,118079.0683991122,118079.0683991122,118079.0683991122,118079.0683991122,118079.0683991122,118079.0683991122,118079.0683991122,118079.0683991122,118079.0683991122,118079.0683991122,118079.0683991122,118079.0683991122,118079.0683991122,48997.42966922157,48997.42966922157,48997.42966922157,48997.42966922157,48997.42966922157,48997.42966922157,48997.42966922157,48997.42966922157,48997.42966922157,48997.42966922157,48997.42966922157,48997.42966922157,48997.42966922157,48997.42966922157,48997.42966922157,48997.42966922157,48997.42966922157,48997.42966922157,48997.42966922157,48997.42966922157
20,20,15204439.0,1.0000026438339937,0.9999973561729961,121298.67478214653,121298.67478214653,121298.67478214653,121298.67478214653,121298.67478214653,121298.67478214653,121298.67478214653,121298.67478214653,121298.67478214653,121298.67478214653,121298.67478214653,121298.67478214653,121298.67478214653,121298.67478214653,121298.67478214653,121298.67478214653,121298.67478214653,121298.67478214653,121298.67478214653,121298.67478214653,45777.75433087249,45777.75433087249,45777.75433087249,45777.75433087249,45777.75433087249,45777.75433087249,45777.75433087249,45777.75433087249,45777.75433087249,45777.75433087249,45777.75433087249,45777.75433087249,45777.75433087249,45777.75433087249,45777.75433087249,45777.75433087249,45777.75433087249,45777.75433087249,45777.75433087249,45777.75433087249
21,21,15205210.0,1.0000026438339937,0.9999973561729961,114247.89176519153,114247.89176519153,114247.89176519153,114247.89176519153,114247.89176519153,114247.89176519153,114247.89176519153,114247.89176519153,114247.89176519153,114247.89176519153,114247.89176519153,114247.89176519153,114247.89176519153,114247.89176519153,114247.89176519153,114247.89176519153,114247.89176519153,114247.89176519153,114247.89176519153,114247.89176519153,52828.72220963455,52828.72220963455,52828.72220963455,52828.72220963455,52828.72220963455,52828.72220963455,52828.72220963455,52828.72220963455,52828.72220963455,52828.72220963455,52828.72220963455,52828.72220963455,52828.72220963455,52828.72220963455,52828.72220963455,52828.72220963455,52828.72220963455,52828.72220963455,52828.72220963455,52828.72220963455
22,22,15206038.0,1.0000026438339937,0.9999973561729961,125174.0343739563,125174.0343739563,125174.0343739563,125174.0343739563,125174.0343739563,125174.0343739563,125174.0343739563,125174.0343739563,125174.0343739563,125174.0343739563,125174.0343739563,125174.0343739563,125174.0343739563,125174.0343739563,125174.0343739563,125174.0343739563,125174.0343739563,125174.0343739563,125174.0343739563,125174.0343739563,41902.346196782906,41902.346196782906,41902.346196782906,41902.346196782906,41902.346196782906,41902.346196782906,41902.346196782906,41902.346196782906,41902.346196782906,41902.346196782906,41902.346196782906,41902.346196782906,41902.346196782906,41902.346196782906,41902.346196782906,41902.346196782906,41902.346196782906,41902.346196782906,41902.346196782906,41902.346196782906
23,23,15206574.0,1.0000026438339937,0.9999973561729961,126153.97055367216,126153.97055367216,126153.97055367216,126153.97055367216,126153.97055367216,126153.97055367216,126153.97055367216,126153.97055367216,126153.97055367216,126153.97055367216,126153.97055367216,126153.97055367216,126153.97055367216,126153.97055367216,126153.97055367216,126153.97055367216,126153.97055367216,126153.97055367216,126153.97055367216,126153.97055367216,40922.40370503681,40922.40370503681,40922.40370503681,40922.40370503681,40922.40370503681,40922.40370503681,40922.40370503681,40922.40370503681,40922.40370503681,40922.40370503681,40922.40370503681,40922.40370503681,40922.40370503681,40922.40370503681,40922.40370503681,40922.40370503681,40922.40370503681,40922.40370503681,40922.40370503681,40922.40370503681
24,24,15207110.0,1.0000026438339937,0.9999973561729961,125709.69562068688,125709.69562068688,125709.69562068688,125709.69562068688,125709.69562068688,125709.69562068688,125709.69562068688,125709.69562068688,125709.69562068688,125709.69562068688,125709.69562068688,125709.69562068688,125709.69562068688,125709.69562068688,125709.69562068688,125709.69562068688,125709.69562068688,125709.69562068688,125709.69562068688,125709.69562068688,41366.681201481675,41366.681201481675,41366.681201481675,41366.681201481675,41366.681201481675,41366.681201481675,41366.681201481675,41366.681201481675,41366.681201481675,41366.681201481675,41366.681201481675,41366.681201481675,41366.681201481675,41366.681201481675,41366.681201481675,41366.681201481675,41366.681201481675,41366.681201481675,41366.681201481675,41366.681201481675
25,25,15207811.0,1.0000026438339937,0.9999973561729961,127106.28193989061,127106.28193989061,127106.28193989061,127106.28193989061,127106.28193989061,127106.28193989061,127106.28193989061,127106.28193989061,127106.28193989061,127106.28193989061,127106.28193989061,127106.28193989061,127106.28193989061,127106.28193989061,127106.28193989061,127106.28193989061,127106.28193989061,127106.28193989061,127106.28193989061,127106.28193989061,39970.08849070772,39970.08849070772,39970.08849070772,39970.08849070772,39970.08849070772,39970.08849070772,39970.08849070772,39970.08849070772,39970.08849070772,39970.08849070772,39970.08849070772,39970.08849070772,39970.08849070772,39970.08849070772,39970.08849070772,39970.08849070772,39970.08849070772,39970.08849070772,39970.08849070772,39970.08849070772
26,26,15208394.0,1.0000026438339937,0.9999973561729961,113866.59675834028,113866.59675834028,113866.59675834028,113866.59675834028,113866.59675834028,113866.59675834028,113866.59675834028,113866.59675834028,113866.59675834028,113866.59675834028,113866.59675834028,113866.59675834028,113866.59675834028,113866.59675834028,113866.59675834028,113866.59675834028,113866.59675834028,113866.59675834028,113866.59675834028,113866.59675834028,53210.030764927666,53210.030764927666,53210.030764927666,53210.030764927666,53210.030764927666,53210.030764927666,53210.030764927666,53210.030764927666,53210.030764927666,53210.030764927666,53210.030764927666,53210.030764927666,53210.030764927666,53210.030764927666,53210.030764927666,53210.030764927666,53210.030764927666,53210.030764927666,53210.030764927666,53210.030764927666
27,27,15208964.0,1.0000026438339937,0.9999973561729961,124033.83775841646,124033.83775841646,124033.83775841646,124033.83775841646,124033.83775841646,124033.83775841646,124033.83775841646,124033.83775841646,124033.83775841646,124033.83775841646,124033.83775841646,124033.83775841646,124033.83775841646,124033.83775841646,124033.83775841646,124033.83775841646,124033.83775841646,124033.83775841646,124033.83775841646,124033.83775841646,43042.553186045894,43042.553186045894,43042.553186045894,43042.553186045894,43042.553186045894,43042.553186045894,43042.553186045894,43042.553186045894,43042.553186045894,43042.553186045894,43042.553186045894,43042.553186045894,43042.553186045894,43042.553186045894,43042.553186045894,43042.553186045894,43042.553186045894,43042.553186045894,43042.553186045894,43042.553186045894
28,28,15209646.0,1.0000026438339937,0.9999973561729961,117159.88372692604,117159.88372692604,117159.88372692604,117159.88372692604,117159.88372692604,117159.88372692604,117159.88372692604,117159.88372692604,117159.88372692604,117159.88372692604,117159.88372692604,117159.88372692604,117159.88372692604,117159.88372692604,117159.88372692604,117159.88372692604,117159.88372692604,117159.88372692604,117159.88372692604,117159.88372692604,49916.638795498475,49916.638795498475,49916.638795498475,49916.638795498475,49916.638795498475,49916.638795498475,49916.638795498475,49916.638795498475,49916.638795498475,49916.638795498475,49916.638795498475,49916.638795498475,49916.638795498475,49916.638795498475,49916.638795498475,49916.638795498475,49916.638795498475,49916.638795498475,49916.638795498475,49916.638795498475
29,29,15210149.0,1.0000026438339937,0.9999973561729961,123839.54106864217,123839.54106864217,123839.54106864217,123839.54106864217,123839.54106864217,123839.54106864217,123839.54106864217,123839.54106864217,123839.54106864217,123839.54106864217,123839.54106864217,123839.54106864217,123839.54106864217,123839.54106864217,123839.54106864217,123839.54106864217,123839.54106864217,123839.54106864217,123839.54106864217,123839.54106864217,43236.85196850464,43236.85196850464,43236.85196850464,43236.85196850464,43236.85196850464,43236.85196850464,43236.85196850464,43236.85196850464,43236.85196850464,43236.85196850464,43236.85196850464,43236.85196850464,43236.85196850464,43236.85196850464,43236.85196850464,43236.85196850464,43236.85196850464,43236.85196850464,43236.85196850464,43236.85196850464
30,30,15210675.0,1.0000026438339937,0.9999973561729961,111151.16334563502,111151.16334563502,111151.16334563502,111151.16334563502,111151.16334563502,111151.16334563502,111151.16334563502,111151.16334563502,111151.16334563502,111151.16334563502,111151.16334563502,111151.16334563502,111151.16334563502,111151.16334563502,111151.16334563502,111151.16334563502,111151.16334563502,111151.16334563502,111151.16334563502,111151.16334563502,55925.57120278919,55925.57120278919,55925.57120278919,55925.57120278919,55925.57120278919,55925.57120278919,55925.57120278919,55925.57120278919,55925.57120278919,55925.57120278919,55925.57120278919,55925.57120278919,55925.57120278919,55925.57120278919,55925.57120278919,55925.57120278919,55925.57120278919,55925.57120278919,55925.57120278919,55925.57120278919
31,31,15211207.0,1.0000026438339937,0.9999973561729961,125045.03451355483,125045.03451355483,125045.03451355483,125045.03451355483,125045.03451355483,125045.03451355483,125045.03451355483,125045.03451355483,125045.03451355483,125045.03451355483,125045.03451355483,125045.03451355483,125045.03451355483,125045.03451355483,125045.03451355483,125045.03451355483,125045.03451355483,125045.03451355483,125045.03451355483,125045.03451355483,42031.347067378185,42031.347067378185,42031.347067378185,42031.347067378185,42031.347067378185,42031.347067378185,42031.347067378185,42031.347067378185,42031.347067378185,42031.347067378185,42031.347067378185,42031.347067378185,42031.347067378185,42031.347067378185,42031.347067378185,42031.347067378185,42031.347067378185,42031.347067378185,42031.347067378185,42031.347067378185
32,32,15211794.0,1.0000026438339937,0.9999973561729961,118332.81661083426,118332.81661083426,118332.81661083426,118332.81661083426,118332.81661083426,118332.81661083426,118332.81661083426,118332.81661083426,118332.81661083426,118332.81661083426,118332.81661083426,118332.81661083426,118332.81661083426,118332.81661083426,118332.81661083426,118332.81661083426,118332.81661083426,118332.81661083426,118332.81661083426,118332.81661083426,48743.67507974956,48743.67507974956,48743.67507974956,48743.67507974956,48743.67507974956,48743.67507974956,48743.67507974956,48743.67507974956,48743.67507974956,48743.67507974956,48743.67507974956,48743.67507974956,48743.67507974956,48743.67507974956,48743.67507974956,48743.67507974956,48743.67507974956,48743.67507974956,48743.67507974956,48743.67507974956
33,33,15212468.0,1.0000026438339937,0.9999973561729961,126959.88819391142,126959.88819391142,126959.88819391142,126959.88819391142,126959.88819391142,126959.88819391142,126959.88819391142,126959.88819391142,126959.88819391142,126959.88819391142,126959.88819391142,126959.88819391142,126959.88819391142,126959.88819391142,126959.88819391142,126959.88819391142,126959.88819391142,126959.88819391142,126959.88819391142,126959.88819391142,40116.482677310276,40116.482677310276,40116.482677310276,40116.482677310276,40116.482677310276,40116.482677310276,40116.482677310276,40116.482677310276,40116.482677310276,40116.482677310276,40116.482677310276,40116.482677310276,40116.482677310276,40116.482677310276,40116.482677310276,40116.482677310276,40116.482677310276,40116.482677310276,40116.482677310276,40116.482677310276
34,34,15213032.0,1.000102644098377,0.9998973664363527,66947.40480289298,66947.40480289298,66947.40480289298,66947.40480289298,66947.40480289298,66947.40480289298,66947.40480289298,66947.40480289298,66947.40480289298,66947.40480289298,66947.40480289298,66947.40480289298,66947.40480289298,66947.40480289298,66947.40480289298,66947.40480289298,66947.40480289298,66947.40480289298,66947.40480289298,66947.40480289298,100133.67136305329,100133.67136305329,100133.67136305329,100133.67136305329,100133.67136305329,100133.67136305329,100133.67136305329,100133.67136305329,100133.67136305329,100133.67136305329,100133.67136305329,100133.67136305329,100133.67136305329,100133.67136305329,100133.67136305329,100133.67136305329,100133.67136305329,100133.67136305329,100133.67136305329,100133.67136305329
35,35,15213618.0,1.0000026438339937,0.9999973561729961,121538.2142413507,121538.2142413507,121538.2142413507,121538.2142413507,121538.2142413507,121538.2142413507,121538.2142413507,121538.2142413507,121538.2142413507,121538.2142413507,121538.2142413507,121538.2142413507,121538.2142413507,121538.2142413507,121538.2142413507,121538.2142413507,121538.2142413507,121538.2142413507,121538.2142413507,121538.2142413507,45538.21077978833,45538.21077978833,45538.21077978833,45538.21077978833,45538.21077978833,45538.21077978833,45538.21077978833,45538.21077978833,45538.21077978833,45538.21077978833,45538.21077978833,45538.21077978833,45538.21077978833,45538.21077978833,45538.21077978833,45538.21077978833,45538.21077978833,45538.21077978833,45538.21077978833,45538.21077978833
36,36,15214160.0,1.000102644098377,0.9998973664363527,76607.3727086539,76607.3727086539,76607.3727086539,76607.3727086539,76607.3727086539,76607.3727086539,76607.3727086539,76607.3727086539,76607.3727086539,76607.3727086539,76607.3727086539,76607.3727086539,76607.3727086539,76607.3727086539,76607.3727086539,76607.3727086539,76607.3727086539,76607.3727086539,76607.3727086539,76607.3727086539,90472.33643041363,90472.33643041363,90472.33643041363,90472.33643041363,90472.33643041363,90472.33643041363,90472.33643041363,90472.33643041363,90472.33643041363,90472.33643041363,90472.33643041363,90472.33643041363,90472.33643041363,90472.33643041363,90472.33643041363,90472.33643041363,90472.33643041363,90472.33643041363,90472.33643041363,90472.33643041363
