,index,blocknum,p0vs1,p1vs0,LINK-slippagemap_01,LINK-slippagemap_2,LINK-slippagemap_3,LINK-slippagemap_4,LINK-slippagemap_5,LINK-slippagemap_6,LINK-slippagemap_7,LINK-slippagemap_8,LINK-slippagemap_9,LINK-slippagemap_10,LINK-slippagemap_11,LINK-slippagemap_12,LINK-slippagemap_13,LINK-slippagemap_14,LINK-slippagemap_15,LINK-slippagemap_16,LINK-slippagemap_17,LINK-slippagemap_18,LINK-slippagemap_19,LINK-slippagemap_20,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10,USDC-slippagemap_11,USDC-slippagemap_12,USDC-slippagemap_13,USDC-slippagemap_14,USDC-slippagemap_15,USDC-slippagemap_16,USDC-slippagemap_17,USDC-slippagemap_18,USDC-slippagemap_19,USDC-slippagemap_20
10,10,12462751.0,37.17073919124493,0.026902881722501142,1.6398239895185798,3.478521801727095,5.306220999000186,6.215966695855267,8.02729121704647,9.82778086413918,10.723982912980592,12.508341635944054,14.28202683408323,15.164886808020563,16.922681237343433,18.669961007699367,19.539677553089103,21.271303145757397,22.992570578595743,23.849339384469776,25.55518570959611,27.250828092791227,28.094841886720374,29.7752927312736,110.64612660535353,178.69864236022318,212.57209531260418,280.0149162291447,347.0543130317513,380.4234803557807,446.8622592177044,512.9036178526662,545.7760088404382,578.5499348425291,578.5499348425291,578.5499348425291,578.5499348425291,578.5499348425291,578.5499348425291,578.5499348425291,578.5499348425291,578.5499348425291,578.5499348425291,578.5499348425291
11,11,12466984.0,34.88388747504223,0.028666529804496493,1.297408087330971,3.197792081508062,5.086808451963075,6.027075062522175,7.899167403608656,9.760061391536754,10.686329921116695,12.530551865079167,14.36374210921806,15.276220998464035,17.09298740157484,18.89888632963002,19.79778086360303,21.5875004665295,23.366514422033546,24.252026833547077,26.01510228360545,27.767631499494325,28.639961007163215,30.37678899307964,120.90189967962402,186.7454415989661,219.51936760105698,219.51936760105698,219.51936760105698,219.51936760105698,219.51936760105698,219.51936760105698,219.51936760105698,219.51936760105698,219.51936760105698,219.51936760105698,219.51936760105698,219.51936760105698,219.51936760105698,219.51936760105698,219.51936760105698,219.51936760105698,219.51936760105698,219.51936760105698
12,12,12479467.0,33.724572823759004,0.029651969358541398,1.9407119555865446,3.8698151226457536,5.787378869027059,6.741855074112725,8.642239068289816,10.531255438744829,11.47152204930393,13.34361439039041,15.204508378318508,16.13077690789845,17.97499885186092,19.808189095999815,20.72066798524579,22.537434388356598,24.343333316411776,25.242227850384783,27.031947453311254,28.810961408815302,29.696473820328833,31.459549270387203,32.773927449051996,32.773927449051996,32.773927449051996,32.773927449051996,32.773927449051996,32.773927449051996,32.773927449051996,32.773927449051996,32.773927449051996,32.773927449051996,32.773927449051996,32.773927449051996,32.773927449051996,32.773927449051996,32.773927449051996,32.773927449051996,32.773927449051996,32.773927449051996,32.773927449051996,32.773927449051996
13,13,12483516.0,33.724572823759004,0.029651969358541398,4.172885811707718,8.320810603931124,12.443923530239271,14.496222019125963,18.582395334681852,22.644126179212538,24.665871439826823,28.69121252449357,32.692475100819806,34.684121925990894,38.64953655717717,42.59123101518664,44.55322759044169,48.45960778504254,52.34262091976715,54.27540864554994,58.12363327079057,61.94883879517722,63.85285250904085,67.64378733032669,145.52356345724633,220.12823508838554,257.2630551274174,331.19933164527725,404.6933396242667,441.27532097039034,514.1108836211791,586.5107635423874,622.5481361569523,694.2993733926164,765.6214122528988,801.1222861430165,871.8053376678757,942.0655831127666,977.0379443974415,1046.668715438116,1115.8829729734537,1150.3346885709227,1218.9288440945988,1287.1126878989285
14,14,12487463.0,24.496805455840178,0.04082164924739582,1.731396635167442,4.431050757075296,7.114556242736706,8.450283408817864,11.10974689252374,13.753302137286452,15.069144018973528,17.6890151655051,20.293215004976346,21.589467443323727,24.170335761660574,26.73576603039323,28.012720735737066,30.55516685432005,33.082404693958416,34.34034896530106,36.844944896563725,39.334558970945444,40.573775807228216,43.041084986295196,123.28527044727116,188.9371845135904,221.61572623746542,286.6794530512185,351.35398461215436,383.54602907354206,447.6411305908808,511.3528311598715,543.0656246471732,606.2065225035311,668.9697259510968,700.2104009841926,762.4112982685444,824.2401268613735,855.0157112596575,916.2906043412761,977.1989667311992,1007.5163865910669,1067.8790591234688,1098.9307382608654
15,15,12489125.0,21.916686429612362,0.0456273352822563,2.624562427756057,5.47399802592432,8.306389108626151,9.71622484535671,12.523240008955462,15.313464331174131,16.702311350054874,19.467537575581353,22.216223008974275,23.584393796117645,26.308453230444893,29.016218049175908,30.364020460271846,33.04752594593325,35.71497933497547,37.042716595720286,39.686271840483,42.31401409621378,43.62198486870165,46.226184708172894,99.30553987203223,161.506437156384,192.46722086540197,254.11085014749708,315.3857432291157,345.8856033066091,406.61152547890646,466.97419801130843,497.0199975616201,499.02874362945556,501.02547390617224,502.0193556004778,503.9981968483965,505.96520118339237,506.94428661619196,508.89366824962514,510.83138911060166,511.7958986318718,513.7162591722864,515.6251325301195
16,16,12490513.0,18.992714222329546,0.05265176889906077,0.08759244013732105,0.19041573741733006,0.29262396978855215,0.3434985847530849,0.4447911199596829,3.4433097465476328,4.9358363281878415,7.907490757721802,10.861369546924143,12.33167633329766,15.259090814077547,18.16899423334311,19.61741212077374,22.501245187780565,25.36782801831682,26.794682838024567,29.635583378899064,32.45949043591747,33.865103105303085,36.663710266441214,3.2380267268597582,5.181569249772995,6.148976479712254,8.07510642395175,9.989714795875605,10.94271989923001,12.840174978077268,14.726279894828311,15.665097381779484,17.534304343681903,19.392330292512334,20.317171215450198,22.15855072691324,23.988915635165764,24.89998814323901,26.713954465574787,28.517070115659713,29.414579313241724,31.201540468109744,32.977812599712664
17,17,12493605.0,21.000587614575622,0.04761771519697583,2.8482627940050995,5.758166213270663,8.650663406083032,10.090417167708118,12.956999998244372,15.806435596412637,17.224755358826616,20.048662415845026,22.85567757944378,24.252882246368763,27.03474892054319,29.799975146069666,31.176379291215685,33.91683136660596,36.640890800933214,37.99680390885231,40.69645803076016,43.37996351642157,44.71569068250273,47.3751541662086,93.71247964664063,154.6208420365638,184.9382618964314,245.30093442883336,276.3526135662299,277.3554800469805,279.35221032369714,281.336996739748,282.32493326592146,284.2919376009173,286.2471757752741,287.22040466715004,289.1581255281266,291.0842554723661,292.04299558981137,293.95186894764436,295.8493240264916,296.7937909869087,298.6742464301938,300.54345339209624
18,18,12494447.0,21.15867620861205,0.04726193596142739,2.4761929245300895,5.3773802245420566,8.261213291548884,9.69665452679461,12.554650941792884,15.395551482667383,16.809622802955232,19.625071209071404,22.42367837020953,23.816698025503214,26.590231961963006,29.34717541505645,30.719456703303358,33.45170008364189,36.16760003269307,37.51945174350499,40.21101939893848,42.8864868063435,44.21821302930455,46.86971050681874,101.68039381159686,162.7717462320744,193.18024854450414,253.7242744269573,313.90614048708534,314.9120200741702,316.9147492316488,318.90549852594313,319.8964032476883,321.8693171544872,323.8304295416573,324.8065822832145,326.7501248061277,328.68204155733713,329.64366198030643,331.5582703522303,333.46142603368213,334.408730534432,336.294835451183,338.16965821508705
19,19,12496313.0,23.78236166460495,0.042047968746867136,1.6653258522140948,4.405777927604368,7.129837361931619,8.485750469850716,11.18540459175857,13.86891007741998,15.204637243501137,17.864100727207013,20.507655971969726,21.823497853656804,24.443369000188373,27.047568839659622,28.343821278007002,30.92468959634385,33.4901198650765,34.76707457042034,37.30952068900332,39.83675852864169,41.09470279998433,43.599298731247,123.64313336083531,188.3176649217712,220.5097093831589,284.6048109004976,348.3165114694883,380.02930495679004,443.1702028131479,505.9334062607137,537.1740812938094,599.3749785781613,661.2038071709903,691.9793915692743,753.2542846508929,814.1626470408161,844.4800669006837,904.8427394330856,935.8944185704821,936.8972850512328,938.8940153279494,940.8788017440003
20,20,12498646.0,26.00112326765327,0.03845987689478213,1.7699669058670393,4.389838052398611,6.994037891869859,8.290290330217237,10.871158648554086,13.43658891728674,14.713543622630578,17.25598974121356,19.783227580851925,21.04117185219457,23.545767783457237,26.035381857838956,27.274598694121728,29.74190787318871,32.19445823748859,33.41522648079203,35.845804033669,38.26184251778234,39.46443682014021,41.85882955383152,124.70582759127096,192.35703696714802,226.0307378038418,293.0758491441865,359.719914838161,392.892303504494,458.9392917837413,524.5912058500605,557.2697475739355,622.3334743876886,687.0080059486245,719.2000504100122,783.295151927351,847.0068524963416,878.7196459836433,941.8605438400012,1004.623747287567,1035.8644223206627,1098.0653196050146,1159.8941481978436
21,21,12500706.0,26.6673101082661,0.0374990951820832,1.4632388939570369,4.051861070265709,6.624998777228867,7.905789919373918,10.455874437026264,12.990705000667054,14.252428582939103,16.764549166635515,19.261642962045844,20.504582859926135,22.979304666673197,25.43922340319193,26.66365923957577,29.101539134729986,31.52483625947599,32.731043519869516,35.13262987850269,37.51985061891757,38.70810066931923,41.07393386351852,133.82322088165643,202.29109398155597,236.37129397278997,304.2257504226777,371.67432109918366,405.24715775360465,472.09144469661373,538.5358867998359,571.6089132856805,637.4580690571564,702.9133308692775,735.4939890332034,800.3628254032028,864.8436337053541,896.9392540555325,960.8423681857948,1024.3632292789853,1055.981031656063,1118.932798722453,1181.5080056160045
22,22,12502972.0,24.750413712362633,0.04040336503549062,2.1018780422506187,4.785383527912029,7.4528369169542446,8.780574177699062,11.424129422461776,14.051871678192558,15.359842450680423,17.96404229015167,20.552664466460342,21.8411630468359,24.406593315568553,26.956677833220898,28.225994139495374,30.753231979133737,33.265352562830145,34.51577218173905,37.00538625612077,39.480108062867835,40.711912271470524,43.164462635770406,114.5928155409353,180.6398038201826,213.51499779825582,278.9702596103769,344.0339864241299,376.41975414430226,440.90056244645353,504.99566396379225,536.8992969268942,600.4201580200846,663.5610558764425,694.9897274635525,757.5649343571041,819.7658316414559,850.7266153504738,912.3702446325689,973.6451377141875,1004.1449977916809,1064.8709199639784,1125.2335924963802
23,23,12503681.0,23.896785677437503,0.04184663215790417,1.93008059052444,4.662323970862974,7.378223919914157,8.730075630726073,11.421643286159563,14.097110693564579,15.428836916525636,18.080334394039827,20.715971303720245,22.02787167776395,24.639895373142394,27.23629472807044,28.528664466031735,31.101802172994894,33.65954802048378,34.932677832792294,37.46750839643308,39.987176250047774,41.24135256240154,43.73844635781187,117.56438969576138,182.43322606576083,214.7219899065244,279.0096547180905,342.9127688483528,374.7208364542415,438.0514323186209,501.00319938501104,532.3377312454669,594.7255036476457,656.7400872719323,687.6081321557435,749.0671172926619,810.1584697131395,840.5669720255693,901.1109979080225,961.2928639681504,962.2987435552353,964.3014727127139,966.2922220070083
24,24,12506161.0,27.257736248570023,0.0366868323503006,1.8896260793866184,4.4473719268755065,6.98981804545849,8.255332302824806,10.775000156439498,13.279596087702167,14.526270264203594,17.00842699836666,19.47573617743364,20.703850705349684,23.149054785036956,25.579632337913925,26.78946356163374,29.198265124385134,31.59265785807645,32.78447792107532,35.157418879685515,37.51616555065134,38.69024252988577,41.02785679782761,123.32712064412063,192.62151530583648,227.11311951173835,295.78669569247467,364.0494846754816,398.0276015893045,465.6788109651815,532.9253484562963,566.39762314222,633.0416888361946,699.2871039883721,732.2610657817748,797.9129798480941,863.172179735895,895.6552483857222,960.329779946658,1024.617444758224,1056.6169259253845,1120.3286264943752,1183.6592223587545
25,25,12507159.0,29.30428526447129,0.03412470193266944,4.088201292856844,9.886438866462312,15.649992860461905,18.51882841501652,24.23074575890716,29.90849593173319,32.73462227572549,38.36150439988104,43.9547280122347,46.738780937324975,52.28189393274726,57.79184941890186,60.53445518815453,65.9950459741211,73.36368505574416,77.0314590593323,84.33408124199512,91.59302091141532,95.20619168529306,102.40009728377794,306.1718530872233,474.98425875830793,559.0114121492692,726.3114008601042,797.076291107624,832.299842358506,902.4307380731569,972.1421306811844,1006.8412959977588,1075.9281295488022,1144.6017057295385,1178.7842947213114,1246.8426116263684,1314.4938210022453,1348.1675218389391,1415.2126331792838,1481.8566988732584,1515.0290875395913,1581.0760758188387,1646.727989885158
26,26,12507701.0,30.242015075745403,0.03306657964078646,3.3077268754176026,9.019644219308242,14.69739439213427,17.523520736126574,23.15040286028212,28.743626472635782,31.527679397726057,37.07079239314834,42.58074787930294,45.32335364855562,50.78394443452217,58.152583516145235,61.820357519733385,69.1229797023962,76.38191937181641,79.99509014569415,87.18899574417902,94.33986931160149,97.89924957265916,104.98605714701291,332.5468197277347,503.9103687474702,589.2073684966671,759.0356471116021,927.8480527826868,1011.8752061736479,1179.175194884483,1249.9400851320027,1285.1636363828848,1355.2945320975357,1425.005924705563,1459.7050900221375,1528.7919235731808,1597.4654997539171,1631.64808874569,1699.706405650747,1767.357615026624,1801.0313158633178,1868.0764272036627,1934.720492897637
27,27,12508777.0,32.360184718827,0.030902172181304168,5.202523198956874,10.712478685111481,16.18947504994595,18.91567524033071,26.284314321953776,33.60887613242451,37.25471050820474,44.513650177624946,51.72916890501302,55.320726549987555,62.471600117410034,69.57969900053003,73.11778795282144,80.16220411685089,87.16448261156295,90.64989886716657,97.589442573262,104.48747583659305,107.9210035509437,114.75723602126156,279.4913698521931,457.1360768249857,545.5595507296509,721.612710421536,896.6127656368161,983.7198487701152,1157.152046595376,1329.5468197814048,1415.357109892975,1586.2073685503372,1756.035647165272,1840.5684528447814,2008.875206227318,2176.175194938153,2211.610710859122,2282.163636436555,2352.2945321512057,2387.2025083168855,2456.7050900758077,2525.791923626851
28,28,12509506.0,32.360184718827,0.030902172181304168,5.932175879497593,12.214901353672406,18.46004519735224,21.56859433660929,29.698498941619235,37.77977258428347,41.80226375971371,49.81113573623475,57.772100885908856,61.73470791735619,69.62434931540204,77.4667969102182,81.37041131547595,89.14259703079729,96.86829176887943,100.71379177952277,108.37027050075037,115.98095027103899,119.76920105481601,127.31169529638686,318.6899701086108,521.2493063237215,622.0741520800676,822.8187268746483,1022.3624995323042,1121.6863310147578,1319.4423546445134,1516.015455068298,1613.8606186063696,1808.6725866945355,2002.3192422746802,2098.7077544832923,2290.6194912675937,2481.38326486684,2528.4979875899917,2622.3044819924316,2715.5498495296606,2761.9631604446336,2854.3731277615507,2946.230320241478
29,29,12510060.0,32.227786183752116,0.031029124814789717,4.960507624248636,11.262108637700424,17.52601524686527,20.643903493762036,27.823502076679237,35.929054658217915,39.96363088069326,47.99656433203526,55.981447078837945,59.95595918231865,67.86930382131524,75.73531296394155,79.650655206628,87.44619138801363,95.19509667165991,99.05215006528923,106.73163152326256,114.36517635908483,118.16480856744879,125.72996301735591,349.59482018562994,551.5474210762502,652.0702555475402,852.2135295819043,1051.1596000109405,1150.1859191919389,1347.349596758655,1543.333887602552,1640.8859713701345,1835.114411485214,2028.1810234794748,2124.280817960732,2315.617711494142,2457.971256586174,2504.944854461545,2598.470364302037,2691.436429440816,2737.7107187486595,2829.8438824942305,2921.4259331577337
30,30,12511852.0,27.06760782688687,0.03694452817535938,2.810985217345931,6.2219567422559505,9.612524703443638,13.01380390892768,19.785828713764342,26.517345090540022,29.86798844625885,36.539196039682665,43.170498087122496,46.471259307345946,53.04315042168864,59.57573032463887,62.82735193803982,69.30140526504951,75.73673245766086,78.93994622417291,85.31761816007,91.65714063157436,94.81266718323312,101.09539265740794,155.60198629343452,247.45917877336183,293.1815226934352,384.2157512832,474.7054378772281,519.7470946059391,609.4260684519509,687.5364653407662,720.9084775978515,787.3529197010737,853.399907980321,886.2751019583942,951.7303637705153,1016.7940905842684,1049.1798583044408,1113.660666606592,1177.7557681239307,1209.6594010870326,1273.180262180223,1336.321160036581
31,31,12512401.0,31.30977816853654,0.03193890402599238,4.4133627654970695,10.810195629879733,17.168764174588038,20.33377093941057,26.635371952862357,32.899278562027206,36.01716680892397,43.19676539184117,51.30231797337985,55.336894195855194,63.3698276471972,71.35471039399988,75.32922249748059,83.24256713647718,91.10857627910349,95.02391852178994,102.81945470317557,110.56835998682183,114.42541338045116,122.1048948384245,363.85834029476166,562.8044107237979,661.8307299047963,858.9944074715125,1054.9786983154097,1152.530782082992,1346.7592221980715,1539.8258341923322,1635.9256286735895,1827.2625222069992,1969.6160672990318,2016.5896651744029,2110.1151750148942,2203.0812401536737,2249.355529461517,2341.488693207088,2433.0707438705913,2478.6561293872446,2569.417680098582,2659.636315783095
32,32,12512979.0,33.62355575741539,0.02974105437315203,5.606844367686765,13.712396949225443,21.769464347131038,25.779906623042795,33.76478936984548,41.70190850477351,45.65264611232278,53.51865525494909,61.337611902893265,65.22953367902116,72.97843896266744,80.68099236694009,84.51497381427009,92.14851865009236,99.73640164223335,103.51330530836344,111.03320727547766,118.50812689780393,122.22880262590985,129.63675332185142,364.4899319110289,570.7281637104396,673.3841930325826,877.7747004283767,1080.9426019641435,1182.0703570984176,1383.418037326054,1583.561311360418,1683.1835503070004,1881.5337009704524,2078.697378537169,2176.836505842994,2372.2337531486482,2566.462193263728,2663.1402930493764,2855.6285997392456,3046.9654932726553,3142.204315641536,3236.292636240059,3329.8181460805504
33,33,12513627.0,30.229921293311882,0.033079808256769816,3.9857834798814067,10.498795915829007,16.9728492428387,20.1953391557343,26.61139020196211,32.98906213785919,36.16357784454103,42.48411116102231,48.76683663519713,51.894092231980196,58.120529618134015,66.25043422314396,70.29713164333285,78.35419904123843,86.36307101775948,90.34952406395287,98.28664319888091,106.17628459692676,110.10338994905648,117.92234659700067,372.7108745975657,568.1081219032196,665.3680062238033,859.0146618039479,1051.5029684938172,1147.3149107968613,1338.0786843961075,1432.1670049946306,1478.9999015216995,1572.2452690589284,1664.9328692817448,1711.0685472908183,1802.9257397707456,1894.2334692074726,1939.6823122805838,2030.171998874612,2120.120399195326,2164.892629449335,2243.00302633815,2309.6470920321244
34,34,12514469.0,31.526551808450023,0.03171929509055828,3.9388357140585604,10.316507649955646,16.656030121460017,19.811556673118766,26.09428214729358,32.33942599097342,35.44797513023046,43.57787973524041,51.659153377904644,55.681644553334884,63.69051652985593,71.65148167953004,75.61408871097736,83.50373010902321,91.34617770383939,95.24979210909711,103.02197782441847,110.7476725625006,114.59317257314393,122.24965129437153,379.48902744159835,579.0328000992544,678.356631581708,876.1126552114637,1072.6857556352481,1170.5309191733197,1365.3428872614857,1558.9895428416303,1655.3780550502422,1847.2897918345438,2038.05356543379,2085.168288156942,2178.9747825593818,2272.2201500966107,2318.6334610115837,2411.043428328501,2502.900620808428,2548.6229647285013,2639.6571933182663,2730.146879912294
35,35,12515848.0,32.977577323807935,0.03032363445564744,5.405325799193861,11.631763185347676,19.761667790357624,23.808365210546505,31.8654326084521,39.87430458497314,43.86075763116654,51.797876766094575,59.68751816414043,63.61462351627015,71.43358016421433,79.20576587953568,83.0744072239885,90.77696062826115,98.43343934948875,102.24448691141342,109.83236990355441,117.37486414512524,121.12917553679873,128.604095159125,337.1861090023931,541.5766163981872,643.3129368531174,845.8722730682281,1047.2199532958643,1147.4416936191549,1346.985466276811,1545.3356169402628,1644.0653213890203,1840.6384218128046,2036.0356691184586,2133.295553439042,2326.9422090191865,2519.430515709056,2615.2424580121,2806.0062316113463,2900.0945522098696,2946.9274487369385,3040.1728162741674,3132.860416496984
36,36,12516494.0,35.11838247766685,0.028475115579025857,4.921141739530872,12.858260874458907,20.74790227250476,24.67500762463448,32.493964272578665,40.266149987900015,44.134791332352826,51.837344736625475,59.493823457853075,63.30487101977775,70.89275401191874,78.43524825348958,82.18955964516306,89.66447926748933,97.09468605314117,100.79310569153681,108.1567439009768,115.4763347842696,119.11969482579678,126.37370824506127,525.4659323324488,802.1221008441829,939.8289852643679,1181.330783455039,1388.810106127287,1492.0838900999686,1697.7043672488408,1902.094874644635,2003.831195099565,2206.3905313146756,2407.738211542312,2507.9599518656028,2707.503724523259,2905.8538751867104,3004.5835796354677,3201.1566800592523,3396.553927364906,3493.81381168549,3687.4604672656346,3879.948773955504
