,index,blocknum,p0vs1,p1vs0,USDP-slippagemap_01,USDP-slippagemap_2,USDP-slippagemap_3,USDP-slippagemap_4,USDP-slippagemap_5,USDP-slippagemap_6,USDP-slippagemap_7,USDP-slippagemap_8,USDP-slippagemap_9,USDP-slippagemap_10,USDP-slippagemap_11,USDP-slippagemap_12,USDP-slippagemap_13,USDP-slippagemap_14,USDP-slippagemap_15,USDP-slippagemap_16,USDP-slippagemap_17,USDP-slippagemap_18,USDP-slippagemap_19,USDP-slippagemap_20,WETH-slippagemap_01,WETH-slippagemap_2,WETH-slippagemap_3,WETH-slippagemap_4,WETH-slippagemap_5,WETH-slippagemap_6,WETH-slippagemap_7,WETH-slippagemap_8,WETH-slippagemap_9,WETH-slippagemap_10,WETH-slippagemap_11,WETH-slippagemap_12,WETH-slippagemap_13,WETH-slippagemap_14,WETH-slippagemap_15,WETH-slippagemap_16,WETH-slippagemap_17,WETH-slippagemap_18,WETH-slippagemap_19,WETH-slippagemap_20
3721,3721,15529442.0,0.0006282129387199314,1591.8169435313366,80254.4055535162,167697.72775760904,254617.9873471753,297882.94719743775,384024.4731935078,469650.7224470274,512271.5834135462,597130.6925161724,681482.1965956774,723468.5467972865,807064.3305143415,890160.0671465284,931521.3523662988,1013872.6195710424,1095731.2827110167,1136476.809672558,1217602.0869589127,1298242.0941064593,1338381.0290384155,1418298.5687473344,87.53302511184577,142.2467697531999,169.48078768041262,223.70434240148012,277.6035458339935,304.4321225220862,357.84843360062314,410.94522221809734,437.3743927115873,489.9954782174802,542.3017976160747,568.3375096597141,620.175207050695,671.7028262245119,697.3509355711338,748.4169089622925,799.1774194707098,824.443697459865,874.7494352075269,924.7542578707818
3722,3722,15529942.0,0.0006377066832069265,1568.1190527456251,58174.61069392397,145094.87028349025,231495.195574755,274501.3561298228,360127.6053833423,445241.6615208367,487607.57545248733,571959.0795319923,655806.0156107986,697541.2134506564,780636.9500828433,863235.6291687925,904349.5025073573,986208.1656473317,1067577.1723236719,1108078.9698952276,1188718.9770427744,1268876.6171614532,1308775.4516836493,1388214.9452581457,101.81382524031467,156.85682212170755,184.25472777511237,238.8045846902744,293.0281394113419,320.01816319713333,373.755919531948,427.1722306104849,453.7604453350016,506.69818972144907,559.319275227342,585.5116630671166,637.6613066695759,689.4990040605568,715.3014577966732,766.6747325809956,817.7407059721544,843.1590300613826,893.7674944697268,944.0732322173886
3723,3723,15530444.0,0.0006281501237075605,1591.9761252256899,81328.74794206358,168772.07014615642,255692.32973572268,298957.2895859851,385098.8155820552,470725.06483557477,513345.92580209364,598205.0349047198,682556.5389842248,724542.8891858339,808138.6729028889,891234.4095350758,932595.6947548462,1014946.9619595897,1096805.6250995642,1137551.1520611055,1218676.42934746,1299316.4364950068,1339455.3714269628,1419372.9111358817,86.85812520959094,141.57186985094506,168.8058877781578,223.02944249922527,276.9286459317387,303.75722261983134,357.1735336983683,410.2703223158425,436.69949280933247,489.32057831522536,541.62689771382,567.6626097574593,619.5003071484402,671.027926322257,696.6760356688791,747.7420090600377,798.502519568455,823.7687975576101,874.074535305272,924.0793579685269
3724,3724,15530964.0,0.000623456854198558,1603.9602311943158,48480.97279182047,136450.50620995893,223893.82841405174,267419.14470729645,354079.04785388045,440220.5738499505,483097.9151207002,568467.6840699889,653326.7931726151,695565.8053176026,779664.6474537292,863260.4311707842,904870.6180465146,987717.4530227416,1070068.720227485,1111059.4433844676,1192672.9103290008,1273798.1876153552,1314178.6683037984,1394577.129694858,107.07636707197769,161.46282815196443,188.5339397202579,242.4331431527713,296.0099352777655,322.6780309194009,375.77481953687516,428.55399648412026,454.825075536258,507.13139493485255,559.1248318294791,585.0048043694728,636.5324235432896,687.7518168699188,713.2465062810703,764.0070167894876,814.4638911220894,839.5790325263046,889.5838551895596,939.2895616754386
3725,3725,15531510.0,0.0006198514504887836,1613.2897635577854,46986.36625284012,135220.1911779575,222926.22465787132,266582.3073509494,353502.56694051565,439902.8922317804,482909.05278684816,568535.3020403677,653649.3581778621,696015.2721095127,780366.7761890178,864213.7122678241,905948.9101076819,989044.6467398688,1071643.3258258179,1112757.1991643826,1194615.862304357,1275984.8689806971,1316486.666552253,1397126.6736997997,107.77227915838516,161.99583387945265,188.98585766524405,242.72361400005875,296.1399250785957,322.72813980311236,375.66588418955985,428.28696969545274,454.4793575352274,506.62900113768666,558.4666985286675,584.2691522647839,635.6424270491065,686.7084004402651,712.1267245294935,762.7351889378375,813.0409266854994,838.0808397573808,887.9358801478122,937.4926998697707
3726,3726,15532033.0,0.0006255801088294439,1598.5162985299405,67117.14761170375,154823.1810916176,242004.58007794037,285399.5233742619,371799.84866552666,457683.3504913441,500432.258474114,585546.3146116084,670151.2406882466,712263.732622764,796110.6687015704,879456.0534171584,920941.6031736151,1003540.2822595641,1085644.8787551115,1126512.8187381034,1207881.8254144434,1288764.1036744423,1329023.630133546,1409181.270252225,95.63302659792599,150.18288351308803,177.33532666586206,231.39646201994694,285.1342183547616,311.8824337916632,365.1387441578152,418.0764885442627,444.42649499801786,496.88996188993025,549.0396054923896,574.9973303433768,626.6797566194867,678.0530314038093,703.6243153838165,754.5373288841963,805.1457932925404,830.336389635987,880.4914441120837,930.3464845025151
3727,3727,15532606.0,0.00062445513366275,1601.3960749021094,80266.80065754575,167972.8341374596,255154.23312378238,298549.17642010393,384949.5017113687,470833.00353718613,513581.911519956,598695.9676574504,683300.8937340885,725413.385668606,809260.3217474123,892605.7064630005,934091.256219457,1016689.9353054062,1098794.5318009534,1139662.4717839453,1221031.4784602856,1301913.7567202842,1342173.283179388,1422330.923298067,87.4136653014897,141.96352221665174,169.11596536942577,223.17710072351062,276.9148570583253,303.66307249522686,356.91938286137895,409.8571272478264,436.2071337015816,488.67060059349393,540.8202441959533,566.7779690469405,618.4603953230504,669.833670107373,695.4049540873801,746.31796758776,796.9264319961042,822.1170283395508,872.2720828156474,922.1271232060787
3728,3728,15533199.0,0.000624330261367174,1601.7163701310506,82122.84848670194,169828.8819666158,257010.28095293857,300405.22424926015,386805.54954052484,472689.0513663423,515437.9593491122,600552.0154866065,685156.9415632447,727269.4334977622,811116.3695765685,894461.7542921567,935947.3040486132,1018545.9831345624,1100650.5796301097,1141518.5196131016,1222887.5262894416,1303769.8045494405,1344029.3310085442,1424186.971127223,86.25469922265783,140.80455613781984,167.9569992905939,222.01813464467875,275.7558909794934,302.504106416395,355.76041678254705,408.69816116899455,435.0481676227497,487.5116345146621,539.6612781171214,565.6190029681086,617.3014292442186,668.6747040285411,694.2459880085482,745.1590015089281,795.7674659172723,820.9580622607189,871.1131167368155,920.9681571272469
3729,3729,15533880.0,0.0006265817880501403,1595.9608451306888,55272.27262982106,142978.3061097349,230159.70509605767,273554.6483923792,359954.97368364397,445838.4755094614,488587.3834922313,573701.4396297256,658306.3657063638,700418.8576408813,784265.7937196876,867611.1784352758,909096.7281917323,991695.4072776815,1073800.0037732287,1114667.9437562206,1196036.9504325609,1276919.2286925595,1317178.7551516632,1397336.3952703422,103.04939312960195,157.59925004476398,184.751693197538,238.81282855162289,292.55058488643755,319.2988003233391,372.5551106894912,425.4928550759387,451.84286152969383,504.3063284216062,556.4559720240654,582.4136968750528,634.0961231511627,685.4693979354853,711.0406819154924,761.9536954158723,812.5621598242163,837.7527561676629,887.9078106437596,937.762851034191
3730,3730,15534393.0,0.000630037309083733,1587.207591649304,58922.525091871554,146365.8472959644,233286.10688553067,276551.0667357931,362692.5927318632,448318.8419853827,490939.7029519016,575798.8120545277,660150.3161340328,702136.6663356418,785732.4500526969,868828.1866848838,910189.4719046542,992540.7391093977,1074399.402249372,1115144.9292109134,1196270.206497268,1276910.2136448147,1317049.148576771,1396966.6882856898,100.95413027274975,155.6678749141039,182.9018928413166,237.1254475623841,291.0246509948975,317.85322768299017,371.26953876152714,424.36632737900135,450.7954978724913,503.4165833783842,555.7229027769787,581.7586148206182,633.5963122115991,685.1239313854159,710.7720407320379,761.8380141231966,812.5985246316138,837.864802620769,888.1705403684308,938.1753630316857
3731,3731,15534934.0,0.0006256426668403267,1598.3564628836525,66739.50252207449,154445.53600198834,241626.9349883111,285021.87828463264,371422.2035758974,457305.70540171483,500054.6133844847,585168.669521979,669773.5955986172,711886.0875331347,795733.023611941,879078.4083275292,920563.9580839857,1003162.6371699349,1085267.2336654821,1126135.173648474,1207504.1803248143,1288386.458584813,1328645.9850439166,1408803.6251625957,95.86929535489033,150.41915227005236,177.5715954228264,231.63273077691127,285.37048711172594,312.1187025486275,365.3750129147796,418.312757301227,444.6627637549822,497.12623064689456,549.2758742493538,575.233599100341,626.9160253764511,678.2893001607736,703.8605841407808,754.7735976411606,805.3820620495047,830.5726583929513,880.727712869048,930.5827532594794
3732,3732,15535436.0,0.0006158972657988695,1623.6474092849196,49840.50164854451,138339.41232135304,226308.94573949146,270096.18525050627,357277.584236829,443937.487383413,487072.8528244153,572956.3546502327,658326.1235995215,700819.318770497,785424.2448471352,869523.0869832617,911383.672860459,994729.0575760471,1077575.892552274,1118813.2864184529,1200917.8829140002,1282531.3498585334,1323154.829573332,1404037.107833331,105.77812383553096,159.83925918961583,186.7484388363378,240.32523096133207,293.5815413274841,320.09011522044165,372.86929216768675,425.33275905959914,451.44669061841904,503.44012751304564,555.1225537891556,580.8477192268562,632.0671125534853,682.9801260538652,708.3223124730541,758.7791868056559,808.9342412817526,833.899150873126,883.604857359005,933.0132369950454
3733,3733,15536001.0,0.0006131320926646742,1630.969919799821,83282.72541710659,171781.6360899151,259751.16950805354,303538.40901906835,390719.8080053911,477379.7111519751,520515.0765929774,606398.5784187948,691768.3473680835,734261.5425390591,818866.4686156972,902965.3107518238,944825.896629021,1028171.2813446092,1111018.1163208361,1152255.510187015,1234360.1066825623,1315973.5736270954,1356597.0533418942,1437479.331601893,85.22593715787379,139.28707251195866,166.19625215868064,219.7730442836749,273.0293546498269,299.53792854278447,352.3171054900296,404.78057238194197,430.89450394076187,482.8879408353885,534.5703671114985,560.295532549199,611.5149258758282,662.427939376208,687.7701257953969,738.2270001279987,788.3820546040954,813.3469641954689,863.0526706813479,912.4610503173882
3734,3734,15536512.0,0.0006215272268978482,1608.9399735409436,71283.38322143562,159252.91663957408,246696.2388436669,290221.55513691163,376881.4582834956,463022.9842795657,505900.3255503154,591270.0944996041,676129.2036022303,718368.2157472178,802467.0578833444,886062.8416003993,927673.0284761298,1010519.8634523567,1092871.1306571001,1133861.8538140827,1215475.3207586159,1296600.5980449705,1336981.0787334135,1417379.5401244734,92.88173855043671,147.26819963042345,174.33931119871693,228.23851463123032,281.8153067562246,308.48340239785995,361.58019101533415,414.35936796257926,440.630447014717,492.93676641331155,544.9302033079382,570.8101758479319,622.3377950217487,673.5571883483778,699.0518777595294,749.8123882679466,800.2692626005484,825.3844040047636,875.3892266680185,925.0949331538975
3735,3735,15537097.0,0.00062196242649915,1607.8141659275404,65755.76048056068,153725.29389869914,241168.61610279194,284693.9323960367,371353.8355426207,457495.36153869075,500372.70280944044,585742.4717587292,670601.5808613553,712840.5930063428,796939.4351424694,880535.2188595243,922145.4057352548,1004992.2407114818,1087343.5079162254,1128334.231073208,1209947.698017741,1291072.9753040955,1331453.4559925387,1411851.9173835984,96.31869079840685,150.7051518783936,177.77626344668707,231.67546687920046,285.2522590041947,311.92035464583006,365.0171432633043,417.7963202105494,444.06739926268716,496.3737186612817,548.3671555559083,574.247128095902,625.7747472697188,676.994140596348,702.4888300074995,753.2493405159167,803.7062148485186,828.8213562527337,878.8261789159887,928.5318854018677
3736,3736,15537598.0,0.0006083076719013845,1643.904961570359,53106.734703638715,142138.20903808353,230637.11971089203,274687.8591601314,362393.89264004526,449575.29162636807,492970.2349226896,579370.5602139543,665254.0620397718,708002.9700225417,793117.026160036,877721.9522366741,919834.4441711917,1003681.380249998,1087026.7649655861,1128512.3147220428,1211110.9938079917,1293215.5903035393,1334083.530286531,1415452.5369628712,103.34046338074509,157.07821971555975,183.82643515246133,237.0827455186134,290.02048990506086,316.370496358816,368.8339632507284,420.98360685318767,446.9413317041749,498.62375798028495,549.9970327646074,575.5683167446145,626.4813302449944,677.0897946533386,702.2803909967852,752.4354454728818,802.2904858633133,827.1060615501343,876.5144411861746,925.6272736064168
3737,3737,15538188.0,0.000623456854198558,1603.9602311943158,48020.16007039597,135989.69348853442,223433.01569262726,266958.33198587195,353618.23513245594,439759.761128526,482637.1023992757,568006.8713485644,652865.9804511906,695104.9925961781,779203.8347323047,862799.6184493597,904409.8053250901,987256.6403013171,1069607.9075060606,1110598.6306630431,1192212.0976075763,1273337.3748939307,1313717.855582374,1394116.3169734336,107.36367786833328,161.75013894832003,188.82125051661347,242.7204539491269,296.2972460741211,322.9653417157565,376.06213033323075,428.84130728047586,455.1123863326136,507.41870573120815,559.4121426258347,585.2921151658284,636.8197343396453,688.0391276662745,713.533817077426,764.2943275858431,814.751201918445,839.8663433226602,889.8711659859151,939.5768724717941
3738,3738,15538799.0,0.0006315511388043721,1583.4030509281652,84843.93232187313,172025.33130819592,258685.23445477991,301820.5998957822,387704.10172159964,473073.8706708884,515567.0658418639,600171.991918502,684270.8340546286,726131.4199318258,809476.804647414,892323.639623641,933561.0334898197,1015665.6299853671,1097279.0969299,1137902.576644699,1218784.8549046977,1299183.3162957577,1339202.0214824805,1418880.1788317028,84.74438334895135,139.6225077120511,166.93834670000038,221.32480777998714,275.385943134072,302.295122780794,355.87191490578823,409.1282252719403,435.6367991648978,488.41597611214297,540.8794430040554,566.9933745628753,618.9868114575019,670.6692377336118,696.3944031713123,747.6137964979415,798.5268099983214,823.8689964175103,874.3258707501121,924.4809252262088
3739,3739,15539350.0,0.0006297223849127407,1588.0013541817605,62417.14017901253,149860.46238310536,236780.72197267166,280045.6818229341,366187.20781900414,451813.4570725237,494434.3180390426,579293.4271416687,663644.9312211737,705631.2814227828,789227.0651398378,872322.8017720247,913684.0869917952,996035.3541965387,1077894.0173365131,1118639.5442980544,1199764.8215844089,1280404.8287319557,1320543.7636639117,1400461.3033728309,98.75279680800837,153.46654144936252,180.70055937657523,234.9241140976427,288.8233175301561,315.6518942182488,369.0682052967857,422.16499391426,448.5941644077499,501.2152499136428,553.5215693122374,579.5572813558767,631.3949787468576,682.9225979206744,708.5707072672965,759.6366806584551,810.3971911668724,835.6634691560276,885.9692069036894,935.9740295669443
3740,3740,15539874.0,0.0006727513246538284,1486.433342237655,60104.403266391695,144709.32934302985,228808.1714791564,270668.7573563536,354014.1420719418,436860.9770481688,478098.37091434747,560202.9674098948,641816.434354428,682439.9140692268,763322.1923292256,843720.6537202854,883739.3589070082,963417.5162562307,1042619.0607702945,1082041.9940698354,1160533.957566952,1238556.4022473563,1277392.433863077,1354715.862033673,102.25870597376192,158.8080326204389,186.95572076443585,242.99841224738253,298.7058710467305,326.43451462840636,381.64288050875444,436.5210048718542,463.8368438598035,518.2233049397903,572.2844402938752,599.193619940597,652.7704120655914,706.0267224317435,732.535296324701,785.3144732719461,837.7779401638585,863.8918717226784,915.885308617305,967.5677348934149
3741,3741,15540421.0,0.0006651258883841392,1503.474781938508,56196.80218885324,141310.8583263476,225915.78440298574,268028.2763375032,351875.2124163095,435220.5971318977,476706.14688835427,559304.8259743034,641409.4224698507,682277.3624528426,763646.3691291827,844528.6473891815,884788.1738482852,964945.8139669641,1044623.9713161866,1084284.1420636566,1163248.4491297915,1241740.412626908,1280810.14883064,1358598.888923033,104.48583630736564,160.69689977718735,188.6762159343093,244.3836747336573,299.75790602398325,327.3206841956812,382.19880855878097,436.748665473943,463.901108626717,517.9622439808019,571.7000003156165,598.4482157525181,651.7045261186702,704.6422705051176,730.9922769588728,783.4557438507852,835.6053874532445,861.5631123042317,913.2455385803418,964.6188133646642
3742,3742,15540969.0,0.0006638634120512663,1506.333956423518,69478.57538787746,154592.6315253718,239197.55760200997,281310.0495365275,365156.9856153338,448502.3703309219,489987.9200873785,572586.5991733276,654691.195668875,695559.1356518668,776928.1423282069,857810.4205882058,898069.9470473095,978227.5871659883,1057905.7445152109,1097565.915262681,1176530.2223288156,1255022.1858259323,1294091.922029664,1371880.662122057,95.65984765795967,151.87091112778137,179.85022728490333,235.55768608425132,290.93191737457727,318.49469554627524,373.372819909375,427.922676824537,455.07511997731103,509.1362553313959,562.8740116662105,589.6222271031121,642.8785374692642,695.8162818557116,722.1662883094668,774.6297552013792,826.7793988038385,852.7371236548257,904.4195499309358,955.7928247152582
3743,3743,15541493.0,0.0006660576701346077,1501.3714950507272,45983.62800135116,131097.6841388455,215702.61021548367,257815.10215000116,341662.03822880745,425007.4229443956,466492.9727008522,549091.6517868013,631196.2482823486,672064.1882653405,753433.1949416806,834315.4732016794,874574.9996607831,954732.639779462,1034410.7971286845,1074070.9678761545,1153035.2749422893,1231527.238439406,1270596.9746431378,1348385.7147355308,111.28385343611063,167.49491690593234,195.4742330630543,251.1816918624023,306.5559231527282,334.1187013244262,388.9968256875259,443.54668260268795,470.699125755462,524.7602611095468,578.4980174443615,605.246232881263,658.5025432474151,711.4402876338627,737.7902940876178,790.2537609795302,842.4034045819894,868.3611294329767,920.0435557090867,971.4168304934092
3744,3744,15542105.0,0.0006758529539467985,1479.6117915299037,69444.90784857576,153796.41192808078,237643.34800688707,279378.54584674485,362474.2824789318,445072.9615648809,486186.83490344574,568045.4980434201,649414.5047197603,689916.302291316,770556.3094388627,850713.9495575416,890612.7840797377,970052.2776542342,1049016.584720369,1088321.4320257092,1166578.2844212174,1244367.0245136104,1283086.7279196414,1360178.5452868459,96.1266383394697,152.84585941674214,181.0781130605421,237.28917653036382,293.1639998993269,320.97595148683376,376.3501827771597,431.3931796585526,458.79108531195743,513.3409422271194,567.564496948187,594.5545207339784,648.292277068793,701.7085881473299,728.2968028718467,781.2345472582941,833.855632764187,860.0480206039616,912.197664206421,964.0353615974019
3745,3745,15542610.0,0.0006864097507325642,1456.8557613477367,44556.91486210665,128403.85094091295,211749.2356565011,253234.78541295766,335833.4644989068,417938.06099445414,458806.00097744603,540175.0076537861,621057.285913785,661316.8123728887,741474.4524915675,821152.60984079,860812.78058826,939777.0876543948,1018269.0511515114,1057338.7873552432,1135127.5274476362,1212450.9556182325,1250939.048220872,1327569.7221372945,113.47502108183537,170.53556287561432,198.93771095000977,255.48703759668675,311.69810106650846,339.6774172236304,395.3848760229784,450.75910731330436,478.3218854850023,533.200009848102,587.7498667632641,614.9023099160381,668.963445270123,722.7012016049376,749.4494170418392,802.7057274079913,855.6434717944387,881.9934782481939,934.4569451401063,986.6065887425656
3746,3746,15543152.0,0.0006803281114645107,1469.8789938980274,65098.42539263087,149197.26752875742,232793.05124581244,274403.23812154285,357250.0730977698,439601.34030251333,480592.0634594959,562205.5304040291,643330.8076903836,683711.2883788267,764109.7497698865,844027.2894788054,883806.6123058317,963008.1568198956,1041735.9374247767,1080923.053616553,1158945.4982969572,1236501.2333187088,1275104.958083274,1351965.857632595,99.23029936304432,156.11992524418721,184.4369982470642,240.81694003486112,296.8596315178078,324.75513872964893,380.29573389883166,435.50409977917974,462.98431848887464,517.6980631302288,572.0845242102155,599.155635778509,653.0548392110223,706.6316313360167,733.299726977652,786.3965155951262,839.1756925423714,865.4467715945091,917.7530909931036,969.7465278877303
3747,3747,15543691.0,0.0006793763660721556,1471.9381626145519,74723.89786959249,158822.74000571904,242418.5237227741,284028.71059850446,366875.5455747314,449226.81277947495,490217.5359364575,571831.0028809906,652956.2801673452,693336.7608557882,773735.222246848,853652.7619557669,893432.0847827933,972633.6292968572,1051361.4099017384,1090548.5260935149,1168570.9707739188,1246126.7057956706,1284730.4305602359,1361591.3301095567,92.68588461719416,149.57551049833705,177.89258350121403,234.27252528901096,290.3152167719577,318.2107239837988,373.7513191529815,428.9596850333296,456.4399037430245,511.15364838437864,565.5401094643654,592.6112210326588,646.5104244651723,700.0872165901665,726.7553122318019,779.8521008492761,832.6312777965212,858.9023568486589,911.2086762472535,963.2021131418801
3748,3748,15544339.0,0.0006795122481391338,1471.6438191342868,73783.39881334575,157882.2409494723,241478.02466652734,283088.2115422577,365935.0465184847,448286.3137232282,489277.03688021074,570890.5038247439,652015.7811110985,692396.2617995415,772794.7231906013,852712.2628995202,892491.5857265466,971693.1302406105,1050420.9108454916,1089608.027037268,1167630.471717672,1245186.2067394238,1283789.931503989,1360650.83105331,93.32494244590231,150.21456832704519,178.5316413299222,234.91158311771912,290.9542746006658,318.84978181250693,374.39037698168966,429.59874286203774,457.07896157173263,511.7927062130868,566.1791672930735,593.250278861367,647.1494822938804,700.7262744188746,727.39437006051,780.4911586779842,833.2703356252293,859.541414677367,911.8477340759616,963.8411709705882
3749,3749,15544914.0,0.0006808725644836566,1468.70361968301,59874.45747581927,143973.2996119458,227569.08332900086,269179.2702047312,352026.1051809582,434377.37238570175,475368.09554268426,556981.5624872175,638106.839773572,678487.3204620151,758885.7818530749,838803.3215619938,878582.6443890202,957784.188903084,1036511.9695079651,1075699.0856997415,1153721.5303801456,1231277.2654018973,1269880.9901664625,1346741.8897157835,102.78584106716413,159.67546694830702,187.992539951184,244.37248173898092,300.4151732219276,328.31068043376877,383.85127560295143,439.0596414832996,466.53986019299447,521.2536048343486,575.6400659143353,602.7111774826288,656.6103809151422,710.1871730401365,736.8552686817718,789.952057299246,842.7312342464911,869.0023132986289,921.3086326972234,973.30206959185
3750,3750,15545622.0,0.0006838064732012509,1462.402067237656,71564.00551385098,155410.94159265727,238756.32630824542,280241.876064702,362840.55515065114,444945.1516461985,485813.09162919037,567182.0983055304,648064.3765655293,688323.903024633,768481.5431433119,848159.7004925343,887819.8712400044,966784.1783061391,1045276.1418032558,1084345.8780069877,1162134.6180993805,1239458.0462699768,1277946.1388726162,1354576.8127890388,94.97165933048686,152.03220112426584,180.43434919866127,236.98367584533824,293.19473931515995,321.1740554722819,376.8815142716299,432.25574556195585,459.8185237336538,514.6966480967535,569.2465050119156,596.3989481646896,650.4600835187745,704.1978398535891,730.9460552904907,784.2023656566428,837.1401100430902,863.4901164968454,915.9535833887578,968.1032269912171
3751,3751,15546124.0,0.0006785616440992344,1473.7054602127757,83570.23175919693,167669.07389532347,251264.85761237852,292875.0444881089,375721.87946433586,458073.1466690794,499063.86982606194,580677.336770595,661802.6140569496,702183.0947453927,782581.5561364525,862499.0958453715,902278.4186723977,981479.9631864616,1060207.7437913427,1099394.8599831192,1177417.3046635233,1254973.039685275,1293576.7644498402,1370437.6639991612,86.67906643151734,143.5686923126602,171.8857653155372,228.26570710333414,284.3083985862808,312.203905798122,367.74450096730465,422.95286684765273,450.4330855573477,505.1468301987018,559.5332912786886,586.604402846982,640.5036062794954,694.0803984044896,720.7484940461251,773.8452826635993,826.6244596108444,852.8955386629821,905.2018580615767,957.1952949562033
3752,3752,15546659.0,0.0006973406046203835,1434.01946390943,59205.996816573585,142301.73344876053,224900.41253470964,266014.28587327444,347872.9490132489,429241.95568958897,469743.75326114474,550383.7604086915,630541.4005273704,670440.2350495665,749879.728624063,828844.0356901976,868148.8829955378,946405.7353910462,1024194.4754834392,1062914.17888947,1140005.9962566746,1216636.6701730972,1254779.94196291,1330724.067804708,103.9947648732399,161.571143827069,190.23005217990476,247.29059397368374,304.00981505095615,332.24206869475614,388.4531321645779,444.32795553354094,472.1399071210478,527.5141384113738,582.5571352927666,609.9550409461715,664.5048978613335,718.728452582401,745.7184763681923,799.456232703007,852.872543781544,879.4607585060606,932.3985028925082,985.0195883984011
3753,3753,15547218.0,0.000690885721464048,1447.4173787828636,83096.463259161,166441.84797474917,249288.68295097613,290526.0768171548,372630.6733127022,454244.1402572354,494867.6199720341,575749.898232033,656148.3596230928,696167.0648098156,775845.2221590381,855046.7666731019,894469.6999726428,972961.6634697595,1050984.1081501634,1089820.1397658843,1167143.5679364805,1244004.4674858015,1282262.3344555425,1358434.6244764598,87.27269500918523,144.67661241887245,173.24967640590398,230.13930228704686,286.68862893372386,314.8363170777208,370.8790085606675,426.5864673600155,454.31511094169133,509.5234768220394,564.4016011851392,591.7174401730884,646.1039012530752,700.1650366071601,727.074216253882,780.6510083788763,833.9073187450283,860.4158926379858,913.195069585231,965.6585364771433
3754,3754,15547770.0,0.0007014668683870069,1425.5840796864109,59768.11292935167,142614.94790557865,224966.21511032217,265956.93826730474,347570.40521183785,428695.6824981924,469076.16318663553,549474.6245776953,629392.1642866142,669171.4871136405,748373.0316277044,827100.8122325855,866287.928424362,944310.373104766,1021866.1081265177,1060469.832891083,1137330.732440404,1213731.8711999576,1251760.8894310624,1327477.5359372343,103.78842337403545,161.53778223864444,190.2827912954959,247.5147636353632,304.4043895165061,332.72146251938307,389.10140430718,445.1440957901267,473.03960300196786,528.5801981711505,583.7885640514986,611.2687827611935,665.9825274025477,720.3689884825344,747.4401000508279,801.3393034833413,854.9160956083356,881.5841912499709,934.6809798674451,987.4601568146902
3755,3755,15548396.0,0.0006987366115720793,1431.1544342153645,45796.57317456686,128892.3098067538,211490.9888927029,252604.86223126773,334463.52537124214,415832.5320475822,456334.329619138,536974.3367666848,617131.9768853637,657030.8114075598,736470.3049820561,815434.6120481909,854739.4593535311,932996.3117490395,1010785.0518414325,1049504.7552474632,1126596.572614668,1203227.2465310905,1241370.5183209032,1317314.6441627012,113.35557393580045,170.93195288962957,199.59086124246534,256.6514030362443,313.3706241135167,341.6028777573167,397.8139412271384,453.6887645961015,481.50071618360835,536.8749474739343,591.9179443553272,619.315850008732,673.8657069238941,728.0892616449615,755.079285430753,808.8170417655676,862.2333528441045,888.8215675686213,941.7593119550687,994.3803974609616
3756,3756,15548934.0,0.0006940015567932492,1440.918957906475,51592.39178219921,134937.77649778736,217784.61147401435,259022.00534019305,341126.60183574044,422740.06878027355,463363.54849507235,544245.8267550712,624644.288146131,664662.9933328538,744341.1506820762,823542.6951961401,862965.628495681,941457.5919927977,1019480.0366732017,1058316.0682889225,1135639.4964595188,1212500.3960088396,1250758.2629785805,1326930.552999498,109.08759483693204,166.49151224661927,195.0645762336508,251.9542021147937,308.50352876147065,336.6512169054676,392.6939083884143,448.40136718776233,476.1300107694381,531.3383766497863,586.2165010128859,613.5323400008352,667.918801080822,721.9799364349069,748.8891160816289,802.4659082066231,855.7222185727752,882.2307924657327,935.0099694129779,987.4734363048902
3757,3757,15549440.0,0.0006973406046203835,1434.01946390943,59455.39092060681,142551.12755279374,225149.80663874288,266263.6799773077,348122.3431172821,429491.34979362215,469993.1473651779,550633.1545127247,630790.7946314036,670689.6291535997,750129.1227280961,829093.4297942308,868398.2770995711,946655.1294950794,1024443.8695874724,1063163.5729935032,1140255.3903607079,1216886.0642771304,1255029.3360669431,1330973.4619087412,103.82083905671124,161.39721801054034,190.0561263633761,247.11666815715506,303.8358892344275,332.0681428782275,388.2792063480492,444.1540297170123,471.9659813045191,527.3402125948451,582.383209476238,609.7811151296428,664.3309720448049,718.5545267658723,745.5445505516637,799.2823068864784,852.6986179650154,879.286832689532,932.2245770759795,984.8456625818724
3758,3758,15549964.0,0.000691991968068278,1445.1034782839145,71784.85247614833,155130.2371917365,237977.07216796346,279214.4660341422,361319.0625296895,442932.5294742227,483556.0091890215,564438.2874490203,644836.7488400801,684855.4540268029,764533.6113760254,843735.1558900892,883158.0891896301,961650.0526867468,1039672.4973671508,1078508.5289828717,1155831.957153468,1232692.8567027887,1270950.7236725297,1347123.0136934472,95.09409284834773,152.49801025803495,181.07107424506648,237.96070012620936,294.51002677288636,322.6577149168833,378.70040639983,434.407865199178,462.13650878085383,517.3448746612019,572.2229990243017,599.538838012251,653.9252990922377,707.9864344463226,734.8956140930445,788.4724062180388,841.7287165841908,868.2372904771483,921.0164674243935,973.4799343163058
