,index,blocknum,p0vs1,p1vs0,USDP-slippagemap_01,USDP-slippagemap_2,USDP-slippagemap_3,USDP-slippagemap_4,USDP-slippagemap_5,USDP-slippagemap_6,USDP-slippagemap_7,USDP-slippagemap_8,USDP-slippagemap_9,USDP-slippagemap_10,USDP-slippagemap_11,USDP-slippagemap_12,USDP-slippagemap_13,USDP-slippagemap_14,USDP-slippagemap_15,USDP-slippagemap_16,USDP-slippagemap_17,USDP-slippagemap_18,USDP-slippagemap_19,USDP-slippagemap_20,WETH-slippagemap_01,WETH-slippagemap_2,WETH-slippagemap_3,WETH-slippagemap_4,WETH-slippagemap_5,WETH-slippagemap_6,WETH-slippagemap_7,WETH-slippagemap_8,WETH-slippagemap_9,WETH-slippagemap_10,WETH-slippagemap_11,WETH-slippagemap_12,WETH-slippagemap_13,WETH-slippagemap_14,WETH-slippagemap_15,WETH-slippagemap_16,WETH-slippagemap_17,WETH-slippagemap_18,WETH-slippagemap_19,WETH-slippagemap_20
994,994,13663634.0,0.00023727691223739434,4214.485052804063,79806.81799289545,222451.80912743433,364243.52896871057,434821.01471796475,575342.398900999,715023.2261118887,784549.9998133654,922979.3970539888,1060580.7489519026,1129072.454633311,1265441.0120496072,1400993.8467847893,1468465.8960706396,1602804.2877397845,1736339.1054203806,1802806.6743144714,1935145.1313177985,2066691.9691838839,2132170.017622082,2262538.304808443,65.80290237445294,99.36951611848087,116.07745306551614,149.34333772004166,182.4102351420433,198.8694350532449,231.6336591149177,264.1954939883452,280.4032972681308,312.6734055984851,344.75048127669703,360.7169947081392,392.5066864234498,424.10622141734007,439.83503541242976,471.15146395842623,502.2805669533445,517.7752197365086,548.6254309868291,579.2911051276911
995,995,13664550.0,0.00023822787299272518,4197.661623039959,102886.05547771466,245103.77159579154,386470.77833310637,456836.85436903744,596937.3321380428,736199.763428507,805518.2782810716,943533.0336565506,1080722.2182484525,1149008.7680201335,1284968.8514222405,1420115.6596857812,1487385.602673957,1621321.605480885,1754456.437929613,1820724.9160016808,1952666.9701472656,2083819.7812372234,2149101.6978690154,2279079.48536128,60.43974908970882,94.10720919217896,110.86534254931667,144.23117015958073,177.39741177869467,193.90606157287908,226.775161348544,259.43482302248526,275.691320419181,308.0583793859581,340.2318266990555,356.2463077075328,388.131508458766,419.82597924795,435.60204784817586,467.01256223265455,498.23518674429243,513.7763933841803,544.7192891360968,575.477093010719
996,996,13665112.0,0.00023442330342527808,4265.787510833998,80613.96859102261,224117.35593597533,366762.3470705142,437764.5459237298,579131.5526610446,719652.9368440789,789598.106465981,928860.5377564454,1067289.9349970687,1136193.8079844888,1273382.992576391,1409751.549992687,1477629.6257501787,1612776.4340137194,1747114.8256828643,1813982.379808823,1947117.2122575513,2079455.6692608783,2145327.744475204,2276480.5555651616,65.33264681857673,98.69847442884078,115.30646842013752,148.37336584213915,181.24246561780407,197.59678981501355,230.15862468844108,262.5256836552182,278.63653629858095,310.7136119767929,342.5988127280261,358.4698171235457,390.0693521174359,421.4798665019146,437.1145946585221,468.24369765344034,499.1865934053568,514.5885616869249,545.254235827787,575.7364748060735
997,997,13665840.0,0.0002366371606147217,4225.878967623938,111638.84512493123,254283.83625947012,396075.5561007463,466653.04185000056,607174.4260330348,746855.2532439245,816382.0269454012,954811.4241860246,1092412.7760839383,1160904.4817653468,1297273.039181643,1432825.8739168253,1500297.9232026753,1634636.3148718202,1768171.1325524163,1834638.7014465071,1966977.1584498342,2098523.99631592,2164002.0447541177,2294370.3319404786,58.259800236278664,91.8264139803066,108.53435092734186,141.80023558186738,174.86713300386901,191.32633291507062,224.09055697674341,256.65239185017094,272.86019512995654,305.13030346031076,337.20737913852275,353.17389256996495,384.96358428527554,416.5631192791658,432.2919332742555,463.60836182025196,494.7374648151702,510.23211759833424,541.0823288486548,571.7480029895169
998,998,13666343.0,0.00024330763011448086,4110.023181473926,136050.79969155687,276572.18387459114,416253.01108548074,485779.78478695755,624209.1820275809,761810.5339254946,830302.2396069032,966670.7970231994,1102223.6317583816,1169695.6810442316,1304034.0727133765,1437568.8903939726,1504036.4592880635,1636374.9162913905,1767921.754157476,1833399.802595674,1963768.089782035,2093356.550397165,2157859.80401977,2286287.2614518134,52.78892173187862,86.86280455356683,103.8232367626086,137.5918458527303,171.15845959675823,187.8663965437935,221.13228119831902,254.19917862032068,270.65837853152226,303.42260259319505,335.9844374666226,352.1922407464082,384.46234907676245,416.5394247549744,432.5059381864166,464.2956299017272,495.8951648956174,511.6239788907071,542.9404074367036,574.0695104316219
999,999,13667230.0,0.00024562995004127766,4071.164773806907,94481.63744060935,234582.11520961468,373844.546500079,443163.0613526435,581177.8167281224,718367.0013200246,786653.5510917053,922613.6344938123,1057760.4427573532,1125030.3857455289,1258966.3885524569,1392101.221001185,1458369.6990732527,1590311.7532188375,1721464.5643087954,1786746.4809405874,1916724.2684328519,2045924.5657328917,2110234.6114649093,2238277.380785612,63.0408658130918,97.21711892642186,114.22850634696913,148.0985679305527,181.76602803302282,198.52416139016054,231.88998900042458,265.05623061953855,281.56488041372296,314.43398018938785,347.09364186332914,363.3501392600249,395.71719822680194,427.89064553989937,443.9051265483767,475.7903272996099,507.48479808879387,523.2608666890197,554.6713810734984,585.8940055851363
1000,1000,13667842.0,0.00024052575788174624,4157.558877713409,131291.88770296704,272658.8944402819,413180.27862331615,483125.44824521826,622387.8795356826,760817.2767763059,829721.149763726,966910.3343556281,1103278.8917719244,1171156.9675294159,1306303.7757929566,1440642.1674621014,1507509.7215880605,1640644.5540367884,1772983.0110401157,1838855.0862544412,1970007.897344399,2100376.18453076,2165267.6014684555,2294467.8987684953,53.81442685376547,87.68448843734903,104.54346815292894,138.11008189695687,171.47590950722093,188.08390349851766,221.1508009205193,254.0199006961842,270.3742248933937,302.9360597668212,335.3031187335983,351.41397137696106,383.49104705517306,415.37624780640624,431.24725220192585,462.84678719581603,494.2573015802947,509.89202973690226,541.0211327318204,571.9640284837369
1001,1001,13668507.0,0.00024050170771097514,4157.97463360118,131686.78976989092,273053.7965072058,413575.18069024006,483520.35031214217,622782.7816026065,761212.1788432298,830116.05183065,967305.236422552,1103673.7938388484,1171551.8695963398,1306698.6778598805,1441037.0695290253,1507904.6236549844,1641039.4561037123,1773377.9131070396,1839249.988321365,1970402.799411323,2100771.086597684,2165662.5035353797,2294862.8008354194,53.719442475616276,87.58950405919984,104.44848377477975,138.0150975188077,171.38092512907173,187.98891912036845,221.0558165423701,253.924916318035,270.2792405152445,302.84107538867204,335.2081343554491,351.31898699881185,383.39606267702385,415.28126342825703,431.15226782377664,462.7518028176669,494.1623172021456,509.79704535875305,540.9261483536712,571.8690441055878
1002,1002,13669443.0,0.0002413207641720509,4143.862230135509,91968.81611775437,233335.82285506921,373857.2070381035,443802.3766600056,583064.8079504699,721494.2051910933,790398.0781785133,927587.2627704155,1063955.8201867116,1131833.8959442033,1266980.704207744,1401319.0958768888,1468186.6500028477,1601321.4824515758,1733659.939454903,1799532.0146692283,1930684.8257591864,2061053.1129455473,2125944.529883243,2255144.8271832825,63.28849823050035,97.15855981408392,114.01753952966384,147.58415327369175,180.94998088395582,197.55797487525254,230.62487229725417,263.49397207291906,279.84829627012857,312.4101311435561,344.7771901103332,360.88804275369597,392.9651184319079,424.8503191831411,440.7213235786607,472.32085857255095,503.73137295702963,519.3661011136371,550.4952041085554,581.4380998604719
1003,1003,13669960.0,0.0002419247906001166,4133.516030000103,133469.58059958502,274413.14238477027,414513.6201537756,484249.2777427631,623094.5662968043,761109.3216722833,829806.800582777,966585.0560358663,1102545.1394379733,1170219.898415664,1304961.89068969,1438897.8934966177,1505565.157051255,1638301.2040174135,1770243.2581629984,1835918.0208147583,1966677.9858847482,2096655.773377013,2161352.8170544473,2290166.1164090703,53.3540562486957,87.32587587828473,104.23550525282653,137.90296535529666,171.36903565946963,188.02692632269842,221.19316794181236,254.1610176471984,270.5709175116617,303.23057918560295,335.69487986208435,351.8541355490758,384.0275828621732,416.0085773020927,431.9272646218837,463.62173541106773,495.1266180063833,510.80831839577223,542.0309429074101,573.066802330462
1004,1004,13671283.0,0.00023970939971744123,4171.7179267010615,100462.8054282668,242254.52526954302,383198.0870547283,453353.3952018315,593034.2224127211,731879.5109667624,800990.3933548213,938591.7452527351,1075370.0007058242,1143452.0083504398,1279004.843085622,1413746.8353596479,1480815.2840406168,1614350.101721213,1747086.1486873718,1813156.1276186309,1944702.9654847165,2075462.9305547064,2140549.3011092753,2270137.7617244055,61.12831006539709,94.8969191555188,111.70539954240901,145.171469846582,178.4373545011075,194.99560212892473,227.96345183431077,260.72767589598357,277.03301337271535,309.4973140491967,341.7674223795509,357.8300170492856,389.81101148920504,421.6007032045157,437.4241695981801,468.92905219349564,500.2454807394921,515.8333770945225,546.8692365175744,577.719447767895
1005,1005,13671907.0,0.00023144195553602642,4320.737774981077,91331.46753497956,235698.4192411176,379201.80658607034,450631.2804557479,592848.9965738248,734216.0033111396,804582.0793470707,944682.557116076,1083944.9884065404,1153263.5032591047,1291278.2586345838,1428467.443226486,1496753.9929981667,1632714.0764002737,1767860.8846638144,1835130.8276519903,1969066.8304589181,2102201.662907646,2168470.140979714,2300412.195125299,62.57253302032264,95.73877463943658,112.24742443362102,145.1165242092859,177.77618588322719,194.03268327992294,226.39974224670001,258.5731895597974,274.58767056827475,306.47287131950793,338.1673421086919,353.9434107089178,385.35392509339647,416.57654960503436,432.1177562449222,463.06065199683866,493.8184558714609,509.1282944192689,539.6105333975553,569.9104361027692
1006,1006,13672839.0,0.0002303107203043357,4341.960281651616,77695.56895880077,222496.25167084514,366430.7747662721,438074.8458342315,580719.8369687704,722511.5568100467,793089.0425593009,933610.4267423351,1073291.2539532247,1142818.0276547016,1281247.4248953247,1418848.7767932387,1487340.482474647,1623709.0398909433,1759261.8746261254,1826733.9239119757,1961072.3155811206,2094607.1332617167,2161074.7021558075,2293413.1591591346,65.5872509390887,98.65414836109035,115.11334827229196,147.87757233396474,180.43940720739226,196.6472104871779,228.9173188175321,260.9943944957441,276.96090792718627,308.75059964249687,340.3501346363871,356.0789486314768,387.3953771774733,418.5244801723915,434.0191329555556,464.8693442058761,495.53501834673824,510.7989983792999,541.1899328254445,571.3990756030444
1007,1007,13674310.0,0.00023061030394897847,4336.319682494524,134495.42036331358,278862.3720694516,422365.75941440434,493795.2332840819,636012.9494021587,777379.9561394736,847746.0321754047,987846.5099444101,1127108.9412348743,1196427.4560874389,1334442.2114629177,1471631.39605482,1539917.9458265007,1675878.0292286077,1811024.8374921484,1878294.7804803243,2012230.783287252,2145365.61573598,2211634.093808048,2343576.1479536328,52.59989828518912,85.76613990430307,102.2747896984875,135.1438894741524,167.80355114809367,184.0600485447894,216.4271075115665,248.6005548246639,264.61503583314123,296.5002365843744,328.1947073735584,343.97077597378427,375.38129035826296,406.60391486990085,422.1451215097887,453.08801726170515,483.8458211363274,499.1556596841354,529.6378986624218,559.9378013676356
1008,1008,13675910.0,0.00023447019043019616,4264.934481288396,78524.51632006178,222027.9036650145,364672.8947995534,435675.09365276893,577042.1003900839,717563.484573118,787508.6541950202,926771.0854854845,1065200.4827261078,1134104.3557135279,1271293.54030543,1407662.0977217264,1475540.1734792178,1610686.9817427585,1745025.3734119034,1811892.9275378624,1945027.7599865904,2077366.2169899177,2143238.292204243,2274391.1032942007,65.82254991238565,99.1883775226497,115.79637151394644,148.86326893594807,181.73236871161296,198.08669290882247,230.64852778225,263.0155867490271,279.12643939238984,311.20351507060184,343.088715821835,358.95972021735463,390.5592552112448,421.9697695957235,437.60449775233104,468.7336007472493,499.67649649916575,515.0784647807338,545.744138921596,576.2263778998824
1009,1009,13676835.0,0.00023360429691036126,4280.743176499534,122680.57487148685,266183.96221643954,408828.95335097844,479831.152204194,621198.1589415089,761719.5431245432,831664.7127464452,970927.1440369096,1109356.541277533,1178260.414264953,1315449.5988568552,1451818.1562731513,1519696.232030643,1654843.0402941837,1789181.4319633285,1856048.9860892873,1989183.8185380155,2121522.275541343,2187394.3507556682,2318547.161845626,55.48756824927481,88.85339585953885,105.46138985083559,138.52828727283725,171.39738704850214,187.75171124571162,220.31354611913915,252.68060508591623,268.791457729279,300.868533407491,332.75373415872417,348.6247385542438,380.224273548134,411.63478793261265,427.2695160892202,458.39861908413843,489.3415148360549,504.743483117623,535.4091572584852,565.8913962367716
1010,1010,13677561.0,0.00023496307052948515,4255.987963327673,124792.63879509454,267866.18373273156,410083.8998508084,480873.42083886906,621816.9826240543,761917.4603930596,831653.1179820471,970498.4065360884,1108513.1619115674,1177210.640822061,1313988.8962751504,1449948.9796772574,1517623.7386549478,1652365.7309289738,1786301.7337359018,1852968.997290539,1985705.0442566976,2117647.0984022827,2183321.8610540424,2314081.8261240325,55.07155973570132,88.5376300398743,105.19552070310309,138.36176232221703,171.32961202760308,187.73951189206636,220.39917356600765,252.863474242489,269.0227299294805,301.19617724257785,333.1771716824974,349.09585900228836,380.7903297914724,412.29521238678797,427.9769127761769,459.1995372878148,490.2353967108667,505.6836396796191,536.4414435542413,567.015262134611
1011,1011,13678537.0,0.00023604633609227753,4236.456352404768,142011.83586315915,284656.82699769805,426448.54683897423,497026.03258822847,637547.4167712628,777228.2439821523,846755.0176836292,985184.4149242524,1122785.7668221663,1191277.4725035748,1327646.029919871,1463198.8646550532,1530670.9139409033,1665009.3056100481,1798544.1232906443,1865011.692184735,1997350.1491880622,2128896.9870541478,2194375.0354923457,2324743.3226787066,51.08110324632994,84.64771699035786,101.35565393739313,134.62153859191866,167.6884360139203,184.1476359251219,216.9118599867947,249.4736948602222,265.6814981400078,297.95160647036204,330.02868214857403,345.99519558001623,377.7848872953268,409.38442228921707,425.11323628430677,456.42966483030324,487.5587678252215,503.0534206083855,533.903631858706,564.5693059995682
1012,1012,13679452.0,0.00023609354771995933,4235.609188211034,139433.625675854,282078.6168103929,423870.3366516691,494447.8224009233,634969.2065839575,774650.0337948472,844176.8074963241,982606.2047369473,1120207.556634861,1188699.2623162696,1325067.819732566,1460620.654467748,1528092.703753598,1662431.095422743,1795965.913103339,1862433.4819974299,1994771.9390007572,2126318.7768668425,2191796.8253050405,2322165.1124914014,51.68976055285785,85.25637429688578,101.96431124392105,135.23019589844657,168.2970933204482,184.7562932316498,217.5205172933226,250.08235216675013,266.2901554465357,298.56026377688994,330.63733945510194,346.60385288654413,378.3935446018547,409.993079595745,425.72189359083467,457.03832213683114,488.1674251317494,503.6620779149134,534.5122891652339,565.1779633060961
1013,1013,13680335.0,0.00023393155559100126,4274.754628436573,106717.82063360278,250221.2079785555,392866.19911309436,463868.3979663099,605235.4047036248,745756.7888866591,815701.9585085611,954964.3897990255,1093393.7870396487,1162297.660027069,1299486.844618971,1435855.4020352673,1503733.4777927587,1638880.2860562997,1773218.6777254443,1840086.2318514034,1973221.0643001313,2105559.5213034586,2171431.596517784,2302584.407607742,59.2193721801853,92.58519979044935,109.19319378174609,142.26009120374772,175.12919097941264,191.48351517662212,224.04535005004965,256.41240901682676,272.5232616601895,304.60033733840146,336.48553808963464,352.35654248515425,383.9560774790445,415.3665918635232,431.00132002013066,462.1304230150489,493.0733187669654,508.47528704853346,539.1409611893956,569.6232001676821
1014,1014,13681710.0,0.00023309095800350994,4290.170706600046,78033.6752538154,221968.1983492424,365041.7432868794,436257.26055174065,578048.980393017,718992.5421782022,789147.8503253054,928828.6775361949,1067673.9660902363,1136784.8484782951,1274386.2003762089,1411164.4558292981,1479246.4634739135,1614799.2982090958,1749541.2904831218,1816609.7391640907,1950144.5568446869,2082880.6038108454,2148950.582742105,2280497.4206081904,65.79478753074508,99.0606721852706,115.61891981308783,148.58676951847386,181.35099358014665,197.65633105687843,230.12063173335977,262.390740063714,278.4533347334486,310.43432917336816,342.2240208886788,358.0474872823432,389.55236987765875,420.8687984236552,436.4566947786856,467.4925542017375,498.342765452058,513.6986010451121,544.2724196254818,574.6633540716264
1015,1015,13682864.0,0.00023153454620568396,4319.009911858461,86489.27253795892,230856.22424409696,374359.6115890497,445789.08545872726,588006.8015768041,729373.808314119,799739.88435005,939840.3621190554,1079102.7934095196,1148421.3082620841,1286436.063637563,1423625.2482294652,1491911.7980011462,1627871.881403253,1763018.6896667937,1830288.6326549696,1964224.6354618976,2097359.4679106255,2163627.945982693,2295570.000128278,63.69349503501454,96.85973665412848,113.36838644831292,146.2374862239778,178.8971478979191,195.15364529461482,227.52070426139193,259.6941515744893,275.70863258296663,307.5938333341998,339.28830412338385,355.06437272360967,386.47488710808835,417.69751161972624,433.2387182596141,464.1816140115306,494.9394178861528,510.2492564339608,540.7314954122472,571.031398117461
1016,1016,13683380.0,0.0002279964047094616,4386.034074854431,127806.93978751251,273042.65492891567,417409.6066350537,489268.922912047,632342.467849684,774560.1839677609,845349.7049558215,986293.2667410068,1126393.744510012,1196129.4020989996,1334974.6906530408,1472989.44602852,1541686.9249390136,1678465.1803921028,1814425.2637942098,1882100.0227719005,2016842.0150459262,2150778.0178528544,2217445.2814074913,2350181.32837365,53.99438415038608,86.96223385577213,103.37213372023541,136.0317953941767,168.49609607065804,184.65535175764953,216.8287990707469,248.80979351066642,264.72848083045744,296.4229516196414,327.927834214957,343.609534604346,374.8321591159838,405.86801853903575,421.31626150778817,452.0740653824104,482.64788396278004,497.8661429085048,528.1660456137187,558.2847019594576
1017,1017,13683956.0,0.00022455723521356717,4453.207660171542,94677.60587778426,241226.27706292656,386898.330141219,459407.26796555903,603774.2196716971,747277.6070166498,818707.0808863274,960924.7970044042,1102291.803741719,1172657.87977765,1312758.3575466555,1452020.7888371197,1521339.3036896843,1659354.0590651634,1796543.2436570653,1864829.7934287463,2000789.876830853,2135936.685094394,2203206.6280825697,2337142.6308894977,61.19946330285089,93.85912497679216,110.1156223734879,142.48268134026497,174.65612865336237,190.67060966183973,222.5558104130729,254.2502812022569,270.02634980248274,301.43686418696143,332.6594886985993,348.20069533848715,379.1435910904036,409.9013949650259,425.21123351283387,455.6934724911203,485.9933751963341,501.07529076914,531.1037317857798,560.9525497054233
1018,1018,13684890.0,0.00022272348621620876,4489.872249167518,123012.07393436044,270001.0271846985,416110.73279171495,488837.5101087781,633638.1928208225,777572.7159162494,849216.7869842089,991861.7781187478,1133653.4979600238,1204230.983709278,1344752.3678923124,1484433.195103202,1553959.9688046789,1692389.3660453022,1829990.717943216,1898482.4236246245,2034850.9810409206,2170403.8157761027,2237875.8650619527,2372214.2567310976,54.755146980080895,87.31698185350841,103.52478513329403,135.79489346364826,167.87196914186023,183.83848257330243,215.62817428861305,247.22770928250327,262.95652327759296,294.27295182358944,325.4020548185077,340.8967076016717,371.74691885199223,402.4125929928544,417.676573025416,448.06750747156065,478.27665024916047,493.3133910220936,523.251885366833,553.0112959485235
1019,1019,13686303.0,0.00022099308687236589,4525.028425787581,145123.76880841973,292554.3293556272,439103.0005407695,512048.2763019989,657283.991443402,801650.94314954,873510.2594265334,1016583.8043641703,1158801.5204822472,1229591.0414703079,1370534.603255493,1510635.0810244984,1580370.7386134858,1719216.0271675272,1857230.7825430061,1925928.2614534998,2062706.516906589,2198666.6003086963,2266341.3592863865,2401083.3515604124,49.77536078985419,82.23966146633553,98.398917153327,130.5723644664244,162.55335890634393,178.47204622613492,210.16651701531893,241.6713996106345,257.35310000002346,288.57572451166135,319.6115839347133,335.05982690346565,365.8176307780879,396.3914493584576,411.60970830418233,441.90961100939614,472.0282673551351,487.01996759884184,516.8687855184853,546.5390552836893
1020,1020,13687044.0,0.00022172353210918642,4510.121187802276,104589.41129197805,252019.9718391855,398568.6430243278,471513.9187855572,616749.6339269603,761116.5856330984,832975.9019100916,976049.4468477287,1118267.1629658055,1189056.6839538661,1330000.2457390514,1470100.7235080567,1539836.3810970443,1678681.6696510855,1816696.4250265646,1885393.9039370583,2022172.1593901475,2158132.2427922543,2225807.001769945,2360548.994043971,58.748360790337145,91.21266146681849,107.37191715380996,139.54536446690736,171.52635890682689,187.44504622661788,219.13951701580189,250.64439961111745,266.3261000005064,297.5487245121443,328.58458393519624,344.0328269039486,374.79063077857086,405.36444935894053,420.5827083046653,450.8826110098791,481.00126735561804,495.9929675993248,525.8417855189682,555.5120552841722
1021,1021,13687578.0,0.00022529946097807745,4438.53702826792,128430.68972353311,274540.39533054957,419776.11047195265,492067.855359657,636002.378455084,779075.923392721,850291.4406575823,992083.1604988585,1133026.722284044,1203182.030431147,1342862.8576420366,1481708.1461960778,1550819.0285841369,1688420.3804820506,1825198.6359351398,1893280.6435797552,2028833.4783149373,2163575.4705889635,2230643.9192699324,2364178.7369505283,53.70415276544491,86.4683768271177,102.77371430384949,135.23801498033083,167.50812331068508,183.57071798041972,215.55171242033921,247.34140413564984,263.1648705293142,294.6697531246298,325.98618167062625,341.5740780256566,372.60993744870854,403.46014869902905,418.8159842920832,449.38980287245283,479.78073731859746,494.9079645233914,525.0266208691304,554.9651152138698
1022,1022,13688472.0,0.0002271544187451846,4402.291646026802,100562.21232188414,246234.26540017664,391034.948112221,463110.1549306547,606613.5422756074,749258.5334101463,820260.7322633618,961627.7390006767,1102149.123183711,1172094.292805613,1311356.7240960775,1449786.1213367006,1518689.994324121,1655879.1789160229,1792247.7363323192,1860125.8120898106,1995272.6203533516,2129611.012022496,2196478.5661484553,2329613.398597183,60.101913809831224,92.97101358549612,109.32533778270562,141.88717265613315,174.25423162291023,190.365084266273,222.44215994448496,254.32736069571814,270.19836509123775,301.797900085128,333.2084144696067,348.84314262621416,379.9722456211324,410.91514137304887,426.31710965461696,456.9827837954791,487.46502277376555,502.63769827418537,532.8468410517852,562.8752820684251
1023,1023,13689201.0,0.0002460970672116813,4063.437290538072,72631.96513875415,212732.44290775948,351994.8741982238,421313.38905078825,559328.1444262672,696517.3290181693,764803.8787898502,900763.962191957,1035910.7704554979,1103180.7134436737,1237116.7162506017,1370251.5486993296,1436520.0267713976,1568462.0809169824,1699614.8920069402,1764896.8086387322,1894874.5961309967,2024074.8934310365,2088384.939163054,2216427.708483757,68.41304802209636,102.58930113542641,119.60068855597369,153.47075013955725,187.13821024202738,203.8963435991651,237.26217120942914,270.4284128285431,286.9370626227275,319.8061623983924,352.4658240723337,368.72232146902945,401.0893804358065,433.26282774890393,449.27730875738126,481.16250950861445,512.8569802977985,528.6330488980243,560.043563282503,591.2661877941408
1024,1024,13689749.0,0.0002485951166051643,4022.605164800032,93336.89146605463,232599.32275651893,371028.71999714227,439932.5929845624,577121.7775764645,713490.3349927608,781368.4107502522,916515.219013793,1050853.6106829378,1117721.1648088968,1250855.9972576248,1383194.454260952,1449066.5294752775,1580219.3405652354,1710587.6277515963,1775479.0446892919,1904679.3419893316,2033106.7994213747,2097032.1570420521,2224309.005564546,63.5643212377034,97.94623786722022,115.05999557940932,149.13387840109755,183.0039399846811,199.86291970026102,233.42953344428895,266.795361054553,283.4033550458497,316.47025246785137,349.33935224351626,365.69367644072577,398.2555113141533,430.62257028093035,446.7334229242931,478.8104986025051,510.6956993537383,526.566703749258,558.1662387431481,589.5767531276268
1025,1025,13690305.0,0.00024386785366316166,4100.581462373606,108906.99285468571,249428.37703771997,389109.20424860955,458635.9779500864,597065.3751907097,734666.7270886236,803158.432770032,939526.9901863282,1075079.8249215104,1142551.8742073604,1276890.2658765053,1410425.0835571014,1476892.6524511923,1609231.1094545196,1740777.947320605,1806255.9957588029,1936624.2829451638,2066212.7435602937,2130715.997182899,2259143.4546149424,59.401143220476115,93.47502604216433,110.4354582512061,144.2040673413278,177.77068108535573,194.478618032391,227.74450268691652,260.8114001089182,277.2706000201198,310.0348240817926,342.59665895522005,358.8044622350057,391.0745705653599,423.1516462435719,439.11815967501406,470.9078513903247,502.5073863842149,518.2362003793046,549.5526289253011,580.6817319202194
1026,1026,13690877.0,0.0002450411744128218,4080.9468139231826,123069.70756986181,263170.18533886713,402432.61662933143,471751.1314818959,609765.8868573749,746955.071449277,815241.6212209578,951201.7046230647,1086348.5128866055,1153618.4558747814,1287554.4586817094,1420689.2911304373,1486957.7692025052,1618899.82334809,1750052.634438048,1815334.5510698399,1945312.3385621044,2074512.6358621442,2138822.681594162,2266865.4509148644,56.02697039584242,90.20322350917247,107.21461092971975,141.0846725133033,174.75213261577343,191.51026597291116,224.8760935831752,258.04233520228917,274.5509849964736,307.42008477213847,340.07974644607975,356.3362438427755,388.70330280955255,420.87675012265,436.8912311311273,468.7764318823605,500.4709026715445,516.2469712717703,547.657485656249,578.8801101678869
1027,1027,13691712.0,0.00024548262363979025,4073.608083427336,101379.31638188144,241479.79415088677,380742.22544135107,450060.74029391556,588075.4956693945,725264.6802612967,793551.2300329775,929511.3134350844,1064658.1216986252,1131928.064686801,1265864.0674937288,1398998.899942457,1465267.3780145247,1597209.4321601095,1728362.2432500676,1793644.1598818593,1923621.947374124,2052822.2446741639,2117132.2904061815,2245175.059726884,61.34700507109483,95.52325818442489,112.53464560497216,146.4047071885557,180.07216729102586,196.83030064816356,230.19612825842762,263.36236987754154,279.871019671726,312.7401194473909,345.3997811213322,361.65627851802793,394.023337484805,426.1967847979024,442.21126580637974,474.0964665576129,505.7909373467969,521.5670059470227,552.9775203315014,584.2001448431394
1028,1028,13692270.0,0.00024457606143394326,4088.7075952447076,74126.14493604828,214647.52911908252,354328.35632997216,423855.13003144896,562284.5272720723,699885.8791699861,768377.5848513945,904746.1422676907,1040298.977002873,1107771.026288723,1242109.417957868,1375644.235638464,1442111.804532555,1574450.261535882,1705997.0994019674,1771475.1478401653,1901843.4350265265,2031431.8956416564,2095935.1492642616,2224362.606696305,67.8960088318995,101.96989165358772,118.93032386262948,152.6989329527512,186.26554669677913,202.97348364381438,236.2393682983399,269.30626572034157,285.7654656315432,318.5296896932159,351.09152456664344,367.2993278464291,399.5694361767833,431.6465118549953,447.61302528643745,479.4027170017481,511.0022519956383,526.731065990728,558.0474945367245,589.1765975316428
1029,1029,13693241.0,0.00024501667274554723,4081.354908604575,124158.1974092228,264258.6751782281,403521.1064686924,472839.6213212569,610854.3766967359,748043.561288638,816330.1110603189,952290.1944624258,1087437.0027259665,1154706.9457141424,1288642.9485210702,1421777.7809697983,1488046.259041866,1619988.3131874509,1751141.124277409,1816423.0409092007,1946400.8284014654,2075601.1257015052,2139911.171433523,2267953.9407542255,55.760253148364455,89.93650626169452,106.94789368224178,140.81795526582533,174.4854153682955,191.2435487254332,224.60937633569725,257.7756179548112,274.2842677489956,307.1533675246605,339.8130291986018,356.06952659529753,388.43658556207464,420.610032875172,436.62451388364934,468.5097146348825,500.2041854240665,515.9802540242924,547.390768408771,578.613392920409
1030,1030,13694376.0,0.00024311307157194728,4113.312351055786,75475.05375964096,216418.61554482623,356519.09331383154,426254.75090281904,565100.0394568603,703114.7948323393,771812.273742833,908590.5291959222,1044550.6125980292,1112225.37157572,1246967.3638497458,1380903.3666566736,1447570.630211311,1580306.6771774695,1712248.7313230543,1777923.4939748142,1908683.459044804,2038661.2465370689,2103358.290214503,2232171.5895691263,67.41882565270139,101.39064528229041,118.30027465683222,151.96773475930235,185.43380506347532,202.0916957267041,235.25793734581805,268.22578705120407,284.6356869156674,317.29534858960864,349.75964926609,365.9189049530815,398.09235226617886,430.0733467060984,445.9920340258894,477.6865048150734,509.191387410389,524.873087799778,556.0957123114158,587.1315717344677
