,index,blocknum,p0vs1,p1vs0,YFI-slippagemap_01,YFI-slippagemap_2,YFI-slippagemap_3,YFI-slippagemap_4,YFI-slippagemap_5,YFI-slippagemap_6,YFI-slippagemap_7,YFI-slippagemap_8,YFI-slippagemap_9,YFI-slippagemap_10,YFI-slippagemap_11,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10
279,279,15940709.0,6708.710886144493,0.00014905993371473213,0.0008671662141629651,0.022820631051997307,0.044555666155702264,0.06607444485553556,0.08737911886327362,0.10847181826250926,0.12935465216023018,0.15002970893300147,0.17049905549585265,0.19076473892950516,0.21082878536774807,431.9869330941066,575.028212662936,716.6462789317039,856.8552912883374,995.6692692472,1133.1020948068222,1269.1675092741364,1403.8791175675797,1537.2503882119638,1537.2503882119638
280,280,15943426.0,6282.136307571988,0.00015918151899930593,0.007399583673405946,0.03002159724431001,0.05241852906080969,0.07459261894407247,0.09654608378190681,0.11828111888561177,0.13979989758544506,0.16110457159318312,0.18219727099241878,0.20308010489013967,0.22375516166291098,378.2318210348492,517.0457989937119,654.478624553334,790.5440390206483,925.2556473140914,1058.6269179584758,1058.6269179584758,1058.6269179584758,1058.6269179584758,1058.6269179584758
281,281,15944292.0,6366.879206472697,0.00015706281956525577,0.014684010384303513,0.0370809422008032,0.059255032084065976,0.08120849692190032,0.10294353202560527,0.12446231072543856,0.14576698473317665,0.16685968413241228,0.18774251803013317,0.2084175748029045,0.22888692136575567,335.02799551653084,475.2370078731643,614.0509858320269,751.4838113916492,887.5492258589634,1022.2608341524065,1155.6321047967908,1155.6321047967908,1155.6321047967908,1155.6321047967908
282,282,15946417.0,6505.89278892384,0.00015370680588258097,0.012809435308266573,0.034983525191529356,0.05693699002936369,0.07867202513306866,0.10019080383290194,0.12149547784064,0.14258817723987566,0.16347101113759654,0.18414606791036786,0.20461541447321904,0.22488109790687152,349.6319292561716,491.2499955249395,631.4590078815729,770.2729858404356,907.7058114000578,1043.771225867372,1178.4828341608152,1311.8541048051995,1311.8541048051995,1311.8541048051995
283,283,15948729.0,6295.341994663136,0.00015884760523697492,0.004964888524569044,0.02758690209547311,0.049983833911972794,0.07215792379523557,0.0941113886330699,0.11584642373677487,0.13736520243660816,0.15866987644434624,0.17976257584358188,0.20064540974130277,0.22132046651407408,393.5432695707396,532.3572475296022,669.7900730892244,805.8554875565387,940.5670958499818,1073.9383664943662,1073.9383664943662,1073.9383664943662,1073.9383664943662,1073.9383664943662
284,284,15951498.0,5580.152041503342,0.00017920658658802265,0.005931387281342831,0.02995219601239455,0.053734005532408945,0.07727919368769565,0.10059011510014206,0.12366910062364429,0.146518457761115,0.16914047133201907,0.19153740314851875,0.21371149303178152,0.2356649578696159,234.90046375823545,234.90046375823545,234.90046375823545,234.90046375823545,234.90046375823545,234.90046375823545,234.90046375823545,234.90046375823545,234.90046375823545,234.90046375823545
285,285,15959912.0,5813.099926447219,0.00017202525548381,0.004823086043765947,0.028368274199052648,0.05167919561149905,0.0747581811350013,0.09760753827247201,0.12022955184337607,0.14262648365987576,0.16480057354313854,0.18675403838097288,0.20848907348467782,0.2300078521845111,380.11484618235636,513.4861168267406,513.4861168267406,513.4861168267406,513.4861168267406,513.4861168267406,513.4861168267406,513.4861168267406,513.4861168267406,513.4861168267406
286,286,15965183.0,5499.827612442404,0.00018182388075903942,0.02355875054057943,0.04757955927163115,0.07136136879164555,0.09490655694693224,0.11821747835937865,0.1412964638828809,0.1641458210203516,0.18676783459125568,0.20916476640775536,0.23133885629101814,0.25329232112885247,137.2393569606381,137.2393569606381,137.2393569606381,137.2393569606381,137.2393569606381,137.2393569606381,137.2393569606381,137.2393569606381,137.2393569606381,137.2393569606381
287,287,15966692.0,5690.027315081311,0.00017574608075246294,0.006462106363216184,0.030243915883230582,0.053789104038517284,0.07710002545096369,0.10017901097446592,0.12302836811193664,0.1456503816828407,0.16804731349934038,0.19022140338260318,0.21217486822043752,0.23390990332414247,367.27563997302065,367.27563997302065,367.27563997302065,367.27563997302065,367.27563997302065,367.27563997302065,367.27563997302065,367.27563997302065,367.27563997302065,367.27563997302065
288,288,15968542.0,6162.67575432805,0.0001622671774184614,0.00647096389917019,0.029320321036640905,0.051942334607544965,0.07433926642404465,0.09651335630730744,0.11846682114514177,0.14020185624884673,0.16172063494868003,0.18302530895641808,0.20411800835565375,0.22500084225337463,380.64735203812467,518.0801775977469,654.1455920650611,788.8572003585042,922.2284710028886,922.2284710028886,922.2284710028886,922.2284710028886,922.2284710028886,922.2284710028886
289,289,15969604.0,5980.550130715818,0.00016720869788617738,0.018200313505537438,0.04127929902903968,0.0641286561665104,0.08675066973741447,0.10914760155391415,0.13132169143717692,0.15327515627501126,0.17501019137871623,0.19652897007854953,0.21783364408628758,0.23892634348552322,306.74644259702296,442.8118570643372,577.5234653577803,710.8947360021647,710.8947360021647,710.8947360021647,710.8947360021647,710.8947360021647,710.8947360021647,710.8947360021647
290,290,15972036.0,5854.517724271467,0.00017080826245588647,0.019916954580379544,0.043227875992825945,0.06630686151632818,0.0891562186537989,0.11177823222470297,0.13417516404120264,0.15634925392446544,0.17830271876229978,0.20003775386600472,0.22155653256583802,0.2428612065735761,294.7086918838984,429.4203001773415,562.7915708217258,562.7915708217258,562.7915708217258,562.7915708217258,562.7915708217258,562.7915708217258,562.7915708217258,562.7915708217258
291,291,15975741.0,6206.584247503592,0.0001611192179341188,0.021236140050582785,0.043858153621486845,0.06625508543798653,0.0884291753212493,0.11038264015908365,0.13211767526278861,0.1536364539626219,0.17494112797035996,0.19603382736959563,0.2169166612673165,0.2375917180400878,291.8326679201372,430.64664587899983,568.079471438622,704.1448859059362,838.8564941993794,972.2277648437637,972.2277648437637,972.2277648437637,972.2277648437637,972.2277648437637
292,292,15976516.0,6292.195267746811,0.00015892704492594247,0.005533183405811452,0.028155196976715514,0.0505521287932152,0.07272621867647798,0.09467968351431232,0.11641471861801728,0.13793349731785057,0.15923817132558862,0.1803308707248243,0.20121370462254518,0.2218887613953165,389.96641792541755,528.7803958842801,666.2132214439024,802.2786359112166,936.9902442046598,1070.3615148490442,1070.3615148490442,1070.3615148490442,1070.3615148490442,1070.3615148490442
293,293,15977620.0,6455.346738283553,0.0001549103464992022,0.021578945932396697,0.04375303581565948,0.06570650065349382,0.08744153575719878,0.10896031445703207,0.13026498846477014,0.15135768786400577,0.1722405217617267,0.19291557853449798,0.21338492509734916,0.23365060853100167,292.7986817118087,434.4167479805766,574.6257603372101,713.4397382960726,850.8725638556949,986.9379783230091,1121.6495866164523,1255.0208572608367,1255.0208572608367,1255.0208572608367
294,294,15983077.0,6359.243915274035,0.0001572513986447566,0.016137995961538833,0.03853492777803852,0.060709017661301296,0.08266248249913563,0.10439751760284059,0.1259162963026739,0.14722097031041195,0.1683136697096476,0.1891965036073685,0.2098715603801398,0.23034090694299098,325.77570127881523,465.9847136354487,604.7986915943113,742.2315171539335,878.2969316212478,1013.0085399146909,1146.3798105590752,1146.3798105590752,1146.3798105590752,1146.3798105590752
295,295,15984123.0,6367.515894393343,0.00015704711485377043,0.0145822941406484,0.03697922595714808,0.059153315840410864,0.0811067806782452,0.10284181578195016,0.12436059448178345,0.14566526848952152,0.16675796788875716,0.18764080178647807,0.20831585855924936,0.22878520512210054,335.6757012793479,475.8847136359813,614.6986915948439,752.1315171544662,888.1969316217804,1022.9085399152235,1156.2798105596078,1156.2798105596078,1156.2798105596078,1156.2798105596078
296,296,15985723.0,6255.807979663946,0.00015985145376116848,0.012114340890704582,0.034736354461608644,0.057133286278108326,0.07930737616137111,0.10126084099920545,0.1229958761029104,0.1445146548027437,0.16581932881048175,0.18691202820971742,0.2077948621074383,0.22846991888020962,348.67413057623526,487.48810853509787,624.9209340947201,760.9863485620343,895.6979568554775,1029.0692274998619,1029.0692274998619,1029.0692274998619,1029.0692274998619,1029.0692274998619
297,297,15988697.0,6290.937017433955,0.00015895883192419807,0.0058021550356472384,0.028424168606551302,0.050821100423050984,0.07299519030631377,0.0949486551441481,0.11668369024785306,0.13820246894768634,0.15950714295542442,0.18059984235466006,0.20148267625238098,0.22215773302515227,388.2741305783675,527.0881085372301,664.5209340968523,800.5863485641665,935.2979568576097,1068.669227501994,1068.669227501994,1068.669227501994,1068.669227501994,1068.669227501994
298,298,15989292.0,6278.996181518817,0.0001592611256785494,0.007872337687452257,0.03049435125835632,0.052891283074856,0.07506537295811878,0.09701883779595312,0.11875387289965808,0.14027265159949137,0.16157732560722943,0.1826700250064651,0.20355285890418598,0.2242279156769573,375.2625276019178,514.0765055607804,651.5093311204026,787.5747455877168,922.28635388116,1055.6576245255444,1055.6576245255444,1055.6576245255444,1055.6576245255444,1055.6576245255444
299,299,15990523.0,6321.836706276335,0.0001581818775874419,0.00019964768786527684,0.02282166125876934,0.04521859307526902,0.0673926829585318,0.08934614779636614,0.1110811829000711,0.1325999615999044,0.15390463560764245,0.1749973350068781,0.195880168904599,0.21655522567737032,423.6060765124788,562.4200544713415,699.8528800309637,835.9182944982779,970.6299027917211,1104.0011734361053,1104.0011734361053,1104.0011734361053,1104.0011734361053,1104.0011734361053
300,300,15992043.0,6098.919222849284,0.0001639634767178998,0.01848499330367776,0.04133435044114848,0.06395636401205254,0.08635329582855222,0.108527385711815,0.13048085054964934,0.1522158856533543,0.1737346643531876,0.19503933836092566,0.21613203776016132,0.2370148716578822,306.9877093795635,444.4205349391857,580.4859494064999,715.1975576999431,848.5688283443275,848.5688283443275,848.5688283443275,848.5688283443275,848.5688283443275,848.5688283443275
301,301,16004115.0,6207.825626418935,0.00016108699892346414,0.020941765821157317,0.04356377939206138,0.06596071120856106,0.08813480109182384,0.11008826592965819,0.13182330103336315,0.15334207973319644,0.1746467537409345,0.19573945314017013,0.21662228703789105,0.23729734381066234,293.65997082567765,432.47394878454026,569.9067743441625,705.9721888114767,840.6837971049199,974.0550677493042,974.0550677493042,974.0550677493042,974.0550677493042,974.0550677493042
302,302,16005985.0,6365.606021612313,0.00015709423369979705,0.01498411176235545,0.03738104357885513,0.05955513346211791,0.08150859829995226,0.1032436334036572,0.1247624121034905,0.14606708611122857,0.1671597855104642,0.18804261940818512,0.2087176761809564,0.2291870227438076,333.11735747871523,473.3263698353487,612.1403477942114,749.5731733538336,885.6385878211478,1020.350196114591,1153.7214667589753,1153.7214667589753,1153.7214667589753,1153.7214667589753
303,303,16006920.0,6533.273629134755,0.00015306262323692643,0.008051004348419448,0.03022509423168223,0.05217855906951657,0.07391359417322153,0.09543237287305481,0.11673704688079288,0.13782974628002853,0.15871258017774942,0.17938763695052073,0.19985698351337192,0.22012266694702443,380.65677922012844,522.2748454888964,662.4838578455298,801.2978358043924,938.7306613640146,1074.7960758313288,1209.5076841247721,1342.8789547691563,1342.8789547691563,1342.8789547691563
304,304,16008463.0,6484.459798236166,0.00015421485075318216,0.016482929395612127,0.03865701927887491,0.060610484116709246,0.0823455192204142,0.1038642979202475,0.12516897192798557,0.1462616713272212,0.16714450522494212,0.1878195619977134,0.2082889085605646,0.2285545919942171,325.77079316837666,467.3888594371445,607.597871793778,746.4118497526406,883.8446753122628,1019.9100897795771,1154.6216980730203,1287.9929687174044,1287.9929687174044,1287.9929687174044
305,305,16010128.0,6627.365893864386,0.0001508895111594487,0.014299770045520303,0.03625323488335464,0.0579882699870596,0.07950704868689289,0.10081172269463096,0.12190442209386661,0.1427872559915875,0.1634623127643588,0.18393165932720998,0.2041973427608625,0.22426138919910543,342.4152950025218,485.45657457135127,627.0746408401192,767.2836531967527,906.0976311556152,1043.5304567152375,1179.5958711825517,1314.3074794759948,1447.6787501203792,1447.6787501203792
306,306,16010972.0,6364.969524659848,0.000157109943123167,0.015115667997474538,0.03751259981397422,0.059686689697237,0.08164015453507134,0.1033751896387763,0.12489396833860959,0.14619864234634766,0.1672913417455833,0.1881741756433042,0.2088492324160755,0.22931857897892668,332.2799455687814,472.4889579254148,611.3029358842774,748.7357614438997,884.8011759112139,1019.512784204657,1152.8840548490414,1152.8840548490414,1152.8840548490414,1152.8840548490414
307,307,16012020.0,6419.94155495288,0.00015576465789295484,0.005303951657646723,0.027700883474146405,0.04987497335740919,0.07182843819524352,0.09356347329894849,0.11508225199878178,0.13638692600651983,0.1574796254057555,0.17836245930347638,0.1990375160762477,0.21950686263909888,395.003681696725,535.2126940533585,674.0266720122211,811.4594975718433,947.5249120391576,1082.2365203326008,1215.607790976985,1215.607790976985,1215.607790976985,1215.607790976985
308,308,16013102.0,6207.204905928343,0.00016110310762335647,0.02103846932571741,0.04366048289662147,0.06605741471312115,0.08823150459638393,0.11018496943421828,0.13192000453792324,0.15343878323775653,0.1747434572454946,0.19583615664473025,0.21671899054245114,0.23739404731522243,293.05964036458613,431.87361832344874,569.306443883071,705.3718583503852,840.0834666438284,973.4547372882126,973.4547372882126,973.4547372882126,973.4547372882126,973.4547372882126
309,309,16014210.0,6207.204905928343,0.00016110310762335647,0.021039091889126102,0.04366177488315512,0.0660593694622351,0.08823411551381358,0.11018822999130043,0.13192390827095762,0.15344332374735536,0.1747486281959428,0.1958419517633455,0.21672540361896311,0.23740107220115933,293.0683124882959,431.88639818436855,569.323290610597,705.3927314805418,840.1083261152321,973.4835434380362,973.487450848343,973.4913193811792,973.4951494234077,973.4989413579764
310,310,16015005.0,6111.128656197228,0.0001636358938354065,0.016189732184955598,0.03904090757168746,0.06166472130087228,0.08406343536465719,0.10623928976244457,0.12819450155845286,0.14993126623867414,0.17145175730631002,0.19275812664436046,0.21385250450592078,0.23473700016581192,321.03454542907696,458.4783072759666,594.5545492181124,729.2768772565695,862.658760987915,862.6692684782569,862.6796714224637,862.6899708608552,862.7001678232236,862.7102633290922
311,311,16015684.0,5912.762372879858,0.00016912568727380498,0.0083239721447963,0.031636748535716706,0.054717570581276166,0.07756874596800803,0.10019255969719285,0.12259127376097775,0.14476712815876513,0.16672233995477342,0.1884591046349947,0.20997959570263058,0.23128596504068102,362.95216003944785,497.674488077905,631.0563718092505,631.0668792995924,631.0772822437991,631.0875816821906,631.0977786445592,631.1078741504277,631.1178692094558,631.1277648208444
312,312,16016720.0,5885.627480783878,0.00016990541845621784,0.013744520625015614,0.03705729701593602,0.06013811906149548,0.08298929444822734,0.10561310817741215,0.12801182224119706,0.15018767663898444,0.17214288843499273,0.19387965311521405,0.2154001441828499,0.23670651352090036,330.9752337077552,465.6975617462124,599.0794454775579,599.0899529678998,599.1003559121065,599.1106553504981,599.1208523128665,599.1309478187351,599.1409428777632,599.1508384891517
313,313,16018657.0,6091.605274719685,0.00016416034114193594,0.01995002375253036,0.042801199139262225,0.06542501286844704,0.08782372693223195,0.10999958133001933,0.13195479312602762,0.1536915578062489,0.17521204887388478,0.19651841821193522,0.21761279607349554,0.23849729173338668,298.0910645917788,435.5348264386684,571.6110683808141,706.3333964192713,839.7152801506169,839.7257876409587,839.7361905851654,839.7464900235569,839.7566869859255,839.7667824917941
314,314,16020180.0,5765.629774120446,0.0001734415908022036,0.01458858462226673,0.03813564639792311,0.061448422788843514,0.08452924483440298,0.10738042022113484,0.13000423395031965,0.15240294801410456,0.17457880241189194,0.19653401420790023,0.21827077888812155,0.2397912699557574,323.610731484328,456.99261521567354,457.00312270601546,457.01352565022216,457.0238250886137,457.0340220509822,457.0441175568507,457.05411261587886,457.06400822726744,457.0738053805337
315,315,16023394.0,5996.119013401977,0.0001667745416268242,0.0152351120701844,0.03831593411574386,0.061167109502475725,0.08379092323166054,0.10618963729544545,0.12836549169323283,0.15032070348924112,0.1720574681694624,0.19357795923709828,0.21488432857514872,0.23597870643670904,324.53679307505536,460.6130350172011,595.3353630556583,728.7172467870038,728.7277542773458,728.7381572215525,728.7484566599439,728.7586536223124,728.768749128181,728.7787441872091
316,316,16024571.0,5925.191598531402,0.00016877091371152566,0.005782335678518211,0.029095112069438614,0.052175934114998074,0.07502710950172993,0.09765092323091476,0.12004963729469965,0.14222549169248705,0.16418070348849534,0.18591746816871663,0.2074379592363525,0.22874432857440294,377.9966201286893,512.7189481671464,646.100831898492,646.1113393888338,646.1217423330405,646.1320417714321,646.1422387338006,646.1523342396691,646.1623292986973,646.1722249100858
317,317,16026739.0,6182.426914202683,0.0001617487782512614,0.0028442946966056835,0.025695470083337547,0.048319283812522366,0.07071799787630727,0.09289385227409465,0.11484906407010295,0.13658582875032424,0.1581063198179601,0.17941268915601055,0.20050706701757087,0.221391562677462,403.0676758443238,540.5114376912135,676.5876796333592,811.3100076718164,944.6918914031619,944.7023988935038,944.7128018377105,944.723101276102,944.7332982384705,944.7433937443391
318,318,16029044.0,6110.517604436785,0.00016365225742479,0.016305238800648797,0.03915641418738066,0.061780227916565476,0.08417894198035038,0.10635479637813776,0.12831000817414606,0.15004677285436735,0.17156726392200322,0.19287363326005366,0.21396801112161398,0.23485250678150513,320.32866934794527,457.7724311948349,593.8486731369807,728.5710011754378,861.9528849067833,861.9633923971252,861.973795341332,861.9840947797235,861.994291742092,862.0043872479605
319,319,16029902.0,6331.959234751804,0.00015792900158164038,0.02101899028386002,0.04341770434764492,0.06559355874543231,0.0875487705414406,0.1092855352216619,0.13080602628929777,0.1521123956273482,0.17320677348890853,0.19409126914879965,0.2147679711497704,0.235238946571326,294.836625649173,435.0567952095558,573.8818193615932,711.3255812084828,847.4018231506286,982.1241511890858,1115.5060349204314,1115.5165424107731,1115.52694535498,1115.5372447933714
320,320,16031897.0,6505.89278892384,0.00015370680588258097,0.0127711143492947,0.03494696874708208,0.05690218054309038,0.07863894522331168,0.10015943629094753,0.12146580562899799,0.1425601834905583,0.16344467915044944,0.18412138115142015,0.20459235657297578,0.2248596526587352,349.91570896898173,491.5450445676835,631.7652141280663,770.5902382801037,908.0340001269933,1044.110242069139,1178.8325701075962,1312.2144538389418,1312.2249613292836,1312.2353642734904
321,321,16032754.0,6216.522233677511,0.00016086164617614977,0.019315176423654015,0.041938990152838834,0.06433770421662374,0.08651355861441112,0.10846877041041941,0.1302055350906407,0.15172602615827657,0.173032395496327,0.19412677335788733,0.21501126901777848,0.2356879710187492,303.7990724858081,442.6240966378455,580.0678584847352,716.144100426881,850.8664284653381,984.2483121966836,984.2588196870255,984.2692226312322,984.2795220696238,984.2897190319923
322,322,16037051.0,6491.596271537263,0.00015404531615506516,0.01527159624830859,0.03744745064609597,0.05940266244210427,0.08113942712232557,0.10265991818996142,0.12396628752801188,0.14506066538957219,0.16594516104946333,0.18662186305043404,0.20709283847198967,0.2273601345577491,333.66479734350185,475.2941329422036,615.5143025025864,754.3393266546237,891.7830885015134,1027.8593304436592,1162.5816584821164,1295.9635422134618,1295.9740497038038,1295.9844526480103
323,323,16038654.0,6154.0544756319005,0.00016249449918906018,0.008147605625332342,0.030998781012064203,0.05362259474124902,0.07602130880503392,0.0981971632028213,0.12015237499882961,0.1418891396790509,0.16340963074668677,0.1847160000847372,0.20581037794629753,0.22669487360618865,370.35498362189696,507.79874546878665,643.8749874109324,778.5973154493895,911.979199180735,911.989706671077,912.0001096152837,912.0104090536752,912.0206060160436,912.0307015219123
324,324,16042950.0,6150.363334953413,0.0001625920202659986,0.008749703825300086,0.031600879212031946,0.05422469294121677,0.07662340700500167,0.09879926140278905,0.12075447319879735,0.14249123787901866,0.1640117289466545,0.18531809828470497,0.2064124761462653,0.2272969718061564,366.6505429618378,504.09430480872743,640.1705467508732,774.8928747893303,908.2747585206758,908.2852660110177,908.2956689552245,908.305968393616,908.3161653559845,908.326260861853
325,325,16048003.0,5899.179325055867,0.0001695151045421949,0.010940194532266112,0.034252970923186514,0.057333792968745974,0.08018496835547784,0.10280878208466265,0.12520749614844756,0.14738335054623494,0.16933856234224323,0.19107532702246452,0.2125958180901004,0.23390218742815083,347.5001419819211,482.2224700203783,615.6043537517238,615.6148612420657,615.6252641862724,615.635563624664,615.6457605870324,615.655856092901,615.6658511519291,615.6757467633176
326,326,16048662.0,6213.414904821473,0.00016094209308701115,0.019955013407929382,0.0425788271371142,0.0649775412008991,0.08715339559868648,0.10910860739469479,0.1308453720749161,0.15236586314255193,0.1736722324806024,0.19476661034216272,0.21565110600205384,0.23632780800302455,299.82229606047594,438.64732021251336,576.091082059403,712.1673240015488,846.8896520400059,980.2715357713514,980.2820432616933,980.2924462059,980.3027456442916,980.31294260666
327,327,16051844.0,6666.580962619623,0.0001500019283658488,0.00783337308761279,0.02978858488362109,0.05152534956384238,0.07304584063147825,0.0943522099695287,0.11544658783108902,0.13633108349098014,0.15700778549195088,0.17747876091350648,0.19774605699926592,0.21781170004424893,385.43386033248953,528.4865224841778,670.1158580828795,810.3360276432624,949.1610517952997,1086.6048136421894,1222.6810555843351,1357.4033836227923,1490.7852673541379,1490.7957748444796
328,328,16058252.0,6450.184784043325,0.00015503431815997462,6.078285524083305e-05,0.022459496919025736,0.044635351316813114,0.06659056311282141,0.08832732779304271,0.10984781886067857,0.131154188198729,0.15224856606028933,0.17313306172018048,0.1938097637211512,0.21428073914270682,428.7802017182854,569.0003712786682,707.8253954307056,845.2691572775952,981.345399219741,1116.0677272581981,1249.4496109895438,1249.4601184798855,1249.4705214240923,1249.4808208624838
329,329,16059384.0,6468.269704281146,0.00015460085087950665,0.01930427533539233,0.04148012973317971,0.063435341529188,0.0851721062094093,0.10669259727704516,0.1279989666150956,0.14909334447665593,0.16997784013654707,0.19065454213751779,0.2111255175590734,0.23139281364483283,307.5321295213941,449.16146512009584,589.3816346804786,728.206658832516,865.6504206794057,1001.7266626215514,1136.4489906600086,1269.830874391354,1269.841381881696,1269.8517848259028
330,330,16061130.0,6468.269704281146,0.00015460085087950665,0.019305305885045605,0.04148234413038301,0.06343872799503987,0.08517665308221327,0.10669829301113622,0.12800579977968599,0.14910130375468045,0.16998691432354315,0.19066472014051875,0.21113678839546265,0.23140516644128487,307.5485469793894,449.1854433935146,589.4130985416551,728.2455338022693,865.6966330196976,1001.7801393279756,1136.5096594545082,1269.898663714941,1269.9162208875182,1269.933603371899
331,331,16064718.0,6313.624068554294,0.00015838763745542136,0.001683493337517103,0.024308514828350017,0.04670842463694332,0.06888546288228073,0.0908418467469376,0.11257977183411098,0.13410141176303395,0.1554089185315837,0.17650442250657816,0.19739003307544087,0.2180678388924165,414.2878268890237,553.1202621496378,690.5713613670662,826.6548676753441,961.3843878018769,1094.7733920623095,1094.7909492348867,1094.8083317192675,1094.825541253743,1094.842579559013
332,332,16071259.0,6203.481886150291,0.0001611997936566189,0.021817892406075932,0.044442913896908846,0.06684282370550215,0.08901986195083955,0.11097624581549642,0.13271417090266982,0.15423581083159277,0.17554331760014255,0.19663882157513699,0.2175244321439997,0.2382022379609753,288.27918777868246,427.11162303929666,564.5627222567249,700.6462285650028,835.3757486915357,968.7647529519684,968.7823101245456,968.7996926089263,968.8169021434018,968.8339404486718
333,333,16071856.0,6203.481886150291,0.0001611997936566189,0.021816296530934774,0.04444131802176769,0.06684122783036099,0.08901826607569839,0.11097464994035526,0.13271257502752867,0.15423421495645162,0.17554172172500138,0.19663722569999584,0.21752283626885854,0.23820064208583416,288.2890877786816,427.12152303929577,564.5726222567241,700.656128565002,835.3856486915348,968.7746529519675,968.7922101245447,968.8095926089254,968.8268021434009,968.8438404486709
334,334,16073170.0,6098.309391910093,0.00016397987306557158,0.018581894690504187,0.04143428997647923,0.06405931146731214,0.08645922127590544,0.10863625952124285,0.1305926433858997,0.1523305684730731,0.17385220840199606,0.19515971517054584,0.21625521914554027,0.23714082971440298,306.4525101882195,443.9036094056478,579.9871157139257,714.7166358404585,848.1056401008912,848.1231972734685,848.1405797578492,848.1577892923247,848.1748275975947,848.1916963772006
335,335,16073946.0,6194.18410328286,0.00016144176268025507,0.000637573307193669,0.02348996859316871,0.04611499008400162,0.06851489989259493,0.09069193813793233,0.1126483220025892,0.1343862470897626,0.15590788701868555,0.17721539378723533,0.19831089776222977,0.21919650833109247,416.7464668716507,554.1975660890789,690.2810723973569,825.0105925238897,958.3995967843224,958.4171539568996,958.4345364412803,958.4517459757558,958.4687842810258,958.4856530606318
336,336,16076208.0,6676.587837007768,0.00014977710537365864,0.0061720507573461425,0.028128434622003012,0.04986635970917641,0.07138799963809936,0.09269550640664913,0.11379101038164358,0.13467662095050628,0.1553544267674819,0.17582649502242578,0.196094873068248,0.21616158730814114,396.54102004548605,539.601318996216,681.2382154103412,821.4658705584817,960.2983058190958,1097.7494050365242,1233.8329113448021,1368.5624314713348,1501.9514357317676,1501.9689929043448
337,337,16079150.0,6524.133902334199,0.00015327705025217536,0.009651300039685779,0.031828338285023176,0.053784722149680046,0.07552264723685345,0.0970442871657764,0.11835179393432617,0.13944729790932062,0.16033290847818332,0.18101071429515894,0.20148278255010282,0.22175116059592503,370.26576698710153,511.90266340122673,652.1303185493673,790.9627538099815,928.4138530274097,1064.4973593356876,1199.2268794622205,1332.615883722653,1332.6334408952303,1332.6508233796112
