,index,blocknum,p0vs1,p1vs0,USDP-slippagemap_01,USDP-slippagemap_2,USDP-slippagemap_3,USDP-slippagemap_4,USDP-slippagemap_5,USDP-slippagemap_6,USDP-slippagemap_7,USDP-slippagemap_8,USDP-slippagemap_9,USDP-slippagemap_10,USDP-slippagemap_11,USDP-slippagemap_12,USDP-slippagemap_13,USDP-slippagemap_14,USDP-slippagemap_15,USDP-slippagemap_16,USDP-slippagemap_17,USDP-slippagemap_18,USDP-slippagemap_19,USDP-slippagemap_20,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10,USDC-slippagemap_11,USDC-slippagemap_12,USDC-slippagemap_13,USDC-slippagemap_14,USDC-slippagemap_15,USDC-slippagemap_16,USDC-slippagemap_17,USDC-slippagemap_18,USDC-slippagemap_19,USDC-slippagemap_20
351,351,14195411.0,0.9998026733013067,1.0001973656442043,8719237.137502262,8719237.137502262,8719237.137502262,8719237.137502262,8719237.137502262,8719237.137502262,8719237.137502262,8719237.137502262,8719237.137502262,8719237.137502262,8719237.137502262,8719237.137502262,8719237.137502262,8719237.137502262,8719237.137502262,8719237.137502262,8719237.137502262,8719237.137502262,8719237.137502262,8719237.137502262,7763502.224447494,7763502.224447494,7763502.224447494,7763502.224447494,7763502.224447494,7763502.224447494,7763502.224447494,7763502.224447494,7763502.224447494,7763502.224447494,7763502.224447494,7763502.224447494,7763502.224447494,7763502.224447494,7763502.224447494,7763502.224447494,7763502.224447494,7763502.224447494,7763502.224447494,7763502.224447494
352,352,14196828.0,0.9998026733013067,1.0001973656442043,8740686.363174614,8740686.363174614,8740686.363174614,8740686.363174614,8740686.363174614,8740686.363174614,8740686.363174614,8740686.363174614,8740686.363174614,8740686.363174614,8740686.363174614,8740686.363174614,8740686.363174614,8740686.363174614,8740686.363174614,8740686.363174614,8740686.363174614,8740686.363174614,8740686.363174614,8740686.363174614,7742056.48375466,7742056.48375466,7742056.48375466,7742056.48375466,7742056.48375466,7742056.48375466,7742056.48375466,7742056.48375466,7742056.48375466,7742056.48375466,7742056.48375466,7742056.48375466,7742056.48375466,7742056.48375466,7742056.48375466,7742056.48375466,7742056.48375466,7742056.48375466,7742056.48375466,7742056.48375466
353,353,14197410.0,0.9998026733013067,1.0001973656442043,8851925.923116272,8851925.923116272,8851925.923116272,8851925.923116272,8851925.923116272,8851925.923116272,8851925.923116272,8851925.923116272,8851925.923116272,8851925.923116272,8851925.923116272,8851925.923116272,8851925.923116272,8851925.923116272,8851925.923116272,8851925.923116272,8851925.923116272,8851925.923116272,8851925.923116272,8851925.923116272,7630835.982030361,7630835.982030361,7630835.982030361,7630835.982030361,7630835.982030361,7630835.982030361,7630835.982030361,7630835.982030361,7630835.982030361,7630835.982030361,7630835.982030361,7630835.982030361,7630835.982030361,7630835.982030361,7630835.982030361,7630835.982030361,7630835.982030361,7630835.982030361,7630835.982030361,7630835.982030361
354,354,14198056.0,0.9998026733013067,1.0001973656442043,8792319.478312116,8792319.478312116,8792319.478312116,8792319.478312116,8792319.478312116,8792319.478312116,8792319.478312116,8792319.478312116,8792319.478312116,8792319.478312116,8792319.478312116,8792319.478312116,8792319.478312116,8792319.478312116,8792319.478312116,8792319.478312116,8792319.478312116,8792319.478312116,8792319.478312116,8792319.478312116,7690432.00943262,7690432.00943262,7690432.00943262,7690432.00943262,7690432.00943262,7690432.00943262,7690432.00943262,7690432.00943262,7690432.00943262,7690432.00943262,7690432.00943262,7690432.00943262,7690432.00943262,7690432.00943262,7690432.00943262,7690432.00943262,7690432.00943262,7690432.00943262,7690432.00943262,7690432.00943262
355,355,14198712.0,0.9998026733013067,1.0001973656442043,8813920.564528279,8813920.564528279,8813920.564528279,8813920.564528279,8813920.564528279,8813920.564528279,8813920.564528279,8813920.564528279,8813920.564528279,8813920.564528279,8813920.564528279,8813920.564528279,8813920.564528279,8813920.564528279,8813920.564528279,8813920.564528279,8813920.564528279,8813920.564528279,8813920.564528279,8813920.564528279,7668834.643676381,7668834.643676381,7668834.643676381,7668834.643676381,7668834.643676381,7668834.643676381,7668834.643676381,7668834.643676381,7668834.643676381,7668834.643676381,7668834.643676381,7668834.643676381,7668834.643676381,7668834.643676381,7668834.643676381,7668834.643676381,7668834.643676381,7668834.643676381,7668834.643676381,7668834.643676381
356,356,14199833.0,0.9998026733013067,1.0001973656442043,8931975.606283864,8931975.606283864,8931975.606283864,8931975.606283864,8931975.606283864,8931975.606283864,8931975.606283864,8931975.606283864,8931975.606283864,8931975.606283864,8931975.606283864,8931975.606283864,8931975.606283864,8931975.606283864,8931975.606283864,8931975.606283864,8931975.606283864,8931975.606283864,8931975.606283864,8931975.606283864,7550801.034760165,7550801.034760165,7550801.034760165,7550801.034760165,7550801.034760165,7550801.034760165,7550801.034760165,7550801.034760165,7550801.034760165,7550801.034760165,7550801.034760165,7550801.034760165,7550801.034760165,7550801.034760165,7550801.034760165,7550801.034760165,7550801.034760165,7550801.034760165,7550801.034760165,7550801.034760165
357,357,14200576.0,0.9998026733013067,1.0001973656442043,8893267.236404868,8893267.236404868,8893267.236404868,8893267.236404868,8893267.236404868,8893267.236404868,8893267.236404868,8893267.236404868,8893267.236404868,8893267.236404868,8893267.236404868,8893267.236404868,8893267.236404868,8893267.236404868,8893267.236404868,8893267.236404868,8893267.236404868,8893267.236404868,8893267.236404868,8893267.236404868,7589502.172300592,7589502.172300592,7589502.172300592,7589502.172300592,7589502.172300592,7589502.172300592,7589502.172300592,7589502.172300592,7589502.172300592,7589502.172300592,7589502.172300592,7589502.172300592,7589502.172300592,7589502.172300592,7589502.172300592,7589502.172300592,7589502.172300592,7589502.172300592,7589502.172300592,7589502.172300592
358,358,14201278.0,0.9998026733013067,1.0001973656442043,8988102.663364317,8988102.663364317,8988102.663364317,8988102.663364317,8988102.663364317,8988102.663364317,8988102.663364317,8988102.663364317,8988102.663364317,8988102.663364317,8988102.663364317,8988102.663364317,8988102.663364317,8988102.663364317,8988102.663364317,8988102.663364317,8988102.663364317,8988102.663364317,8988102.663364317,8988102.663364317,7494684.8195681935,7494684.8195681935,7494684.8195681935,7494684.8195681935,7494684.8195681935,7494684.8195681935,7494684.8195681935,7494684.8195681935,7494684.8195681935,7494684.8195681935,7494684.8195681935,7494684.8195681935,7494684.8195681935,7494684.8195681935,7494684.8195681935,7494684.8195681935,7494684.8195681935,7494684.8195681935,7494684.8195681935,7494684.8195681935
359,359,14203147.0,0.9998026733013067,1.0001973656442043,8955028.45602011,8955028.45602011,8955028.45602011,8955028.45602011,8955028.45602011,8955028.45602011,8955028.45602011,8955028.45602011,8955028.45602011,8955028.45602011,8955028.45602011,8955028.45602011,8955028.45602011,8955028.45602011,8955028.45602011,8955028.45602011,8955028.45602011,8955028.45602011,8955028.45602011,8955028.45602011,7527752.587218403,7527752.587218403,7527752.587218403,7527752.587218403,7527752.587218403,7527752.587218403,7527752.587218403,7527752.587218403,7527752.587218403,7527752.587218403,7527752.587218403,7527752.587218403,7527752.587218403,7527752.587218403,7527752.587218403,7527752.587218403,7527752.587218403,7527752.587218403,7527752.587218403,7527752.587218403
360,360,14204335.0,0.9998026733013067,1.0001973656442043,8914496.310188202,8914496.310188202,8914496.310188202,8914496.310188202,8914496.310188202,8914496.310188202,8914496.310188202,8914496.310188202,8914496.310188202,8914496.310188202,8914496.310188202,8914496.310188202,8914496.310188202,8914496.310188202,8914496.310188202,8914496.310188202,8914496.310188202,8914496.310188202,8914496.310188202,8914496.310188202,7568277.040245004,7568277.040245004,7568277.040245004,7568277.040245004,7568277.040245004,7568277.040245004,7568277.040245004,7568277.040245004,7568277.040245004,7568277.040245004,7568277.040245004,7568277.040245004,7568277.040245004,7568277.040245004,7568277.040245004,7568277.040245004,7568277.040245004,7568277.040245004,7568277.040245004,7568277.040245004
361,361,14204896.0,0.9995027924774801,1.0004974548608188,11207706.37841089,11207706.37841089,11207706.37841089,11207706.37841089,11207706.37841089,11207706.37841089,11207706.37841089,11207706.37841089,11207706.37841089,11207706.37841089,11207706.37841089,11207706.37841089,11207706.37841089,11207706.37841089,11207706.37841089,11207706.37841089,11207706.37841089,11207706.37841089,11207706.37841089,11207706.37841089,5275846.703270168,5275846.703270168,5275846.703270168,5275846.703270168,5275846.703270168,5275846.703270168,5275846.703270168,5275846.703270168,5275846.703270168,5275846.703270168,5275846.703270168,5275846.703270168,5275846.703270168,5275846.703270168,5275846.703270168,5275846.703270168,5275846.703270168,5275846.703270168,5275846.703270168,5275846.703270168
362,362,14206054.0,0.9997027030310036,1.0002973853807686,9483989.380950527,9483989.380950527,9483989.380950527,9483989.380950527,9483989.380950527,9483989.380950527,9483989.380950527,9483989.380950527,9483989.380950527,9483989.380950527,9483989.380950527,9483989.380950527,9483989.380950527,9483989.380950527,9483989.380950527,9483989.380950527,9483989.380950527,9483989.380950527,9483989.380950527,9483989.380950527,6998912.147302827,6998912.147302827,6998912.147302827,6998912.147302827,6998912.147302827,6998912.147302827,6998912.147302827,6998912.147302827,6998912.147302827,6998912.147302827,6998912.147302827,6998912.147302827,6998912.147302827,6998912.147302827,6998912.147302827,6998912.147302827,6998912.147302827,6998912.147302827,6998912.147302827,6998912.147302827
363,363,14206791.0,0.9997027030310036,1.0002973853807686,9476469.705746368,9476469.705746368,9476469.705746368,9476469.705746368,9476469.705746368,9476469.705746368,9476469.705746368,9476469.705746368,9476469.705746368,9476469.705746368,9476469.705746368,9476469.705746368,9476469.705746368,9476469.705746368,9476469.705746368,9476469.705746368,9476469.705746368,9476469.705746368,9476469.705746368,9476469.705746368,7006429.848198732,7006429.848198732,7006429.848198732,7006429.848198732,7006429.848198732,7006429.848198732,7006429.848198732,7006429.848198732,7006429.848198732,7006429.848198732,7006429.848198732,7006429.848198732,7006429.848198732,7006429.848198732,7006429.848198732,7006429.848198732,7006429.848198732,7006429.848198732,7006429.848198732,7006429.848198732
364,364,14207419.0,0.9995027924774801,1.0004974548608188,11207279.861314636,11207279.861314636,11207279.861314636,11207279.861314636,11207279.861314636,11207279.861314636,11207279.861314636,11207279.861314636,11207279.861314636,11207279.861314636,11207279.861314636,11207279.861314636,11207279.861314636,11207279.861314636,11207279.861314636,11207279.861314636,11207279.861314636,11207279.861314636,11207279.861314636,11207279.861314636,5276273.010139949,5276273.010139949,5276273.010139949,5276273.010139949,5276273.010139949,5276273.010139949,5276273.010139949,5276273.010139949,5276273.010139949,5276273.010139949,5276273.010139949,5276273.010139949,5276273.010139949,5276273.010139949,5276273.010139949,5276273.010139949,5276273.010139949,5276273.010139949,5276273.010139949,5276273.010139949
365,365,14208221.0,0.999402852192261,1.0005975046063047,11258357.49945866,11258357.49945866,11258357.49945866,11258357.49945866,11258357.49945866,11258357.49945866,11258357.49945866,11258357.49945866,11258357.49945866,11258357.49945866,11258357.49945866,11258357.49945866,11258357.49945866,11258357.49945866,11258357.49945866,11258357.49945866,11258357.49945866,11258357.49945866,11258357.49945866,11258357.49945866,5225220.72018167,5225220.72018167,5225220.72018167,5225220.72018167,5225220.72018167,5225220.72018167,5225220.72018167,5225220.72018167,5225220.72018167,5225220.72018167,5225220.72018167,5225220.72018167,5225220.72018167,5225220.72018167,5225220.72018167,5225220.72018167,5225220.72018167,5225220.72018167,5225220.72018167,5225220.72018167
366,366,14209691.0,0.9998026733013067,1.0001973656442043,8265937.699152045,8265937.699152045,8265937.699152045,8265937.699152045,8265937.699152045,8265937.699152045,8265937.699152045,8265937.699152045,8265937.699152045,8265937.699152045,8265937.699152045,8265937.699152045,8265937.699152045,8265937.699152045,8265937.699152045,8265937.699152045,8265937.699152045,8265937.699152045,8265937.699152045,8265937.699152045,8216742.366888791,8216742.366888791,8216742.366888791,8216742.366888791,8216742.366888791,8216742.366888791,8216742.366888791,8216742.366888791,8216742.366888791,8216742.366888791,8216742.366888791,8216742.366888791,8216742.366888791,8216742.366888791,8216742.366888791,8216742.366888791,8216742.366888791,8216742.366888791,8216742.366888791,8216742.366888791
367,367,14210927.0,1.0000026438339937,0.9999973561729961,7354347.906237421,7354347.906237421,7354347.906237421,7354347.906237421,7354347.906237421,7354347.906237421,7354347.906237421,7354347.906237421,7354347.906237421,7354347.906237421,7354347.906237421,7354347.906237421,7354347.906237421,7354347.906237421,7354347.906237421,7354347.906237421,7354347.906237421,7354347.906237421,7354347.906237421,7354347.906237421,9128295.913414111,9128295.913414111,9128295.913414111,9128295.913414111,9128295.913414111,9128295.913414111,9128295.913414111,9128295.913414111,9128295.913414111,9128295.913414111,9128295.913414111,9128295.913414111,9128295.913414111,9128295.913414111,9128295.913414111,9128295.913414111,9128295.913414111,9128295.913414111,9128295.913414111,9128295.913414111
368,368,14214218.0,0.9999026535686368,1.0000973559086135,8011064.951588601,8011064.951588601,8011064.951588601,8011064.951588601,8011064.951588601,8011064.951588601,8011064.951588601,8011064.951588601,8011064.951588601,8011064.951588601,8011064.951588601,8011064.951588601,8011064.951588601,8011064.951588601,8011064.951588601,8011064.951588601,8011064.951588601,8011064.951588601,8011064.951588601,8011064.951588601,8471593.81435107,8471593.81435107,8471593.81435107,8471593.81435107,8471593.81435107,8471593.81435107,8471593.81435107,8471593.81435107,8471593.81435107,8471593.81435107,8471593.81435107,8471593.81435107,8471593.81435107,8471593.81435107,8471593.81435107,8471593.81435107,8471593.81435107,8471593.81435107,8471593.81435107,8471593.81435107
369,369,14217065.0,0.9999026535686368,1.0000973559086135,8058297.895099046,8058297.895099046,8058297.895099046,8058297.895099046,8058297.895099046,8058297.895099046,8058297.895099046,8058297.895099046,8058297.895099046,8058297.895099046,8058297.895099046,8058297.895099046,8058297.895099046,8058297.895099046,8058297.895099046,8058297.895099046,8058297.895099046,8058297.895099046,8058297.895099046,8058297.895099046,8424364.163942857,8424364.163942857,8424364.163942857,8424364.163942857,8424364.163942857,8424364.163942857,8424364.163942857,8424364.163942857,8424364.163942857,8424364.163942857,8424364.163942857,8424364.163942857,8424364.163942857,8424364.163942857,8424364.163942857,8424364.163942857,8424364.163942857,8424364.163942857,8424364.163942857,8424364.163942857
370,370,14219573.0,0.9998026733013067,1.0001973656442043,8372356.910340405,8372356.910340405,8372356.910340405,8372356.910340405,8372356.910340405,8372356.910340405,8372356.910340405,8372356.910340405,8372356.910340405,8372356.910340405,8372356.910340405,8372356.910340405,8372356.910340405,8372356.910340405,8372356.910340405,8372356.910340405,8372356.910340405,8372356.910340405,8372356.910340405,8372356.910340405,8110334.614044792,8110334.614044792,8110334.614044792,8110334.614044792,8110334.614044792,8110334.614044792,8110334.614044792,8110334.614044792,8110334.614044792,8110334.614044792,8110334.614044792,8110334.614044792,8110334.614044792,8110334.614044792,8110334.614044792,8110334.614044792,8110334.614044792,8110334.614044792,8110334.614044792,8110334.614044792
371,371,14221811.0,0.9998026733013067,1.0001973656442043,8378649.072870537,8378649.072870537,8378649.072870537,8378649.072870537,8378649.072870537,8378649.072870537,8378649.072870537,8378649.072870537,8378649.072870537,8378649.072870537,8378649.072870537,8378649.072870537,8378649.072870537,8378649.072870537,8378649.072870537,8378649.072870537,8378649.072870537,8378649.072870537,8378649.072870537,8378649.072870537,8104043.176309356,8104043.176309356,8104043.176309356,8104043.176309356,8104043.176309356,8104043.176309356,8104043.176309356,8104043.176309356,8104043.176309356,8104043.176309356,8104043.176309356,8104043.176309356,8104043.176309356,8104043.176309356,8104043.176309356,8104043.176309356,8104043.176309356,8104043.176309356,8104043.176309356,8104043.176309356
372,372,14222381.0,0.9998026733013067,1.0001973656442043,8376964.224681121,8376964.224681121,8376964.224681121,8376964.224681121,8376964.224681121,8376964.224681121,8376964.224681121,8376964.224681121,8376964.224681121,8376964.224681121,8376964.224681121,8376964.224681121,8376964.224681121,8376964.224681121,8376964.224681121,8376964.224681121,8376964.224681121,8376964.224681121,8376964.224681121,8376964.224681121,8105727.829903181,8105727.829903181,8105727.829903181,8105727.829903181,8105727.829903181,8105727.829903181,8105727.829903181,8105727.829903181,8105727.829903181,8105727.829903181,8105727.829903181,8105727.829903181,8105727.829903181,8105727.829903181,8105727.829903181,8105727.829903181,8105727.829903181,8105727.829903181,8105727.829903181,8105727.829903181
373,373,14223548.0,0.9998026733013067,1.0001973656442043,8386984.959547122,8386984.959547122,8386984.959547122,8386984.959547122,8386984.959547122,8386984.959547122,8386984.959547122,8386984.959547122,8386984.959547122,8386984.959547122,8386984.959547122,8386984.959547122,8386984.959547122,8386984.959547122,8386984.959547122,8386984.959547122,8386984.959547122,8386984.959547122,8386984.959547122,8386984.959547122,8095708.2579778945,8095708.2579778945,8095708.2579778945,8095708.2579778945,8095708.2579778945,8095708.2579778945,8095708.2579778945,8095708.2579778945,8095708.2579778945,8095708.2579778945,8095708.2579778945,8095708.2579778945,8095708.2579778945,8095708.2579778945,8095708.2579778945,8095708.2579778945,8095708.2579778945,8095708.2579778945,8095708.2579778945,8095708.2579778945
374,374,14226596.0,0.9998026733013067,1.0001973656442043,8473354.432146156,8473354.432146156,8473354.432146156,8473354.432146156,8473354.432146156,8473354.432146156,8473354.432146156,8473354.432146156,8473354.432146156,8473354.432146156,8473354.432146156,8473354.432146156,8473354.432146156,8473354.432146156,8473354.432146156,8473354.432146156,8473354.432146156,8473354.432146156,8473354.432146156,8473354.432146156,8009349.364167993,8009349.364167993,8009349.364167993,8009349.364167993,8009349.364167993,8009349.364167993,8009349.364167993,8009349.364167993,8009349.364167993,8009349.364167993,8009349.364167993,8009349.364167993,8009349.364167993,8009349.364167993,8009349.364167993,8009349.364167993,8009349.364167993,8009349.364167993,8009349.364167993,8009349.364167993
375,375,14227180.0,0.9998026733013067,1.0001973656442043,8376919.049223891,8376919.049223891,8376919.049223891,8376919.049223891,8376919.049223891,8376919.049223891,8376919.049223891,8376919.049223891,8376919.049223891,8376919.049223891,8376919.049223891,8376919.049223891,8376919.049223891,8376919.049223891,8376919.049223891,8376919.049223891,8376919.049223891,8376919.049223891,8376919.049223891,8376919.049223891,8105773.000147976,8105773.000147976,8105773.000147976,8105773.000147976,8105773.000147976,8105773.000147976,8105773.000147976,8105773.000147976,8105773.000147976,8105773.000147976,8105773.000147976,8105773.000147976,8105773.000147976,8105773.000147976,8105773.000147976,8105773.000147976,8105773.000147976,8105773.000147976,8105773.000147976,8105773.000147976
376,376,14228540.0,0.9998026733013067,1.0001973656442043,8336918.540780096,8336918.540780096,8336918.540780096,8336918.540780096,8336918.540780096,8336918.540780096,8336918.540780096,8336918.540780096,8336918.540780096,8336918.540780096,8336918.540780096,8336918.540780096,8336918.540780096,8336918.540780096,8336918.540780096,8336918.540780096,8336918.540780096,8336918.540780096,8336918.540780096,8336918.540780096,8145769.000102254,8145769.000102254,8145769.000102254,8145769.000102254,8145769.000102254,8145769.000102254,8145769.000102254,8145769.000102254,8145769.000102254,8145769.000102254,8145769.000102254,8145769.000102254,8145769.000102254,8145769.000102254,8145769.000102254,8145769.000102254,8145769.000102254,8145769.000102254,8145769.000102254,8145769.000102254
377,377,14229976.0,0.9997027030310036,1.0002973853807686,9116840.5406543,9116840.5406543,9116840.5406543,9116840.5406543,9116840.5406543,9116840.5406543,9116840.5406543,9116840.5406543,9116840.5406543,9116840.5406543,9116840.5406543,9116840.5406543,9116840.5406543,9116840.5406543,9116840.5406543,9116840.5406543,9116840.5406543,9116840.5406543,9116840.5406543,9116840.5406543,7365973.3974576155,7365973.3974576155,7365973.3974576155,7365973.3974576155,7365973.3974576155,7365973.3974576155,7365973.3974576155,7365973.3974576155,7365973.3974576155,7365973.3974576155,7365973.3974576155,7365973.3974576155,7365973.3974576155,7365973.3974576155,7365973.3974576155,7365973.3974576155,7365973.3974576155,7365973.3974576155,7365973.3974576155,7365973.3974576155
378,378,14230688.0,0.9997027030310036,1.0002973853807686,9188101.856225459,9188101.856225459,9188101.856225459,9188101.856225459,9188101.856225459,9188101.856225459,9188101.856225459,9188101.856225459,9188101.856225459,9188101.856225459,9188101.856225459,9188101.856225459,9188101.856225459,9188101.856225459,9188101.856225459,9188101.856225459,9188101.856225459,9188101.856225459,9188101.856225459,9188101.856225459,7294727.676371758,7294727.676371758,7294727.676371758,7294727.676371758,7294727.676371758,7294727.676371758,7294727.676371758,7294727.676371758,7294727.676371758,7294727.676371758,7294727.676371758,7294727.676371758,7294727.676371758,7294727.676371758,7294727.676371758,7294727.676371758,7294727.676371758,7294727.676371758,7294727.676371758,7294727.676371758
379,379,14231379.0,0.9998026733013067,1.0001973656442043,8337365.587058044,8337365.587058044,8337365.587058044,8337365.587058044,8337365.587058044,8337365.587058044,8337365.587058044,8337365.587058044,8337365.587058044,8337365.587058044,8337365.587058044,8337365.587058044,8337365.587058044,8337365.587058044,8337365.587058044,8337365.587058044,8337365.587058044,8337365.587058044,8337365.587058044,8337365.587058044,8145322.003031777,8145322.003031777,8145322.003031777,8145322.003031777,8145322.003031777,8145322.003031777,8145322.003031777,8145322.003031777,8145322.003031777,8145322.003031777,8145322.003031777,8145322.003031777,8145322.003031777,8145322.003031777,8145322.003031777,8145322.003031777,8145322.003031777,8145322.003031777,8145322.003031777,8145322.003031777
380,380,14232639.0,0.9998026733013067,1.0001973656442043,8488998.204896586,8488998.204896586,8488998.204896586,8488998.204896586,8488998.204896586,8488998.204896586,8488998.204896586,8488998.204896586,8488998.204896586,8488998.204896586,8488998.204896586,8488998.204896586,8488998.204896586,8488998.204896586,8488998.204896586,8488998.204896586,8488998.204896586,8488998.204896586,8488998.204896586,8488998.204896586,7993707.613962117,7993707.613962117,7993707.613962117,7993707.613962117,7993707.613962117,7993707.613962117,7993707.613962117,7993707.613962117,7993707.613962117,7993707.613962117,7993707.613962117,7993707.613962117,7993707.613962117,7993707.613962117,7993707.613962117,7993707.613962117,7993707.613962117,7993707.613962117,7993707.613962117,7993707.613962117
381,381,14233500.0,0.9998026733013067,1.0001973656442043,8487197.305238677,8487197.305238677,8487197.305238677,8487197.305238677,8487197.305238677,8487197.305238677,8487197.305238677,8487197.305238677,8487197.305238677,8487197.305238677,8487197.305238677,8487197.305238677,8487197.305238677,8487197.305238677,8487197.305238677,8487197.305238677,8487197.305238677,8487197.305238677,8487197.305238677,8487197.305238677,7995508.279123318,7995508.279123318,7995508.279123318,7995508.279123318,7995508.279123318,7995508.279123318,7995508.279123318,7995508.279123318,7995508.279123318,7995508.279123318,7995508.279123318,7995508.279123318,7995508.279123318,7995508.279123318,7995508.279123318,7995508.279123318,7995508.279123318,7995508.279123318,7995508.279123318,7995508.279123318
382,382,14235981.0,0.9998026733013067,1.0001973656442043,8545728.035670737,8545728.035670737,8545728.035670737,8545728.035670737,8545728.035670737,8545728.035670737,8545728.035670737,8545728.035670737,8545728.035670737,8545728.035670737,8545728.035670737,8545728.035670737,8545728.035670737,8545728.035670737,8545728.035670737,8545728.035670737,8545728.035670737,8545728.035670737,8545728.035670737,8545728.035670737,7936985.3915079385,7936985.3915079385,7936985.3915079385,7936985.3915079385,7936985.3915079385,7936985.3915079385,7936985.3915079385,7936985.3915079385,7936985.3915079385,7936985.3915079385,7936985.3915079385,7936985.3915079385,7936985.3915079385,7936985.3915079385,7936985.3915079385,7936985.3915079385,7936985.3915079385,7936985.3915079385,7936985.3915079385,7936985.3915079385
383,383,14237501.0,0.9998026733013067,1.0001973656442043,8655764.374246132,8655764.374246132,8655764.374246132,8655764.374246132,8655764.374246132,8655764.374246132,8655764.374246132,8655764.374246132,8655764.374246132,8655764.374246132,8655764.374246132,8655764.374246132,8655764.374246132,8655764.374246132,8655764.374246132,8655764.374246132,8655764.374246132,8655764.374246132,8655764.374246132,8655764.374246132,7826965.034441764,7826965.034441764,7826965.034441764,7826965.034441764,7826965.034441764,7826965.034441764,7826965.034441764,7826965.034441764,7826965.034441764,7826965.034441764,7826965.034441764,7826965.034441764,7826965.034441764,7826965.034441764,7826965.034441764,7826965.034441764,7826965.034441764,7826965.034441764,7826965.034441764,7826965.034441764
384,384,14240819.0,0.9998026733013067,1.0001973656442043,8708395.680847798,8708395.680847798,8708395.680847798,8708395.680847798,8708395.680847798,8708395.680847798,8708395.680847798,8708395.680847798,8708395.680847798,8708395.680847798,8708395.680847798,8708395.680847798,8708395.680847798,8708395.680847798,8708395.680847798,8708395.680847798,8708395.680847798,8708395.680847798,8708395.680847798,8708395.680847798,7774341.942977764,7774341.942977764,7774341.942977764,7774341.942977764,7774341.942977764,7774341.942977764,7774341.942977764,7774341.942977764,7774341.942977764,7774341.942977764,7774341.942977764,7774341.942977764,7774341.942977764,7774341.942977764,7774341.942977764,7774341.942977764,7774341.942977764,7774341.942977764,7774341.942977764,7774341.942977764
385,385,14241390.0,0.9998026733013067,1.0001973656442043,8807864.68952811,8807864.68952811,8807864.68952811,8807864.68952811,8807864.68952811,8807864.68952811,8807864.68952811,8807864.68952811,8807864.68952811,8807864.68952811,8807864.68952811,8807864.68952811,8807864.68952811,8807864.68952811,8807864.68952811,8807864.68952811,8807864.68952811,8807864.68952811,8807864.68952811,8807864.68952811,7674889.469364873,7674889.469364873,7674889.469364873,7674889.469364873,7674889.469364873,7674889.469364873,7674889.469364873,7674889.469364873,7674889.469364873,7674889.469364873,7674889.469364873,7674889.469364873,7674889.469364873,7674889.469364873,7674889.469364873,7674889.469364873,7674889.469364873,7674889.469364873,7674889.469364873,7674889.469364873
386,386,14241896.0,0.9998026733013067,1.0001973656442043,8844016.493523324,8844016.493523324,8844016.493523324,8844016.493523324,8844016.493523324,8844016.493523324,8844016.493523324,8844016.493523324,8844016.493523324,8844016.493523324,8844016.493523324,8844016.493523324,8844016.493523324,8844016.493523324,8844016.493523324,8844016.493523324,8844016.493523324,8844016.493523324,8844016.493523324,8844016.493523324,7638744.002022254,7638744.002022254,7638744.002022254,7638744.002022254,7638744.002022254,7638744.002022254,7638744.002022254,7638744.002022254,7638744.002022254,7638744.002022254,7638744.002022254,7638744.002022254,7638744.002022254,7638744.002022254,7638744.002022254,7638744.002022254,7638744.002022254,7638744.002022254,7638744.002022254,7638744.002022254
387,387,14242522.0,0.9998026733013067,1.0001973656442043,8472511.009076457,8472511.009076457,8472511.009076457,8472511.009076457,8472511.009076457,8472511.009076457,8472511.009076457,8472511.009076457,8472511.009076457,8472511.009076457,8472511.009076457,8472511.009076457,8472511.009076457,8472511.009076457,8472511.009076457,8472511.009076457,8472511.009076457,8472511.009076457,8472511.009076457,8472511.009076457,8010192.679121156,8010192.679121156,8010192.679121156,8010192.679121156,8010192.679121156,8010192.679121156,8010192.679121156,8010192.679121156,8010192.679121156,8010192.679121156,8010192.679121156,8010192.679121156,8010192.679121156,8010192.679121156,8010192.679121156,8010192.679121156,8010192.679121156,8010192.679121156,8010192.679121156,8010192.679121156
388,388,14243053.0,0.9998026733013067,1.0001973656442043,8463940.487214796,8463940.487214796,8463940.487214796,8463940.487214796,8463940.487214796,8463940.487214796,8463940.487214796,8463940.487214796,8463940.487214796,8463940.487214796,8463940.487214796,8463940.487214796,8463940.487214796,8463940.487214796,8463940.487214796,8463940.487214796,8463940.487214796,8463940.487214796,8463940.487214796,8463940.487214796,8018762.107728313,8018762.107728313,8018762.107728313,8018762.107728313,8018762.107728313,8018762.107728313,8018762.107728313,8018762.107728313,8018762.107728313,8018762.107728313,8018762.107728313,8018762.107728313,8018762.107728313,8018762.107728313,8018762.107728313,8018762.107728313,8018762.107728313,8018762.107728313,8018762.107728313,8018762.107728313
