block,reserve USDT,reserve USDC,price,volume for slippage 5%
16841030,38680900.100733,174927542.13779,1.002562736063572,183197696
16841194,38588877.668272,174316246.12861,1.0025735776796065,182558720
16841248,38942136.915269,173629357.819024,1.0025251901930994,181837824
16841316,40699820.686064,171702021.725012,1.0022955781734109,179855360
16841375,41632234.77993,170767880.19831,1.0021834405832486,178888704
16841455,42557564.315949,169639551.036949,1.0020803980989694,177725440
16841540,44192087.272424,168924110.172004,1.001918149238274,177004544
16841678,44172274.164786,168712103.941427,1.0019177175067424,176775168
16841702,45297537.274672,167585032.265488,1.0018148280422046,175611904
16841774,47307473.639242,163735540.658238,1.0016277845039996,171597824
16841812,49750983.433856,162185758.063363,1.0014575706790296,169992192
16841902,53519417.541665,158315665.228226,1.0012309855715544,165945344
16842000,52610876.200184,160208108.544685,1.0012837350998152,167944192
16842031,46702893.524192,166123707.839405,1.0016815350806616,174104576
16842081,45265065.258025,167562194.778788,1.0018017833878847,175595520
16842127,43180018.040604,169711348.029264,1.0019981555942512,177823744
16842211,41330435.93058,170446393.012637,1.0021927303745104,178561024
16842317,41839549.563328,214603956.939319,1.0023648196982564,224960512
16842398,41291335.632324,212222579.552387,1.0024076494658412,222453760
16842508,38654192.360294,213972149.811572,1.0027596282966456,224206848
16842609,36933960.07201,213732953.84287,1.0030150107509324,223911936
16842658,43594431.951367,206972094.155145,1.0021314420845777,216997888
16842719,43234507.146761,205011222.114765,1.002155093698795,214933504
16842795,49730215.639801,197643528.262092,1.0015938405333704,207298560
16842883,47706950.652132,193139023.120181,1.0017106739853439,202530816
16843002,44775243.7298,195221875.179452,1.0019496455960075,204677120
16843045,43574640.96332,196425273.935808,1.0020658978613743,205922304
16843069,43475723.184068,194525383.470521,1.0020654564013618,203923456
16843132,42964000.879271,192647719.534699,1.002105972087348,201940992
16843180,42018372.206203,192990795.368101,1.0022063202739253,202285056
16843326,41436228.822751,193524704.751989,1.0022727252371135,202825728
16843405,40089065.477866,194700019.967336,1.0024344624198276,204038144
16843474,40222307.362102,194048209.620299,1.0024147351132404,203350016
16843517,40807132.082983,193516515.711823,1.002343091021202,202809344
16843600,40726985.473103,193596526.977849,1.002352833810608,202891264
16843771,41531226.579884,192788938.445691,1.0022575108542433,202055680
16843908,42119633.074493,192360172.401038,1.0021913137363452,201613312
